# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s], mtfd, htfd, Sm [kg/m3s], Sh [J/m3s], rho[kg/m3s]
0,0.009,40,1600,2.63249e-05,300,300.232,0.276589,0,0,0,0,785.576
3.47703e-06,0.00900096,40.0038,1600.3,2.63245e-05,299.996,300.235,0.276592,-1.27616e-10,-1202.03,-5.76825e-08,0.000709919,785.58
6.95407e-06,0.00900192,40.0035,1600.28,2.6324e-05,299.992,300.238,0.276595,-1.27536e-10,-1200.84,-5.76461e-08,0.000731374,785.584
1.04311e-05,0.00900288,40.0032,1600.25,2.63236e-05,299.987,300.241,0.276598,-1.27455e-10,-1199.65,-5.76098e-08,0.000752818,785.588
1.39081e-05,0.00900384,40.0029,1600.23,2.63231e-05,299.983,300.244,0.276601,-1.27375e-10,-1198.46,-5.75736e-08,0.00077425,785.592
1.73852e-05,0.0090048,40.0026,1600.21,2.63227e-05,299.979,300.247,0.276604,-1.27295e-10,-1197.27,-5.75373e-08,0.000795671,785.595
2.08622e-05,0.00900577,40.0023,1600.18,2.63222e-05,299.975,300.25,0.276607,-1.27215e-10,-1196.08,-5.75012e-08,0.000817081,785.599
2.43392e-05,0.00900673,40.002,1600.16,2.63218e-05,299.971,300.253,0.27661,-1.27135e-10,-1194.9,-5.7465e-08,0.00083848,785.603
2.78163e-05,0.00900769,40.0017,1600.14,2.63214e-05,299.967,300.256,0.276613,-1.27055e-10,-1193.71,-5.74289e-08,0.000859867,785.607
3.12933e-05,0.00900865,40.0014,1600.12,2.63209e-05,299.962,300.259,0.276615,-1.26975e-10,-1192.53,-5.73929e-08,0.000881243,785.611
3.47703e-05,0.00900961,40.0011,1600.09,2.63205e-05,299.958,300.262,0.276618,-1.26896e-10,-1191.35,-5.73569e-08,0.000902608,785.615
3.82474e-05,0.00901057,40.0009,1600.07,2.632e-05,299.954,300.265,0.276621,-1.26816e-10,-1190.16,-5.73209e-08,0.000923961,785.619
4.17244e-05,0.00901153,40.0006,1600.05,2.63196e-05,299.95,300.268,0.276624,-1.26737e-10,-1188.98,-5.7285e-08,0.000945303,785.623
4.52014e-05,0.00901249,40.0003,1600.02,2.63192e-05,299.946,300.271,0.276627,-1.26657e-10,-1187.8,-5.72491e-08,0.000966634,785.626
4.86785e-05,0.00901345,40,1600,2.63187e-05,299.942,300.274,0.27663,-1.26578e-10,-1186.62,-5.72133e-08,0.000987954,785.63
5.21555e-05,0.00901441,39.9997,1599.98,2.63183e-05,299.938,300.277,0.276633,-1.26499e-10,-1185.45,-5.71775e-08,0.00100926,785.634
5.56325e-05,0.00901538,39.9994,1599.95,2.63178e-05,299.934,300.28,0.276636,-1.2642e-10,-1184.27,-5.71417e-08,0.00103056,785.638
5.91096e-05,0.00901634,39.9991,1599.93,2.63174e-05,299.929,300.283,0.276639,-1.26341e-10,-1183.09,-5.7106e-08,0.00105185,785.642
6.25866e-05,0.0090173,39.9988,1599.91,2.6317e-05,299.925,300.286,0.276642,-1.26262e-10,-1181.92,-5.70703e-08,0.00107312,785.646
6.60636e-05,0.00901826,39.9986,1599.88,2.63165e-05,299.921,300.289,0.276644,-1.26183e-10,-1180.74,-5.70347e-08,0.00109438,785.649
6.95407e-05,0.00901922,39.9983,1599.86,2.63161e-05,299.917,300.292,0.276647,-1.26104e-10,-1179.57,-5.69991e-08,0.00111564,785.653
7.30177e-05,0.00902018,39.998,1599.84,2.63156e-05,299.913,300.295,0.27665,-1.26026e-10,-1178.4,-5.69636e-08,0.00113688,785.657
7.64947e-05,0.00902114,39.9977,1599.82,2.63152e-05,299.909,300.298,0.276653,-1.25947e-10,-1177.23,-5.69281e-08,0.00115811,785.661
7.99718e-05,0.0090221,39.9974,1599.79,2.63148e-05,299.905,300.301,0.276656,-1.25869e-10,-1176.06,-5.68927e-08,0.00117933,785.665
8.34488e-05,0.00902306,39.9971,1599.77,2.63143e-05,299.901,300.304,0.276659,-1.2579e-10,-1174.89,-5.68573e-08,0.00120053,785.669
8.69258e-05,0.00902402,39.9968,1599.75,2.63139e-05,299.897,300.307,0.276662,-1.25712e-10,-1173.72,-5.68219e-08,0.00122173,785.672
9.04029e-05,0.00902499,39.9965,1599.72,2.63135e-05,299.893,300.311,0.276665,-1.25634e-10,-1172.55,-5.67866e-08,0.00124292,785.676
9.38799e-05,0.00902595,39.9963,1599.7,2.6313e-05,299.888,300.314,0.276668,-1.25556e-10,-1171.39,-5.67513e-08,0.00126409,785.68
9.73569e-05,0.00902691,39.996,1599.68,2.63126e-05,299.884,300.317,0.276671,-1.25478e-10,-1170.22,-5.67161e-08,0.00128525,785.684
0.000100834,0.00902787,39.9957,1599.66,2.63121e-05,299.88,300.32,0.276673,-1.254e-10,-1169.06,-5.66809e-08,0.0013064,785.688
0.000104311,0.00902883,39.9954,1599.63,2.63117e-05,299.876,300.323,0.276676,-1.25322e-10,-1167.89,-5.66457e-08,0.00132754,785.691
