# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s], mtfd, htfd, Sm [kg/m3s], Sh [J/m3s], rho[kg/m3s]
0,0.009,40,1600,2.63249e-05,300,300.213,0.279946,0,0,0,0,785.576
3.40943e-06,0.00900095,40.0038,1600.3,2.63245e-05,299.996,300.216,0.279949,-1.27632e-10,-1203.44,-5.73067e-08,0.000648441,785.58
6.81885e-06,0.00900191,40.0035,1600.28,2.6324e-05,299.992,300.218,0.279952,-1.27553e-10,-1202.29,-5.72713e-08,0.000668829,785.584
1.02283e-05,0.00900286,40.0032,1600.26,2.63236e-05,299.988,300.221,0.279954,-1.27474e-10,-1201.13,-5.72359e-08,0.000689207,785.587
1.36377e-05,0.00900382,40.0029,1600.23,2.63232e-05,299.984,300.224,0.279957,-1.27395e-10,-1199.97,-5.72006e-08,0.000709574,785.591
1.70471e-05,0.00900477,40.0026,1600.21,2.63227e-05,299.98,300.227,0.27996,-1.27317e-10,-1198.82,-5.71653e-08,0.00072993,785.595
2.04566e-05,0.00900572,40.0023,1600.19,2.63223e-05,299.975,300.23,0.279962,-1.27238e-10,-1197.67,-5.713e-08,0.000750276,785.599
2.3866e-05,0.00900668,40.0021,1600.16,2.63219e-05,299.971,300.232,0.279965,-1.2716e-10,-1196.52,-5.70948e-08,0.000770611,785.603
2.72754e-05,0.00900763,40.0018,1600.14,2.63214e-05,299.967,300.235,0.279968,-1.27082e-10,-1195.37,-5.70597e-08,0.000790935,785.607
3.06848e-05,0.00900858,40.0015,1600.12,2.6321e-05,299.963,300.238,0.279971,-1.27003e-10,-1194.22,-5.70245e-08,0.000811248,785.61
3.40943e-05,0.00900954,40.0012,1600.1,2.63206e-05,299.959,300.241,0.279973,-1.26925e-10,-1193.07,-5.69895e-08,0.000831551,785.614
3.75037e-05,0.00901049,40.0009,1600.07,2.63201e-05,299.955,300.244,0.279976,-1.26847e-10,-1191.92,-5.69544e-08,0.000851843,785.618
4.09131e-05,0.00901145,40.0006,1600.05,2.63197e-05,299.951,300.246,0.279979,-1.26769e-10,-1190.77,-5.69194e-08,0.000872124,785.622
4.43225e-05,0.0090124,40.0004,1600.03,2.63193e-05,299.947,300.249,0.279981,-1.26691e-10,-1189.63,-5.68844e-08,0.000892395,785.625
4.7732e-05,0.00901335,40.0001,1600.01,2.63188e-05,299.943,300.252,0.279984,-1.26614e-10,-1188.48,-5.68495e-08,0.000912655,785.629
5.11414e-05,0.00901431,39.9998,1599.98,2.63184e-05,299.939,300.255,0.279987,-1.26536e-10,-1187.34,-5.68147e-08,0.000932904,785.633
5.45508e-05,0.00901526,39.9995,1599.96,2.6318e-05,299.935,300.258,0.27999,-1.26458e-10,-1186.19,-5.67798e-08,0.000953142,785.637
5.79602e-05,0.00901621,39.9992,1599.94,2.63175e-05,299.931,300.26,0.279992,-1.26381e-10,-1185.05,-5.6745e-08,0.00097337,785.641
