# grid [m], ug [m/s], rhog, Tg [K], Yf, YO2, YOH, YCO, YCO2, phi_g, Sm, Sh, Syf
0,0.290545,1.21358,300,0.0816443,0.213019,-1.58377e-19,-1.55627e-17,-1.00799e-17,0.798766,0,0,0
6.66667e-05,0.290545,1.21358,300,0.0816443,0.213019,-2.35379e-20,-3.1985e-17,-2.04411e-17,0.798766,0,0,0
0.000133333,0.290545,1.21358,300,0.0816443,0.213019,9.6172e-23,-3.20106e-17,-2.0457e-17,0.798766,0,0,0
0.0002,0.290545,1.21358,300,0.0816443,0.213019,1.44575e-22,-3.20106e-17,-2.0457e-17,0.798766,0,0,0
0.000266667,0.290545,1.21358,300,0.0816443,0.213019,1.11884e-22,-3.20106e-17,-2.0457e-17,0.798766,0,0,0
0.000333333,0.290545,1.21358,300,0.0816443,0.213019,8.63592e-23,-3.20106e-17,-2.0457e-17,0.798766,0,0,0
0.0004,0.290545,1.21358,300,0.0816443,0.213019,6.6606e-23,-3.20106e-17,-2.0457e-17,0.798766,0,0,0
0.000466667,0.290545,1.21358,300,0.0816443,0.213019,5.13326e-23,-3.20105e-17,-2.04571e-17,0.798766,0,0,0
0.000533333,0.290545,1.21358,300,0.0816443,0.213019,3.95322e-23,-3.20105e-17,-2.04571e-17,0.798766,0,0,0
0.0006,0.290545,1.21358,300,0.0816443,0.213019,3.0422e-23,-3.20105e-17,-2.04571e-17,0.798766,0,0,0
0.000666667,0.290545,1.21358,300,0.0816443,0.213019,2.33937e-23,-3.20105e-17,-2.04571e-17,0.798766,0,0,0
0.000733333,0.290545,1.21358,300,0.0816443,0.213019,1.79751e-23,-3.20105e-17,-2.04571e-17,0.798766,0,0,0
0.0008,0.290545,1.21358,300,0.0816443,0.213019,1.38003e-23,-3.20105e-17,-2.04571e-17,0.798766,0,0,0
0.000866667,0.290545,1.21358,300,0.0816443,0.213019,1.05859e-23,-3.20104e-17,-2.04571e-17,0.798766,0,0,0
0.000933333,0.290545,1.21358,300,0.0816443,0.213019,8.11225e-24,-3.20104e-17,-2.04572e-17,0.798766,0,0,0
0.001,0.290545,1.21358,300,0.0816443,0.213019,6.20985e-24,-3.20104e-17,-2.04572e-17,0.798766,0,0,0
0.00106667,0.290545,1.21358,300,0.0816443,0.213019,4.74755e-24,-3.20104e-17,-2.04572e-17,0.798766,0,0,0
0.00113333,0.290545,1.21358,300,0.0816443,0.213019,3.62414e-24,-3.20104e-17,-2.04572e-17,0.798766,0,0,0
0.0012,0.290545,1.21358,300,0.0816443,0.213019,2.76152e-24,-3.20104e-17,-2.04572e-17,0.798766,0,0,0
0.00126667,0.290545,1.21358,300,0.0816443,0.213019,2.09947e-24,-3.20104e-17,-2.04572e-17,0.798766,0,0,0
0.00133333,0.290545,1.21358,300,0.0816443,0.213019,1.59159e-24,-3.20103e-17,-2.04572e-17,0.798766,0,0,0
0.0014,0.290545,1.21358,300,0.0816443,0.213019,1.20215e-24,-3.20103e-17,-2.04573e-17,0.798766,0,0,0
0.00146667,0.290545,1.21358,300,0.0816443,0.213019,9.03656e-25,-3.20103e-17,-2.04573e-17,0.798766,0,0,0
0.00153333,0.290545,1.21358,300,0.0816443,0.213019,6.74928e-25,-3.20103e-17,-2.04573e-17,0.798766,0,0,0
0.0016,0.290545,1.21358,300,0.0816443,0.213019,4.99681e-25,-3.20103e-17,-2.04573e-17,0.798766,0,0,0
0.00166667,0.290545,1.21358,300,0.0816443,0.213019,3.65357e-25,-3.20103e-17,-2.04573e-17,0.798766,0,0,0
0.00173333,0.290545,1.21358,300,0.0816443,0.213019,2.62242e-25,-3.20102e-17,-2.04573e-17,0.798766,0,0,0
0.0018,0.290545,1.21358,300,0.0816443,0.213019,1.82741e-25,-3.20102e-17,-2.04573e-17,0.798766,0,0,0
0.00186667,0.290545,1.21358,300,0.0816443,0.213019,1.20773e-25,-3.20102e-17,-2.04574e-17,0.798766,0,0,0
0.00193333,0.290545,1.21358,300,0.0816443,0.213019,7.1194e-26,-3.20102e-17,-2.04574e-17,0.798766,0,0,0
0.002,0.290545,1.21358,300,0.0816443,0.213019,2.91744e-26,-3.20102e-17,-2.04574e-17,0.798766,0,0,0
0.00206667,0.290545,1.21358,300,0.0816443,0.213019,-1.06404e-26,-3.20102e-17,-2.04574e-17,0.798766,0,0,0
0.00213333,0.290545,1.21358,300,0.0816443,0.213019,-5.54153e-26,-3.20102e-17,-2.04574e-17,0.798766,0,0,0
0.0022,0.290545,1.21358,300,0.0816443,0.213019,-1.16284e-25,-3.20101e-17,-2.04574e-17,0.798766,0,0,0
0.00226667,0.290545,1.21358,300,0.0816443,0.213019,-1.91723e-25,-3.20101e-17,-2.04574e-17,0.798766,0,0,0
0.00233333,0.290545,1.21358,300,0.0816443,0.213019,-2.83738e-25,-3.20101e-17,-2.04575e-17,0.798766,0,0,0
0.0024,0.290545,1.21358,300,0.0816443,0.213019,-3.94082e-25,-3.20101e-17,-2.04575e-17,0.798766,0,0,0
0.00246667,0.290545,1.21358,300,0.0816443,0.213019,-5.24292e-25,-3.20101e-17,-2.04575e-17,0.798766,0,0,0
0.00253333,0.290545,1.21358,300,0.0816443,0.213019,-6.75738e-25,-3.20101e-17,-2.04575e-17,0.798766,0,0,0
0.0026,0.290545,1.21358,300,0.0816443,0.213019,-8.49642e-25,-3.20101e-17,-2.04575e-17,0.798766,0,0,0
0.00266667,0.290545,1.21358,300,0.0816443,0.213019,-1.04711e-24,-3.201e-17,-2.04575e-17,0.798766,0,0,0
0.00273333,0.290545,1.21358,300,0.0816443,0.213019,-1.26914e-24,-3.201e-17,-2.04575e-17,0.798766,0,0,0
0.0028,0.290545,1.21358,300,0.0816443,0.213019,-1.51665e-24,-3.201e-17,-2.04576e-17,0.798766,0,0,0
0.00286667,0.290545,1.21358,300,0.0816443,0.213019,-1.79048e-24,-3.201e-17,-2.04576e-17,0.798766,0,0,0
0.00293333,0.290545,1.21358,300,0.0816443,0.213019,-2.09139e-24,-3.201e-17,-2.04576e-17,0.798766,0,0,0
0.003,0.290545,1.21358,300,0.0816443,0.213019,-2.42008e-24,-3.201e-17,-2.04576e-17,0.798766,0,0,0
0.00306667,0.290545,1.21358,300,0.0816443,0.213019,-2.77722e-24,-3.201e-17,-2.04576e-17,0.798766,0,0,0
0.00313333,0.290545,1.21358,300,0.0816443,0.213019,-3.1634e-24,-3.20099e-17,-2.04576e-17,0.798766,0,0,0
0.0032,0.290545,1.21358,300,0.0816443,0.213019,-3.57917e-24,-3.20099e-17,-2.04577e-17,0.798766,0,0,0
0.00326667,0.290545,1.21358,300,0.0816443,0.213019,-4.02503e-24,-3.20099e-17,-2.04577e-17,0.798766,0,0,0
0.00333333,0.290545,1.21358,300,0.0816443,0.213019,-4.50145e-24,-3.20099e-17,-2.04577e-17,0.798766,0,0,0
0.0034,0.290545,1.21358,300,0.0816443,0.213019,-5.00885e-24,-3.20099e-17,-2.04577e-17,0.798766,0,0,0
0.00346667,0.290545,1.21358,300,0.0816443,0.213019,-5.54762e-24,-3.20099e-17,-2.04577e-17,0.798766,0,0,0
0.00353333,0.290545,1.21358,300,0.0816443,0.213019,-6.11811e-24,-3.20098e-17,-2.04577e-17,0.798766,0,0,0
0.0036,0.290545,1.21358,300,0.0816443,0.213019,-6.72062e-24,-3.20098e-17,-2.04577e-17,0.798766,0,0,0
0.00366667,0.290545,1.21358,300,0.0816443,0.213019,-7.35545e-24,-3.20098e-17,-2.04578e-17,0.798766,0,0,0
0.00373333,0.290545,1.21358,300,0.0816443,0.213019,-8.02284e-24,-3.20098e-17,-2.04578e-17,0.798766,0,0,0
0.0038,0.290545,1.21358,300,0.0816443,0.213019,-8.723e-24,-3.20098e-17,-2.04578e-17,0.798766,0,0,0
0.00386667,0.290545,1.21358,300,0.0816443,0.213019,-9.45612e-24,-3.20098e-17,-2.04578e-17,0.798766,0,0,0
0.00393333,0.290545,1.21358,300,0.0816443,0.213019,-1.02224e-23,-3.20098e-17,-2.04578e-17,0.798766,0,0,0
0.004,0.290545,1.21358,300,0.0816443,0.213019,-1.10219e-23,-3.20097e-17,-2.04578e-17,0.798766,0,0,0
0.00406667,0.290545,1.21358,300,0.0816443,0.213019,-1.18547e-23,-3.20097e-17,-2.04578e-17,0.798766,0,0,0
