# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s], mtfd, htfd, Sm [kg/m3s], Sh [J/m3s], rho[kg/m3s]
0,0.009,40,1600,2.63249e-05,300,300.333,0.262837,0,0,0,0,785.576
3.73862e-06,0.00900098,40.0037,1600.3,2.63244e-05,299.996,300.337,0.262841,-1.27571e-10,-1194.83,-5.89379e-08,0.001039,785.58
7.47724e-06,0.00900196,40.0034,1600.27,2.6324e-05,299.991,300.341,0.262845,-1.27485e-10,-1193.49,-5.88981e-08,0.00106548,785.584
1.12159e-05,0.00900294,40.0031,1600.25,2.63235e-05,299.987,300.346,0.262849,-1.27399e-10,-1192.15,-5.88583e-08,0.00109195,785.588
1.49545e-05,0.00900393,40.0028,1600.22,2.6323e-05,299.982,300.35,0.262852,-1.27313e-10,-1190.81,-5.88186e-08,0.0011184,785.593
1.86931e-05,0.00900491,40.0025,1600.2,2.63225e-05,299.978,300.354,0.262856,-1.27227e-10,-1189.48,-5.8779e-08,0.00114484,785.597
2.24317e-05,0.00900589,40.0022,1600.17,2.6322e-05,299.973,300.358,0.26286,-1.27141e-10,-1188.14,-5.87394e-08,0.00117127,785.601
2.61703e-05,0.00900687,40.0019,1600.15,2.63216e-05,299.969,300.363,0.262864,-1.27056e-10,-1186.8,-5.86998e-08,0.00119768,785.605
2.99089e-05,0.00900785,40.0016,1600.12,2.63211e-05,299.964,300.367,0.262868,-1.2697e-10,-1185.47,-5.86603e-08,0.00122408,785.609
3.36476e-05,0.00900883,40.0012,1600.1,2.63206e-05,299.96,300.371,0.262872,-1.26885e-10,-1184.14,-5.86209e-08,0.00125047,785.613
3.73862e-05,0.00900982,40.0009,1600.07,2.63201e-05,299.956,300.375,0.262875,-1.268e-10,-1182.81,-5.85815e-08,0.00127684,785.617
4.11248e-05,0.0090108,40.0006,1600.05,2.63197e-05,299.951,300.379,0.262879,-1.26715e-10,-1181.48,-5.85422e-08,0.0013032,785.622
4.48634e-05,0.00901178,40.0003,1600.03,2.63192e-05,299.947,300.384,0.262883,-1.2663e-10,-1180.15,-5.85029e-08,0.00132955,785.626
4.8602e-05,0.00901276,40,1600,2.63187e-05,299.942,300.388,0.262887,-1.26545e-10,-1178.82,-5.84637e-08,0.00135588,785.63
5.23407e-05,0.00901374,39.9997,1599.98,2.63183e-05,299.938,300.392,0.262891,-1.2646e-10,-1177.49,-5.84245e-08,0.0013822,785.634
5.60793e-05,0.00901472,39.9994,1599.95,2.63178e-05,299.933,300.396,0.262895,-1.26375e-10,-1176.17,-5.83854e-08,0.0014085,785.638
5.98179e-05,0.00901571,39.9991,1599.93,2.63173e-05,299.929,300.401,0.262898,-1.26291e-10,-1174.84,-5.83463e-08,0.00143479,785.642
6.35565e-05,0.00901669,39.9988,1599.9,2.63168e-05,299.925,300.405,0.262902,-1.26206e-10,-1173.52,-5.83073e-08,0.00146107,785.646
6.72951e-05,0.00901767,39.9985,1599.88,2.63164e-05,299.92,300.409,0.262906,-1.26122e-10,-1172.2,-5.82684e-08,0.00148733,785.65
7.10337e-05,0.00901865,39.9982,1599.85,2.63159e-05,299.916,300.413,0.26291,-1.26038e-10,-1170.88,-5.82295e-08,0.00151358,785.654
7.47724e-05,0.00901963,39.9978,1599.83,2.63154e-05,299.912,300.418,0.262914,-1.25954e-10,-1169.56,-5.81906e-08,0.00153982,785.658
7.8511e-05,0.00902061,39.9975,1599.8,2.63149e-05,299.907,300.422,0.262918,-1.2587e-10,-1168.24,-5.81518e-08,0.00156604,785.663
8.22496e-05,0.00902159,39.9972,1599.78,2.63145e-05,299.903,300.426,0.262921,-1.25786e-10,-1166.92,-5.8113e-08,0.00159225,785.667
8.59882e-05,0.00902258,39.9969,1599.75,2.6314e-05,299.898,300.43,0.262925,-1.25702e-10,-1165.61,-5.80743e-08,0.00161845,785.671
8.97268e-05,0.00902356,39.9966,1599.73,2.63135e-05,299.894,300.434,0.262929,-1.25618e-10,-1164.29,-5.80357e-08,0.00164463,785.675
9.34655e-05,0.00902454,39.9963,1599.7,2.63131e-05,299.89,300.439,0.262933,-1.25535e-10,-1162.98,-5.79971e-08,0.0016708,785.679
9.72041e-05,0.00902552,39.996,1599.68,2.63126e-05,299.885,300.443,0.262937,-1.25451e-10,-1161.67,-5.79586e-08,0.00169696,785.683
0.000100943,0.0090265,39.9957,1599.66,2.63121e-05,299.881,300.447,0.262941,-1.25368e-10,-1160.36,-5.79201e-08,0.0017231,785.687
0.000104681,0.00902748,39.9954,1599.63,2.63117e-05,299.877,300.451,0.262944,-1.25285e-10,-1159.05,-5.78816e-08,0.00174923,785.691
0.00010842,0.00902847,39.9951,1599.61,2.63112e-05,299.872,300.456,0.262948,-1.25202e-10,-1157.74,-5.78432e-08,0.00177535,785.695
0.000112159,0.00902945,39.9948,1599.58,2.63107e-05,299.868,300.46,0.262952,-1.25119e-10,-1156.43,-5.78049e-08,0.00180145,785.699
0.000115897,0.00903043,39.9945,1599.56,2.63103e-05,299.864,300.464,0.262956,-1.25036e-10,-1155.12,-5.77666e-08,0.00182754,785.703
0.000119636,0.00903141,39.9942,1599.53,2.63098e-05,299.859,300.468,0.26296,-1.24953e-10,-1153.82,-5.77284e-08,0.00185362,785.707
0.000123374,0.00903239,39.9939,1599.51,2.63093e-05,299.855,300.473,0.262964,-1.24871e-10,-1152.51,-5.76902e-08,0.00187968,785.711
0.000127113,0.00903337,39.9936,1599.48,2.63089e-05,299.851,300.477,0.262968,-1.24788e-10,-1151.21,-5.76521e-08,0.00190573,785.715
0.000130852,0.00903436,39.9933,1599.46,2.63084e-05,299.846,300.481,0.262971,-1.24706e-10,-1149.91,-5.7614e-08,0.00193177,785.719
0.00013459,0.00903534,39.993,1599.44,2.63079e-05,299.842,300.485,0.262975,-1.24623e-10,-1148.61,-5.75759e-08,0.00195779,785.723
