# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s], mtfd, htfd, Sm [kg/m3s], Sh [J/m3s], rho[kg/m3s]
0,0.009,40,1600,2.63249e-05,300,300.363,0.259689,0,0,0,0,785.576
3.79804e-06,0.00900099,40.0037,1600.3,2.63244e-05,299.995,300.367,0.259693,-1.27565e-10,-1192.78,-5.919e-08,0.00113625,785.58
7.59608e-06,0.00900197,40.0034,1600.27,2.63239e-05,299.991,300.372,0.259698,-1.27477e-10,-1191.4,-5.91495e-08,0.00116409,785.584
1.13941e-05,0.00900296,40.0031,1600.25,2.63235e-05,299.986,300.377,0.259702,-1.2739e-10,-1190.02,-5.9109e-08,0.00119192,785.589
1.51922e-05,0.00900394,40.0028,1600.22,2.6323e-05,299.982,300.381,0.259706,-1.27303e-10,-1188.64,-5.90685e-08,0.00121973,785.593
1.89902e-05,0.00900493,40.0025,1600.2,2.63225e-05,299.977,300.386,0.25971,-1.27216e-10,-1187.27,-5.90281e-08,0.00124752,785.597
2.27883e-05,0.00900591,40.0022,1600.17,2.6322e-05,299.973,300.39,0.259714,-1.27129e-10,-1185.89,-5.89878e-08,0.00127531,785.601
2.65863e-05,0.0090069,40.0018,1600.15,2.63215e-05,299.968,300.395,0.259718,-1.27042e-10,-1184.52,-5.89476e-08,0.00130308,785.605
3.03843e-05,0.00900788,40.0015,1600.12,2.6321e-05,299.964,300.399,0.259722,-1.26955e-10,-1183.15,-5.89073e-08,0.00133083,785.61
3.41824e-05,0.00900887,40.0012,1600.1,2.63206e-05,299.959,300.404,0.259726,-1.26869e-10,-1181.78,-5.88672e-08,0.00135857,785.614
3.79804e-05,0.00900985,40.0009,1600.07,2.63201e-05,299.955,300.409,0.25973,-1.26783e-10,-1180.41,-5.88271e-08,0.0013863,785.618
4.17785e-05,0.00901084,40.0006,1600.05,2.63196e-05,299.95,300.413,0.259734,-1.26696e-10,-1179.04,-5.8787e-08,0.00141401,785.622
4.55765e-05,0.00901182,40.0003,1600.02,2.63191e-05,299.946,300.418,0.259738,-1.2661e-10,-1177.68,-5.8747e-08,0.00144171,785.626
4.93745e-05,0.00901281,39.9999,1600,2.63186e-05,299.941,300.422,0.259743,-1.26524e-10,-1176.31,-5.87071e-08,0.00146939,785.631
5.31726e-05,0.00901379,39.9996,1599.97,2.63181e-05,299.937,300.427,0.259747,-1.26438e-10,-1174.95,-5.86672e-08,0.00149706,785.635
5.69706e-05,0.00901478,39.9993,1599.95,2.63177e-05,299.933,300.431,0.259751,-1.26352e-10,-1173.59,-5.86274e-08,0.00152472,785.639
6.07687e-05,0.00901576,39.999,1599.92,2.63172e-05,299.928,300.436,0.259755,-1.26266e-10,-1172.22,-5.85876e-08,0.00155236,785.643
6.45667e-05,0.00901675,39.9987,1599.9,2.63167e-05,299.924,300.44,0.259759,-1.26181e-10,-1170.86,-5.85479e-08,0.00157999,785.647
6.83648e-05,0.00901773,39.9984,1599.87,2.63162e-05,299.919,300.445,0.259763,-1.26095e-10,-1169.51,-5.85083e-08,0.0016076,785.651
7.21628e-05,0.00901872,39.9981,1599.85,2.63157e-05,299.915,300.45,0.259767,-1.2601e-10,-1168.15,-5.84687e-08,0.0016352,785.655
7.59608e-05,0.0090197,39.9978,1599.82,2.63153e-05,299.91,300.454,0.259771,-1.25925e-10,-1166.79,-5.84291e-08,0.00166279,785.66
7.97589e-05,0.00902069,39.9974,1599.8,2.63148e-05,299.906,300.459,0.259775,-1.2584e-10,-1165.44,-5.83896e-08,0.00169036,785.664
8.35569e-05,0.00902167,39.9971,1599.77,2.63143e-05,299.901,300.463,0.259779,-1.25755e-10,-1164.08,-5.83502e-08,0.00171792,785.668
8.7355e-05,0.00902266,39.9968,1599.75,2.63138e-05,299.897,300.468,0.259784,-1.2567e-10,-1162.73,-5.83108e-08,0.00174546,785.672
9.1153e-05,0.00902364,39.9965,1599.72,2.63134e-05,299.893,300.472,0.259788,-1.25585e-10,-1161.38,-5.82714e-08,0.00177299,785.676
9.4951e-05,0.00902463,39.9962,1599.7,2.63129e-05,299.888,300.477,0.259792,-1.255e-10,-1160.03,-5.82322e-08,0.00180051,785.68
9.87491e-05,0.00902561,39.9959,1599.67,2.63124e-05,299.884,300.482,0.259796,-1.25416e-10,-1158.68,-5.81929e-08,0.00182801,785.684
0.000102547,0.0090266,39.9956,1599.65,2.63119e-05,299.879,300.486,0.2598,-1.25331e-10,-1157.33,-5.81538e-08,0.0018555,785.688
0.000106345,0.00902758,39.9953,1599.62,2.63115e-05,299.875,300.491,0.259804,-1.25247e-10,-1155.99,-5.81146e-08,0.00188297,785.693
0.000110143,0.00902857,39.9949,1599.6,2.6311e-05,299.871,300.495,0.259808,-1.25163e-10,-1154.64,-5.80756e-08,0.00191043,785.697
0.000113941,0.00902955,39.9946,1599.57,2.63105e-05,299.866,300.5,0.259812,-1.25079e-10,-1153.3,-5.80366e-08,0.00193788,785.701
0.000117739,0.00903054,39.9943,1599.55,2.631e-05,299.862,300.504,0.259816,-1.24995e-10,-1151.95,-5.79976e-08,0.00196531,785.705
0.000121537,0.00903152,39.994,1599.52,2.63096e-05,299.857,300.509,0.25982,-1.24911e-10,-1150.61,-5.79587e-08,0.00199273,785.709
0.000125335,0.00903251,39.9937,1599.5,2.63091e-05,299.853,300.514,0.259825,-1.24827e-10,-1149.27,-5.79199e-08,0.00202013,785.713
0.000129133,0.0090335,39.9934,1599.47,2.63086e-05,299.849,300.518,0.259829,-1.24744e-10,-1147.93,-5.78811e-08,0.00204752,785.717
0.000132931,0.00903448,39.9931,1599.45,2.63081e-05,299.844,300.523,0.259833,-1.2466e-10,-1146.6,-5.78423e-08,0.0020749,785.721
0.00013673,0.00903547,39.9928,1599.42,2.63077e-05,299.84,300.527,0.259837,-1.24577e-10,-1145.26,-5.78036e-08,0.00210226,785.725
0.000140528,0.00903645,39.9925,1599.4,2.63072e-05,299.836,300.532,0.259841,-1.24494e-10,-1143.92,-5.7765e-08,0.00212961,785.729
0.000144326,0.00903744,39.9922,1599.37,2.63067e-05,299.831,300.536,0.259845,-1.2441e-10,-1142.59,-5.77264e-08,0.00215695,785.733
0.000148124,0.00903842,39.9919,1599.35,2.63062e-05,299.827,300.541,0.259849,-1.24327e-10,-1141.26,-5.76879e-08,0.00218427,785.737
0.000151922,0.00903941,39.9915,1599.32,2.63058e-05,299.823,300.546,0.259853,-1.24244e-10,-1139.92,-5.76494e-08,0.00221157,785.741
0.00015572,0.00904039,39.9912,1599.3,2.63053e-05,299.818,300.55,0.259857,-1.24162e-10,-1138.59,-5.7611e-08,0.00223887,785.745
0.000159518,0.00904138,39.9909,1599.27,2.63048e-05,299.814,300.555,0.259861,-1.24079e-10,-1137.26,-5.75726e-08,0.00226615,785.749
0.000163316,0.00904236,39.9906,1599.25,2.63044e-05,299.81,300.559,0.259865,-1.23996e-10,-1135.94,-5.75343e-08,0.00229341,785.753
0.000167114,0.00904335,39.9903,1599.23,2.63039e-05,299.805,300.564,0.25987,-1.23914e-10,-1134.61,-5.7496e-08,0.00232066,785.757
0.000170912,0.00904433,39.99,1599.2,2.63034e-05,299.801,300.568,0.259874,-1.23832e-10,-1133.28,-5.74578e-08,0.0023479,785.761
0.00017471,0.00904532,39.9897,1599.18,2.63029e-05,299.797,300.573,0.259878,-1.23749e-10,-1131.96,-5.74197e-08,0.00237513,785.765
0.000178508,0.0090463,39.9894,1599.15,2.63025e-05,299.792,300.578,0.259882,-1.23667e-10,-1130.64,-5.73816e-08,0.00240234,785.769
0.000182306,0.00904729,39.9891,1599.13,2.6302e-05,299.788,300.582,0.259886,-1.23585e-10,-1129.31,-5.73435e-08,0.00242953,785.773
0.000186104,0.00904827,39.9888,1599.1,2.63015e-05,299.784,300.587,0.25989,-1.23503e-10,-1127.99,-5.73055e-08,0.00245672,785.777
0.000189902,0.00904926,39.9885,1599.08,2.63011e-05,299.78,300.591,0.259894,-1.23421e-10,-1126.67,-5.72676e-08,0.00248389,785.781
0.0001937,0.00905024,39.9882,1599.05,2.63006e-05,299.775,300.596,0.259898,-1.2334e-10,-1125.36,-5.72297e-08,0.00251104,785.785
0.000197498,0.00905123,39.9879,1599.03,2.63001e-05,299.771,300.6,0.259902,-1.23258e-10,-1124.04,-5.71918e-08,0.00253818,785.789
0.000201296,0.00905221,39.9876,1599.01,2.62997e-05,299.767,300.605,0.259906,-1.23177e-10,-1122.72,-5.7154e-08,0.00256531,785.793
0.000205094,0.0090532,39.9873,1598.98,2.62992e-05,299.762,300.61,0.259911,-1.23095e-10,-1121.41,-5.71163e-08,0.00259243,785.797
0.000208892,0.00905418,39.987,1598.96,2.62987e-05,299.758,300.614,0.259915,-1.23014e-10,-1120.09,-5.70786e-08,0.00261953,785.801
0.00021269,0.00905517,39.9867,1598.93,2.62983e-05,299.754,300.619,0.259919,-1.22933e-10,-1118.78,-5.7041e-08,0.00264661,785.805
0.000216488,0.00905615,39.9864,1598.91,2.62978e-05,299.75,300.623,0.259923,-1.22852e-10,-1117.47,-5.70034e-08,0.00267369,785.809
0.000220286,0.00905714,39.986,1598.88,2.62973e-05,299.745,300.628,0.259927,-1.22771e-10,-1116.16,-5.69659e-08,0.00270075,785.813
0.000224084,0.00905812,39.9857,1598.86,2.62969e-05,299.741,300.632,0.259931,-1.2269e-10,-1114.85,-5.69284e-08,0.00272779,785.817
0.000227883,0.00905911,39.9854,1598.84,2.62964e-05,299.737,300.637,0.259935,-1.2261e-10,-1113.54,-5.6891e-08,0.00275482,785.821
0.000231681,0.0090601,39.9851,1598.81,2.62959e-05,299.733,300.642,0.259939,-1.22529e-10,-1112.24,-5.68536e-08,0.00278184,785.825
0.000235479,0.00906108,39.9848,1598.79,2.62955e-05,299.729,300.646,0.259943,-1.22449e-10,-1110.93,-5.68163e-08,0.00280885,785.829
0.000239277,0.00906207,39.9845,1598.76,2.6295e-05,299.724,300.651,0.259947,-1.22368e-10,-1109.63,-5.6779e-08,0.00283584,785.833
0.000243075,0.00906305,39.9842,1598.74,2.62945e-05,299.72,300.655,0.259952,-1.22288e-10,-1108.33,-5.67418e-08,0.00286282,785.837
0.000246873,0.00906404,39.9839,1598.71,2.62941e-05,299.716,300.66,0.259956,-1.22208e-10,-1107.02,-5.67046e-08,0.00288978,785.841
0.000250671,0.00906502,39.9836,1598.69,2.62936e-05,299.712,300.664,0.25996,-1.22128e-10,-1105.72,-5.66675e-08,0.00291673,785.845
0.000254469,0.00906601,39.9833,1598.67,2.62931e-05,299.707,300.669,0.259964,-1.22048e-10,-1104.42,-5.66304e-08,0.00294367,785.849
0.000258267,0.00906699,39.983,1598.64,2.62927e-05,299.703,300.675,0.259969,-1.21969e-10,-1103.04,-5.65936e-08,0.00297458,785.852
0.000262065,0.00906798,39.9827,1598.62,2.62922e-05,299.699,300.683,0.259977,-1.21891e-10,-1101.5,-5.65572e-08,0.00301357,785.856
0.000265863,0.00906896,39.9824,1598.59,2.62917e-05,299.695,300.692,0.259984,-1.21812e-10,-1099.96,-5.65209e-08,0.00305255,785.86
0.000269661,0.00906995,39.9821,1598.57,2.62913e-05,299.691,300.7,0.259992,-1.21734e-10,-1098.41,-5.64847e-08,0.00309151,785.864
0.000273459,0.00907093,39.9818,1598.55,2.62908e-05,299.687,300.709,0.26,-1.21656e-10,-1096.87,-5.64485e-08,0.00313046,785.868
0.000277257,0.00907192,39.9815,1598.52,2.62904e-05,299.682,300.717,0.260008,-1.21578e-10,-1095.33,-5.64124e-08,0.0031694,785.872
0.000281055,0.0090729,39.9812,1598.5,2.62899e-05,299.678,300.726,0.260015,-1.21501e-10,-1093.79,-5.63763e-08,0.00320832,785.876
0.000284853,0.00907389,39.9809,1598.47,2.62894e-05,299.674,300.734,0.260023,-1.21423e-10,-1092.25,-5.63403e-08,0.00324723,785.88
0.000288651,0.00907487,39.9806,1598.45,2.6289e-05,299.67,300.743,0.260031,-1.21346e-10,-1090.72,-5.63043e-08,0.00328613,785.884
0.000292449,0.00907586,39.9803,1598.43,2.62885e-05,299.666,300.751,0.260038,-1.21268e-10,-1089.18,-5.62684e-08,0.00332501,785.887
0.000296247,0.00907684,39.98,1598.4,2.62881e-05,299.662,300.76,0.260046,-1.21191e-10,-1087.65,-5.62326e-08,0.00336388,785.891
0.000300045,0.00907783,39.9797,1598.38,2.62876e-05,299.658,300.768,0.260054,-1.21114e-10,-1086.12,-5.61968e-08,0.00340274,785.895
0.000303843,0.00907881,39.9794,1598.35,2.62871e-05,299.653,300.777,0.260061,-1.21037e-10,-1084.59,-5.61611e-08,0.00344159,785.899
0.000307641,0.0090798,39.9791,1598.33,2.62867e-05,299.649,300.785,0.260069,-1.2096e-10,-1083.06,-5.61255e-08,0.00348042,785.903
0.000311439,0.00908079,39.9788,1598.31,2.62862e-05,299.645,300.793,0.260077,-1.20883e-10,-1081.53,-5.60898e-08,0.00351924,785.907
0.000315237,0.00908177,39.9785,1598.28,2.62858e-05,299.641,300.802,0.260085,-1.20807e-10,-1080,-5.60543e-08,0.00355804,785.91
0.000319036,0.00908276,39.9782,1598.26,2.62853e-05,299.637,300.81,0.260092,-1.2073e-10,-1078.48,-5.60188e-08,0.00359683,785.914
0.000322834,0.00908374,39.9779,1598.24,2.62848e-05,299.633,300.819,0.2601,-1.20654e-10,-1076.95,-5.59834e-08,0.00363561,785.918
0.000326632,0.00908473,39.9776,1598.21,2.62844e-05,299.629,300.827,0.260108,-1.20578e-10,-1075.43,-5.5948e-08,0.00367438,785.922
0.00033043,0.00908571,39.9773,1598.19,2.62839e-05,299.625,300.836,0.260115,-1.20502e-10,-1073.91,-5.59127e-08,0.00371313,785.926
0.000334228,0.0090867,39.9771,1598.16,2.62835e-05,299.621,300.844,0.260123,-1.20426e-10,-1072.38,-5.58774e-08,0.00375187,785.929
0.000338026,0.00908768,39.9768,1598.14,2.6283e-05,299.617,300.853,0.260131,-1.2035e-10,-1070.87,-5.58422e-08,0.00379059,785.933
0.000341824,0.00908867,39.9765,1598.12,2.62825e-05,299.612,300.861,0.260138,-1.20274e-10,-1069.35,-5.58071e-08,0.00382931,785.937
0.000345622,0.00908965,39.9762,1598.09,2.62821e-05,299.608,300.87,0.260146,-1.20198e-10,-1067.83,-5.5772e-08,0.00386801,785.941
0.00034942,0.00909064,39.9759,1598.07,2.62816e-05,299.604,300.878,0.260154,-1.20123e-10,-1066.31,-5.5737e-08,0.00390669,785.945
0.000353218,0.00909162,39.9756,1598.05,2.62812e-05,299.6,300.887,0.260161,-1.20047e-10,-1064.8,-5.5702e-08,0.00394537,785.948
0.000357016,0.00909261,39.9753,1598.02,2.62807e-05,299.596,300.895,0.260169,-1.19972e-10,-1063.29,-5.56671e-08,0.00398403,785.952
0.000360814,0.00909359,39.975,1598,2.62803e-05,299.592,300.904,0.260177,-1.19897e-10,-1061.78,-5.56323e-08,0.00402267,785.956
0.000364612,0.00909458,39.9747,1597.98,2.62798e-05,299.588,300.912,0.260185,-1.19822e-10,-1060.27,-5.55975e-08,0.00406131,785.96
0.00036841,0.00909556,39.9744,1597.95,2.62794e-05,299.584,300.921,0.260192,-1.19747e-10,-1058.76,-5.55627e-08,0.00409993,785.963
0.000372208,0.00909655,39.9741,1597.93,2.62789e-05,299.58,300.929,0.2602,-1.19672e-10,-1057.25,-5.5528e-08,0.00413854,785.967
