# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s], mtfd, htfd, Sm [kg/m3s], Sh [J/m3s], rho[kg/m3s]
0,0.009,40,1600,2.63249e-05,300,300.145,0.296599,0,0,0,0,785.576
3.16177e-06,0.00900094,40.0038,1600.3,2.63245e-05,299.996,300.147,0.296601,-1.27766e-10,-1209.24,-5.63447e-08,0.000437092,785.58
6.32355e-06,0.00900187,40.0035,1600.28,2.63241e-05,299.992,300.149,0.296603,-1.27693e-10,-1208.21,-5.63128e-08,0.000453926,785.583
9.48532e-06,0.00900281,40.0033,1600.26,2.63237e-05,299.989,300.151,0.296605,-1.27621e-10,-1207.19,-5.62809e-08,0.000470751,785.587
1.26471e-05,0.00900375,40.003,1600.24,2.63233e-05,299.985,300.153,0.296607,-1.27549e-10,-1206.16,-5.6249e-08,0.000487567,785.59
1.58089e-05,0.00900469,40.0027,1600.22,2.63229e-05,299.981,300.155,0.296609,-1.27476e-10,-1205.14,-5.62171e-08,0.000504375,785.594
1.89706e-05,0.00900562,40.0025,1600.2,2.63225e-05,299.977,300.157,0.296611,-1.27404e-10,-1204.12,-5.61853e-08,0.000521174,785.597
2.21324e-05,0.00900656,40.0022,1600.18,2.63221e-05,299.973,300.159,0.296613,-1.27332e-10,-1203.09,-5.61535e-08,0.000537963,785.601
2.52942e-05,0.0090075,40.0019,1600.15,2.63217e-05,299.969,300.161,0.296615,-1.2726e-10,-1202.07,-5.61218e-08,0.000554744,785.604
2.8456e-05,0.00900844,40.0017,1600.13,2.63213e-05,299.966,300.163,0.296617,-1.27188e-10,-1201.05,-5.60901e-08,0.000571516,785.608
3.16177e-05,0.00900937,40.0014,1600.11,2.63209e-05,299.962,300.165,0.296619,-1.27116e-10,-1200.03,-5.60584e-08,0.00058828,785.612
3.47795e-05,0.00901031,40.0011,1600.09,2.63205e-05,299.958,300.167,0.296621,-1.27045e-10,-1199.01,-5.60267e-08,0.000605034,785.615
3.79413e-05,0.00901125,40.0009,1600.07,2.63201e-05,299.954,300.169,0.296623,-1.26973e-10,-1197.99,-5.59951e-08,0.00062178,785.619
4.1103e-05,0.00901219,40.0006,1600.05,2.63197e-05,299.951,300.171,0.296625,-1.26901e-10,-1196.98,-5.59635e-08,0.000638517,785.622
4.42648e-05,0.00901312,40.0004,1600.03,2.63193e-05,299.947,300.173,0.296628,-1.2683e-10,-1195.96,-5.5932e-08,0.000655245,785.626
4.74266e-05,0.00901406,40.0001,1600.01,2.63189e-05,299.943,300.175,0.29663,-1.26758e-10,-1194.94,-5.59005e-08,0.000671964,785.629
5.05884e-05,0.009015,39.9998,1599.99,2.63185e-05,299.939,300.177,0.296632,-1.26687e-10,-1193.93,-5.5869e-08,0.000688675,785.633
5.37501e-05,0.00901593,39.9996,1599.97,2.63181e-05,299.935,300.179,0.296634,-1.26616e-10,-1192.92,-5.58375e-08,0.000705376,785.636
5.69119e-05,0.00901687,39.9993,1599.94,2.63177e-05,299.932,300.181,0.296636,-1.26544e-10,-1191.9,-5.58061e-08,0.000722069,785.64
6.00737e-05,0.00901781,39.999,1599.92,2.63173e-05,299.928,300.183,0.296638,-1.26473e-10,-1190.89,-5.57747e-08,0.000738753,785.643
6.32355e-05,0.00901875,39.9988,1599.9,2.63169e-05,299.924,300.185,0.29664,-1.26402e-10,-1189.88,-5.57434e-08,0.000755429,785.647
6.63972e-05,0.00901968,39.9985,1599.88,2.63165e-05,299.92,300.187,0.296642,-1.26331e-10,-1188.87,-5.57121e-08,0.000772095,785.65
6.9559e-05,0.00902062,39.9983,1599.86,2.63161e-05,299.917,300.189,0.296644,-1.2626e-10,-1187.86,-5.56808e-08,0.000788753,785.654
7.27208e-05,0.00902156,39.998,1599.84,2.63157e-05,299.913,300.191,0.296646,-1.26189e-10,-1186.85,-5.56495e-08,0.000805402,785.657
7.58825e-05,0.0090225,39.9977,1599.82,2.63153e-05,299.909,300.193,0.296648,-1.26119e-10,-1185.84,-5.56183e-08,0.000822042,785.661
7.90443e-05,0.00902343,39.9975,1599.8,2.63149e-05,299.905,300.195,0.29665,-1.26048e-10,-1184.83,-5.55871e-08,0.000838674,785.664
8.22061e-05,0.00902437,39.9972,1599.78,2.63145e-05,299.902,300.197,0.296652,-1.25977e-10,-1183.82,-5.5556e-08,0.000855297,785.668
8.53679e-05,0.00902531,39.9969,1599.76,2.63141e-05,299.898,300.199,0.296654,-1.25907e-10,-1182.82,-5.55248e-08,0.000871911,785.671
8.85296e-05,0.00902625,39.9967,1599.73,2.63137e-05,299.894,300.201,0.296656,-1.25836e-10,-1181.81,-5.54938e-08,0.000888516,785.675
9.16914e-05,0.00902718,39.9964,1599.71,2.63133e-05,299.89,300.203,0.296658,-1.25766e-10,-1180.81,-5.54627e-08,0.000905112,785.678
9.48532e-05,0.00902812,39.9962,1599.69,2.63129e-05,299.887,300.205,0.29666,-1.25695e-10,-1179.8,-5.54317e-08,0.0009217,785.682
9.8015e-05,0.00902906,39.9959,1599.67,2.63125e-05,299.883,300.207,0.296662,-1.25625e-10,-1178.8,-5.54007e-08,0.000938279,785.685
0.000101177,0.00902999,39.9956,1599.65,2.63121e-05,299.879,300.209,0.296664,-1.25555e-10,-1177.8,-5.53697e-08,0.000954849,785.689
0.000104339,0.00903093,39.9954,1599.63,2.63117e-05,299.875,300.211,0.296666,-1.25485e-10,-1176.8,-5.53388e-08,0.000971411,785.692
0.0001075,0.00903187,39.9951,1599.61,2.63113e-05,299.872,300.213,0.296668,-1.25415e-10,-1175.8,-5.53079e-08,0.000987964,785.696
0.000110662,0.00903281,39.9949,1599.59,2.63109e-05,299.868,300.215,0.29667,-1.25345e-10,-1174.8,-5.52771e-08,0.00100451,785.699
0.000113824,0.00903374,39.9946,1599.57,2.63105e-05,299.864,300.217,0.296672,-1.25275e-10,-1173.8,-5.52463e-08,0.00102104,785.703
0.000116986,0.00903468,39.9943,1599.55,2.63101e-05,299.861,300.218,0.296674,-1.25205e-10,-1172.8,-5.52155e-08,0.00103757,785.706
0.000120147,0.00903562,39.9941,1599.53,2.63097e-05,299.857,300.22,0.296676,-1.25135e-10,-1171.8,-5.51847e-08,0.00105409,785.709
0.000123309,0.00903656,39.9938,1599.51,2.63093e-05,299.853,300.222,0.296678,-1.25066e-10,-1170.8,-5.5154e-08,0.0010706,785.713
0.000126471,0.00903749,39.9936,1599.49,2.63089e-05,299.849,300.224,0.29668,-1.24996e-10,-1169.81,-5.51233e-08,0.0010871,785.716
0.000129633,0.00903843,39.9933,1599.46,2.63085e-05,299.846,300.226,0.296682,-1.24927e-10,-1168.81,-5.50926e-08,0.00110359,785.72
0.000132794,0.00903937,39.9931,1599.44,2.63081e-05,299.842,300.228,0.296684,-1.24857e-10,-1167.82,-5.5062e-08,0.00112007,785.723
0.000135956,0.00904031,39.9928,1599.42,2.63077e-05,299.838,300.23,0.296686,-1.24788e-10,-1166.82,-5.50314e-08,0.00113655,785.727
0.000139118,0.00904124,39.9925,1599.4,2.63073e-05,299.835,300.232,0.296688,-1.24718e-10,-1165.83,-5.50008e-08,0.00115301,785.73
0.00014228,0.00904218,39.9923,1599.38,2.63069e-05,299.831,300.234,0.29669,-1.24649e-10,-1164.84,-5.49703e-08,0.00116947,785.734
0.000145442,0.00904312,39.992,1599.36,2.63065e-05,299.827,300.236,0.296692,-1.2458e-10,-1163.85,-5.49398e-08,0.00118592,785.737
0.000148603,0.00904405,39.9918,1599.34,2.63062e-05,299.824,300.238,0.296694,-1.24511e-10,-1162.86,-5.49093e-08,0.00120236,785.74
0.000151765,0.00904499,39.9915,1599.32,2.63058e-05,299.82,300.24,0.296696,-1.24442e-10,-1161.87,-5.48789e-08,0.00121879,785.744
0.000154927,0.00904593,39.9912,1599.3,2.63054e-05,299.816,300.242,0.296698,-1.24373e-10,-1160.88,-5.48485e-08,0.00123521,785.747
0.000158089,0.00904687,39.991,1599.28,2.6305e-05,299.813,300.244,0.2967,-1.24304e-10,-1159.89,-5.48181e-08,0.00125163,785.751
0.00016125,0.0090478,39.9907,1599.26,2.63046e-05,299.809,300.246,0.296702,-1.24235e-10,-1158.9,-5.47878e-08,0.00126803,785.754
0.000164412,0.00904874,39.9905,1599.24,2.63042e-05,299.805,300.248,0.296704,-1.24167e-10,-1157.92,-5.47575e-08,0.00128443,785.757
0.000167574,0.00904968,39.9902,1599.22,2.63038e-05,299.802,300.25,0.296706,-1.24098e-10,-1156.93,-5.47272e-08,0.00130082,785.761
0.000170736,0.00905062,39.99,1599.2,2.63034e-05,299.798,300.252,0.296708,-1.24029e-10,-1155.95,-5.4697e-08,0.0013172,785.764
0.000173898,0.00905155,39.9897,1599.18,2.6303e-05,299.794,300.254,0.29671,-1.23961e-10,-1154.96,-5.46667e-08,0.00133357,785.768
