# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s], mtfd, htfd, Sm [kg/m3s], Sh [J/m3s], rho[kg/m3s]
0,0.009,40,1600,2.63249e-05,300,300.854,0.229975,0,0,0,0,785.576
4.40522e-06,0.00900101,40.0037,1600.29,2.63243e-05,299.995,300.864,0.229982,-1.27584e-10,-1160.04,-6.06022e-08,0.00272953,785.581
8.81044e-06,0.00900202,40.0033,1600.27,2.63238e-05,299.99,300.874,0.22999,-1.27486e-10,-1158.18,-6.05558e-08,0.00277633,785.586
1.32157e-05,0.00900303,40.003,1600.24,2.63232e-05,299.985,300.883,0.229998,-1.27388e-10,-1156.32,-6.05094e-08,0.00282312,785.59
1.76209e-05,0.00900404,40.0026,1600.21,2.63227e-05,299.98,300.893,0.230005,-1.27291e-10,-1154.47,-6.04631e-08,0.00286988,785.595
2.20261e-05,0.00900505,40.0022,1600.18,2.63221e-05,299.974,300.903,0.230013,-1.27193e-10,-1152.62,-6.04169e-08,0.00291663,785.6
2.64313e-05,0.00900606,40.0019,1600.15,2.63215e-05,299.969,300.913,0.230021,-1.27096e-10,-1150.77,-6.03708e-08,0.00296335,785.605
3.08365e-05,0.00900707,40.0015,1600.12,2.6321e-05,299.964,300.922,0.230028,-1.27e-10,-1148.92,-6.03248e-08,0.00301006,785.609
3.52418e-05,0.00900808,40.0011,1600.09,2.63204e-05,299.959,300.932,0.230036,-1.26903e-10,-1147.07,-6.02788e-08,0.00305675,785.614
3.9647e-05,0.00900909,40.0008,1600.06,2.63199e-05,299.954,300.942,0.230044,-1.26806e-10,-1145.23,-6.0233e-08,0.00310341,785.619
4.40522e-05,0.0090101,40.0004,1600.03,2.63193e-05,299.949,300.951,0.230051,-1.2671e-10,-1143.39,-6.01872e-08,0.00315006,785.623
4.84574e-05,0.00901111,40,1600,2.63187e-05,299.944,300.961,0.230059,-1.26614e-10,-1141.55,-6.01415e-08,0.00319669,785.628
5.28626e-05,0.00901212,39.9997,1599.97,2.63182e-05,299.939,300.971,0.230067,-1.26518e-10,-1139.71,-6.00959e-08,0.0032433,785.633
5.72679e-05,0.00901313,39.9993,1599.95,2.63176e-05,299.934,300.981,0.230074,-1.26422e-10,-1137.87,-6.00504e-08,0.00328989,785.637
6.16731e-05,0.00901414,39.999,1599.92,2.63171e-05,299.929,300.99,0.230082,-1.26326e-10,-1136.03,-6.00049e-08,0.00333645,785.642
6.60783e-05,0.00901515,39.9986,1599.89,2.63165e-05,299.924,301,0.23009,-1.26231e-10,-1134.2,-5.99596e-08,0.003383,785.647
7.04835e-05,0.00901616,39.9982,1599.86,2.6316e-05,299.919,301.01,0.230098,-1.26135e-10,-1132.37,-5.99143e-08,0.00342953,785.651
7.48888e-05,0.00901717,39.9979,1599.83,2.63154e-05,299.914,301.02,0.230105,-1.2604e-10,-1130.54,-5.98691e-08,0.00347604,785.656
7.9294e-05,0.00901818,39.9975,1599.8,2.63148e-05,299.909,301.029,0.230113,-1.25945e-10,-1128.71,-5.9824e-08,0.00352254,785.661
8.36992e-05,0.00901919,39.9972,1599.77,2.63143e-05,299.904,301.039,0.230121,-1.25851e-10,-1126.88,-5.9779e-08,0.00356901,785.665
8.81044e-05,0.0090202,39.9968,1599.74,2.63137e-05,299.899,301.049,0.230128,-1.25756e-10,-1125.06,-5.97341e-08,0.00361546,785.67
9.25096e-05,0.00902121,39.9964,1599.72,2.63132e-05,299.894,301.058,0.230136,-1.25662e-10,-1123.24,-5.96893e-08,0.00366189,785.675
9.69149e-05,0.00902223,39.9961,1599.69,2.63126e-05,299.889,301.068,0.230144,-1.25567e-10,-1121.42,-5.96445e-08,0.00370831,785.679
0.00010132,0.00902324,39.9957,1599.66,2.63121e-05,299.884,301.078,0.230151,-1.25473e-10,-1119.6,-5.95998e-08,0.0037547,785.684
0.000105725,0.00902425,39.9954,1599.63,2.63115e-05,299.879,301.088,0.230159,-1.25379e-10,-1117.78,-5.95552e-08,0.00380108,785.688
0.000110131,0.00902526,39.995,1599.6,2.6311e-05,299.874,301.097,0.230167,-1.25286e-10,-1115.96,-5.95107e-08,0.00384743,785.693
0.000114536,0.00902627,39.9946,1599.57,2.63104e-05,299.87,301.107,0.230174,-1.25192e-10,-1114.15,-5.94663e-08,0.00389377,785.698
0.000118941,0.00902728,39.9943,1599.54,2.63099e-05,299.865,301.117,0.230182,-1.25099e-10,-1112.34,-5.94219e-08,0.00394008,785.702
0.000123346,0.00902829,39.9939,1599.51,2.63093e-05,299.86,301.127,0.23019,-1.25006e-10,-1110.53,-5.93777e-08,0.00398638,785.707
0.000127751,0.0090293,39.9936,1599.49,2.63088e-05,299.855,301.136,0.230197,-1.24913e-10,-1108.72,-5.93335e-08,0.00403266,785.711
0.000132157,0.00903031,39.9932,1599.46,2.63082e-05,299.85,301.146,0.230205,-1.2482e-10,-1106.91,-5.92894e-08,0.00407892,785.716
0.000136562,0.00903132,39.9929,1599.43,2.63077e-05,299.845,301.156,0.230213,-1.24727e-10,-1105.11,-5.92454e-08,0.00412516,785.72
0.000140967,0.00903233,39.9925,1599.4,2.63071e-05,299.84,301.166,0.23022,-1.24635e-10,-1103.31,-5.92015e-08,0.00417138,785.725
0.000145372,0.00903334,39.9922,1599.37,2.63066e-05,299.835,301.175,0.230228,-1.24542e-10,-1101.51,-5.91576e-08,0.00421758,785.729
0.000149778,0.00903435,39.9918,1599.34,2.6306e-05,299.831,301.185,0.230236,-1.2445e-10,-1099.71,-5.91138e-08,0.00426376,785.734
0.000154183,0.00903536,39.9914,1599.32,2.63055e-05,299.826,301.195,0.230244,-1.24358e-10,-1097.91,-5.90702e-08,0.00430992,785.738
0.000158588,0.00903637,39.9911,1599.29,2.63049e-05,299.821,301.204,0.230251,-1.24266e-10,-1096.11,-5.90265e-08,0.00435607,785.743
0.000162993,0.00903738,39.9907,1599.26,2.63044e-05,299.816,301.214,0.230259,-1.24175e-10,-1094.32,-5.8983e-08,0.00440219,785.747
0.000167398,0.00903839,39.9904,1599.23,2.63038e-05,299.811,301.224,0.230267,-1.24083e-10,-1092.53,-5.89396e-08,0.00444829,785.752
0.000171804,0.0090394,39.99,1599.2,2.63033e-05,299.806,301.234,0.230274,-1.23992e-10,-1090.74,-5.88962e-08,0.00449438,785.756
0.000176209,0.00904041,39.9897,1599.17,2.63027e-05,299.802,301.243,0.230282,-1.23901e-10,-1088.95,-5.88529e-08,0.00454045,785.761
0.000180614,0.00904142,39.9893,1599.15,2.63022e-05,299.797,301.253,0.23029,-1.2381e-10,-1087.16,-5.88098e-08,0.00458649,785.765
0.000185019,0.00904243,39.989,1599.12,2.63016e-05,299.792,301.263,0.230297,-1.23719e-10,-1085.38,-5.87666e-08,0.00463252,785.77
0.000189424,0.00904344,39.9886,1599.09,2.63011e-05,299.787,301.273,0.230305,-1.23629e-10,-1083.59,-5.87236e-08,0.00467853,785.774
0.00019383,0.00904445,39.9883,1599.06,2.63006e-05,299.782,301.282,0.230313,-1.23538e-10,-1081.81,-5.86807e-08,0.00472452,785.779
0.000198235,0.00904546,39.9879,1599.03,2.63e-05,299.778,301.292,0.23032,-1.23448e-10,-1080.03,-5.86378e-08,0.00477049,785.783
0.00020264,0.00904647,39.9876,1599.01,2.62995e-05,299.773,301.302,0.230328,-1.23358e-10,-1078.26,-5.8595e-08,0.00481644,785.788
0.000207045,0.00904748,39.9872,1598.98,2.62989e-05,299.768,301.312,0.230336,-1.23268e-10,-1076.48,-5.85523e-08,0.00486237,785.792
0.000211451,0.00904849,39.9869,1598.95,2.62984e-05,299.763,301.321,0.230343,-1.23178e-10,-1074.71,-5.85096e-08,0.00490829,785.796
0.000215856,0.0090495,39.9865,1598.92,2.62978e-05,299.759,301.331,0.230351,-1.23089e-10,-1072.93,-5.84671e-08,0.00495418,785.801
0.000220261,0.00905051,39.9862,1598.89,2.62973e-05,299.754,301.341,0.230359,-1.22999e-10,-1071.16,-5.84246e-08,0.00500006,785.805
0.000224666,0.00905152,39.9858,1598.87,2.62968e-05,299.749,301.35,0.230367,-1.2291e-10,-1069.39,-5.83822e-08,0.00504591,785.81
0.000229071,0.00905254,39.9855,1598.84,2.62962e-05,299.745,301.36,0.230374,-1.22821e-10,-1067.63,-5.83399e-08,0.00509175,785.814
0.000233477,0.00905355,39.9851,1598.81,2.62957e-05,299.74,301.37,0.230382,-1.22732e-10,-1065.86,-5.82977e-08,0.00513757,785.818
0.000237882,0.00905456,39.9848,1598.78,2.62951e-05,299.735,301.38,0.23039,-1.22643e-10,-1064.1,-5.82555e-08,0.00518337,785.823
0.000242287,0.00905557,39.9844,1598.75,2.62946e-05,299.73,301.389,0.230397,-1.22555e-10,-1062.33,-5.82135e-08,0.00522915,785.827
0.000246692,0.00905658,39.9841,1598.73,2.6294e-05,299.726,301.399,0.230405,-1.22466e-10,-1060.57,-5.81715e-08,0.00527491,785.832
0.000251098,0.00905759,39.9837,1598.7,2.62935e-05,299.721,301.409,0.230413,-1.22378e-10,-1058.82,-5.81296e-08,0.00532066,785.836
0.000255503,0.0090586,39.9834,1598.67,2.6293e-05,299.716,301.419,0.23042,-1.2229e-10,-1057.06,-5.80877e-08,0.00536638,785.84
0.000259908,0.00905961,39.983,1598.64,2.62924e-05,299.712,301.428,0.230428,-1.22202e-10,-1055.3,-5.8046e-08,0.00541208,785.845
0.000264313,0.00906062,39.9827,1598.62,2.62919e-05,299.707,301.438,0.230436,-1.22114e-10,-1053.55,-5.80043e-08,0.00545777,785.849
0.000268718,0.00906163,39.9823,1598.59,2.62914e-05,299.702,301.448,0.230443,-1.22027e-10,-1051.8,-5.79627e-08,0.00550344,785.853
0.000273124,0.00906264,39.982,1598.56,2.62908e-05,299.698,301.457,0.230451,-1.21939e-10,-1050.05,-5.79212e-08,0.00554909,785.858
0.000277529,0.00906365,39.9817,1598.53,2.62903e-05,299.693,301.467,0.230459,-1.21852e-10,-1048.3,-5.78797e-08,0.00559472,785.862
0.000281934,0.00906466,39.9813,1598.51,2.62897e-05,299.689,301.477,0.230466,-1.21765e-10,-1046.55,-5.78384e-08,0.00564033,785.866
0.000286339,0.00906567,39.981,1598.48,2.62892e-05,299.684,301.487,0.230474,-1.21678e-10,-1044.81,-5.77971e-08,0.00568592,785.87
0.000290745,0.00906668,39.9806,1598.45,2.62887e-05,299.679,301.497,0.230482,-1.21591e-10,-1043.06,-5.77559e-08,0.00573183,785.875
0.00029515,0.00906769,39.9803,1598.42,2.62881e-05,299.675,301.514,0.230495,-1.21507e-10,-1040.85,-5.77159e-08,0.0058008,785.879
0.000299555,0.0090687,39.9799,1598.4,2.62876e-05,299.67,301.531,0.230509,-1.21423e-10,-1038.64,-5.76759e-08,0.00586976,785.883
0.00030396,0.00906971,39.9796,1598.37,2.62871e-05,299.666,301.548,0.230523,-1.21339e-10,-1036.43,-5.76361e-08,0.0059387,785.888
0.000308365,0.00907072,39.9792,1598.34,2.62865e-05,299.661,301.565,0.230536,-1.21255e-10,-1034.22,-5.75963e-08,0.00600763,785.892
0.000312771,0.00907173,39.9789,1598.31,2.6286e-05,299.657,301.582,0.23055,-1.21172e-10,-1032.01,-5.75567e-08,0.00607654,785.896
0.000317176,0.00907274,39.9786,1598.29,2.62855e-05,299.652,301.599,0.230563,-1.21089e-10,-1029.81,-5.75171e-08,0.00614543,785.9
0.000321581,0.00907375,39.9782,1598.26,2.62849e-05,299.647,301.616,0.230577,-1.21006e-10,-1027.61,-5.74777e-08,0.00621431,785.905
0.000325986,0.00907477,39.9779,1598.23,2.62844e-05,299.643,301.633,0.230591,-1.20923e-10,-1025.41,-5.74383e-08,0.00628318,785.909
0.000330392,0.00907578,39.9775,1598.2,2.62839e-05,299.638,301.65,0.230604,-1.2084e-10,-1023.21,-5.73991e-08,0.00635203,785.913
0.000334797,0.00907679,39.9772,1598.18,2.62833e-05,299.634,301.667,0.230618,-1.20758e-10,-1021.01,-5.73599e-08,0.00642087,785.917
0.000339202,0.0090778,39.9769,1598.15,2.62828e-05,299.629,301.684,0.230631,-1.20675e-10,-1018.82,-5.73208e-08,0.00648969,785.921
0.000343607,0.00907881,39.9765,1598.12,2.62823e-05,299.625,301.701,0.230645,-1.20593e-10,-1016.63,-5.72818e-08,0.00655849,785.926
0.000348012,0.00907982,39.9762,1598.09,2.62817e-05,299.62,301.718,0.230659,-1.20511e-10,-1014.44,-5.72429e-08,0.00662728,785.93
0.000352418,0.00908083,39.9758,1598.07,2.62812e-05,299.616,301.735,0.230672,-1.2043e-10,-1012.25,-5.72041e-08,0.00669606,785.934
0.000356823,0.00908184,39.9755,1598.04,2.62807e-05,299.611,301.752,0.230686,-1.20348e-10,-1010.06,-5.71654e-08,0.00676482,785.938
0.000361228,0.00908285,39.9752,1598.01,2.62801e-05,299.607,301.769,0.230699,-1.20267e-10,-1007.88,-5.71268e-08,0.00683356,785.942
0.000365633,0.00908386,39.9748,1597.99,2.62796e-05,299.603,301.786,0.230713,-1.20186e-10,-1005.7,-5.70883e-08,0.00690229,785.946
0.000370039,0.00908487,39.9745,1597.96,2.62791e-05,299.598,301.803,0.230726,-1.20105e-10,-1003.52,-5.70499e-08,0.006971,785.95
0.000374444,0.00908588,39.9741,1597.93,2.62786e-05,299.594,301.82,0.23074,-1.20024e-10,-1001.34,-5.70115e-08,0.0070397,785.955
0.000378849,0.00908689,39.9738,1597.9,2.6278e-05,299.589,301.837,0.230754,-1.19944e-10,-999.162,-5.69733e-08,0.00710839,785.959
0.000383254,0.0090879,39.9735,1597.88,2.62775e-05,299.585,301.855,0.230767,-1.19864e-10,-996.987,-5.69352e-08,0.00717706,785.963
0.000387659,0.00908891,39.9731,1597.85,2.6277e-05,299.581,301.872,0.230781,-1.19783e-10,-994.814,-5.68971e-08,0.00724571,785.967
0.000392065,0.00908992,39.9728,1597.82,2.62764e-05,299.576,301.889,0.230794,-1.19704e-10,-992.644,-5.68592e-08,0.00731435,785.971
0.00039647,0.00909093,39.9725,1597.8,2.62759e-05,299.572,301.906,0.230808,-1.19624e-10,-990.474,-5.68213e-08,0.00738297,785.975
0.000400875,0.00909195,39.9721,1597.77,2.62754e-05,299.567,301.923,0.230822,-1.19544e-10,-988.307,-5.67835e-08,0.00745158,785.979
0.00040528,0.00909296,39.9718,1597.74,2.62749e-05,299.563,301.94,0.230835,-1.19465e-10,-986.142,-5.67459e-08,0.00752017,785.983
0.000409686,0.00909397,39.9714,1597.72,2.62743e-05,299.559,301.957,0.230849,-1.19386e-10,-983.979,-5.67083e-08,0.00758875,785.987
0.000414091,0.00909498,39.9711,1597.69,2.62738e-05,299.554,301.974,0.230862,-1.19307e-10,-981.817,-5.66708e-08,0.00765732,785.991
0.000418496,0.00909599,39.9708,1597.66,2.62733e-05,299.55,301.991,0.230876,-1.19228e-10,-979.658,-5.66334e-08,0.00772587,785.995
0.000422901,0.009097,39.9704,1597.64,2.62728e-05,299.546,302.008,0.23089,-1.1915e-10,-977.5,-5.65961e-08,0.0077944,785.999
