# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s], mtfd, htfd, Sm [kg/m3s], Sh [J/m3s], rho[kg/m3s]
0,0.009,40,1600,2.63249e-05,300,300.172,0.288808,0,0,0,0,785.576
3.16925e-06,0.00900091,40.0038,1600.3,2.63245e-05,299.996,300.174,0.28881,-1.27687e-10,-1206.73,-5.49055e-08,0.000502006,785.58
6.3385e-06,0.00900183,40.0035,1600.28,2.63241e-05,299.992,300.176,0.288812,-1.27614e-10,-1205.68,-5.4874e-08,0.000519132,785.583
9.50775e-06,0.00900274,40.0033,1600.26,2.63237e-05,299.989,300.178,0.288815,-1.27541e-10,-1204.63,-5.48426e-08,0.000536249,785.587
1.2677e-05,0.00900366,40.003,1600.24,2.63233e-05,299.985,300.181,0.288817,-1.27468e-10,-1203.58,-5.48112e-08,0.000553357,785.59
1.58462e-05,0.00900457,40.0027,1600.22,2.63229e-05,299.981,300.183,0.288819,-1.27395e-10,-1202.54,-5.47799e-08,0.000570457,785.594
1.90155e-05,0.00900549,40.0025,1600.2,2.63225e-05,299.977,300.185,0.288821,-1.27322e-10,-1201.49,-5.47485e-08,0.000587548,785.597
2.21847e-05,0.0090064,40.0022,1600.18,2.63221e-05,299.973,300.187,0.288824,-1.27249e-10,-1200.44,-5.47173e-08,0.00060463,785.601
2.5354e-05,0.00900732,40.0019,1600.15,2.63217e-05,299.969,300.189,0.288826,-1.27177e-10,-1199.4,-5.4686e-08,0.000621704,785.604
2.85232e-05,0.00900823,40.0017,1600.13,2.63213e-05,299.966,300.192,0.288828,-1.27104e-10,-1198.36,-5.46548e-08,0.000638768,785.608
3.16925e-05,0.00900915,40.0014,1600.11,2.63209e-05,299.962,300.194,0.28883,-1.27032e-10,-1197.31,-5.46236e-08,0.000655824,785.612
3.48617e-05,0.00901006,40.0011,1600.09,2.63205e-05,299.958,300.196,0.288832,-1.26959e-10,-1196.27,-5.45924e-08,0.000672871,785.615
3.8031e-05,0.00901098,40.0009,1600.07,2.63201e-05,299.954,300.198,0.288835,-1.26887e-10,-1195.23,-5.45613e-08,0.00068991,785.619
4.12002e-05,0.00901189,40.0006,1600.05,2.63197e-05,299.95,300.201,0.288837,-1.26814e-10,-1194.19,-5.45302e-08,0.000706939,785.622
4.43695e-05,0.00901281,40.0003,1600.03,2.63193e-05,299.947,300.203,0.288839,-1.26742e-10,-1193.15,-5.44992e-08,0.00072396,785.626
4.75387e-05,0.00901372,40.0001,1600.01,2.63189e-05,299.943,300.205,0.288841,-1.2667e-10,-1192.11,-5.44682e-08,0.000740973,785.629
5.0708e-05,0.00901464,39.9998,1599.99,2.63185e-05,299.939,300.207,0.288844,-1.26598e-10,-1191.07,-5.44372e-08,0.000757976,785.633
5.38772e-05,0.00901555,39.9996,1599.96,2.63181e-05,299.935,300.21,0.288846,-1.26526e-10,-1190.03,-5.44062e-08,0.000774971,785.636
5.70465e-05,0.00901647,39.9993,1599.94,2.63177e-05,299.932,300.212,0.288848,-1.26454e-10,-1189,-5.43753e-08,0.000791957,785.64
6.02157e-05,0.00901738,39.999,1599.92,2.63173e-05,299.928,300.214,0.28885,-1.26382e-10,-1187.96,-5.43444e-08,0.000808934,785.643
6.3385e-05,0.0090183,39.9988,1599.9,2.63169e-05,299.924,300.216,0.288852,-1.26311e-10,-1186.93,-5.43136e-08,0.000825903,785.647
6.65542e-05,0.00901921,39.9985,1599.88,2.63165e-05,299.92,300.218,0.288855,-1.26239e-10,-1185.89,-5.42827e-08,0.000842863,785.65
6.97235e-05,0.00902013,39.9982,1599.86,2.63161e-05,299.917,300.221,0.288857,-1.26167e-10,-1184.86,-5.42519e-08,0.000859814,785.654
7.28927e-05,0.00902104,39.998,1599.84,2.63157e-05,299.913,300.223,0.288859,-1.26096e-10,-1183.83,-5.42212e-08,0.000876756,785.657
7.6062e-05,0.00902195,39.9977,1599.82,2.63153e-05,299.909,300.225,0.288861,-1.26024e-10,-1182.8,-5.41905e-08,0.00089369,785.661
7.92312e-05,0.00902287,39.9975,1599.8,2.63149e-05,299.905,300.227,0.288864,-1.25953e-10,-1181.77,-5.41598e-08,0.000910615,785.664
8.24005e-05,0.00902378,39.9972,1599.78,2.63145e-05,299.902,300.23,0.288866,-1.25882e-10,-1180.74,-5.41291e-08,0.000927531,785.668
8.55697e-05,0.0090247,39.9969,1599.75,2.63141e-05,299.898,300.232,0.288868,-1.2581e-10,-1179.71,-5.40985e-08,0.000944439,785.671
8.8739e-05,0.00902561,39.9967,1599.73,2.63137e-05,299.894,300.234,0.28887,-1.25739e-10,-1178.68,-5.40679e-08,0.000961338,785.675
9.19082e-05,0.00902653,39.9964,1599.71,2.63133e-05,299.89,300.236,0.288872,-1.25668e-10,-1177.65,-5.40373e-08,0.000978228,785.678
9.50775e-05,0.00902744,39.9962,1599.69,2.63129e-05,299.887,300.239,0.288875,-1.25597e-10,-1176.62,-5.40068e-08,0.00099511,785.682
9.82467e-05,0.00902836,39.9959,1599.67,2.63125e-05,299.883,300.241,0.288877,-1.25526e-10,-1175.6,-5.39763e-08,0.00101198,785.685
0.000101416,0.00902927,39.9956,1599.65,2.63121e-05,299.879,300.243,0.288879,-1.25455e-10,-1174.57,-5.39459e-08,0.00102885,785.689
0.000104585,0.00903019,39.9954,1599.63,2.63117e-05,299.875,300.245,0.288881,-1.25385e-10,-1173.55,-5.39154e-08,0.0010457,785.692
0.000107754,0.0090311,39.9951,1599.61,2.63113e-05,299.872,300.248,0.288883,-1.25314e-10,-1172.53,-5.3885e-08,0.00106255,785.696
0.000110924,0.00903202,39.9949,1599.59,2.63109e-05,299.868,300.25,0.288886,-1.25243e-10,-1171.5,-5.38547e-08,0.00107939,785.699
0.000114093,0.00903293,39.9946,1599.57,2.63105e-05,299.864,300.252,0.288888,-1.25173e-10,-1170.48,-5.38243e-08,0.00109622,785.702
0.000117262,0.00903385,39.9943,1599.55,2.63101e-05,299.861,300.254,0.28889,-1.25102e-10,-1169.46,-5.3794e-08,0.00111304,785.706
0.000120431,0.00903476,39.9941,1599.53,2.63097e-05,299.857,300.256,0.288892,-1.25032e-10,-1168.44,-5.37638e-08,0.00112985,785.709
0.000123601,0.00903568,39.9938,1599.51,2.63093e-05,299.853,300.259,0.288895,-1.24962e-10,-1167.42,-5.37335e-08,0.00114666,785.713
0.00012677,0.00903659,39.9936,1599.48,2.63089e-05,299.849,300.261,0.288897,-1.24892e-10,-1166.4,-5.37033e-08,0.00116345,785.716
0.000129939,0.00903751,39.9933,1599.46,2.63085e-05,299.846,300.263,0.288899,-1.24821e-10,-1165.38,-5.36732e-08,0.00118024,785.72
0.000133108,0.00903842,39.993,1599.44,2.63081e-05,299.842,300.265,0.288901,-1.24751e-10,-1164.37,-5.3643e-08,0.00119702,785.723
0.000136278,0.00903934,39.9928,1599.42,2.63077e-05,299.838,300.268,0.288903,-1.24681e-10,-1163.35,-5.36129e-08,0.00121378,785.727
0.000139447,0.00904025,39.9925,1599.4,2.63073e-05,299.835,300.27,0.288906,-1.24611e-10,-1162.34,-5.35829e-08,0.00123055,785.73
0.000142616,0.00904117,39.9923,1599.38,2.63069e-05,299.831,300.272,0.288908,-1.24541e-10,-1161.32,-5.35528e-08,0.0012473,785.733
0.000145785,0.00904208,39.992,1599.36,2.63065e-05,299.827,300.274,0.28891,-1.24472e-10,-1160.31,-5.35228e-08,0.00126404,785.737
0.000148955,0.009043,39.9917,1599.34,2.63061e-05,299.824,300.277,0.288912,-1.24402e-10,-1159.29,-5.34928e-08,0.00128078,785.74
0.000152124,0.00904391,39.9915,1599.32,2.63057e-05,299.82,300.279,0.288915,-1.24332e-10,-1158.28,-5.34629e-08,0.0012975,785.744
0.000155293,0.00904482,39.9912,1599.3,2.63053e-05,299.816,300.281,0.288917,-1.24263e-10,-1157.27,-5.3433e-08,0.00131422,785.747
0.000158462,0.00904574,39.991,1599.28,2.63049e-05,299.813,300.283,0.288919,-1.24193e-10,-1156.26,-5.34031e-08,0.00133093,785.751
0.000161632,0.00904665,39.9907,1599.26,2.63045e-05,299.809,300.285,0.288921,-1.24124e-10,-1155.25,-5.33732e-08,0.00134763,785.754
0.000164801,0.00904757,39.9905,1599.24,2.63042e-05,299.805,300.288,0.288923,-1.24054e-10,-1154.24,-5.33434e-08,0.00136432,785.757
0.00016797,0.00904848,39.9902,1599.22,2.63038e-05,299.802,300.29,0.288926,-1.23985e-10,-1153.23,-5.33136e-08,0.00138101,785.761
0.000171139,0.0090494,39.9899,1599.2,2.63034e-05,299.798,300.292,0.288928,-1.23916e-10,-1152.23,-5.32839e-08,0.00139768,785.764
0.000174309,0.00905031,39.9897,1599.18,2.6303e-05,299.794,300.294,0.28893,-1.23847e-10,-1151.22,-5.32542e-08,0.00141435,785.768
0.000177478,0.00905123,39.9894,1599.15,2.63026e-05,299.791,300.297,0.288932,-1.23778e-10,-1150.21,-5.32245e-08,0.00143101,785.771
0.000180647,0.00905214,39.9892,1599.13,2.63022e-05,299.787,300.299,0.288935,-1.23709e-10,-1149.21,-5.31948e-08,0.00144765,785.774
0.000183816,0.00905306,39.9889,1599.11,2.63018e-05,299.783,300.301,0.288937,-1.2364e-10,-1148.2,-5.31652e-08,0.0014643,785.778
0.000186986,0.00905397,39.9887,1599.09,2.63014e-05,299.78,300.303,0.288939,-1.23571e-10,-1147.2,-5.31356e-08,0.00148093,785.781
0.000190155,0.00905489,39.9884,1599.07,2.6301e-05,299.776,300.306,0.288941,-1.23502e-10,-1146.2,-5.3106e-08,0.00149755,785.785
