# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s], mtfd, htfd, Sm [kg/m3s], Sh [J/m3s], rho[kg/m3s]
0,0.009,40,1600,2.63249e-05,300,300.151,0.29447,0,0,0,0,785.576
3.12792e-06,0.00900092,40.0038,1600.3,2.63245e-05,299.996,300.153,0.294473,-1.27738e-10,-1208.57,-5.53105e-08,0.000446893,785.58
6.25585e-06,0.00900184,40.0035,1600.28,2.63241e-05,299.992,300.155,0.294475,-1.27666e-10,-1207.54,-5.52794e-08,0.000463399,785.583
9.38377e-06,0.00900276,40.0033,1600.26,2.63237e-05,299.989,300.157,0.294477,-1.27594e-10,-1206.52,-5.52483e-08,0.000479896,785.587
1.25117e-05,0.00900368,40.003,1600.24,2.63233e-05,299.985,300.159,0.294479,-1.27523e-10,-1205.5,-5.52173e-08,0.000496385,785.59
1.56396e-05,0.0090046,40.0027,1600.22,2.63229e-05,299.981,300.161,0.294481,-1.27451e-10,-1204.49,-5.51862e-08,0.000512865,785.594
1.87675e-05,0.00900552,40.0025,1600.2,2.63225e-05,299.977,300.163,0.294483,-1.27379e-10,-1203.47,-5.51552e-08,0.000529337,785.597
2.18955e-05,0.00900644,40.0022,1600.18,2.63221e-05,299.974,300.165,0.294485,-1.27308e-10,-1202.45,-5.51243e-08,0.0005458,785.601
2.50234e-05,0.00900736,40.002,1600.16,2.63217e-05,299.97,300.167,0.294487,-1.27236e-10,-1201.43,-5.50933e-08,0.000562255,785.604
2.81513e-05,0.00900829,40.0017,1600.14,2.63213e-05,299.966,300.169,0.294489,-1.27165e-10,-1200.42,-5.50624e-08,0.000578701,785.608
3.12792e-05,0.00900921,40.0014,1600.11,2.63209e-05,299.962,300.171,0.294491,-1.27094e-10,-1199.4,-5.50315e-08,0.000595139,785.611
3.44072e-05,0.00901013,40.0012,1600.09,2.63205e-05,299.959,300.174,0.294493,-1.27022e-10,-1198.39,-5.50007e-08,0.000611568,785.615
3.75351e-05,0.00901105,40.0009,1600.07,2.63201e-05,299.955,300.176,0.294495,-1.26951e-10,-1197.38,-5.49699e-08,0.000627989,785.618
4.0663e-05,0.00901197,40.0007,1600.05,2.63197e-05,299.951,300.178,0.294497,-1.2688e-10,-1196.37,-5.49391e-08,0.000644401,785.622
4.37909e-05,0.00901289,40.0004,1600.03,2.63193e-05,299.947,300.18,0.294499,-1.26809e-10,-1195.35,-5.49084e-08,0.000660804,785.625
4.69189e-05,0.00901381,40.0001,1600.01,2.63189e-05,299.944,300.182,0.294501,-1.26738e-10,-1194.34,-5.48777e-08,0.0006772,785.629
5.00468e-05,0.00901473,39.9999,1599.99,2.63185e-05,299.94,300.184,0.294503,-1.26667e-10,-1193.33,-5.4847e-08,0.000693586,785.632
5.31747e-05,0.00901565,39.9996,1599.97,2.63181e-05,299.936,300.186,0.294505,-1.26597e-10,-1192.32,-5.48164e-08,0.000709965,785.636
5.63026e-05,0.00901657,39.9994,1599.95,2.63177e-05,299.932,300.188,0.294507,-1.26526e-10,-1191.32,-5.47858e-08,0.000726334,785.639
5.94306e-05,0.00901749,39.9991,1599.93,2.63173e-05,299.929,300.19,0.294509,-1.26455e-10,-1190.31,-5.47552e-08,0.000742695,785.643
6.25585e-05,0.00901841,39.9988,1599.91,2.6317e-05,299.925,300.192,0.294511,-1.26385e-10,-1189.3,-5.47246e-08,0.000759048,785.646
6.56864e-05,0.00901933,39.9986,1599.89,2.63166e-05,299.921,300.194,0.294513,-1.26314e-10,-1188.3,-5.46941e-08,0.000775393,785.649
