# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s], mtfd, htfd, Sm [kg/m3s], Sh [J/m3s], rho[kg/m3s]
0,0.009,40,1600,2.63249e-05,300,300.176,0.287768,0,0,0,0,785.576
3.20495e-06,0.00900092,40.0038,1600.3,2.63245e-05,299.996,300.178,0.28777,-1.27679e-10,-1206.37,-5.54128e-08,0.000519078,785.58
6.4099e-06,0.00900184,40.0035,1600.28,2.63241e-05,299.992,300.18,0.287772,-1.27605e-10,-1205.3,-5.53807e-08,0.000536667,785.583
9.61485e-06,0.00900277,40.0032,1600.26,2.63237e-05,299.988,300.183,0.287774,-1.27531e-10,-1204.24,-5.53486e-08,0.000554248,785.587
1.28198e-05,0.00900369,40.003,1600.24,2.63233e-05,299.985,300.185,0.287777,-1.27457e-10,-1203.18,-5.53165e-08,0.000571819,785.59
1.60248e-05,0.00900461,40.0027,1600.22,2.63229e-05,299.981,300.187,0.287779,-1.27384e-10,-1202.12,-5.52845e-08,0.000589382,785.594
1.92297e-05,0.00900553,40.0024,1600.2,2.63225e-05,299.977,300.19,0.287781,-1.2731e-10,-1201.06,-5.52525e-08,0.000606935,785.598
2.24347e-05,0.00900645,40.0022,1600.17,2.6322e-05,299.973,300.192,0.287783,-1.27236e-10,-1200,-5.52206e-08,0.000624479,785.601
2.56396e-05,0.00900737,40.0019,1600.15,2.63216e-05,299.969,300.194,0.287786,-1.27163e-10,-1198.94,-5.51887e-08,0.000642015,785.605
2.88446e-05,0.0090083,40.0016,1600.13,2.63212e-05,299.965,300.197,0.287788,-1.27089e-10,-1197.88,-5.51568e-08,0.000659541,785.608
3.20495e-05,0.00900922,40.0014,1600.11,2.63208e-05,299.961,300.199,0.28779,-1.27016e-10,-1196.82,-5.5125e-08,0.000677058,785.612
3.52545e-05,0.00901014,40.0011,1600.09,2.63204e-05,299.958,300.201,0.287793,-1.26943e-10,-1195.76,-5.50931e-08,0.000694566,785.616
3.84594e-05,0.00901106,40.0008,1600.07,2.632e-05,299.954,300.203,0.287795,-1.2687e-10,-1194.71,-5.50614e-08,0.000712065,785.619
4.16644e-05,0.00901198,40.0006,1600.05,2.63196e-05,299.95,300.206,0.287797,-1.26796e-10,-1193.65,-5.50296e-08,0.000729555,785.623
