# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s], mtfd, htfd, Sm [kg/m3s], Sh [J/m3s], rho[kg/m3s]
0,0.009,40,1600,2.63249e-05,300,300.222,0.278325,0,0,0,0,785.576
3.44253e-06,0.00900096,40.0038,1600.3,2.63245e-05,299.996,300.225,0.278328,-1.27624e-10,-1202.77,-5.75584e-08,0.000678132,785.58
6.88506e-06,0.00900191,40.0035,1600.28,2.6324e-05,299.992,300.227,0.278331,-1.27544e-10,-1201.6,-5.75225e-08,0.000699054,785.584
1.03276e-05,0.00900287,40.0032,1600.25,2.63236e-05,299.988,300.23,0.278333,-1.27465e-10,-1200.43,-5.74866e-08,0.000719966,785.588
1.37701e-05,0.00900383,40.0029,1600.23,2.63231e-05,299.983,300.233,0.278336,-1.27385e-10,-1199.26,-5.74508e-08,0.000740866,785.591
1.72127e-05,0.00900479,40.0026,1600.21,2.63227e-05,299.979,300.236,0.278339,-1.27306e-10,-1198.09,-5.7415e-08,0.000761756,785.595
2.06552e-05,0.00900574,40.0023,1600.19,2.63223e-05,299.975,300.239,0.278342,-1.27227e-10,-1196.92,-5.73792e-08,0.000782634,785.599
2.40977e-05,0.0090067,40.002,1600.16,2.63218e-05,299.971,300.242,0.278345,-1.27148e-10,-1195.75,-5.73435e-08,0.000803502,785.603
2.75402e-05,0.00900766,40.0018,1600.14,2.63214e-05,299.967,300.245,0.278347,-1.27068e-10,-1194.58,-5.73079e-08,0.000824358,785.607
3.09828e-05,0.00900862,40.0015,1600.12,2.6321e-05,299.963,300.248,0.27835,-1.26989e-10,-1193.41,-5.72723e-08,0.000845204,785.611
3.44253e-05,0.00900957,40.0012,1600.09,2.63205e-05,299.959,300.251,0.278353,-1.26911e-10,-1192.25,-5.72367e-08,0.000866038,785.614
3.78678e-05,0.00901053,40.0009,1600.07,2.63201e-05,299.955,300.254,0.278356,-1.26832e-10,-1191.08,-5.72011e-08,0.000886861,785.618
4.13104e-05,0.00901149,40.0006,1600.05,2.63196e-05,299.951,300.257,0.278359,-1.26753e-10,-1189.92,-5.71656e-08,0.000907674,785.622
4.47529e-05,0.00901245,40.0003,1600.03,2.63192e-05,299.946,300.259,0.278361,-1.26674e-10,-1188.76,-5.71302e-08,0.000928475,785.626
4.81954e-05,0.0090134,40,1600,2.63188e-05,299.942,300.262,0.278364,-1.26596e-10,-1187.6,-5.70948e-08,0.000949266,785.63
5.1638e-05,0.00901436,39.9997,1599.98,2.63183e-05,299.938,300.265,0.278367,-1.26518e-10,-1186.44,-5.70594e-08,0.000970045,785.634
5.50805e-05,0.00901532,39.9995,1599.96,2.63179e-05,299.934,300.268,0.27837,-1.26439e-10,-1185.28,-5.70241e-08,0.000990814,785.637
5.8523e-05,0.00901628,39.9992,1599.93,2.63175e-05,299.93,300.271,0.278373,-1.26361e-10,-1184.12,-5.69888e-08,0.00101157,785.641
6.19656e-05,0.00901723,39.9989,1599.91,2.6317e-05,299.926,300.274,0.278375,-1.26283e-10,-1182.96,-5.69536e-08,0.00103232,785.645
6.54081e-05,0.00901819,39.9986,1599.89,2.63166e-05,299.922,300.277,0.278378,-1.26205e-10,-1181.8,-5.69184e-08,0.00105305,785.649
6.88506e-05,0.00901915,39.9983,1599.87,2.63162e-05,299.918,300.28,0.278381,-1.26127e-10,-1180.65,-5.68832e-08,0.00107378,785.653
7.22932e-05,0.00902011,39.998,1599.84,2.63157e-05,299.914,300.283,0.278384,-1.26049e-10,-1179.49,-5.68481e-08,0.00109449,785.656
7.57357e-05,0.00902106,39.9978,1599.82,2.63153e-05,299.91,300.286,0.278387,-1.25971e-10,-1178.34,-5.6813e-08,0.0011152,785.66
7.91782e-05,0.00902202,39.9975,1599.8,2.63149e-05,299.906,300.289,0.278389,-1.25894e-10,-1177.19,-5.6778e-08,0.00113589,785.664
8.26207e-05,0.00902298,39.9972,1599.78,2.63144e-05,299.902,300.291,0.278392,-1.25816e-10,-1176.04,-5.6743e-08,0.00115657,785.668
8.60633e-05,0.00902394,39.9969,1599.75,2.6314e-05,299.898,300.294,0.278395,-1.25738e-10,-1174.89,-5.6708e-08,0.00117724,785.671
8.95058e-05,0.00902489,39.9966,1599.73,2.63136e-05,299.894,300.297,0.278398,-1.25661e-10,-1173.74,-5.66731e-08,0.0011979,785.675
9.29483e-05,0.00902585,39.9963,1599.71,2.63131e-05,299.89,300.3,0.278401,-1.25584e-10,-1172.59,-5.66383e-08,0.00121855,785.679
9.63909e-05,0.00902681,39.9961,1599.68,2.63127e-05,299.885,300.303,0.278403,-1.25506e-10,-1171.44,-5.66034e-08,0.00123918,785.683
9.98334e-05,0.00902777,39.9958,1599.66,2.63123e-05,299.881,300.306,0.278406,-1.25429e-10,-1170.29,-5.65686e-08,0.00125981,785.687
0.000103276,0.00902872,39.9955,1599.64,2.63118e-05,299.877,300.309,0.278409,-1.25352e-10,-1169.15,-5.65339e-08,0.00128043,785.69
0.000106718,0.00902968,39.9952,1599.62,2.63114e-05,299.873,300.312,0.278412,-1.25275e-10,-1168,-5.64992e-08,0.00130103,785.694
0.000110161,0.00903064,39.9949,1599.59,2.6311e-05,299.869,300.315,0.278415,-1.25199e-10,-1166.86,-5.64645e-08,0.00132162,785.698
0.000113604,0.0090316,39.9946,1599.57,2.63105e-05,299.865,300.318,0.278417,-1.25122e-10,-1165.71,-5.64299e-08,0.00134221,785.702
0.000117046,0.00903255,39.9944,1599.55,2.63101e-05,299.861,300.321,0.27842,-1.25045e-10,-1164.57,-5.63953e-08,0.00136278,785.705
