# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s], mtfd, htfd, Sm [kg/m3s], Sh [J/m3s], rho[kg/m3s]
0,0.009,40,1600,2.63249e-05,300,300.449,0.251995,0,0,0,0,785.576
3.94606e-06,0.00900099,40.0037,1600.3,2.63244e-05,299.995,300.455,0.252,-1.27555e-10,-1186.89,-5.95681e-08,0.00141443,785.58
7.89213e-06,0.00900199,40.0034,1600.27,2.63239e-05,299.991,300.46,0.252004,-1.27464e-10,-1185.41,-5.95259e-08,0.00144593,785.585
1.18382e-05,0.00900298,40.0031,1600.25,2.63234e-05,299.986,300.466,0.252009,-1.27374e-10,-1183.94,-5.94838e-08,0.00147741,785.589
1.57843e-05,0.00900397,40.0027,1600.22,2.63229e-05,299.981,300.472,0.252014,-1.27284e-10,-1182.46,-5.94418e-08,0.00150887,785.593
1.97303e-05,0.00900496,40.0024,1600.19,2.63224e-05,299.977,300.477,0.252019,-1.27194e-10,-1180.98,-5.93998e-08,0.00154032,785.598
2.36764e-05,0.00900596,40.0021,1600.17,2.63219e-05,299.972,300.483,0.252024,-1.27105e-10,-1179.51,-5.93579e-08,0.00157175,785.602
2.76224e-05,0.00900695,40.0018,1600.14,2.63214e-05,299.967,300.488,0.252028,-1.27015e-10,-1178.04,-5.9316e-08,0.00160317,785.606
3.15685e-05,0.00900794,40.0014,1600.11,2.63209e-05,299.963,300.494,0.252033,-1.26926e-10,-1176.57,-5.92742e-08,0.00163457,785.611
3.55146e-05,0.00900894,40.0011,1600.09,2.63204e-05,299.958,300.499,0.252038,-1.26836e-10,-1175.1,-5.92325e-08,0.00166596,785.615
3.94606e-05,0.00900993,40.0008,1600.06,2.63199e-05,299.953,300.505,0.252043,-1.26747e-10,-1173.63,-5.91908e-08,0.00169733,785.619
4.34067e-05,0.00901092,40.0004,1600.04,2.63194e-05,299.949,300.51,0.252048,-1.26658e-10,-1172.16,-5.91492e-08,0.00172868,785.624
4.73528e-05,0.00901191,40.0001,1600.01,2.63189e-05,299.944,300.516,0.252053,-1.26569e-10,-1170.7,-5.91077e-08,0.00176002,785.628
5.12988e-05,0.00901291,39.9998,1599.98,2.63184e-05,299.939,300.521,0.252057,-1.2648e-10,-1169.23,-5.90662e-08,0.00179135,785.632
5.52449e-05,0.0090139,39.9995,1599.96,2.63179e-05,299.935,300.527,0.252062,-1.26391e-10,-1167.77,-5.90248e-08,0.00182266,785.637
5.9191e-05,0.00901489,39.9991,1599.93,2.63174e-05,299.93,300.532,0.252067,-1.26303e-10,-1166.31,-5.89834e-08,0.00185395,785.641
6.3137e-05,0.00901589,39.9988,1599.91,2.63169e-05,299.926,300.538,0.252072,-1.26214e-10,-1164.85,-5.89421e-08,0.00188523,785.645
6.70831e-05,0.00901688,39.9985,1599.88,2.63164e-05,299.921,300.543,0.252077,-1.26126e-10,-1163.39,-5.89009e-08,0.00191649,785.65
7.10291e-05,0.00901787,39.9982,1599.85,2.63159e-05,299.916,300.549,0.252081,-1.26038e-10,-1161.93,-5.88597e-08,0.00194774,785.654
7.49752e-05,0.00901887,39.9978,1599.83,2.63154e-05,299.912,300.554,0.252086,-1.2595e-10,-1160.48,-5.88186e-08,0.00197897,785.658
7.89213e-05,0.00901986,39.9975,1599.8,2.63149e-05,299.907,300.56,0.252091,-1.25862e-10,-1159.02,-5.87775e-08,0.00201019,785.662
8.28673e-05,0.00902085,39.9972,1599.78,2.63144e-05,299.903,300.566,0.252096,-1.25774e-10,-1157.57,-5.87365e-08,0.00204139,785.667
8.68134e-05,0.00902184,39.9969,1599.75,2.63139e-05,299.898,300.571,0.252101,-1.25686e-10,-1156.12,-5.86956e-08,0.00207257,785.671
9.07595e-05,0.00902284,39.9965,1599.72,2.63134e-05,299.894,300.577,0.252105,-1.25599e-10,-1154.67,-5.86547e-08,0.00210375,785.675
9.47055e-05,0.00902383,39.9962,1599.7,2.63129e-05,299.889,300.582,0.25211,-1.25512e-10,-1153.22,-5.86139e-08,0.0021349,785.679
9.86516e-05,0.00902482,39.9959,1599.67,2.63124e-05,299.885,300.588,0.252115,-1.25424e-10,-1151.77,-5.85731e-08,0.00216604,785.684
0.000102598,0.00902582,39.9956,1599.65,2.63119e-05,299.88,300.593,0.25212,-1.25337e-10,-1150.32,-5.85324e-08,0.00219717,785.688
0.000106544,0.00902681,39.9953,1599.62,2.63114e-05,299.875,300.599,0.252125,-1.2525e-10,-1148.88,-5.84918e-08,0.00222828,785.692
0.00011049,0.0090278,39.9949,1599.59,2.63109e-05,299.871,300.604,0.252129,-1.25163e-10,-1147.44,-5.84512e-08,0.00225937,785.696
0.000114436,0.00902879,39.9946,1599.57,2.63104e-05,299.866,300.61,0.252134,-1.25076e-10,-1145.99,-5.84107e-08,0.00229045,785.701
0.000118382,0.00902979,39.9943,1599.54,2.63099e-05,299.862,300.615,0.252139,-1.2499e-10,-1144.55,-5.83702e-08,0.00232151,785.705
0.000122328,0.00903078,39.994,1599.52,2.63095e-05,299.857,300.621,0.252144,-1.24903e-10,-1143.11,-5.83298e-08,0.00235256,785.709
0.000126274,0.00903177,39.9936,1599.49,2.6309e-05,299.853,300.626,0.252149,-1.24817e-10,-1141.68,-5.82895e-08,0.0023836,785.713
0.00013022,0.00903277,39.9933,1599.47,2.63085e-05,299.848,300.632,0.252153,-1.24731e-10,-1140.24,-5.82492e-08,0.00241461,785.717
0.000134166,0.00903376,39.993,1599.44,2.6308e-05,299.844,300.637,0.252158,-1.24645e-10,-1138.8,-5.8209e-08,0.00244562,785.722
0.000138112,0.00903475,39.9927,1599.41,2.63075e-05,299.839,300.643,0.252163,-1.24559e-10,-1137.37,-5.81689e-08,0.0024766,785.726
0.000142058,0.00903575,39.9924,1599.39,2.6307e-05,299.835,300.649,0.252168,-1.24473e-10,-1135.94,-5.81288e-08,0.00250758,785.73
0.000146004,0.00903674,39.992,1599.36,2.63065e-05,299.83,300.654,0.252173,-1.24387e-10,-1134.51,-5.80887e-08,0.00253853,785.734
0.00014995,0.00903773,39.9917,1599.34,2.6306e-05,299.826,300.66,0.252178,-1.24301e-10,-1133.08,-5.80487e-08,0.00256948,785.738
0.000153896,0.00903872,39.9914,1599.31,2.63055e-05,299.821,300.665,0.252182,-1.24216e-10,-1131.65,-5.80088e-08,0.0026004,785.742
0.000157843,0.00903972,39.9911,1599.29,2.6305e-05,299.817,300.671,0.252187,-1.24131e-10,-1130.22,-5.7969e-08,0.00263131,785.747
