# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s], mtfd, htfd, Sm [kg/m3s], Sh [J/m3s], rho[kg/m3s]
0,0.009,40,1600,2.63249e-05,300,300.198,0.282887,0,0,0,0,785.576
3.3462e-06,0.00900095,40.0038,1600.3,2.63245e-05,299.996,300.2,0.282889,-1.27647e-10,-1204.59,-5.68031e-08,0.000597962,785.58
6.6924e-06,0.00900189,40.0035,1600.28,2.63241e-05,299.992,300.203,0.282892,-1.2757e-10,-1203.47,-5.67687e-08,0.000617392,785.584
1.00386e-05,0.00900284,40.0032,1600.26,2.63236e-05,299.988,300.206,0.282894,-1.27493e-10,-1202.34,-5.67343e-08,0.000636813,785.587
1.33848e-05,0.00900378,40.0029,1600.23,2.63232e-05,299.984,300.208,0.282897,-1.27416e-10,-1201.22,-5.66999e-08,0.000656223,785.591
1.6731e-05,0.00900473,40.0027,1600.21,2.63228e-05,299.98,300.211,0.282899,-1.27338e-10,-1200.1,-5.66656e-08,0.000675623,785.595
2.00772e-05,0.00900568,40.0024,1600.19,2.63223e-05,299.976,300.213,0.282902,-1.27261e-10,-1198.97,-5.66313e-08,0.000695013,785.599
2.34234e-05,0.00900662,40.0021,1600.17,2.63219e-05,299.972,300.216,0.282904,-1.27184e-10,-1197.85,-5.65971e-08,0.000714393,785.602
2.67696e-05,0.00900757,40.0018,1600.15,2.63215e-05,299.968,300.219,0.282907,-1.27108e-10,-1196.73,-5.65629e-08,0.000733763,785.606
3.01158e-05,0.00900851,40.0015,1600.12,2.63211e-05,299.964,300.221,0.282909,-1.27031e-10,-1195.61,-5.65287e-08,0.000753122,785.61
3.3462e-05,0.00900946,40.0013,1600.1,2.63206e-05,299.96,300.224,0.282912,-1.26954e-10,-1194.49,-5.64946e-08,0.000772471,785.613
3.68082e-05,0.00901041,40.001,1600.08,2.63202e-05,299.956,300.226,0.282914,-1.26878e-10,-1193.38,-5.64605e-08,0.00079181,785.617
4.01544e-05,0.00901135,40.0007,1600.06,2.63198e-05,299.952,300.229,0.282917,-1.26801e-10,-1192.26,-5.64265e-08,0.000811139,785.621
4.35006e-05,0.0090123,40.0004,1600.03,2.63194e-05,299.948,300.232,0.28292,-1.26725e-10,-1191.14,-5.63925e-08,0.000830457,785.625
4.68468e-05,0.00901324,40.0001,1600.01,2.63189e-05,299.944,300.234,0.282922,-1.26648e-10,-1190.03,-5.63585e-08,0.000849766,785.628
5.0193e-05,0.00901419,39.9999,1599.99,2.63185e-05,299.94,300.237,0.282925,-1.26572e-10,-1188.92,-5.63246e-08,0.000869064,785.632
5.35392e-05,0.00901514,39.9996,1599.97,2.63181e-05,299.936,300.24,0.282927,-1.26496e-10,-1187.8,-5.62907e-08,0.000888352,785.636
5.68854e-05,0.00901608,39.9993,1599.94,2.63177e-05,299.932,300.242,0.28293,-1.2642e-10,-1186.69,-5.62569e-08,0.00090763,785.639
6.02316e-05,0.00901703,39.999,1599.92,2.63173e-05,299.928,300.245,0.282932,-1.26344e-10,-1185.58,-5.6223e-08,0.000926898,785.643
