# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s], mtfd, htfd, Sm [kg/m3s], Sh [J/m3s], rho[kg/m3s]
0,0.009,40,1600,2.63249e-05,300,300.146,0.296136,0,0,0,0,785.576
3.1517e-06,0.00900093,40.0038,1600.3,2.63245e-05,299.996,300.148,0.296138,-1.27759e-10,-1209.09,-5.60862e-08,0.000438738,785.58
6.3034e-06,0.00900187,40.0035,1600.28,2.63241e-05,299.992,300.15,0.29614,-1.27687e-10,-1208.07,-5.60544e-08,0.000455473,785.583
9.4551e-06,0.0090028,40.0033,1600.26,2.63237e-05,299.989,300.152,0.296142,-1.27614e-10,-1207.04,-5.60227e-08,0.0004722,785.587
1.26068e-05,0.00900373,40.003,1600.24,2.63233e-05,299.985,300.154,0.296144,-1.27542e-10,-1206.02,-5.59911e-08,0.000488918,785.59
1.57585e-05,0.00900466,40.0027,1600.22,2.63229e-05,299.981,300.156,0.296146,-1.2747e-10,-1205,-5.59594e-08,0.000505627,785.594
1.89102e-05,0.0090056,40.0025,1600.2,2.63225e-05,299.977,300.158,0.296148,-1.27398e-10,-1203.98,-5.59278e-08,0.000522328,785.597
2.20619e-05,0.00900653,40.0022,1600.18,2.63221e-05,299.973,300.16,0.29615,-1.27326e-10,-1202.96,-5.58963e-08,0.00053902,785.601
2.52136e-05,0.00900746,40.0019,1600.16,2.63217e-05,299.97,300.162,0.296152,-1.27255e-10,-1201.94,-5.58647e-08,0.000555703,785.604
2.83653e-05,0.0090084,40.0017,1600.13,2.63213e-05,299.966,300.164,0.296154,-1.27183e-10,-1200.92,-5.58332e-08,0.000572377,785.608
3.1517e-05,0.00900933,40.0014,1600.11,2.63209e-05,299.962,300.166,0.296156,-1.27111e-10,-1199.9,-5.58018e-08,0.000589042,785.611
3.46687e-05,0.00901026,40.0012,1600.09,2.63205e-05,299.958,300.168,0.296158,-1.27039e-10,-1198.88,-5.57703e-08,0.000605699,785.615
3.78204e-05,0.00901119,40.0009,1600.07,2.63201e-05,299.954,300.17,0.29616,-1.26968e-10,-1197.87,-5.57389e-08,0.000622347,785.618
4.09721e-05,0.00901213,40.0006,1600.05,2.63197e-05,299.951,300.172,0.296162,-1.26897e-10,-1196.85,-5.57076e-08,0.000638987,785.622
4.41238e-05,0.00901306,40.0004,1600.03,2.63193e-05,299.947,300.174,0.296164,-1.26825e-10,-1195.84,-5.56762e-08,0.000655617,785.626
4.72755e-05,0.00901399,40.0001,1600.01,2.63189e-05,299.943,300.176,0.296166,-1.26754e-10,-1194.82,-5.56449e-08,0.000672239,785.629
5.04272e-05,0.00901493,39.9998,1599.99,2.63185e-05,299.939,300.178,0.296168,-1.26683e-10,-1193.81,-5.56137e-08,0.000688852,785.633
5.35789e-05,0.00901586,39.9996,1599.97,2.63181e-05,299.936,300.18,0.29617,-1.26611e-10,-1192.8,-5.55824e-08,0.000705457,785.636
5.67306e-05,0.00901679,39.9993,1599.95,2.63177e-05,299.932,300.182,0.296172,-1.2654e-10,-1191.79,-5.55512e-08,0.000722053,785.64
5.98823e-05,0.00901772,39.9991,1599.92,2.63173e-05,299.928,300.184,0.296174,-1.26469e-10,-1190.78,-5.55201e-08,0.00073864,785.643
6.3034e-05,0.00901866,39.9988,1599.9,2.63169e-05,299.924,300.186,0.296176,-1.26399e-10,-1189.77,-5.54889e-08,0.000755218,785.647
6.61857e-05,0.00901959,39.9985,1599.88,2.63165e-05,299.921,300.188,0.296178,-1.26328e-10,-1188.76,-5.54578e-08,0.000771788,785.65
6.93374e-05,0.00902052,39.9983,1599.86,2.63161e-05,299.917,300.19,0.29618,-1.26257e-10,-1187.75,-5.54268e-08,0.000788349,785.654
7.24891e-05,0.00902146,39.998,1599.84,2.63157e-05,299.913,300.192,0.296182,-1.26186e-10,-1186.74,-5.53957e-08,0.000804901,785.657
7.56408e-05,0.00902239,39.9978,1599.82,2.63153e-05,299.909,300.194,0.296184,-1.26116e-10,-1185.73,-5.53647e-08,0.000821445,785.66
