# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s], mtfd, htfd, Sm [kg/m3s], Sh [J/m3s], rho[kg/m3s]
0,0.009,40,1600,2.63249e-05,300,300.161,0.291564,0,0,0,0,785.576
3.1226e-06,0.00900091,40.0038,1600.3,2.63245e-05,299.996,300.163,0.291566,-1.2771e-10,-1207.64,-5.46597e-08,0.000469643,785.58
6.24519e-06,0.00900182,40.0035,1600.28,2.63241e-05,299.992,300.165,0.291568,-1.27638e-10,-1206.62,-5.46289e-08,0.000486176,785.583
9.36779e-06,0.00900273,40.0033,1600.26,2.63237e-05,299.989,300.167,0.291571,-1.27566e-10,-1205.59,-5.45981e-08,0.000502701,785.587
1.24904e-05,0.00900364,40.003,1600.24,2.63233e-05,299.985,300.17,0.291573,-1.27494e-10,-1204.57,-5.45674e-08,0.000519218,785.59
1.5613e-05,0.00900455,40.0027,1600.22,2.63229e-05,299.981,300.172,0.291575,-1.27422e-10,-1203.54,-5.45367e-08,0.000535726,785.594
1.87356e-05,0.00900546,40.0025,1600.2,2.63225e-05,299.977,300.174,0.291577,-1.27351e-10,-1202.52,-5.4506e-08,0.000552225,785.597
2.18582e-05,0.00900637,40.0022,1600.18,2.63221e-05,299.974,300.176,0.291579,-1.27279e-10,-1201.49,-5.44754e-08,0.000568716,785.601
2.49808e-05,0.00900728,40.002,1600.16,2.63217e-05,299.97,300.178,0.291581,-1.27207e-10,-1200.47,-5.44448e-08,0.000585199,785.604
2.81034e-05,0.00900819,40.0017,1600.14,2.63213e-05,299.966,300.18,0.291583,-1.27136e-10,-1199.45,-5.44142e-08,0.000601673,785.608
3.1226e-05,0.0090091,40.0014,1600.12,2.63209e-05,299.962,300.182,0.291585,-1.27065e-10,-1198.43,-5.43837e-08,0.000618139,785.611
3.43486e-05,0.00901001,40.0012,1600.09,2.63205e-05,299.959,300.184,0.291587,-1.26993e-10,-1197.41,-5.43532e-08,0.000634597,785.615
3.74712e-05,0.00901092,40.0009,1600.07,2.63201e-05,299.955,300.186,0.29159,-1.26922e-10,-1196.39,-5.43227e-08,0.000651046,785.618
4.05938e-05,0.00901183,40.0007,1600.05,2.63197e-05,299.951,300.188,0.291592,-1.26851e-10,-1195.37,-5.42923e-08,0.000667487,785.622
4.37164e-05,0.00901274,40.0004,1600.03,2.63193e-05,299.947,300.191,0.291594,-1.2678e-10,-1194.36,-5.42619e-08,0.000683919,785.625
4.6839e-05,0.00901365,40.0001,1600.01,2.63189e-05,299.944,300.193,0.291596,-1.26709e-10,-1193.34,-5.42315e-08,0.000700343,785.628
4.99615e-05,0.00901456,39.9999,1599.99,2.63185e-05,299.94,300.195,0.291598,-1.26638e-10,-1192.32,-5.42011e-08,0.000716758,785.632
5.30841e-05,0.00901547,39.9996,1599.97,2.63182e-05,299.936,300.197,0.2916,-1.26567e-10,-1191.31,-5.41708e-08,0.000733165,785.635
5.62067e-05,0.00901638,39.9994,1599.95,2.63178e-05,299.933,300.199,0.291602,-1.26497e-10,-1190.29,-5.41405e-08,0.000749564,785.639
5.93293e-05,0.00901729,39.9991,1599.93,2.63174e-05,299.929,300.201,0.291604,-1.26426e-10,-1189.28,-5.41103e-08,0.000765954,785.642
