# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s], mtfd, htfd, Sm [kg/m3s], Sh [J/m3s], rho[kg/m3s]
0,0.009,40,1600,2.63249e-05,300,300.186,0.285478,0,0,0,0,785.576
3.28473e-06,0.00900094,40.0038,1600.3,2.63245e-05,299.996,300.188,0.28548,-1.27663e-10,-1205.55,-5.62994e-08,0.000556799,785.58
6.56947e-06,0.00900187,40.0035,1600.28,2.63241e-05,299.992,300.191,0.285482,-1.27587e-10,-1204.45,-5.6266e-08,0.000575381,785.583
9.8542e-06,0.00900281,40.0032,1600.26,2.63236e-05,299.988,300.193,0.285485,-1.27511e-10,-1203.36,-5.62325e-08,0.000593954,785.587
1.31389e-05,0.00900375,40.003,1600.24,2.63232e-05,299.984,300.195,0.285487,-1.27436e-10,-1202.26,-5.61991e-08,0.000612517,785.591
1.64237e-05,0.00900469,40.0027,1600.21,2.63228e-05,299.98,300.198,0.28549,-1.2736e-10,-1201.17,-5.61657e-08,0.00063107,785.594
1.97084e-05,0.00900562,40.0024,1600.19,2.63224e-05,299.976,300.2,0.285492,-1.27284e-10,-1200.07,-5.61324e-08,0.000649613,785.598
2.29931e-05,0.00900656,40.0021,1600.17,2.6322e-05,299.972,300.203,0.285494,-1.27209e-10,-1198.98,-5.60991e-08,0.000668147,785.602
2.62779e-05,0.0090075,40.0019,1600.15,2.63216e-05,299.968,300.205,0.285497,-1.27133e-10,-1197.89,-5.60659e-08,0.000686671,785.605
2.95626e-05,0.00900843,40.0016,1600.13,2.63211e-05,299.964,300.208,0.285499,-1.27058e-10,-1196.8,-5.60327e-08,0.000705186,785.609
3.28473e-05,0.00900937,40.0013,1600.1,2.63207e-05,299.961,300.21,0.285502,-1.26983e-10,-1195.71,-5.59995e-08,0.000723691,785.613
3.61321e-05,0.00901031,40.001,1600.08,2.63203e-05,299.957,300.213,0.285504,-1.26908e-10,-1194.62,-5.59663e-08,0.000742186,785.616
3.94168e-05,0.00901125,40.0008,1600.06,2.63199e-05,299.953,300.215,0.285506,-1.26833e-10,-1193.53,-5.59332e-08,0.000760671,785.62
4.27015e-05,0.00901218,40.0005,1600.04,2.63195e-05,299.949,300.218,0.285509,-1.26758e-10,-1192.44,-5.59002e-08,0.000779147,785.624
4.59863e-05,0.00901312,40.0002,1600.02,2.63191e-05,299.945,300.22,0.285511,-1.26683e-10,-1191.35,-5.58671e-08,0.000797613,785.627
4.9271e-05,0.00901406,39.9999,1600,2.63186e-05,299.941,300.222,0.285514,-1.26608e-10,-1190.27,-5.58341e-08,0.000816069,785.631
5.25557e-05,0.00901499,39.9997,1599.97,2.63182e-05,299.937,300.225,0.285516,-1.26533e-10,-1189.18,-5.58012e-08,0.000834516,785.635
5.58405e-05,0.00901593,39.9994,1599.95,2.63178e-05,299.933,300.227,0.285518,-1.26459e-10,-1188.1,-5.57682e-08,0.000852953,785.638
