# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s], mtfd, htfd, Sm [kg/m3s], Sh [J/m3s], rho[kg/m3s]
0,0.009,40,1600,2.63249e-05,300,300.149,0.295072,0,0,0,0,785.576
3.13456e-06,0.00900092,40.0038,1600.3,2.63245e-05,299.996,300.151,0.295074,-1.27745e-10,-1208.75,-5.55691e-08,0.000443621,785.58
6.26911e-06,0.00900185,40.0035,1600.28,2.63241e-05,299.992,300.153,0.295076,-1.27673e-10,-1207.73,-5.55377e-08,0.000460191,785.583
9.40367e-06,0.00900277,40.0033,1600.26,2.63237e-05,299.989,300.155,0.295078,-1.27601e-10,-1206.71,-5.55065e-08,0.000476753,785.587
1.25382e-05,0.0090037,40.003,1600.24,2.63233e-05,299.985,300.157,0.29508,-1.27529e-10,-1205.69,-5.54752e-08,0.000493306,785.59
1.56728e-05,0.00900462,40.0027,1600.22,2.63229e-05,299.981,300.159,0.295082,-1.27457e-10,-1204.67,-5.5444e-08,0.00050985,785.594
1.88073e-05,0.00900555,40.0025,1600.2,2.63225e-05,299.977,300.161,0.295084,-1.27386e-10,-1203.65,-5.54128e-08,0.000526386,785.597
2.19419e-05,0.00900647,40.0022,1600.18,2.63221e-05,299.974,300.163,0.295086,-1.27314e-10,-1202.64,-5.53816e-08,0.000542914,785.601
2.50765e-05,0.0090074,40.002,1600.16,2.63217e-05,299.97,300.165,0.295088,-1.27243e-10,-1201.62,-5.53505e-08,0.000559432,785.604
2.8211e-05,0.00900832,40.0017,1600.14,2.63213e-05,299.966,300.167,0.29509,-1.27171e-10,-1200.6,-5.53194e-08,0.000575942,785.608
3.13456e-05,0.00900924,40.0014,1600.11,2.63209e-05,299.962,300.17,0.295092,-1.271e-10,-1199.59,-5.52884e-08,0.000592444,785.611
3.44801e-05,0.00901017,40.0012,1600.09,2.63205e-05,299.958,300.172,0.295095,-1.27028e-10,-1198.57,-5.52574e-08,0.000608937,785.615
3.76147e-05,0.00901109,40.0009,1600.07,2.63201e-05,299.955,300.174,0.295097,-1.26957e-10,-1197.56,-5.52264e-08,0.000625421,785.618
4.07492e-05,0.00901202,40.0006,1600.05,2.63197e-05,299.951,300.176,0.295099,-1.26886e-10,-1196.55,-5.51954e-08,0.000641897,785.622
