# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s], mtfd, htfd, Sm [kg/m3s], Sh [J/m3s], rho[kg/m3s]
0,0.009,40,1600,2.63249e-05,300,300.158,0.292369,0,0,0,0,785.576
3.11959e-06,0.00900091,40.0038,1600.3,2.63245e-05,299.996,300.16,0.292371,-1.27717e-10,-1207.9,-5.47905e-08,0.0004626,785.58
6.23919e-06,0.00900182,40.0035,1600.28,2.63241e-05,299.992,300.162,0.292373,-1.27645e-10,-1206.88,-5.47597e-08,0.000479085,785.583
9.35878e-06,0.00900273,40.0033,1600.26,2.63237e-05,299.989,300.165,0.292375,-1.27573e-10,-1205.85,-5.47289e-08,0.000495561,785.587
1.24784e-05,0.00900365,40.003,1600.24,2.63233e-05,299.985,300.167,0.292377,-1.27501e-10,-1204.83,-5.46981e-08,0.000512028,785.59
1.5598e-05,0.00900456,40.0027,1600.22,2.63229e-05,299.981,300.169,0.292379,-1.2743e-10,-1203.81,-5.46674e-08,0.000528487,785.594
1.87176e-05,0.00900547,40.0025,1600.2,2.63225e-05,299.977,300.171,0.292381,-1.27358e-10,-1202.79,-5.46367e-08,0.000544938,785.597
2.18372e-05,0.00900638,40.0022,1600.18,2.63221e-05,299.974,300.173,0.292384,-1.27287e-10,-1201.77,-5.46061e-08,0.00056138,785.601
2.49568e-05,0.00900729,40.002,1600.16,2.63217e-05,299.97,300.175,0.292386,-1.27215e-10,-1200.75,-5.45754e-08,0.000577814,785.604
2.80763e-05,0.0090082,40.0017,1600.14,2.63213e-05,299.966,300.177,0.292388,-1.27144e-10,-1199.73,-5.45448e-08,0.00059424,785.608
3.11959e-05,0.00900912,40.0014,1600.12,2.63209e-05,299.962,300.179,0.29239,-1.27073e-10,-1198.72,-5.45143e-08,0.000610657,785.611
3.43155e-05,0.00901003,40.0012,1600.09,2.63205e-05,299.959,300.181,0.292392,-1.27002e-10,-1197.7,-5.44837e-08,0.000627065,785.615
3.74351e-05,0.00901094,40.0009,1600.07,2.63201e-05,299.955,300.183,0.292394,-1.26931e-10,-1196.68,-5.44532e-08,0.000643466,785.618
4.05547e-05,0.00901185,40.0007,1600.05,2.63197e-05,299.951,300.185,0.292396,-1.2686e-10,-1195.67,-5.44228e-08,0.000659857,785.621
4.36743e-05,0.00901276,40.0004,1600.03,2.63193e-05,299.947,300.187,0.292398,-1.26789e-10,-1194.65,-5.43923e-08,0.000676241,785.625
4.67939e-05,0.00901367,40.0001,1600.01,2.63189e-05,299.944,300.189,0.2924,-1.26718e-10,-1193.64,-5.43619e-08,0.000692616,785.628
4.99135e-05,0.00901459,39.9999,1599.99,2.63186e-05,299.94,300.192,0.292402,-1.26647e-10,-1192.63,-5.43316e-08,0.000708983,785.632
5.30331e-05,0.0090155,39.9996,1599.97,2.63182e-05,299.936,300.194,0.292404,-1.26576e-10,-1191.62,-5.43012e-08,0.000725341,785.635
5.61527e-05,0.00901641,39.9994,1599.95,2.63178e-05,299.933,300.196,0.292406,-1.26506e-10,-1190.61,-5.42709e-08,0.000741691,785.639
