# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s], mtfd, htfd, Sm [kg/m3s], Sh [J/m3s], rho[kg/m3s]
0,0.009,40,1600,2.63249e-05,300,300.191,0.284222,0,0,0,0,785.576
3.31544e-06,0.00900094,40.0038,1600.3,2.63245e-05,299.996,300.194,0.284225,-1.27655e-10,-1205.09,-5.65513e-08,0.000576373,785.58
6.63088e-06,0.00900188,40.0035,1600.28,2.63241e-05,299.992,300.196,0.284227,-1.27579e-10,-1203.98,-5.65173e-08,0.000595368,785.583
9.94632e-06,0.00900283,40.0032,1600.26,2.63236e-05,299.988,300.199,0.28423,-1.27502e-10,-1202.87,-5.64834e-08,0.000614354,785.587
1.32618e-05,0.00900377,40.0029,1600.24,2.63232e-05,299.984,300.202,0.284232,-1.27426e-10,-1201.76,-5.64495e-08,0.00063333,785.591
1.65772e-05,0.00900471,40.0027,1600.21,2.63228e-05,299.98,300.204,0.284235,-1.27349e-10,-1200.65,-5.64157e-08,0.000652295,785.595
1.98926e-05,0.00900565,40.0024,1600.19,2.63224e-05,299.976,300.207,0.284237,-1.27273e-10,-1199.55,-5.63819e-08,0.000671251,785.598
2.32081e-05,0.00900659,40.0021,1600.17,2.63219e-05,299.972,300.209,0.28424,-1.27197e-10,-1198.44,-5.63481e-08,0.000690197,785.602
2.65235e-05,0.00900753,40.0018,1600.15,2.63215e-05,299.968,300.212,0.284242,-1.27121e-10,-1197.33,-5.63144e-08,0.000709132,785.606
2.9839e-05,0.00900848,40.0016,1600.12,2.63211e-05,299.964,300.214,0.284245,-1.27045e-10,-1196.23,-5.62807e-08,0.000728058,785.609
3.31544e-05,0.00900942,40.0013,1600.1,2.63207e-05,299.96,300.217,0.284247,-1.26969e-10,-1195.12,-5.62471e-08,0.000746974,785.613
3.64699e-05,0.00901036,40.001,1600.08,2.63203e-05,299.956,300.219,0.284249,-1.26893e-10,-1194.02,-5.62135e-08,0.00076588,785.617
3.97853e-05,0.0090113,40.0007,1600.06,2.63198e-05,299.952,300.222,0.284252,-1.26817e-10,-1192.92,-5.61799e-08,0.000784776,785.621
4.31007e-05,0.00901224,40.0005,1600.04,2.63194e-05,299.948,300.224,0.284254,-1.26741e-10,-1191.82,-5.61463e-08,0.000803662,785.624
4.64162e-05,0.00901318,40.0002,1600.01,2.6319e-05,299.944,300.227,0.284257,-1.26666e-10,-1190.72,-5.61128e-08,0.000822539,785.628
4.97316e-05,0.00901413,39.9999,1599.99,2.63186e-05,299.94,300.229,0.284259,-1.2659e-10,-1189.62,-5.60794e-08,0.000841405,785.632
