# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s], mtfd, htfd, Sm [kg/m3s], Sh [J/m3s], rho[kg/m3s]
0,0.009,40,1600,2.63249e-05,300,300.148,0.295627,0,0,0,0,785.576
3.14253e-06,0.00900093,40.0038,1600.3,2.63245e-05,299.996,300.15,0.295629,-1.27752e-10,-1208.93,-5.58276e-08,0.000440912,785.58
6.28506e-06,0.00900186,40.0035,1600.28,2.63241e-05,299.992,300.152,0.295631,-1.2768e-10,-1207.91,-5.57961e-08,0.000457559,785.583
9.42758e-06,0.00900279,40.0033,1600.26,2.63237e-05,299.989,300.154,0.295633,-1.27608e-10,-1206.89,-5.57646e-08,0.000474198,785.587
1.25701e-05,0.00900371,40.003,1600.24,2.63233e-05,299.985,300.156,0.295635,-1.27536e-10,-1205.86,-5.57331e-08,0.000490828,785.59
1.57126e-05,0.00900464,40.0027,1600.22,2.63229e-05,299.981,300.158,0.295637,-1.27464e-10,-1204.84,-5.57017e-08,0.000507449,785.594
1.88552e-05,0.00900557,40.0025,1600.2,2.63225e-05,299.977,300.16,0.295639,-1.27392e-10,-1203.82,-5.56703e-08,0.000524061,785.597
2.19977e-05,0.0090065,40.0022,1600.18,2.63221e-05,299.973,300.162,0.295641,-1.2732e-10,-1202.81,-5.5639e-08,0.000540665,785.601
2.51402e-05,0.00900743,40.0019,1600.16,2.63217e-05,299.97,300.164,0.295643,-1.27249e-10,-1201.79,-5.56077e-08,0.00055726,785.604
2.82827e-05,0.00900836,40.0017,1600.13,2.63213e-05,299.966,300.166,0.295645,-1.27177e-10,-1200.77,-5.55764e-08,0.000573846,785.608
3.14253e-05,0.00900929,40.0014,1600.11,2.63209e-05,299.962,300.168,0.295647,-1.27106e-10,-1199.75,-5.55451e-08,0.000590424,785.611
3.45678e-05,0.00901021,40.0012,1600.09,2.63205e-05,299.958,300.17,0.295649,-1.27034e-10,-1198.74,-5.55139e-08,0.000606993,785.615
3.77103e-05,0.00901114,40.0009,1600.07,2.63201e-05,299.955,300.172,0.295651,-1.26963e-10,-1197.72,-5.54827e-08,0.000623554,785.618
4.08529e-05,0.00901207,40.0006,1600.05,2.63197e-05,299.951,300.174,0.295653,-1.26891e-10,-1196.71,-5.54516e-08,0.000640105,785.622
4.39954e-05,0.009013,40.0004,1600.03,2.63193e-05,299.947,300.176,0.295655,-1.2682e-10,-1195.7,-5.54204e-08,0.000656649,785.625
4.71379e-05,0.00901393,40.0001,1600.01,2.63189e-05,299.943,300.178,0.295657,-1.26749e-10,-1194.68,-5.53893e-08,0.000673183,785.629
5.02804e-05,0.00901486,39.9999,1599.99,2.63185e-05,299.94,300.18,0.295659,-1.26678e-10,-1193.67,-5.53583e-08,0.000689709,785.632
5.3423e-05,0.00901579,39.9996,1599.97,2.63181e-05,299.936,300.182,0.295661,-1.26607e-10,-1192.66,-5.53273e-08,0.000706227,785.636
5.65655e-05,0.00901671,39.9993,1599.95,2.63177e-05,299.932,300.184,0.295663,-1.26536e-10,-1191.65,-5.52963e-08,0.000722735,785.639
5.9708e-05,0.00901764,39.9991,1599.93,2.63173e-05,299.928,300.186,0.295665,-1.26465e-10,-1190.64,-5.52653e-08,0.000739235,785.643
6.28506e-05,0.00901857,39.9988,1599.9,2.63169e-05,299.925,300.188,0.295667,-1.26394e-10,-1189.63,-5.52344e-08,0.000755727,785.646
