# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s], mtfd, htfd, Sm [kg/m3s], Sh [J/m3s], rho[kg/m3s]
0,0.009,40,1600,2.63249e-05,300,300.271,0.27057,0,0,0,0,785.576
3.59283e-06,0.00900097,40.0038,1600.3,2.63244e-05,299.996,300.274,0.270573,-1.27593e-10,-1199.2,-5.831e-08,0.000837497,785.58
7.18566e-06,0.00900194,40.0034,1600.28,2.6324e-05,299.991,300.278,0.270577,-1.2751e-10,-1197.94,-5.8272e-08,0.00086101,785.584
1.07785e-05,0.00900291,40.0031,1600.25,2.63235e-05,299.987,300.281,0.27058,-1.27427e-10,-1196.69,-5.82341e-08,0.00088451,785.588
1.43713e-05,0.00900388,40.0028,1600.23,2.63231e-05,299.983,300.285,0.270583,-1.27344e-10,-1195.44,-5.81963e-08,0.000907998,785.592
1.79641e-05,0.00900486,40.0026,1600.2,2.63226e-05,299.978,300.288,0.270586,-1.27261e-10,-1194.18,-5.81585e-08,0.000931474,785.596
2.1557e-05,0.00900583,40.0023,1600.18,2.63222e-05,299.974,300.292,0.27059,-1.27179e-10,-1192.93,-5.81207e-08,0.000954937,785.6
2.51498e-05,0.0090068,40.002,1600.16,2.63217e-05,299.97,300.295,0.270593,-1.27096e-10,-1191.69,-5.8083e-08,0.000978388,785.604
2.87426e-05,0.00900777,40.0017,1600.13,2.63212e-05,299.966,300.299,0.270596,-1.27014e-10,-1190.44,-5.80454e-08,0.00100183,785.608
3.23355e-05,0.00900874,40.0014,1600.11,2.63208e-05,299.961,300.302,0.2706,-1.26932e-10,-1189.19,-5.80077e-08,0.00102525,785.612
3.59283e-05,0.00900971,40.0011,1600.08,2.63203e-05,299.957,300.306,0.270603,-1.26849e-10,-1187.95,-5.79702e-08,0.00104867,785.616
3.95211e-05,0.00901068,40.0008,1600.06,2.63199e-05,299.953,300.309,0.270606,-1.26767e-10,-1186.7,-5.79327e-08,0.00107207,785.62
4.3114e-05,0.00901165,40.0005,1600.04,2.63194e-05,299.949,300.313,0.270609,-1.26685e-10,-1185.46,-5.78952e-08,0.00109546,785.624
4.67068e-05,0.00901263,40.0002,1600.01,2.6319e-05,299.944,300.316,0.270613,-1.26603e-10,-1184.21,-5.78578e-08,0.00111884,785.628
5.02996e-05,0.0090136,39.9999,1599.99,2.63185e-05,299.94,300.32,0.270616,-1.26522e-10,-1182.97,-5.78204e-08,0.0011422,785.632
5.38924e-05,0.00901457,39.9996,1599.97,2.63181e-05,299.936,300.323,0.270619,-1.2644e-10,-1181.73,-5.7783e-08,0.00116556,785.636
5.74853e-05,0.00901554,39.9993,1599.94,2.63176e-05,299.932,300.327,0.270623,-1.26358e-10,-1180.49,-5.77458e-08,0.0011889,785.64
6.10781e-05,0.00901651,39.999,1599.92,2.63171e-05,299.927,300.33,0.270626,-1.26277e-10,-1179.26,-5.77085e-08,0.00121223,785.644
6.46709e-05,0.00901748,39.9987,1599.89,2.63167e-05,299.923,300.334,0.270629,-1.26195e-10,-1178.02,-5.76713e-08,0.00123554,785.648
6.82638e-05,0.00901845,39.9984,1599.87,2.63162e-05,299.919,300.337,0.270632,-1.26114e-10,-1176.78,-5.76342e-08,0.00125885,785.652
7.18566e-05,0.00901943,39.9981,1599.85,2.63158e-05,299.915,300.341,0.270636,-1.26033e-10,-1175.55,-5.75971e-08,0.00128214,785.656
7.54494e-05,0.0090204,39.9978,1599.82,2.63153e-05,299.91,300.344,0.270639,-1.25952e-10,-1174.31,-5.756e-08,0.00130542,785.66
7.90422e-05,0.00902137,39.9975,1599.8,2.63149e-05,299.906,300.348,0.270642,-1.25871e-10,-1173.08,-5.7523e-08,0.00132869,785.663
8.26351e-05,0.00902234,39.9972,1599.78,2.63144e-05,299.902,300.351,0.270645,-1.2579e-10,-1171.85,-5.74861e-08,0.00135194,785.667
8.62279e-05,0.00902331,39.9969,1599.75,2.6314e-05,299.898,300.355,0.270649,-1.25709e-10,-1170.62,-5.74492e-08,0.00137519,785.671
8.98207e-05,0.00902428,39.9966,1599.73,2.63135e-05,299.894,300.358,0.270652,-1.25629e-10,-1169.39,-5.74123e-08,0.00139842,785.675
9.34136e-05,0.00902525,39.9963,1599.7,2.63131e-05,299.889,300.362,0.270655,-1.25548e-10,-1168.16,-5.73755e-08,0.00142164,785.679
9.70064e-05,0.00902622,39.996,1599.68,2.63126e-05,299.885,300.365,0.270659,-1.25468e-10,-1166.94,-5.73387e-08,0.00144484,785.683
0.000100599,0.0090272,39.9957,1599.66,2.63122e-05,299.881,300.369,0.270662,-1.25387e-10,-1165.71,-5.7302e-08,0.00146804,785.687
0.000104192,0.00902817,39.9954,1599.63,2.63117e-05,299.877,300.372,0.270665,-1.25307e-10,-1164.48,-5.72653e-08,0.00149122,785.691
0.000107785,0.00902914,39.9951,1599.61,2.63113e-05,299.873,300.376,0.270668,-1.25227e-10,-1163.26,-5.72287e-08,0.00151439,785.695
0.000111378,0.00903011,39.9948,1599.59,2.63108e-05,299.868,300.379,0.270672,-1.25147e-10,-1162.04,-5.71921e-08,0.00153755,785.699
0.000114971,0.00903108,39.9945,1599.56,2.63104e-05,299.864,300.383,0.270675,-1.25067e-10,-1160.82,-5.71556e-08,0.0015607,785.703
0.000118563,0.00903205,39.9942,1599.54,2.63099e-05,299.86,300.386,0.270678,-1.24987e-10,-1159.6,-5.71191e-08,0.00158383,785.706
0.000122156,0.00903302,39.994,1599.52,2.63095e-05,299.856,300.39,0.270681,-1.24907e-10,-1158.38,-5.70826e-08,0.00160695,785.71
0.000125749,0.00903399,39.9937,1599.49,2.6309e-05,299.852,300.393,0.270685,-1.24828e-10,-1157.16,-5.70462e-08,0.00163006,785.714
0.000129342,0.00903497,39.9934,1599.47,2.63086e-05,299.848,300.397,0.270688,-1.24748e-10,-1155.94,-5.70099e-08,0.00165316,785.718
0.000132935,0.00903594,39.9931,1599.45,2.63081e-05,299.843,300.4,0.270691,-1.24669e-10,-1154.72,-5.69736e-08,0.00167625,785.722
0.000136528,0.00903691,39.9928,1599.42,2.63077e-05,299.839,300.404,0.270695,-1.24589e-10,-1153.51,-5.69373e-08,0.00169932,785.726
0.00014012,0.00903788,39.9925,1599.4,2.63072e-05,299.835,300.407,0.270698,-1.2451e-10,-1152.29,-5.69011e-08,0.00172238,785.73
0.000143713,0.00903885,39.9922,1599.38,2.63068e-05,299.831,300.411,0.270701,-1.24431e-10,-1151.08,-5.68649e-08,0.00174543,785.734
0.000147306,0.00903982,39.9919,1599.35,2.63063e-05,299.827,300.414,0.270704,-1.24352e-10,-1149.87,-5.68288e-08,0.00176847,785.737
0.000150899,0.00904079,39.9916,1599.33,2.63059e-05,299.823,300.418,0.270708,-1.24273e-10,-1148.66,-5.67927e-08,0.00179149,785.741
0.000154492,0.00904176,39.9913,1599.31,2.63054e-05,299.819,300.421,0.270711,-1.24194e-10,-1147.45,-5.67567e-08,0.00181451,785.745
0.000158084,0.00904274,39.991,1599.28,2.6305e-05,299.814,300.425,0.270714,-1.24115e-10,-1146.24,-5.67207e-08,0.00183751,785.749
0.000161677,0.00904371,39.9907,1599.26,2.63046e-05,299.81,300.428,0.270718,-1.24037e-10,-1145.03,-5.66847e-08,0.0018605,785.753
0.00016527,0.00904468,39.9904,1599.24,2.63041e-05,299.806,300.432,0.270721,-1.23958e-10,-1143.82,-5.66488e-08,0.00188347,785.757
0.000168863,0.00904565,39.9902,1599.21,2.63037e-05,299.802,300.435,0.270724,-1.2388e-10,-1142.62,-5.6613e-08,0.00190644,785.76
0.000172456,0.00904662,39.9899,1599.19,2.63032e-05,299.798,300.439,0.270727,-1.23801e-10,-1141.41,-5.65772e-08,0.00192939,785.764
0.000176049,0.00904759,39.9896,1599.17,2.63028e-05,299.794,300.443,0.270731,-1.23723e-10,-1140.21,-5.65414e-08,0.00195234,785.768
0.000179641,0.00904856,39.9893,1599.14,2.63023e-05,299.79,300.446,0.270734,-1.23645e-10,-1139.01,-5.65057e-08,0.00197526,785.772
0.000183234,0.00904953,39.989,1599.12,2.63019e-05,299.786,300.45,0.270737,-1.23567e-10,-1137.8,-5.647e-08,0.00199818,785.776
0.000186827,0.00905051,39.9887,1599.1,2.63014e-05,299.782,300.453,0.27074,-1.23489e-10,-1136.6,-5.64344e-08,0.00202109,785.78
0.00019042,0.00905148,39.9884,1599.07,2.6301e-05,299.778,300.457,0.270744,-1.23411e-10,-1135.4,-5.63988e-08,0.00204398,785.783
0.000194013,0.00905245,39.9881,1599.05,2.63006e-05,299.773,300.46,0.270747,-1.23333e-10,-1134.21,-5.63632e-08,0.00206686,785.787
0.000197606,0.00905342,39.9878,1599.03,2.63001e-05,299.769,300.464,0.27075,-1.23255e-10,-1133.01,-5.63277e-08,0.00208973,785.791
0.000201198,0.00905439,39.9876,1599,2.62997e-05,299.765,300.467,0.270754,-1.23178e-10,-1131.81,-5.62923e-08,0.00211259,785.795
0.000204791,0.00905536,39.9873,1598.98,2.62992e-05,299.761,300.471,0.270757,-1.231e-10,-1130.62,-5.62569e-08,0.00213544,785.798
0.000208384,0.00905633,39.987,1598.96,2.62988e-05,299.757,300.474,0.27076,-1.23023e-10,-1129.42,-5.62215e-08,0.00215827,785.802
0.000211977,0.00905731,39.9867,1598.94,2.62983e-05,299.753,300.478,0.270763,-1.22946e-10,-1128.23,-5.61862e-08,0.00218109,785.806
