# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s], mtfd, htfd, Sm [kg/m3s], Sh [J/m3s], rho[kg/m3s]
0,0.009,40,1600,2.63249e-05,300,300.288,0.268224,0,0,0,0,785.576
3.63709e-06,0.00900097,40.0037,1600.3,2.63244e-05,299.996,300.292,0.268228,-1.27585e-10,-1197.97,-5.85617e-08,0.000894386,785.58
7.27418e-06,0.00900195,40.0034,1600.28,2.6324e-05,299.991,300.296,0.268231,-1.27501e-10,-1196.69,-5.85232e-08,0.000918772,785.584
1.09113e-05,0.00900292,40.0031,1600.25,2.63235e-05,299.987,300.299,0.268235,-1.27418e-10,-1195.41,-5.84847e-08,0.000943146,785.588
1.45484e-05,0.0090039,40.0028,1600.23,2.6323e-05,299.983,300.303,0.268238,-1.27334e-10,-1194.13,-5.84462e-08,0.000967507,785.592
1.81855e-05,0.00900487,40.0025,1600.2,2.63226e-05,299.978,300.307,0.268242,-1.2725e-10,-1192.85,-5.84078e-08,0.000991855,785.596
2.18225e-05,0.00900585,40.0022,1600.18,2.63221e-05,299.974,300.31,0.268245,-1.27167e-10,-1191.58,-5.83694e-08,0.00101619,785.6
2.54596e-05,0.00900682,40.0019,1600.15,2.63217e-05,299.97,300.314,0.268249,-1.27083e-10,-1190.3,-5.83311e-08,0.00104051,785.604
2.90967e-05,0.0090078,40.0016,1600.13,2.63212e-05,299.965,300.318,0.268252,-1.27e-10,-1189.03,-5.82929e-08,0.00106482,785.608
3.27338e-05,0.00900877,40.0013,1600.11,2.63207e-05,299.961,300.321,0.268255,-1.26916e-10,-1187.76,-5.82546e-08,0.00108912,785.612
3.63709e-05,0.00900975,40.001,1600.08,2.63203e-05,299.957,300.325,0.268259,-1.26833e-10,-1186.49,-5.82165e-08,0.00111341,785.616
4.0008e-05,0.00901072,40.0007,1600.06,2.63198e-05,299.952,300.329,0.268262,-1.2675e-10,-1185.22,-5.81784e-08,0.00113768,785.62
4.36451e-05,0.0090117,40.0004,1600.03,2.63194e-05,299.948,300.333,0.268266,-1.26667e-10,-1183.95,-5.81403e-08,0.00116194,785.625
4.72822e-05,0.00901267,40.0001,1600.01,2.63189e-05,299.944,300.336,0.268269,-1.26584e-10,-1182.68,-5.81023e-08,0.00118619,785.629
5.09193e-05,0.00901364,39.9998,1599.98,2.63184e-05,299.939,300.34,0.268273,-1.26502e-10,-1181.42,-5.80643e-08,0.00121042,785.633
5.45564e-05,0.00901462,39.9995,1599.96,2.6318e-05,299.935,300.344,0.268276,-1.26419e-10,-1180.15,-5.80264e-08,0.00123464,785.637
5.81935e-05,0.00901559,39.9992,1599.94,2.63175e-05,299.931,300.347,0.268279,-1.26337e-10,-1178.89,-5.79885e-08,0.00125885,785.641
6.18305e-05,0.00901657,39.9989,1599.91,2.63171e-05,299.926,300.351,0.268283,-1.26254e-10,-1177.62,-5.79507e-08,0.00128305,785.645
6.54676e-05,0.00901754,39.9986,1599.89,2.63166e-05,299.922,300.355,0.268286,-1.26172e-10,-1176.36,-5.79129e-08,0.00130723,785.649
6.91047e-05,0.00901852,39.9983,1599.86,2.63161e-05,299.918,300.359,0.26829,-1.2609e-10,-1175.1,-5.78752e-08,0.0013314,785.653
7.27418e-05,0.00901949,39.998,1599.84,2.63157e-05,299.914,300.362,0.268293,-1.26008e-10,-1173.84,-5.78375e-08,0.00135556,785.656
7.63789e-05,0.00902047,39.9977,1599.82,2.63152e-05,299.909,300.366,0.268297,-1.25926e-10,-1172.58,-5.77999e-08,0.00137971,785.66
8.0016e-05,0.00902144,39.9974,1599.79,2.63148e-05,299.905,300.37,0.2683,-1.25844e-10,-1171.33,-5.77623e-08,0.00140384,785.664
8.36531e-05,0.00902242,39.9971,1599.77,2.63143e-05,299.901,300.373,0.268304,-1.25762e-10,-1170.07,-5.77248e-08,0.00142796,785.668
8.72902e-05,0.00902339,39.9968,1599.74,2.63138e-05,299.897,300.377,0.268307,-1.2568e-10,-1168.81,-5.76873e-08,0.00145207,785.672
9.09273e-05,0.00902437,39.9965,1599.72,2.63134e-05,299.892,300.381,0.26831,-1.25599e-10,-1167.56,-5.76499e-08,0.00147617,785.676
9.45644e-05,0.00902534,39.9962,1599.7,2.63129e-05,299.888,300.385,0.268314,-1.25517e-10,-1166.31,-5.76125e-08,0.00150025,785.68
9.82015e-05,0.00902632,39.9959,1599.67,2.63125e-05,299.884,300.388,0.268317,-1.25436e-10,-1165.06,-5.75751e-08,0.00152432,785.684
0.000101839,0.00902729,39.9956,1599.65,2.6312e-05,299.88,300.392,0.268321,-1.25355e-10,-1163.8,-5.75378e-08,0.00154838,785.688
0.000105476,0.00902826,39.9953,1599.63,2.63116e-05,299.875,300.396,0.268324,-1.25274e-10,-1162.55,-5.75006e-08,0.00157243,785.692
0.000109113,0.00902924,39.995,1599.6,2.63111e-05,299.871,300.399,0.268328,-1.25193e-10,-1161.31,-5.74634e-08,0.00159646,785.696
0.00011275,0.00903021,39.9947,1599.58,2.63107e-05,299.867,300.403,0.268331,-1.25112e-10,-1160.06,-5.74263e-08,0.00162048,785.7
0.000116387,0.00903119,39.9944,1599.55,2.63102e-05,299.863,300.407,0.268334,-1.25031e-10,-1158.81,-5.73892e-08,0.00164449,785.704
0.000120024,0.00903216,39.9941,1599.53,2.63097e-05,299.858,300.41,0.268338,-1.2495e-10,-1157.57,-5.73521e-08,0.00166849,785.708
0.000123661,0.00903314,39.9938,1599.51,2.63093e-05,299.854,300.414,0.268341,-1.24869e-10,-1156.32,-5.73151e-08,0.00169247,785.712
0.000127298,0.00903411,39.9935,1599.48,2.63088e-05,299.85,300.418,0.268345,-1.24789e-10,-1155.08,-5.72781e-08,0.00171644,785.716
0.000130935,0.00903509,39.9932,1599.46,2.63084e-05,299.846,300.422,0.268348,-1.24709e-10,-1153.84,-5.72412e-08,0.0017404,785.72
0.000134572,0.00903606,39.9929,1599.44,2.63079e-05,299.842,300.425,0.268352,-1.24628e-10,-1152.6,-5.72044e-08,0.00176434,785.724
0.000138209,0.00903704,39.9926,1599.41,2.63075e-05,299.837,300.429,0.268355,-1.24548e-10,-1151.36,-5.71676e-08,0.00178828,785.727
0.000141847,0.00903801,39.9924,1599.39,2.6307e-05,299.833,300.433,0.268359,-1.24468e-10,-1150.12,-5.71308e-08,0.0018122,785.731
0.000145484,0.00903899,39.9921,1599.36,2.63066e-05,299.829,300.436,0.268362,-1.24388e-10,-1148.88,-5.70941e-08,0.00183611,785.735
0.000149121,0.00903996,39.9918,1599.34,2.63061e-05,299.825,300.44,0.268365,-1.24308e-10,-1147.65,-5.70574e-08,0.00186,785.739
0.000152758,0.00904094,39.9915,1599.32,2.63057e-05,299.821,300.444,0.268369,-1.24228e-10,-1146.41,-5.70208e-08,0.00188389,785.743
0.000156395,0.00904191,39.9912,1599.29,2.63052e-05,299.817,300.448,0.268372,-1.24149e-10,-1145.18,-5.69842e-08,0.00190776,785.747
0.000160032,0.00904288,39.9909,1599.27,2.63048e-05,299.812,300.451,0.268376,-1.24069e-10,-1143.94,-5.69477e-08,0.00193162,785.751
0.000163669,0.00904386,39.9906,1599.25,2.63043e-05,299.808,300.455,0.268379,-1.23989e-10,-1142.71,-5.69112e-08,0.00195546,785.755
0.000167306,0.00904483,39.9903,1599.22,2.63039e-05,299.804,300.459,0.268383,-1.2391e-10,-1141.48,-5.68747e-08,0.0019793,785.759
0.000170943,0.00904581,39.99,1599.2,2.63034e-05,299.8,300.462,0.268386,-1.23831e-10,-1140.25,-5.68383e-08,0.00200312,785.762
0.00017458,0.00904678,39.9897,1599.18,2.6303e-05,299.796,300.466,0.268389,-1.23752e-10,-1139.02,-5.6802e-08,0.00202693,785.766
0.000178217,0.00904776,39.9894,1599.15,2.63025e-05,299.792,300.47,0.268393,-1.23673e-10,-1137.79,-5.67657e-08,0.00205072,785.77
0.000181855,0.00904873,39.9891,1599.13,2.63021e-05,299.788,300.474,0.268396,-1.23594e-10,-1136.57,-5.67294e-08,0.00207451,785.774
0.000185492,0.00904971,39.9888,1599.11,2.63016e-05,299.783,300.477,0.2684,-1.23515e-10,-1135.34,-5.66932e-08,0.00209828,785.778
0.000189129,0.00905068,39.9885,1599.08,2.63012e-05,299.779,300.481,0.268403,-1.23436e-10,-1134.12,-5.66571e-08,0.00212204,785.782
0.000192766,0.00905166,39.9882,1599.06,2.63007e-05,299.775,300.485,0.268407,-1.23357e-10,-1132.89,-5.6621e-08,0.00214579,785.786
0.000196403,0.00905263,39.9879,1599.04,2.63003e-05,299.771,300.488,0.26841,-1.23279e-10,-1131.67,-5.65849e-08,0.00216952,785.789
0.00020004,0.00905361,39.9877,1599.01,2.62998e-05,299.767,300.492,0.268414,-1.232e-10,-1130.45,-5.65489e-08,0.00219325,785.793
0.000203677,0.00905458,39.9874,1598.99,2.62994e-05,299.763,300.496,0.268417,-1.23122e-10,-1129.23,-5.65129e-08,0.00221696,785.797
0.000207314,0.00905556,39.9871,1598.97,2.62989e-05,299.759,300.5,0.26842,-1.23044e-10,-1128.01,-5.6477e-08,0.00224065,785.801
0.000210951,0.00905653,39.9868,1598.94,2.62985e-05,299.755,300.503,0.268424,-1.22965e-10,-1126.79,-5.64411e-08,0.00226434,785.805
