# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s], mtfd, htfd, Sm [kg/m3s], Sh [J/m3s], rho[kg/m3s]
0,0.009,40,1600,2.63249e-05,300,300.144,0.29702,0,0,0,0,785.576
3.17264e-06,0.00900094,40.0038,1600.3,2.63245e-05,299.996,300.146,0.297022,-1.27773e-10,-1209.37,-5.66034e-08,0.000436182,785.58
6.34528e-06,0.00900188,40.0035,1600.28,2.63241e-05,299.992,300.148,0.297024,-1.277e-10,-1208.34,-5.65712e-08,0.000453127,785.583
9.51792e-06,0.00900283,40.0033,1600.26,2.63237e-05,299.988,300.15,0.297026,-1.27628e-10,-1207.32,-5.6539e-08,0.000470063,785.587
1.26906e-05,0.00900377,40.003,1600.24,2.63233e-05,299.985,300.152,0.297028,-1.27555e-10,-1206.29,-5.65069e-08,0.000486991,785.59
1.58632e-05,0.00900471,40.0027,1600.22,2.63229e-05,299.981,300.154,0.29703,-1.27483e-10,-1205.26,-5.64748e-08,0.000503909,785.594
1.90358e-05,0.00900565,40.0025,1600.2,2.63225e-05,299.977,300.156,0.297032,-1.2741e-10,-1204.24,-5.64428e-08,0.000520818,785.597
2.22085e-05,0.00900659,40.0022,1600.18,2.63221e-05,299.973,300.158,0.297034,-1.27338e-10,-1203.21,-5.64108e-08,0.000537719,785.601
2.53811e-05,0.00900754,40.0019,1600.15,2.63217e-05,299.969,300.16,0.297036,-1.27266e-10,-1202.19,-5.63788e-08,0.00055461,785.605
2.85538e-05,0.00900848,40.0017,1600.13,2.63213e-05,299.966,300.162,0.297038,-1.27194e-10,-1201.16,-5.63469e-08,0.000571493,785.608
3.17264e-05,0.00900942,40.0014,1600.11,2.63209e-05,299.962,300.164,0.29704,-1.27122e-10,-1200.14,-5.63149e-08,0.000588367,785.612
3.4899e-05,0.00901036,40.0011,1600.09,2.63205e-05,299.958,300.166,0.297042,-1.2705e-10,-1199.12,-5.62831e-08,0.000605231,785.615
3.80717e-05,0.0090113,40.0009,1600.07,2.63201e-05,299.954,300.168,0.297044,-1.26978e-10,-1198.1,-5.62512e-08,0.000622087,785.619
4.12443e-05,0.00901224,40.0006,1600.05,2.63196e-05,299.95,300.17,0.297046,-1.26906e-10,-1197.08,-5.62194e-08,0.000638934,785.622
4.4417e-05,0.00901319,40.0003,1600.03,2.63192e-05,299.947,300.172,0.297048,-1.26834e-10,-1196.06,-5.61876e-08,0.000655772,785.626
4.75896e-05,0.00901413,40.0001,1600.01,2.63188e-05,299.943,300.174,0.29705,-1.26763e-10,-1195.04,-5.61559e-08,0.000672602,785.629
5.07623e-05,0.00901507,39.9998,1599.98,2.63184e-05,299.939,300.176,0.297052,-1.26691e-10,-1194.03,-5.61242e-08,0.000689422,785.633
5.39349e-05,0.00901601,39.9995,1599.96,2.6318e-05,299.935,300.178,0.297054,-1.2662e-10,-1193.01,-5.60925e-08,0.000706233,785.636
5.71075e-05,0.00901695,39.9993,1599.94,2.63176e-05,299.931,300.18,0.297056,-1.26548e-10,-1191.99,-5.60609e-08,0.000723036,785.64
6.02802e-05,0.0090179,39.999,1599.92,2.63172e-05,299.928,300.182,0.297058,-1.26477e-10,-1190.98,-5.60293e-08,0.000739829,785.643
6.34528e-05,0.00901884,39.9988,1599.9,2.63168e-05,299.924,300.184,0.29706,-1.26406e-10,-1189.96,-5.59977e-08,0.000756614,785.647
6.66255e-05,0.00901978,39.9985,1599.88,2.63164e-05,299.92,300.186,0.297062,-1.26334e-10,-1188.95,-5.59662e-08,0.00077339,785.651
6.97981e-05,0.00902072,39.9982,1599.86,2.6316e-05,299.916,300.188,0.297064,-1.26263e-10,-1187.94,-5.59347e-08,0.000790157,785.654
7.29707e-05,0.00902166,39.998,1599.84,2.63156e-05,299.912,300.19,0.297066,-1.26192e-10,-1186.93,-5.59032e-08,0.000806915,785.658
7.61434e-05,0.00902261,39.9977,1599.82,2.63152e-05,299.909,300.192,0.297068,-1.26121e-10,-1185.92,-5.58717e-08,0.000823665,785.661
7.9316e-05,0.00902355,39.9974,1599.8,2.63148e-05,299.905,300.194,0.29707,-1.2605e-10,-1184.9,-5.58403e-08,0.000840405,785.665
8.24887e-05,0.00902449,39.9972,1599.77,2.63144e-05,299.901,300.196,0.297072,-1.2598e-10,-1183.9,-5.5809e-08,0.000857137,785.668
8.56613e-05,0.00902543,39.9969,1599.75,2.6314e-05,299.897,300.198,0.297074,-1.25909e-10,-1182.89,-5.57776e-08,0.00087386,785.672
8.88339e-05,0.00902637,39.9967,1599.73,2.63136e-05,299.894,300.2,0.297076,-1.25838e-10,-1181.88,-5.57463e-08,0.000890574,785.675
9.20066e-05,0.00902731,39.9964,1599.71,2.63132e-05,299.89,300.202,0.297078,-1.25768e-10,-1180.87,-5.5715e-08,0.000907279,785.679
