# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s], mtfd, htfd, Sm [kg/m3s], Sh [J/m3s], rho[kg/m3s]
0,0.009,40,1600,2.63249e-05,300,300.256,0.272729,0,0,0,0,785.576
3.55176e-06,0.00900097,40.0038,1600.3,2.63245e-05,299.996,300.259,0.272732,-1.27601e-10,-1200.26,-5.80583e-08,0.000788513,785.58
7.10352e-06,0.00900194,40.0035,1600.28,2.6324e-05,299.991,300.263,0.272735,-1.27519e-10,-1199.03,-5.80209e-08,0.000811249,785.584
1.06553e-05,0.0090029,40.0032,1600.25,2.63235e-05,299.987,300.266,0.272738,-1.27436e-10,-1197.8,-5.79836e-08,0.000833974,785.588
1.4207e-05,0.00900387,40.0029,1600.23,2.63231e-05,299.983,300.269,0.272742,-1.27355e-10,-1196.57,-5.79463e-08,0.000856686,785.592
1.77588e-05,0.00900484,40.0026,1600.21,2.63226e-05,299.979,300.273,0.272745,-1.27273e-10,-1195.34,-5.79091e-08,0.000879387,785.596
2.13105e-05,0.00900581,40.0023,1600.18,2.63222e-05,299.974,300.276,0.272748,-1.27191e-10,-1194.12,-5.78719e-08,0.000902076,785.6
2.48623e-05,0.00900677,40.002,1600.16,2.63217e-05,299.97,300.279,0.272751,-1.27109e-10,-1192.89,-5.78348e-08,0.000924753,785.604
2.84141e-05,0.00900774,40.0017,1600.13,2.63213e-05,299.966,300.283,0.272754,-1.27028e-10,-1191.66,-5.77977e-08,0.000947418,785.608
3.19658e-05,0.00900871,40.0014,1600.11,2.63208e-05,299.962,300.286,0.272757,-1.26946e-10,-1190.44,-5.77606e-08,0.000970071,785.612
3.55176e-05,0.00900968,40.0011,1600.09,2.63204e-05,299.958,300.289,0.27276,-1.26865e-10,-1189.22,-5.77236e-08,0.000992712,785.616
3.90693e-05,0.00901065,40.0008,1600.06,2.63199e-05,299.953,300.292,0.272764,-1.26784e-10,-1188,-5.76867e-08,0.00101534,785.62
4.26211e-05,0.00901161,40.0005,1600.04,2.63195e-05,299.949,300.296,0.272767,-1.26703e-10,-1186.78,-5.76498e-08,0.00103796,785.623
4.61729e-05,0.00901258,40.0002,1600.02,2.6319e-05,299.945,300.299,0.27277,-1.26622e-10,-1185.56,-5.76129e-08,0.00106056,785.627
4.97246e-05,0.00901355,39.9999,1599.99,2.63186e-05,299.941,300.302,0.272773,-1.26541e-10,-1184.34,-5.75761e-08,0.00108316,785.631
5.32764e-05,0.00901452,39.9996,1599.97,2.63181e-05,299.936,300.306,0.272776,-1.2646e-10,-1183.12,-5.75393e-08,0.00110574,785.635
5.68281e-05,0.00901549,39.9993,1599.95,2.63177e-05,299.932,300.309,0.272779,-1.26379e-10,-1181.9,-5.75026e-08,0.00112831,785.639
6.03799e-05,0.00901645,39.999,1599.92,2.63172e-05,299.928,300.312,0.272782,-1.26299e-10,-1180.69,-5.74659e-08,0.00115087,785.643
6.39316e-05,0.00901742,39.9987,1599.9,2.63168e-05,299.924,300.316,0.272785,-1.26218e-10,-1179.47,-5.74293e-08,0.00117341,785.647
6.74834e-05,0.00901839,39.9984,1599.88,2.63163e-05,299.92,300.319,0.272789,-1.26138e-10,-1178.26,-5.73927e-08,0.00119595,785.651
7.10352e-05,0.00901936,39.9981,1599.85,2.63159e-05,299.915,300.322,0.272792,-1.26057e-10,-1177.05,-5.73562e-08,0.00121847,785.655
7.45869e-05,0.00902033,39.9979,1599.83,2.63154e-05,299.911,300.326,0.272795,-1.25977e-10,-1175.84,-5.73197e-08,0.00124098,785.659
7.81387e-05,0.00902129,39.9976,1599.8,2.6315e-05,299.907,300.329,0.272798,-1.25897e-10,-1174.63,-5.72832e-08,0.00126348,785.663
8.16904e-05,0.00902226,39.9973,1599.78,2.63145e-05,299.903,300.332,0.272801,-1.25817e-10,-1173.42,-5.72468e-08,0.00128597,785.666
8.52422e-05,0.00902323,39.997,1599.76,2.63141e-05,299.899,300.336,0.272804,-1.25737e-10,-1172.21,-5.72104e-08,0.00130844,785.67
8.8794e-05,0.0090242,39.9967,1599.73,2.63137e-05,299.895,300.339,0.272807,-1.25657e-10,-1171,-5.71741e-08,0.00133091,785.674
9.23457e-05,0.00902516,39.9964,1599.71,2.63132e-05,299.89,300.342,0.272811,-1.25578e-10,-1169.79,-5.71379e-08,0.00135336,785.678
9.58975e-05,0.00902613,39.9961,1599.69,2.63128e-05,299.886,300.346,0.272814,-1.25498e-10,-1168.59,-5.71016e-08,0.0013758,785.682
9.94492e-05,0.0090271,39.9958,1599.66,2.63123e-05,299.882,300.349,0.272817,-1.25419e-10,-1167.39,-5.70654e-08,0.00139823,785.686
0.000103001,0.00902807,39.9955,1599.64,2.63119e-05,299.878,300.352,0.27282,-1.25339e-10,-1166.18,-5.70293e-08,0.00142064,785.69
0.000106553,0.00902904,39.9952,1599.62,2.63114e-05,299.874,300.356,0.272823,-1.2526e-10,-1164.98,-5.69932e-08,0.00144305,785.694
0.000110105,0.00903,39.9949,1599.59,2.6311e-05,299.87,300.359,0.272826,-1.25181e-10,-1163.78,-5.69572e-08,0.00146544,785.697
0.000113656,0.00903097,39.9946,1599.57,2.63105e-05,299.866,300.362,0.272829,-1.25101e-10,-1162.58,-5.69212e-08,0.00148782,785.701
0.000117208,0.00903194,39.9944,1599.55,2.63101e-05,299.861,300.366,0.272832,-1.25022e-10,-1161.38,-5.68852e-08,0.00151019,785.705
0.00012076,0.00903291,39.9941,1599.53,2.63096e-05,299.857,300.369,0.272836,-1.24943e-10,-1160.18,-5.68493e-08,0.00153255,785.709
0.000124312,0.00903388,39.9938,1599.5,2.63092e-05,299.853,300.372,0.272839,-1.24865e-10,-1158.99,-5.68134e-08,0.00155489,785.713
0.000127863,0.00903484,39.9935,1599.48,2.63088e-05,299.849,300.376,0.272842,-1.24786e-10,-1157.79,-5.67776e-08,0.00157723,785.717
0.000131415,0.00903581,39.9932,1599.46,2.63083e-05,299.845,300.379,0.272845,-1.24707e-10,-1156.6,-5.67418e-08,0.00159955,785.72
0.000134967,0.00903678,39.9929,1599.43,2.63079e-05,299.841,300.382,0.272848,-1.24629e-10,-1155.4,-5.67061e-08,0.00162186,785.724
0.000138519,0.00903775,39.9926,1599.41,2.63074e-05,299.837,300.386,0.272851,-1.2455e-10,-1154.21,-5.66704e-08,0.00164416,785.728
0.00014207,0.00903871,39.9923,1599.39,2.6307e-05,299.833,300.389,0.272854,-1.24472e-10,-1153.02,-5.66347e-08,0.00166645,785.732
0.000145622,0.00903968,39.992,1599.36,2.63065e-05,299.829,300.392,0.272858,-1.24394e-10,-1151.83,-5.65991e-08,0.00168872,785.736
0.000149174,0.00904065,39.9918,1599.34,2.63061e-05,299.824,300.396,0.272861,-1.24316e-10,-1150.64,-5.65636e-08,0.00171098,785.74
0.000152726,0.00904162,39.9915,1599.32,2.63057e-05,299.82,300.399,0.272864,-1.24237e-10,-1149.45,-5.65281e-08,0.00173324,785.743
0.000156277,0.00904259,39.9912,1599.29,2.63052e-05,299.816,300.402,0.272867,-1.2416e-10,-1148.27,-5.64926e-08,0.00175548,785.747
0.000159829,0.00904355,39.9909,1599.27,2.63048e-05,299.812,300.406,0.27287,-1.24082e-10,-1147.08,-5.64572e-08,0.00177771,785.751
0.000163381,0.00904452,39.9906,1599.25,2.63043e-05,299.808,300.409,0.272873,-1.24004e-10,-1145.89,-5.64218e-08,0.00179992,785.755
0.000166933,0.00904549,39.9903,1599.22,2.63039e-05,299.804,300.412,0.272876,-1.23926e-10,-1144.71,-5.63864e-08,0.00182213,785.759
0.000170484,0.00904646,39.99,1599.2,2.63035e-05,299.8,300.416,0.272879,-1.23849e-10,-1143.53,-5.63511e-08,0.00184432,785.762
0.000174036,0.00904743,39.9897,1599.18,2.6303e-05,299.796,300.419,0.272883,-1.23771e-10,-1142.34,-5.63159e-08,0.0018665,785.766
0.000177588,0.00904839,39.9894,1599.16,2.63026e-05,299.792,300.422,0.272886,-1.23694e-10,-1141.16,-5.62807e-08,0.00188868,785.77
0.00018114,0.00904936,39.9892,1599.13,2.63021e-05,299.788,300.426,0.272889,-1.23616e-10,-1139.98,-5.62455e-08,0.00191083,785.774
0.000184691,0.00905033,39.9889,1599.11,2.63017e-05,299.784,300.429,0.272892,-1.23539e-10,-1138.8,-5.62104e-08,0.00193298,785.777
0.000188243,0.0090513,39.9886,1599.09,2.63013e-05,299.78,300.432,0.272895,-1.23462e-10,-1137.63,-5.61753e-08,0.00195512,785.781
0.000191795,0.00905227,39.9883,1599.06,2.63008e-05,299.776,300.436,0.272898,-1.23385e-10,-1136.45,-5.61403e-08,0.00197724,785.785
0.000195347,0.00905323,39.988,1599.04,2.63004e-05,299.772,300.439,0.272901,-1.23308e-10,-1135.27,-5.61053e-08,0.00199935,785.789
0.000198898,0.0090542,39.9877,1599.02,2.62999e-05,299.768,300.442,0.272905,-1.23231e-10,-1134.1,-5.60703e-08,0.00202146,785.793
0.00020245,0.00905517,39.9874,1599,2.62995e-05,299.764,300.446,0.272908,-1.23155e-10,-1132.93,-5.60354e-08,0.00204354,785.796
0.000206002,0.00905614,39.9872,1598.97,2.62991e-05,299.76,300.449,0.272911,-1.23078e-10,-1131.75,-5.60005e-08,0.00206562,785.8
0.000209554,0.0090571,39.9869,1598.95,2.62986e-05,299.756,300.452,0.272914,-1.23002e-10,-1130.58,-5.59657e-08,0.00208769,785.804
0.000213105,0.00905807,39.9866,1598.93,2.62982e-05,299.752,300.456,0.272917,-1.22925e-10,-1129.41,-5.5931e-08,0.00210974,785.808
0.000216657,0.00905904,39.9863,1598.9,2.62978e-05,299.748,300.459,0.27292,-1.22849e-10,-1128.24,-5.58962e-08,0.00213179,785.811
0.000220209,0.00906001,39.986,1598.88,2.62973e-05,299.744,300.462,0.272923,-1.22773e-10,-1127.07,-5.58615e-08,0.00215382,785.815
0.000223761,0.00906098,39.9857,1598.86,2.62969e-05,299.74,300.466,0.272927,-1.22696e-10,-1125.9,-5.58269e-08,0.00217584,785.819
0.000227313,0.00906194,39.9855,1598.84,2.62965e-05,299.736,300.469,0.27293,-1.2262e-10,-1124.74,-5.57923e-08,0.00219785,785.822
0.000230864,0.00906291,39.9852,1598.81,2.6296e-05,299.732,300.472,0.272933,-1.22544e-10,-1123.57,-5.57577e-08,0.00221984,785.826
0.000234416,0.00906388,39.9849,1598.79,2.62956e-05,299.728,300.475,0.272936,-1.22469e-10,-1122.41,-5.57232e-08,0.00224183,785.83
0.000237968,0.00906485,39.9846,1598.77,2.62951e-05,299.724,300.479,0.272939,-1.22393e-10,-1121.24,-5.56887e-08,0.0022638,785.834
0.00024152,0.00906582,39.9843,1598.75,2.62947e-05,299.72,300.482,0.272942,-1.22317e-10,-1120.08,-5.56543e-08,0.00228577,785.837
0.000245071,0.00906678,39.984,1598.72,2.62943e-05,299.716,300.486,0.272946,-1.22242e-10,-1118.89,-5.56199e-08,0.00230881,785.841
