# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s], mtfd, htfd, Sm [kg/m3s], Sh [J/m3s], rho[kg/m3s]
0,0.009,40,1600,2.63249e-05,300,300.181,0.286658,0,0,0,0,785.576
3.25343e-06,0.00900093,40.0038,1600.3,2.63245e-05,299.996,300.183,0.286661,-1.27671e-10,-1205.97,-5.60476e-08,0.000538988,785.58
6.50687e-06,0.00900186,40.0035,1600.28,2.63241e-05,299.992,300.185,0.286663,-1.27596e-10,-1204.89,-5.60146e-08,0.000557173,785.583
9.7603e-06,0.0090028,40.0032,1600.26,2.63237e-05,299.988,300.188,0.286665,-1.27521e-10,-1203.81,-5.59816e-08,0.000575349,785.587
1.30137e-05,0.00900373,40.003,1600.24,2.63232e-05,299.984,300.19,0.286668,-1.27446e-10,-1202.73,-5.59487e-08,0.000593516,785.591
1.62672e-05,0.00900466,40.0027,1600.22,2.63228e-05,299.98,300.192,0.28667,-1.27371e-10,-1201.65,-5.59158e-08,0.000611673,785.594
1.95206e-05,0.00900559,40.0024,1600.19,2.63224e-05,299.976,300.195,0.286672,-1.27296e-10,-1200.57,-5.58829e-08,0.00062982,785.598
2.2774e-05,0.00900652,40.0021,1600.17,2.6322e-05,299.973,300.197,0.286675,-1.27221e-10,-1199.49,-5.58501e-08,0.000647958,785.602
2.60275e-05,0.00900746,40.0019,1600.15,2.63216e-05,299.969,300.2,0.286677,-1.27147e-10,-1198.41,-5.58173e-08,0.000666087,785.605
2.92809e-05,0.00900839,40.0016,1600.13,2.63212e-05,299.965,300.202,0.286679,-1.27072e-10,-1197.33,-5.57846e-08,0.000684206,785.609
3.25343e-05,0.00900932,40.0013,1600.11,2.63208e-05,299.961,300.204,0.286682,-1.26997e-10,-1196.25,-5.57519e-08,0.000702316,785.612
3.57878e-05,0.00901025,40.0011,1600.08,2.63203e-05,299.957,300.207,0.286684,-1.26923e-10,-1195.18,-5.57192e-08,0.000720416,785.616
3.90412e-05,0.00901118,40.0008,1600.06,2.63199e-05,299.953,300.209,0.286686,-1.26849e-10,-1194.1,-5.56866e-08,0.000738507,785.62
4.22946e-05,0.00901212,40.0005,1600.04,2.63195e-05,299.949,300.211,0.286689,-1.26774e-10,-1193.03,-5.5654e-08,0.000756589,785.623
4.55481e-05,0.00901305,40.0002,1600.02,2.63191e-05,299.945,300.214,0.286691,-1.267e-10,-1191.96,-5.56214e-08,0.000774661,785.627
4.88015e-05,0.00901398,40,1600,2.63187e-05,299.941,300.216,0.286694,-1.26626e-10,-1190.88,-5.55889e-08,0.000792723,785.631
5.20549e-05,0.00901491,39.9997,1599.98,2.63183e-05,299.938,300.219,0.286696,-1.26552e-10,-1189.81,-5.55564e-08,0.000810776,785.634
5.53084e-05,0.00901585,39.9994,1599.96,2.63179e-05,299.934,300.221,0.286698,-1.26478e-10,-1188.74,-5.5524e-08,0.00082882,785.638
5.85618e-05,0.00901678,39.9992,1599.93,2.63175e-05,299.93,300.223,0.286701,-1.26404e-10,-1187.67,-5.54916e-08,0.000846854,785.641
6.18152e-05,0.00901771,39.9989,1599.91,2.6317e-05,299.926,300.226,0.286703,-1.26331e-10,-1186.6,-5.54592e-08,0.000864879,785.645
6.50687e-05,0.00901864,39.9986,1599.89,2.63166e-05,299.922,300.228,0.286705,-1.26257e-10,-1185.54,-5.54268e-08,0.000882895,785.649
6.83221e-05,0.00901957,39.9984,1599.87,2.63162e-05,299.918,300.23,0.286708,-1.26183e-10,-1184.47,-5.53945e-08,0.000900901,785.652
7.15755e-05,0.00902051,39.9981,1599.85,2.63158e-05,299.914,300.233,0.28671,-1.2611e-10,-1183.4,-5.53622e-08,0.000918897,785.656
7.4829e-05,0.00902144,39.9978,1599.83,2.63154e-05,299.911,300.235,0.286712,-1.26036e-10,-1182.34,-5.533e-08,0.000936885,785.659
7.80824e-05,0.00902237,39.9976,1599.8,2.6315e-05,299.907,300.238,0.286715,-1.25963e-10,-1181.27,-5.52978e-08,0.000954863,785.663
8.13358e-05,0.0090233,39.9973,1599.78,2.63146e-05,299.903,300.24,0.286717,-1.2589e-10,-1180.21,-5.52656e-08,0.000972831,785.667
8.45893e-05,0.00902423,39.997,1599.76,2.63142e-05,299.899,300.242,0.286719,-1.25817e-10,-1179.15,-5.52335e-08,0.00099079,785.67
8.78427e-05,0.00902517,39.9968,1599.74,2.63138e-05,299.895,300.245,0.286722,-1.25743e-10,-1178.08,-5.52014e-08,0.00100874,785.674
9.10961e-05,0.0090261,39.9965,1599.72,2.63134e-05,299.891,300.247,0.286724,-1.2567e-10,-1177.02,-5.51693e-08,0.00102668,785.677
9.43496e-05,0.00902703,39.9962,1599.7,2.6313e-05,299.888,300.249,0.286726,-1.25597e-10,-1175.96,-5.51373e-08,0.00104461,785.681
9.7603e-05,0.00902796,39.9959,1599.68,2.63125e-05,299.884,300.252,0.286729,-1.25525e-10,-1174.9,-5.51053e-08,0.00106253,785.684
0.000100856,0.00902889,39.9957,1599.65,2.63121e-05,299.88,300.254,0.286731,-1.25452e-10,-1173.85,-5.50733e-08,0.00108045,785.688
0.00010411,0.00902983,39.9954,1599.63,2.63117e-05,299.876,300.257,0.286733,-1.25379e-10,-1172.79,-5.50414e-08,0.00109835,785.692
0.000107363,0.00903076,39.9951,1599.61,2.63113e-05,299.872,300.259,0.286736,-1.25306e-10,-1171.73,-5.50095e-08,0.00111624,785.695
0.000110617,0.00903169,39.9949,1599.59,2.63109e-05,299.868,300.261,0.286738,-1.25234e-10,-1170.68,-5.49777e-08,0.00113413,785.699
0.00011387,0.00903262,39.9946,1599.57,2.63105e-05,299.865,300.264,0.28674,-1.25161e-10,-1169.62,-5.49459e-08,0.001152,785.702
0.000117124,0.00903355,39.9943,1599.55,2.63101e-05,299.861,300.266,0.286743,-1.25089e-10,-1168.57,-5.49141e-08,0.00116987,785.706
0.000120377,0.00903449,39.9941,1599.53,2.63097e-05,299.857,300.268,0.286745,-1.25017e-10,-1167.51,-5.48823e-08,0.00118772,785.709
0.00012363,0.00903542,39.9938,1599.51,2.63093e-05,299.853,300.271,0.286747,-1.24944e-10,-1166.46,-5.48506e-08,0.00120557,785.713
0.000126884,0.00903635,39.9935,1599.48,2.63089e-05,299.849,300.273,0.28675,-1.24872e-10,-1165.41,-5.4819e-08,0.00122341,785.716
0.000130137,0.00903728,39.9933,1599.46,2.63085e-05,299.846,300.276,0.286752,-1.248e-10,-1164.36,-5.47873e-08,0.00124124,785.72
0.000133391,0.00903822,39.993,1599.44,2.63081e-05,299.842,300.278,0.286755,-1.24728e-10,-1163.31,-5.47557e-08,0.00125906,785.723
0.000136644,0.00903915,39.9928,1599.42,2.63077e-05,299.838,300.28,0.286757,-1.24656e-10,-1162.26,-5.47241e-08,0.00127687,785.727
0.000139898,0.00904008,39.9925,1599.4,2.63073e-05,299.834,300.283,0.286759,-1.24584e-10,-1161.21,-5.46926e-08,0.00129467,785.73
0.000143151,0.00904101,39.9922,1599.38,2.63068e-05,299.831,300.285,0.286762,-1.24513e-10,-1160.16,-5.46611e-08,0.00131246,785.734
0.000146405,0.00904194,39.992,1599.36,2.63064e-05,299.827,300.287,0.286764,-1.24441e-10,-1159.12,-5.46296e-08,0.00133024,785.737
