0.00509,297.64851
0.00566,297.64851
0.00631,293.48831
0.00706,297.64851
0.00763,289.3281
0.00783,289.3281
0.00795,297.64851
0.00803,314.9827
0.00812,349.65108
0.00819,409.97405
0.00822,526.4598
0.00827,647.79912
0.00831,789.93946
0.00834,945.94715
0.0084,1148.41047
0.00844,1355.72736
0.00849,1511.04169
0.00855,1705.87797
0.00857,1809.18973
0.00876,1878.52648
0.00899,1904.18108
0.00929,1938.84946
0.00955,1956.18365
0.00992,1981.83824
0.01028,2020.66683
0.01066,2047.01479
0.01103,2068.50919
0.01142,2085.84337
0.01177,2098.32399
0.01223,2107.33777
0.01276,2107.33777
0.01325,2111.49797
0.01368,2115.65818
0.01413,2111.49797
0.01457,2115.65818
0.01499,2103.17756
