# grid [m], ug [m/s], rhog, Tg [K], Yf, YO2, YOH, YCO, YCO2, phi_g, Sm, Sh, Syf
0,0.316592,1.22036,300,1.60411e-17,-2.57693e-14,1.22482e-17,-2.39313e-17,-2.30005e-17,1.97569e-16,0,0,0
6.66667e-05,0.316592,1.22036,300,1.60412e-17,-5.2152e-14,1.22463e-17,-2.39312e-17,-2.29871e-17,1.9757e-16,0,0,0
0.000133333,0.316592,1.22036,300,1.60413e-17,-5.23631e-14,1.22445e-17,-2.39312e-17,-2.29701e-17,1.97572e-16,0,0,0
0.0002,0.316592,1.22036,300,1.60414e-17,-5.23756e-14,1.22426e-17,-2.39312e-17,-2.29502e-17,1.97573e-16,0,0,0
0.000266667,0.316592,1.22036,300,1.60415e-17,-5.23796e-14,1.22408e-17,-2.39312e-17,-2.29282e-17,1.97574e-16,0,0,0
0.000333333,0.316592,1.22036,300,1.60415e-17,-5.2381e-14,1.22389e-17,-2.39312e-17,-2.29045e-17,1.97574e-16,0,0,0
0.0004,0.316592,1.22036,300,1.60415e-17,-5.23815e-14,1.22371e-17,-2.39312e-17,-2.28795e-17,1.97575e-16,0,0,0
0.000466667,0.316592,1.22036,300,1.60415e-17,-5.23817e-14,1.22352e-17,-2.39312e-17,-2.28536e-17,1.97575e-16,0,0,0
0.000533333,0.316592,1.22036,300,1.60415e-17,-5.23817e-14,1.22333e-17,-2.39313e-17,-2.28269e-17,1.97575e-16,0,0,0
0.0006,0.316592,1.22036,300,1.60415e-17,-5.23818e-14,1.22315e-17,-2.39313e-17,-2.27996e-17,1.97574e-16,0,0,0
0.000666667,0.316592,1.22036,300,1.60415e-17,-5.23818e-14,1.22296e-17,-2.39313e-17,-2.27719e-17,1.97574e-16,0,0,0
0.000733333,0.316592,1.22036,300,1.60414e-17,-5.23818e-14,1.22277e-17,-2.39313e-17,-2.27439e-17,1.97573e-16,0,0,0
0.0008,0.316592,1.22036,300,1.60413e-17,-5.23818e-14,1.22259e-17,-2.39313e-17,-2.27156e-17,1.97572e-16,0,0,0
0.000866667,0.316592,1.22036,300,1.60412e-17,-5.23818e-14,1.2224e-17,-2.39313e-17,-2.26871e-17,1.9757e-16,0,0,0
0.000933333,0.316592,1.22036,300,1.60411e-17,-5.23818e-14,1.22222e-17,-2.39313e-17,-2.26585e-17,1.97569e-16,0,0,0
0.001,0.316592,1.22036,300,1.60409e-17,-5.23818e-14,1.22203e-17,-2.39313e-17,-2.26298e-17,1.97567e-16,0,0,0
0.00106667,0.316592,1.22036,300,1.60408e-17,-5.23818e-14,1.22184e-17,-2.39313e-17,-2.2601e-17,1.97565e-16,0,0,0
0.00113333,0.316592,1.22036,300,1.60406e-17,-5.23818e-14,1.22166e-17,-2.39313e-17,-2.25721e-17,1.97563e-16,0,0,0
0.0012,0.316592,1.22036,300,1.60404e-17,-5.23818e-14,1.22147e-17,-2.39313e-17,-2.25432e-17,1.9756e-16,0,0,0
0.00126667,0.316592,1.22036,300,1.60402e-17,-5.23818e-14,1.22128e-17,-2.39313e-17,-2.25143e-17,1.97558e-16,0,0,0
0.00133333,0.316592,1.22036,300,1.60399e-17,-5.23818e-14,1.2211e-17,-2.39313e-17,-2.24853e-17,1.97555e-16,0,0,0
0.0014,0.316592,1.22036,300,1.60397e-17,-5.23818e-14,1.22091e-17,-2.39313e-17,-2.24563e-17,1.97552e-16,0,0,0
0.00146667,0.316592,1.22036,300,1.60394e-17,-5.23818e-14,1.22073e-17,-2.39313e-17,-2.24274e-17,1.97548e-16,0,0,0
0.00153333,0.316592,1.22036,300,1.60391e-17,-5.23818e-14,1.22054e-17,-2.39313e-17,-2.23984e-17,1.97545e-16,0,0,0
0.0016,0.316592,1.22036,300,1.60388e-17,-5.23818e-14,1.22035e-17,-2.39313e-17,-2.23694e-17,1.97541e-16,0,0,0
0.00166667,0.316592,1.22036,300,1.60384e-17,-5.23818e-14,1.22017e-17,-2.39313e-17,-2.23404e-17,1.97537e-16,0,0,0
0.00173333,0.316592,1.22036,300,1.60381e-17,-5.23818e-14,1.21998e-17,-2.39313e-17,-2.23114e-17,1.97532e-16,0,0,0
0.0018,0.316592,1.22036,300,1.60377e-17,-5.23818e-14,1.21979e-17,-2.39313e-17,-2.22825e-17,1.97528e-16,0,0,0
0.00186667,0.316592,1.22036,300,1.60373e-17,-5.23818e-14,1.21961e-17,-2.39313e-17,-2.22535e-17,1.97523e-16,0,0,0
0.00193333,0.316592,1.22036,300,1.60369e-17,-5.23818e-14,1.21942e-17,-2.39313e-17,-2.22246e-17,1.97518e-16,0,0,0
0.002,0.316592,1.22036,300,1.60365e-17,-5.23818e-14,1.21924e-17,-2.39313e-17,-2.21956e-17,1.97513e-16,0,0,0
0.00206667,0.316592,1.22036,300,1.60361e-17,-5.23818e-14,1.21905e-17,-2.39313e-17,-2.21667e-17,1.97507e-16,0,0,0
0.00213333,0.316592,1.22036,300,1.60356e-17,-5.23818e-14,1.21886e-17,-2.39313e-17,-2.21378e-17,1.97502e-16,0,0,0
0.0022,0.316592,1.22036,300,1.60351e-17,-5.23818e-14,1.21868e-17,-2.39313e-17,-2.21088e-17,1.97496e-16,0,0,0
0.00226667,0.316592,1.22036,300,1.60346e-17,-5.23818e-14,1.21849e-17,-2.39313e-17,-2.20799e-17,1.9749e-16,0,0,0
0.00233333,0.316592,1.22036,300,1.60341e-17,-5.23818e-14,1.2183e-17,-2.39313e-17,-2.2051e-17,1.97483e-16,0,0,0
0.0024,0.316592,1.22036,300,1.60336e-17,-5.23818e-14,1.21812e-17,-2.39313e-17,-2.20221e-17,1.97477e-16,0,0,0
0.00246667,0.316592,1.22036,300,1.6033e-17,-5.23818e-14,1.21793e-17,-2.39313e-17,-2.19932e-17,1.9747e-16,0,0,0
0.00253333,0.316592,1.22036,300,1.60325e-17,-5.23818e-14,1.21774e-17,-2.39313e-17,-2.19644e-17,1.97463e-16,0,0,0
0.0026,0.316592,1.22036,300,1.60319e-17,-5.23818e-14,1.21756e-17,-2.39313e-17,-2.19355e-17,1.97456e-16,0,0,0
0.00266667,0.316592,1.22036,300,1.60313e-17,-5.23818e-14,1.21737e-17,-2.39313e-17,-2.19066e-17,1.97448e-16,0,0,0
0.00273333,0.316592,1.22036,300,1.60306e-17,-5.23818e-14,1.21719e-17,-2.39313e-17,-2.18778e-17,1.97441e-16,0,0,0
0.0028,0.316592,1.22036,300,1.603e-17,-5.23818e-14,1.217e-17,-2.39313e-17,-2.1849e-17,1.97433e-16,0,0,0
0.00286667,0.316592,1.22036,300,1.60293e-17,-5.23818e-14,1.21681e-17,-2.39313e-17,-2.18201e-17,1.97425e-16,0,0,0
0.00293333,0.316592,1.22036,300,1.60287e-17,-5.23818e-14,1.21663e-17,-2.39313e-17,-2.17913e-17,1.97416e-16,0,0,0
0.003,0.316592,1.22036,300,1.6028e-17,-5.23818e-14,1.21644e-17,-2.39313e-17,-2.17625e-17,1.97408e-16,0,0,0
0.00306667,0.316592,1.22036,300,1.60273e-17,-5.23818e-14,1.21625e-17,-2.39313e-17,-2.17337e-17,1.97399e-16,0,0,0
0.00313333,0.316592,1.22036,300,1.60265e-17,-5.23817e-14,1.21607e-17,-2.39313e-17,-2.17049e-17,1.9739e-16,0,0,0
0.0032,0.316592,1.22036,300,1.60258e-17,-5.23817e-14,1.21588e-17,-2.39313e-17,-2.16761e-17,1.97381e-16,0,0,0
0.00326667,0.316592,1.22036,300,1.6025e-17,-5.23817e-14,1.2157e-17,-2.39313e-17,-2.16474e-17,1.97371e-16,0,0,0
0.00333333,0.316592,1.22036,300,1.60242e-17,-5.23817e-14,1.21551e-17,-2.39313e-17,-2.16186e-17,1.97362e-16,0,0,0
0.0034,0.316592,1.22036,300,1.60234e-17,-5.23817e-14,1.21532e-17,-2.39313e-17,-2.15899e-17,1.97352e-16,0,0,0
0.00346667,0.316592,1.22036,300,1.60226e-17,-5.23817e-14,1.21514e-17,-2.39313e-17,-2.15611e-17,1.97342e-16,0,0,0
0.00353333,0.316592,1.22036,300,1.60218e-17,-5.23817e-14,1.21495e-17,-2.39313e-17,-2.15324e-17,1.97332e-16,0,0,0
0.0036,0.316592,1.22036,300,1.60209e-17,-5.23817e-14,1.21476e-17,-2.39313e-17,-2.15037e-17,1.97321e-16,0,0,0
0.00366667,0.316592,1.22036,300,1.60201e-17,-5.23817e-14,1.21458e-17,-2.39313e-17,-2.1475e-17,1.9731e-16,0,0,0
0.00373333,0.316592,1.22036,300,1.60192e-17,-5.23816e-14,1.21439e-17,-2.39313e-17,-2.14463e-17,1.97299e-16,0,0,0
0.0038,0.316592,1.22036,300,1.60183e-17,-5.23815e-14,1.21421e-17,-2.39313e-17,-2.14176e-17,1.97288e-16,0,0,0
0.00386667,0.316592,1.22036,300,1.60174e-17,-5.23813e-14,1.21402e-17,-2.39313e-17,-2.13889e-17,1.97277e-16,0,0,0
0.00393333,0.316592,1.22036,300,1.60164e-17,-5.23808e-14,1.21383e-17,-2.39313e-17,-2.13602e-17,1.97265e-16,0,0,0
0.004,0.316592,1.22036,300,1.60155e-17,-5.23799e-14,1.21365e-17,-2.39313e-17,-2.13316e-17,1.97254e-16,0,0,0
0.00406667,0.316592,1.22036,300,1.60145e-17,-5.23779e-14,1.21346e-17,-2.39313e-17,-2.13029e-17,1.97242e-16,0,0,0
0.00413333,0.316592,1.22036,300,1.60135e-17,-5.2374e-14,1.21327e-17,-2.39313e-17,-2.12743e-17,1.9723e-16,0,0,0
0.0042,0.316592,1.22036,300,1.60125e-17,-5.23661e-14,1.21309e-17,-2.39313e-17,-2.12456e-17,1.97217e-16,0,0,0
0.00426667,0.316592,1.22036,300,1.60115e-17,-5.23501e-14,1.2129e-17,-2.39313e-17,-2.1217e-17,1.97205e-16,0,0,0
0.00433333,0.316592,1.22036,300,1.60105e-17,-5.23179e-14,1.21271e-17,-2.39313e-17,-2.11884e-17,1.97192e-16,0,0,0
0.0044,0.316592,1.22036,300,1.60094e-17,-5.22526e-14,1.21253e-17,-2.39313e-17,-2.11598e-17,1.97179e-16,0,0,0
0.00446667,0.316592,1.22036,300,1.60083e-17,-5.21207e-14,1.21234e-17,-2.39314e-17,-2.11312e-17,1.97166e-16,0,0,0
0.00453333,0.316592,1.22036,300,1.60072e-17,-5.18541e-14,1.21215e-17,-2.39314e-17,-2.11026e-17,1.97152e-16,0,0,0
