# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s], mtfd, htfd, Sm [kg/m3s], Sh [J/m3s], rho[kg/m3s], Mliquid
0,0.009,20,400,2.84829e-06,300,300.164,0.280908,0,0,0,0,679.979,3.76739e+09
2.90546e-06,0.00900082,20.0006,400.026,2.84775e-06,299.969,300.166,0.28091,-1.85714e-10,-10483.2,-2.03282e-06,0.00750289,680.005,3.76739e+09
5.81092e-06,0.00900163,19.9991,399.965,2.84721e-06,299.939,300.168,0.280912,-1.8533e-10,-10447.8,-2.02863e-06,0.00873576,680.031,3.76739e+09
8.71637e-06,0.00900245,19.9976,399.905,2.84667e-06,299.909,300.17,0.280914,-1.84949e-10,-10412.5,-2.02445e-06,0.00996444,680.057,3.76739e+09
1.16218e-05,0.00900326,19.9961,399.844,2.84613e-06,299.878,300.172,0.280916,-1.84569e-10,-10377.3,-2.02029e-06,0.0111889,680.083,3.76739e+09
1.45273e-05,0.00900408,19.9946,399.784,2.8456e-06,299.848,300.173,0.280918,-1.84191e-10,-10342.3,-2.01615e-06,0.0124093,680.108,3.76739e+09
1.74327e-05,0.0090049,19.9931,399.724,2.84506e-06,299.818,300.175,0.28092,-1.83815e-10,-10307.4,-2.01203e-06,0.0136255,680.134,3.76739e+09
2.03382e-05,0.00900571,19.9916,399.664,2.84453e-06,299.788,300.177,0.280922,-1.8344e-10,-10272.6,-2.00794e-06,0.0148375,680.159,3.76739e+09
2.32437e-05,0.00900653,19.9901,399.604,2.844e-06,299.758,300.179,0.280924,-1.83067e-10,-10237.9,-2.00386e-06,0.0160455,680.184,3.76739e+09
2.61491e-05,0.00900734,19.9886,399.544,2.84346e-06,299.729,300.181,0.280926,-1.82696e-10,-10203.4,-1.9998e-06,0.0172493,680.21,3.76739e+09
2.90546e-05,0.00900816,19.9871,399.485,2.84293e-06,299.699,300.183,0.280928,-1.82327e-10,-10169,-1.99575e-06,0.0184491,680.235,3.76739e+09
3.196e-05,0.00900898,19.9856,399.425,2.8424e-06,299.669,300.185,0.28093,-1.8196e-10,-10134.7,-1.99173e-06,0.0196448,680.26,3.76739e+09
3.48655e-05,0.00900979,19.9841,399.366,2.84187e-06,299.64,300.187,0.280932,-1.81594e-10,-10100.5,-1.98773e-06,0.0208365,680.285,3.76739e+09
3.7771e-05,0.00901061,19.9827,399.307,2.84135e-06,299.611,300.188,0.280934,-1.8123e-10,-10066.5,-1.98374e-06,0.0220241,680.31,3.76739e+09
