# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s], mtfd, htfd, Sm [kg/m3s], Sh [J/m3s], rho[kg/m3s], Mliquid
0,0.009,20,400,2.84829e-06,300,300.163,0.280931,0,0,0,0,679.979,3.76781e+09
2.90434e-06,0.00900082,20.0006,400.026,2.84775e-06,299.969,300.165,0.280933,-1.85714e-10,-10483.9,-2.03227e-06,0.00745141,680.005,3.76781e+09
5.80867e-06,0.00900163,19.9991,399.965,2.84721e-06,299.939,300.167,0.280935,-1.85331e-10,-10448.5,-2.02807e-06,0.00868303,680.031,3.76781e+09
8.71301e-06,0.00900245,19.9976,399.905,2.84667e-06,299.909,300.168,0.280937,-1.84949e-10,-10413.2,-2.0239e-06,0.00991046,680.057,3.76781e+09
1.16173e-05,0.00900326,19.9961,399.844,2.84614e-06,299.878,300.17,0.280939,-1.84569e-10,-10378,-2.01974e-06,0.0111337,680.083,3.76781e+09
1.45217e-05,0.00900408,19.9946,399.784,2.8456e-06,299.848,300.172,0.280941,-1.84191e-10,-10343,-2.01561e-06,0.0123528,680.108,3.76781e+09
1.7426e-05,0.00900489,19.9931,399.724,2.84506e-06,299.818,300.174,0.280943,-1.83815e-10,-10308.1,-2.01149e-06,0.0135678,680.134,3.76781e+09
2.03304e-05,0.00900571,19.9916,399.664,2.84453e-06,299.788,300.176,0.280945,-1.83441e-10,-10273.4,-2.00739e-06,0.0147786,680.159,3.76781e+09
2.32347e-05,0.00900653,19.9901,399.604,2.844e-06,299.758,300.178,0.280947,-1.83068e-10,-10238.7,-2.00332e-06,0.0159853,680.184,3.76781e+09
2.6139e-05,0.00900734,19.9886,399.544,2.84347e-06,299.729,300.18,0.280949,-1.82697e-10,-10204.2,-1.99926e-06,0.017188,680.21,3.76781e+09
2.90434e-05,0.00900816,19.9871,399.485,2.84294e-06,299.699,300.181,0.280951,-1.82328e-10,-10169.8,-1.99522e-06,0.0183865,680.235,3.76781e+09
3.19477e-05,0.00900897,19.9856,399.425,2.84241e-06,299.67,300.183,0.280953,-1.81961e-10,-10135.5,-1.9912e-06,0.019581,680.26,3.76781e+09
3.4852e-05,0.00900979,19.9841,399.366,2.84188e-06,299.64,300.185,0.280955,-1.81595e-10,-10101.4,-1.9872e-06,0.0207715,680.285,3.76781e+09
3.77564e-05,0.0090106,19.9827,399.307,2.84135e-06,299.611,300.187,0.280957,-1.81231e-10,-10067.3,-1.98322e-06,0.0219579,680.31,3.76781e+09
4.06607e-05,0.00901142,19.9812,399.248,2.84082e-06,299.582,300.189,0.280958,-1.80869e-10,-10033.5,-1.97925e-06,0.0231403,680.334,3.76781e+09
4.3565e-05,0.00901224,19.9797,399.189,2.8403e-06,299.552,300.191,0.28096,-1.80509e-10,-9999.67,-1.97531e-06,0.0243188,680.359,3.76781e+09
4.64694e-05,0.00901305,19.9782,399.13,2.83977e-06,299.523,300.193,0.280962,-1.8015e-10,-9966.02,-1.97138e-06,0.0254932,680.384,3.76781e+09
4.93737e-05,0.00901387,19.9768,399.072,2.83925e-06,299.494,300.194,0.280964,-1.79793e-10,-9932.49,-1.96747e-06,0.0266637,680.408,3.76781e+09
5.22781e-05,0.00901468,19.9753,399.013,2.83873e-06,299.466,300.196,0.280966,-1.79437e-10,-9899.07,-1.96358e-06,0.0278303,680.433,3.76781e+09
5.51824e-05,0.0090155,19.9739,398.955,2.83821e-06,299.437,300.198,0.280968,-1.79084e-10,-9865.78,-1.95971e-06,0.0289929,680.457,3.76781e+09
5.80867e-05,0.00901631,19.9724,398.897,2.83769e-06,299.408,300.2,0.28097,-1.78731e-10,-9832.61,-1.95586e-06,0.0301516,680.482,3.76781e+09
6.09911e-05,0.00901713,19.9709,398.839,2.83717e-06,299.38,300.202,0.280972,-1.78381e-10,-9799.56,-1.95202e-06,0.0313064,680.506,3.76781e+09
6.38954e-05,0.00901795,19.9695,398.781,2.83665e-06,299.351,300.204,0.280974,-1.78032e-10,-9766.62,-1.9482e-06,0.0324574,680.53,3.76781e+09
6.67997e-05,0.00901876,19.968,398.723,2.83613e-06,299.323,300.206,0.280976,-1.77685e-10,-9733.81,-1.9444e-06,0.0336044,680.554,3.76781e+09
6.97041e-05,0.00901958,19.9666,398.665,2.83562e-06,299.295,300.207,0.280978,-1.77339e-10,-9701.11,-1.94062e-06,0.0347477,680.578,3.76781e+09
7.26084e-05,0.00902039,19.9652,398.607,2.8351e-06,299.266,300.209,0.28098,-1.76995e-10,-9668.53,-1.93686e-06,0.035887,680.602,3.76781e+09
7.55127e-05,0.00902121,19.9637,398.55,2.83459e-06,299.238,300.211,0.280982,-1.76652e-10,-9636.06,-1.93311e-06,0.0370226,680.626,3.76781e+09
7.84171e-05,0.00902202,19.9623,398.492,2.83407e-06,299.21,300.213,0.280984,-1.76312e-10,-9603.72,-1.92938e-06,0.0381544,680.649,3.76781e+09
8.13214e-05,0.00902284,19.9608,398.435,2.83356e-06,299.182,300.215,0.280986,-1.75972e-10,-9571.48,-1.92566e-06,0.0392823,680.673,3.76781e+09
8.42257e-05,0.00902366,19.9594,398.378,2.83305e-06,299.155,300.217,0.280988,-1.75635e-10,-9539.37,-1.92197e-06,0.0404065,680.697,3.76781e+09
8.71301e-05,0.00902447,19.958,398.321,2.83254e-06,299.127,300.219,0.28099,-1.75298e-10,-9507.37,-1.91829e-06,0.041527,680.72,3.76781e+09
