# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s], mtfd, htfd, Sm [kg/m3s], Sh [J/m3s], rho[kg/m3s], Mliquid
0,0.009,20,400,2.84829e-06,300,300.074,0.3115,0,0,0,0,679.979,4.17859e+09
2.61284e-06,0.00900081,20.0008,400.032,2.8478e-06,299.972,300.075,0.311501,-1.85724e-10,-10531.6,-2.02774e-06,0.00391652,680.003,4.17859e+09
5.22569e-06,0.00900163,19.9994,399.977,2.84732e-06,299.945,300.076,0.311503,-1.85378e-10,-10500,-2.02395e-06,0.00499851,680.026,4.17859e+09
7.83853e-06,0.00900244,19.9981,399.923,2.84683e-06,299.917,300.077,0.311504,-1.85032e-10,-10468.5,-2.02018e-06,0.00607715,680.049,4.17859e+09
1.04514e-05,0.00900326,19.9967,399.868,2.84635e-06,299.89,300.078,0.311505,-1.84689e-10,-10437.1,-2.01643e-06,0.00715244,680.073,4.17859e+09
1.30642e-05,0.00900407,19.9954,399.814,2.84587e-06,299.863,300.079,0.311506,-1.84346e-10,-10405.8,-2.01269e-06,0.0082244,680.096,4.17859e+09
1.56771e-05,0.00900488,19.994,399.76,2.84539e-06,299.836,300.08,0.311507,-1.84006e-10,-10374.6,-2.00897e-06,0.00929304,680.119,4.17859e+09
1.82899e-05,0.0090057,19.9926,399.706,2.84491e-06,299.809,300.081,0.311508,-1.83666e-10,-10343.5,-2.00527e-06,0.0103584,680.142,4.17859e+09
2.09028e-05,0.00900651,19.9913,399.652,2.84443e-06,299.782,300.082,0.31151,-1.83328e-10,-10312.5,-2.00158e-06,0.0114204,680.165,4.17859e+09
2.35156e-05,0.00900732,19.99,399.598,2.84395e-06,299.755,300.083,0.311511,-1.82992e-10,-10281.6,-1.99791e-06,0.0124791,680.188,4.17859e+09
2.61284e-05,0.00900814,19.9886,399.544,2.84347e-06,299.728,300.084,0.311512,-1.82657e-10,-10250.8,-1.99425e-06,0.0135346,680.21,4.17859e+09
2.87413e-05,0.00900895,19.9873,399.491,2.84299e-06,299.701,300.085,0.311513,-1.82323e-10,-10220.1,-1.9906e-06,0.0145868,680.233,4.17859e+09
3.13541e-05,0.00900977,19.9859,399.437,2.84252e-06,299.674,300.086,0.311514,-1.81991e-10,-10189.5,-1.98698e-06,0.0156357,680.256,4.17859e+09
3.3967e-05,0.00901058,19.9846,399.384,2.84204e-06,299.648,300.087,0.311515,-1.8166e-10,-10159,-1.98336e-06,0.0166815,680.278,4.17859e+09
3.65798e-05,0.00901139,19.9833,399.331,2.84157e-06,299.621,300.088,0.311516,-1.8133e-10,-10128.6,-1.97977e-06,0.0177239,680.301,4.17859e+09
3.91927e-05,0.00901221,19.9819,399.277,2.84109e-06,299.595,300.089,0.311518,-1.81002e-10,-10098.3,-1.97618e-06,0.0187632,680.323,4.17859e+09
4.18055e-05,0.00901302,19.9806,399.224,2.84062e-06,299.568,300.09,0.311519,-1.80676e-10,-10068.1,-1.97262e-06,0.0197993,680.346,4.17859e+09
4.44184e-05,0.00901384,19.9793,399.171,2.84015e-06,299.542,300.09,0.31152,-1.8035e-10,-10038,-1.96906e-06,0.0208321,680.368,4.17859e+09
4.70312e-05,0.00901465,19.978,399.119,2.83968e-06,299.516,300.091,0.311521,-1.80026e-10,-10008,-1.96553e-06,0.0218618,680.39,4.17859e+09
