# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s], mtfd, htfd, Sm [kg/m3s], Sh [J/m3s], rho[kg/m3s], Mliquid
0,0.009,20,400,2.84829e-06,300,300.1,0.301166,0,0,0,0,679.979,4.03964e+09
2.70915e-06,0.00900082,20.0007,400.03,2.84779e-06,299.971,300.101,0.301167,-1.85719e-10,-10517.7,-2.03251e-06,0.00494475,680.004,4.03964e+09
5.4183e-06,0.00900163,19.9993,399.973,2.84728e-06,299.943,300.102,0.301168,-1.8536e-10,-10484.8,-2.02858e-06,0.00607734,680.028,4.03964e+09
8.12745e-06,0.00900245,19.9979,399.917,2.84678e-06,299.915,300.104,0.30117,-1.85003e-10,-10452.1,-2.02467e-06,0.0072063,680.052,4.03964e+09
1.08366e-05,0.00900326,19.9965,399.86,2.84628e-06,299.886,300.105,0.301171,-1.84647e-10,-10419.4,-2.02078e-06,0.00833164,680.076,4.03964e+09
1.35458e-05,0.00900408,19.9951,399.804,2.84578e-06,299.858,300.106,0.301173,-1.84293e-10,-10386.9,-2.0169e-06,0.00945337,680.1,4.03964e+09
1.62549e-05,0.00900489,19.9937,399.748,2.84528e-06,299.83,300.107,0.301174,-1.8394e-10,-10354.5,-2.01304e-06,0.0105715,680.124,4.03964e+09
1.89641e-05,0.00900571,19.9923,399.692,2.84478e-06,299.802,300.108,0.301176,-1.83589e-10,-10322.2,-2.0092e-06,0.0116861,680.148,4.03964e+09
2.16732e-05,0.00900653,19.9909,399.636,2.84428e-06,299.774,300.11,0.301177,-1.8324e-10,-10290,-2.00538e-06,0.0127971,680.171,4.03964e+09
2.43824e-05,0.00900734,19.9895,399.58,2.84379e-06,299.746,300.111,0.301178,-1.82892e-10,-10257.9,-2.00157e-06,0.0139046,680.195,4.03964e+09
2.70915e-05,0.00900816,19.9881,399.525,2.84329e-06,299.718,300.112,0.30118,-1.82545e-10,-10225.9,-1.99778e-06,0.0150085,680.219,4.03964e+09
2.98007e-05,0.00900897,19.9867,399.469,2.8428e-06,299.69,300.113,0.301181,-1.822e-10,-10194,-1.994e-06,0.0161089,680.242,4.03964e+09
3.25098e-05,0.00900979,19.9853,399.414,2.8423e-06,299.663,300.114,0.301183,-1.81857e-10,-10162.2,-1.99024e-06,0.0172058,680.266,4.03964e+09
3.5219e-05,0.00901061,19.984,399.358,2.84181e-06,299.635,300.116,0.301184,-1.81515e-10,-10130.6,-1.9865e-06,0.0182992,680.289,4.03964e+09
3.79281e-05,0.00901142,19.9826,399.303,2.84132e-06,299.608,300.117,0.301185,-1.81175e-10,-10099,-1.98277e-06,0.0193891,680.312,4.03964e+09
4.06373e-05,0.00901224,19.9812,399.248,2.84083e-06,299.58,300.118,0.301187,-1.80836e-10,-10067.6,-1.97906e-06,0.0204755,680.335,4.03964e+09
4.33464e-05,0.00901305,19.9798,399.193,2.84034e-06,299.553,300.119,0.301188,-1.80498e-10,-10036.2,-1.97537e-06,0.0215585,680.359,4.03964e+09
4.60556e-05,0.00901387,19.9784,399.138,2.83985e-06,299.526,300.121,0.30119,-1.80162e-10,-10005,-1.97169e-06,0.022638,680.382,4.03964e+09
4.87647e-05,0.00901468,19.9771,399.084,2.83936e-06,299.499,300.122,0.301191,-1.79827e-10,-9973.87,-1.96803e-06,0.0237141,680.405,4.03964e+09
5.14739e-05,0.0090155,19.9757,399.029,2.83888e-06,299.472,300.123,0.301192,-1.79494e-10,-9942.85,-1.96439e-06,0.0247868,680.428,4.03964e+09
5.4183e-05,0.00901632,19.9743,398.975,2.83839e-06,299.445,300.124,0.301194,-1.79163e-10,-9911.93,-1.96076e-06,0.0258561,680.45,4.03964e+09
5.68922e-05,0.00901713,19.973,398.92,2.8379e-06,299.418,300.125,0.301195,-1.78832e-10,-9881.11,-1.95714e-06,0.026922,680.473,4.03964e+09
5.96013e-05,0.00901795,19.9716,398.866,2.83742e-06,299.391,300.127,0.301197,-1.78504e-10,-9850.4,-1.95354e-06,0.0279845,680.496,4.03964e+09
6.23105e-05,0.00901876,19.9703,398.812,2.83694e-06,299.365,300.128,0.301198,-1.78176e-10,-9819.79,-1.94996e-06,0.0290437,680.518,4.03964e+09
6.50196e-05,0.00901958,19.9689,398.758,2.83645e-06,299.338,300.129,0.301199,-1.7785e-10,-9789.29,-1.94639e-06,0.0300994,680.541,4.03964e+09
