# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s], mtfd, htfd, Sm [kg/m3s], Sh [J/m3s], rho[kg/m3s], Mliquid
0,0.009,20,400,2.84829e-06,300,300.162,0.280813,0,0,0,0,679.979,3.76628e+09
2.90446e-06,0.00900082,20.0006,400.026,2.84775e-06,299.969,300.164,0.280815,-1.85714e-10,-10484.4,-2.03152e-06,0.00741028,680.005,3.76628e+09
5.80892e-06,0.00900163,19.9991,399.965,2.84721e-06,299.939,300.166,0.280817,-1.85331e-10,-10449,-2.02733e-06,0.00864109,680.031,3.76628e+09
8.71338e-06,0.00900245,19.9976,399.905,2.84667e-06,299.909,300.167,0.280819,-1.84949e-10,-10413.7,-2.02316e-06,0.00986772,680.057,3.76628e+09
1.16178e-05,0.00900326,19.9961,399.844,2.84614e-06,299.878,300.169,0.280821,-1.84569e-10,-10378.6,-2.019e-06,0.0110902,680.083,3.76628e+09
1.45223e-05,0.00900408,19.9946,399.784,2.8456e-06,299.848,300.171,0.280823,-1.84191e-10,-10343.6,-2.01487e-06,0.0123085,680.108,3.76628e+09
1.74268e-05,0.00900489,19.9931,399.724,2.84506e-06,299.818,300.173,0.280825,-1.83815e-10,-10308.7,-2.01075e-06,0.0135226,680.134,3.76628e+09
2.03312e-05,0.00900571,19.9916,399.664,2.84453e-06,299.788,300.175,0.280827,-1.83441e-10,-10273.9,-2.00666e-06,0.0147327,680.159,3.76628e+09
2.32357e-05,0.00900652,19.9901,399.604,2.844e-06,299.758,300.177,0.280829,-1.83068e-10,-10239.2,-2.00258e-06,0.0159386,680.184,3.76628e+09
2.61401e-05,0.00900734,19.9886,399.544,2.84347e-06,299.729,300.178,0.280831,-1.82697e-10,-10204.7,-1.99852e-06,0.0171405,680.21,3.76628e+09
2.90446e-05,0.00900815,19.9871,399.485,2.84294e-06,299.699,300.18,0.280833,-1.82328e-10,-10170.3,-1.99449e-06,0.0183382,680.235,3.76628e+09
3.1949e-05,0.00900897,19.9856,399.425,2.84241e-06,299.67,300.182,0.280835,-1.81961e-10,-10136.1,-1.99047e-06,0.019532,680.26,3.76628e+09
3.48535e-05,0.00900978,19.9841,399.366,2.84188e-06,299.64,300.184,0.280836,-1.81595e-10,-10101.9,-1.98647e-06,0.0207216,680.285,3.76628e+09
