# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s], mtfd, htfd, Sm [kg/m3s], Sh [J/m3s], rho[kg/m3s], Mliquid
0,0.009,20,400,2.84829e-06,300,300.163,0.28082,0,0,0,0,679.979,3.76609e+09
2.90514e-06,0.00900082,20.0006,400.026,2.84775e-06,299.969,300.165,0.280822,-1.85714e-10,-10483.9,-2.0319e-06,0.0074499,680.005,3.76609e+09
5.81028e-06,0.00900163,19.9991,399.965,2.84721e-06,299.939,300.167,0.280824,-1.8533e-10,-10448.5,-2.0277e-06,0.00868158,680.031,3.76609e+09
8.71541e-06,0.00900245,19.9976,399.905,2.84667e-06,299.909,300.168,0.280826,-1.84949e-10,-10413.2,-2.02353e-06,0.00990907,680.057,3.76609e+09
1.16206e-05,0.00900326,19.9961,399.844,2.84613e-06,299.878,300.17,0.280828,-1.84569e-10,-10378,-2.01937e-06,0.0111324,680.083,3.76609e+09
1.45257e-05,0.00900408,19.9946,399.784,2.8456e-06,299.848,300.172,0.280829,-1.84191e-10,-10343,-2.01523e-06,0.0123515,680.108,3.76609e+09
1.74308e-05,0.00900489,19.9931,399.724,2.84506e-06,299.818,300.174,0.280831,-1.83815e-10,-10308.1,-2.01112e-06,0.0135666,680.134,3.76609e+09
2.0336e-05,0.00900571,19.9916,399.664,2.84453e-06,299.788,300.176,0.280833,-1.8344e-10,-10273.3,-2.00702e-06,0.0147775,680.159,3.76609e+09
2.32411e-05,0.00900652,19.9901,399.604,2.844e-06,299.758,300.178,0.280835,-1.83068e-10,-10238.6,-2.00294e-06,0.0159842,680.184,3.76609e+09
2.61462e-05,0.00900734,19.9886,399.544,2.84346e-06,299.729,300.18,0.280837,-1.82697e-10,-10204.1,-1.99888e-06,0.0171869,680.21,3.76609e+09
2.90514e-05,0.00900816,19.9871,399.485,2.84293e-06,299.699,300.181,0.280839,-1.82327e-10,-10169.7,-1.99484e-06,0.0183855,680.235,3.76609e+09
3.19565e-05,0.00900897,19.9856,399.425,2.8424e-06,299.669,300.183,0.280841,-1.8196e-10,-10135.4,-1.99082e-06,0.0195801,680.26,3.76609e+09
3.48617e-05,0.00900979,19.9841,399.366,2.84188e-06,299.64,300.185,0.280843,-1.81594e-10,-10101.3,-1.98682e-06,0.0207706,680.285,3.76609e+09
3.77668e-05,0.0090106,19.9827,399.307,2.84135e-06,299.611,300.187,0.280845,-1.8123e-10,-10067.2,-1.98284e-06,0.0219571,680.31,3.76609e+09
4.06719e-05,0.00901142,19.9812,399.248,2.84082e-06,299.581,300.189,0.280847,-1.80868e-10,-10033.3,-1.97888e-06,0.0231396,680.335,3.76609e+09
4.35771e-05,0.00901223,19.9797,399.189,2.8403e-06,299.552,300.191,0.280849,-1.80507e-10,-9999.56,-1.97493e-06,0.0243181,680.359,3.76609e+09
4.64822e-05,0.00901305,19.9782,399.13,2.83977e-06,299.523,300.193,0.280851,-1.80148e-10,-9965.89,-1.971e-06,0.0254926,680.384,3.76609e+09
4.93873e-05,0.00901387,19.9768,399.071,2.83925e-06,299.494,300.194,0.280853,-1.79791e-10,-9932.35,-1.9671e-06,0.0266631,680.409,3.76609e+09
5.22925e-05,0.00901468,19.9753,399.013,2.83873e-06,299.465,300.196,0.280855,-1.79436e-10,-9898.93,-1.96321e-06,0.0278297,680.433,3.76609e+09
5.51976e-05,0.0090155,19.9738,398.955,2.8382e-06,299.437,300.198,0.280857,-1.79082e-10,-9865.63,-1.95933e-06,0.0289924,680.457,3.76609e+09
5.81028e-05,0.00901631,19.9724,398.896,2.83768e-06,299.408,300.2,0.280859,-1.7873e-10,-9832.45,-1.95548e-06,0.0301511,680.482,3.76609e+09
6.10079e-05,0.00901713,19.9709,398.838,2.83717e-06,299.379,300.202,0.280861,-1.78379e-10,-9799.39,-1.95164e-06,0.031306,680.506,3.76609e+09
6.3913e-05,0.00901794,19.9695,398.78,2.83665e-06,299.351,300.204,0.280863,-1.7803e-10,-9766.45,-1.94783e-06,0.032457,680.53,3.76609e+09
6.68182e-05,0.00901876,19.968,398.722,2.83613e-06,299.323,300.206,0.280865,-1.77683e-10,-9733.62,-1.94403e-06,0.0336041,680.554,3.76609e+09
6.97233e-05,0.00901957,19.9666,398.665,2.83561e-06,299.294,300.207,0.280867,-1.77337e-10,-9700.92,-1.94024e-06,0.0347473,680.578,3.76609e+09
7.26284e-05,0.00902039,19.9651,398.607,2.8351e-06,299.266,300.209,0.280869,-1.76993e-10,-9668.33,-1.93648e-06,0.0358867,680.602,3.76609e+09
7.55336e-05,0.00902121,19.9637,398.549,2.83458e-06,299.238,300.211,0.280871,-1.7665e-10,-9635.86,-1.93273e-06,0.0370223,680.626,3.76609e+09
7.84387e-05,0.00902202,19.9623,398.492,2.83407e-06,299.21,300.213,0.280873,-1.76309e-10,-9603.5,-1.929e-06,0.0381541,680.65,3.76609e+09
8.13439e-05,0.00902284,19.9608,398.435,2.83356e-06,299.182,300.215,0.280875,-1.7597e-10,-9571.26,-1.92529e-06,0.0392821,680.673,3.76609e+09
8.4249e-05,0.00902365,19.9594,398.378,2.83305e-06,299.154,300.217,0.280877,-1.75632e-10,-9539.14,-1.92159e-06,0.0404063,680.697,3.76609e+09
8.71541e-05,0.00902447,19.958,398.321,2.83254e-06,299.127,300.218,0.280879,-1.75296e-10,-9507.13,-1.91791e-06,0.0415268,680.72,3.76609e+09
9.00593e-05,0.00902528,19.9565,398.264,2.83203e-06,299.099,300.22,0.280881,-1.74961e-10,-9475.24,-1.91425e-06,0.0426435,680.744,3.76609e+09
9.29644e-05,0.0090261,19.9551,398.207,2.83152e-06,299.071,300.222,0.280883,-1.74628e-10,-9443.46,-1.9106e-06,0.0437565,680.767,3.76609e+09
9.58695e-05,0.00902692,19.9537,398.15,2.83101e-06,299.044,300.224,0.280885,-1.74296e-10,-9411.79,-1.90697e-06,0.0448658,680.79,3.76609e+09
9.87747e-05,0.00902773,19.9523,398.094,2.83051e-06,299.017,300.226,0.280887,-1.73966e-10,-9380.23,-1.90336e-06,0.0459713,680.814,3.76609e+09
0.00010168,0.00902855,19.9509,398.038,2.83e-06,298.989,300.228,0.280889,-1.73637e-10,-9348.79,-1.89977e-06,0.0470732,680.837,3.76609e+09
0.000104585,0.00902936,19.9495,397.981,2.8295e-06,298.962,300.23,0.280891,-1.7331e-10,-9317.46,-1.89619e-06,0.0481714,680.86,3.76609e+09
0.00010749,0.00903018,19.9481,397.925,2.82899e-06,298.935,300.231,0.280893,-1.72985e-10,-9286.24,-1.89263e-06,0.049266,680.883,3.76609e+09
0.000110395,0.00903099,19.9467,397.869,2.82849e-06,298.908,300.233,0.280895,-1.72661e-10,-9255.14,-1.88908e-06,0.0503569,680.905,3.76609e+09
0.0001133,0.00903181,19.9453,397.813,2.82799e-06,298.881,300.235,0.280896,-1.72338e-10,-9224.14,-1.88555e-06,0.0514442,680.928,3.76609e+09
0.000116206,0.00903262,19.9439,397.757,2.82749e-06,298.855,300.237,0.280898,-1.72017e-10,-9193.25,-1.88204e-06,0.0525278,680.951,3.76609e+09
0.000119111,0.00903344,19.9425,397.702,2.82699e-06,298.828,300.239,0.2809,-1.71697e-10,-9162.47,-1.87854e-06,0.0536079,680.974,3.76609e+09
0.000122016,0.00903426,19.9411,397.646,2.82649e-06,298.801,300.241,0.280902,-1.71379e-10,-9131.8,-1.87506e-06,0.0546844,680.996,3.76609e+09
0.000124921,0.00903507,19.9397,397.591,2.82599e-06,298.775,300.243,0.280904,-1.71062e-10,-9101.24,-1.87159e-06,0.0557573,681.019,3.76609e+09
0.000127826,0.00903589,19.9383,397.535,2.82549e-06,298.748,300.244,0.280906,-1.70747e-10,-9070.79,-1.86814e-06,0.0568266,681.041,3.76609e+09
0.000130731,0.0090367,19.9369,397.48,2.825e-06,298.722,300.246,0.280908,-1.70433e-10,-9040.45,-1.86471e-06,0.0578924,681.063,3.76609e+09
0.000133636,0.00903752,19.9355,397.425,2.8245e-06,298.696,300.248,0.28091,-1.7012e-10,-9010.21,-1.86129e-06,0.0589547,681.086,3.76609e+09
0.000136541,0.00903833,19.9341,397.37,2.82401e-06,298.669,300.25,0.280912,-1.69809e-10,-8980.08,-1.85788e-06,0.0600134,681.108,3.76609e+09
0.000139447,0.00903915,19.9328,397.315,2.82352e-06,298.643,300.252,0.280914,-1.695e-10,-8950.06,-1.85449e-06,0.0610687,681.13,3.76609e+09
0.000142352,0.00903997,19.9314,397.26,2.82302e-06,298.617,300.254,0.280916,-1.69191e-10,-8920.14,-1.85112e-06,0.0621205,681.152,3.76609e+09
0.000145257,0.00904078,19.93,397.206,2.82253e-06,298.591,300.256,0.280918,-1.68884e-10,-8890.33,-1.84776e-06,0.0631687,681.174,3.76609e+09
