# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s], mtfd, htfd, Sm [kg/m3s], Sh [J/m3s], rho[kg/m3s], Mliquid
0,0.009,20,400,2.84829e-06,300,300.164,0.280932,0,0,0,0,679.979,3.76761e+09
2.90555e-06,0.00900082,20.0006,400.026,2.84775e-06,299.969,300.166,0.280934,-1.85714e-10,-10483.1,-2.03301e-06,0.00751689,680.005,3.76761e+09
5.8111e-06,0.00900163,19.9991,399.965,2.84721e-06,299.939,300.168,0.280936,-1.8533e-10,-10447.6,-2.02881e-06,0.00875004,680.031,3.76761e+09
8.71666e-06,0.00900245,19.9976,399.905,2.84667e-06,299.909,300.17,0.280938,-1.84949e-10,-10412.3,-2.02463e-06,0.009979,680.057,3.76761e+09
1.16222e-05,0.00900326,19.9961,399.844,2.84613e-06,299.878,300.172,0.28094,-1.84569e-10,-10377.1,-2.02048e-06,0.0112038,680.083,3.76761e+09
1.45278e-05,0.00900408,19.9946,399.784,2.8456e-06,299.848,300.174,0.280942,-1.84191e-10,-10342.1,-2.01634e-06,0.0124244,680.108,3.76761e+09
1.74333e-05,0.0090049,19.9931,399.724,2.84506e-06,299.818,300.176,0.280944,-1.83815e-10,-10307.2,-2.01222e-06,0.0136409,680.134,3.76761e+09
2.03389e-05,0.00900571,19.9916,399.664,2.84453e-06,299.788,300.178,0.280946,-1.8344e-10,-10272.4,-2.00812e-06,0.0148532,680.159,3.76761e+09
2.32444e-05,0.00900653,19.9901,399.604,2.844e-06,299.758,300.179,0.280948,-1.83067e-10,-10237.7,-2.00404e-06,0.0160614,680.184,3.76761e+09
2.615e-05,0.00900734,19.9886,399.544,2.84346e-06,299.729,300.181,0.28095,-1.82696e-10,-10203.2,-1.99998e-06,0.0172656,680.21,3.76761e+09
2.90555e-05,0.00900816,19.9871,399.485,2.84293e-06,299.699,300.183,0.280952,-1.82327e-10,-10168.8,-1.99594e-06,0.0184656,680.235,3.76761e+09
3.19611e-05,0.00900898,19.9856,399.425,2.8424e-06,299.669,300.185,0.280954,-1.8196e-10,-10134.5,-1.99191e-06,0.0196616,680.26,3.76761e+09
3.48666e-05,0.00900979,19.9841,399.366,2.84187e-06,299.64,300.187,0.280956,-1.81594e-10,-10100.3,-1.98791e-06,0.0208536,680.285,3.76761e+09
3.77722e-05,0.00901061,19.9827,399.307,2.84135e-06,299.611,300.189,0.280958,-1.8123e-10,-10066.3,-1.98392e-06,0.0220415,680.31,3.76761e+09
4.06777e-05,0.00901142,19.9812,399.248,2.84082e-06,299.581,300.191,0.28096,-1.80868e-10,-10032.3,-1.97996e-06,0.0232254,680.335,3.76761e+09
4.35833e-05,0.00901224,19.9797,399.189,2.84029e-06,299.552,300.193,0.280962,-1.80507e-10,-9998.54,-1.97601e-06,0.0244053,680.359,3.76761e+09
4.64888e-05,0.00901306,19.9782,399.13,2.83977e-06,299.523,300.194,0.280964,-1.80148e-10,-9964.87,-1.97208e-06,0.0255812,680.384,3.76761e+09
4.93944e-05,0.00901387,19.9768,399.071,2.83925e-06,299.494,300.196,0.280966,-1.79791e-10,-9931.32,-1.96817e-06,0.0267531,680.409,3.76761e+09
5.22999e-05,0.00901469,19.9753,399.013,2.83872e-06,299.465,300.198,0.280968,-1.79435e-10,-9897.88,-1.96428e-06,0.0279211,680.433,3.76761e+09
5.52055e-05,0.0090155,19.9738,398.954,2.8382e-06,299.437,300.2,0.28097,-1.79081e-10,-9864.57,-1.9604e-06,0.0290852,680.457,3.76761e+09
5.8111e-05,0.00901632,19.9724,398.896,2.83768e-06,299.408,300.202,0.280971,-1.78729e-10,-9831.38,-1.95655e-06,0.0302454,680.482,3.76761e+09
6.10166e-05,0.00901714,19.9709,398.838,2.83716e-06,299.379,300.204,0.280973,-1.78379e-10,-9798.31,-1.95271e-06,0.0314016,680.506,3.76761e+09
6.39221e-05,0.00901795,19.9695,398.78,2.83665e-06,299.351,300.206,0.280975,-1.7803e-10,-9765.36,-1.94889e-06,0.032554,680.53,3.76761e+09
6.68277e-05,0.00901877,19.968,398.722,2.83613e-06,299.323,300.208,0.280977,-1.77682e-10,-9732.52,-1.94509e-06,0.0337025,680.554,3.76761e+09
6.97332e-05,0.00901959,19.9666,398.664,2.83561e-06,299.294,300.209,0.280979,-1.77336e-10,-9699.81,-1.9413e-06,0.0348471,680.578,3.76761e+09
7.26388e-05,0.0090204,19.9651,398.607,2.8351e-06,299.266,300.211,0.280981,-1.76992e-10,-9667.21,-1.93753e-06,0.0359879,680.602,3.76761e+09
7.55443e-05,0.00902122,19.9637,398.549,2.83458e-06,299.238,300.213,0.280983,-1.7665e-10,-9634.72,-1.93378e-06,0.0371249,680.626,3.76761e+09
7.84499e-05,0.00902203,19.9623,398.492,2.83407e-06,299.21,300.215,0.280985,-1.76309e-10,-9602.36,-1.93005e-06,0.038258,680.65,3.76761e+09
8.13554e-05,0.00902285,19.9608,398.435,2.83356e-06,299.182,300.217,0.280987,-1.75969e-10,-9570.11,-1.92634e-06,0.0393874,680.673,3.76761e+09
8.4261e-05,0.00902367,19.9594,398.377,2.83305e-06,299.154,300.219,0.280989,-1.75631e-10,-9537.97,-1.92264e-06,0.040513,680.697,3.76761e+09
8.71666e-05,0.00902448,19.958,398.32,2.83254e-06,299.127,300.221,0.280991,-1.75295e-10,-9505.95,-1.91896e-06,0.0416348,680.72,3.76761e+09
9.00721e-05,0.0090253,19.9565,398.264,2.83203e-06,299.099,300.223,0.280993,-1.7496e-10,-9474.05,-1.91529e-06,0.0427528,680.744,3.76761e+09
9.29777e-05,0.00902611,19.9551,398.207,2.83152e-06,299.071,300.224,0.280995,-1.74627e-10,-9442.26,-1.91164e-06,0.0438672,680.767,3.76761e+09
9.58832e-05,0.00902693,19.9537,398.15,2.83101e-06,299.044,300.226,0.280997,-1.74296e-10,-9410.58,-1.90801e-06,0.0449778,680.79,3.76761e+09
9.87888e-05,0.00902775,19.9523,398.094,2.8305e-06,299.017,300.228,0.280999,-1.73966e-10,-9379.01,-1.9044e-06,0.0460847,680.814,3.76761e+09
0.000101694,0.00902856,19.9509,398.037,2.83e-06,298.989,300.23,0.281001,-1.73637e-10,-9347.56,-1.9008e-06,0.0471879,680.837,3.76761e+09
0.0001046,0.00902938,19.9495,397.981,2.82949e-06,298.962,300.232,0.281003,-1.7331e-10,-9316.22,-1.89722e-06,0.0482875,680.86,3.76761e+09
0.000107505,0.00903019,19.9481,397.925,2.82899e-06,298.935,300.234,0.281005,-1.72984e-10,-9284.99,-1.89366e-06,0.0493833,680.883,3.76761e+09
0.000110411,0.00903101,19.9466,397.869,2.82849e-06,298.908,300.236,0.281007,-1.7266e-10,-9253.87,-1.89011e-06,0.0504756,680.905,3.76761e+09
0.000113317,0.00903183,19.9452,397.813,2.82799e-06,298.881,300.238,0.281009,-1.72337e-10,-9222.87,-1.88658e-06,0.0515642,680.928,3.76761e+09
0.000116222,0.00903264,19.9438,397.757,2.82749e-06,298.855,300.239,0.281011,-1.72016e-10,-9191.97,-1.88306e-06,0.0526492,680.951,3.76761e+09
0.000119128,0.00903346,19.9425,397.701,2.82699e-06,298.828,300.241,0.281013,-1.71697e-10,-9161.18,-1.87956e-06,0.0537305,680.974,3.76761e+09
0.000122033,0.00903427,19.9411,397.646,2.82649e-06,298.801,300.243,0.281015,-1.71378e-10,-9130.5,-1.87608e-06,0.0548083,680.996,3.76761e+09
0.000124939,0.00903509,19.9397,397.59,2.82599e-06,298.775,300.245,0.281017,-1.71062e-10,-9099.93,-1.87261e-06,0.0558825,681.019,3.76761e+09
0.000127844,0.00903591,19.9383,397.535,2.82549e-06,298.748,300.247,0.281019,-1.70746e-10,-9069.47,-1.86916e-06,0.0569532,681.041,3.76761e+09
0.00013075,0.00903672,19.9369,397.48,2.825e-06,298.722,300.249,0.281021,-1.70432e-10,-9039.11,-1.86572e-06,0.0580203,681.063,3.76761e+09
0.000133655,0.00903754,19.9355,397.425,2.8245e-06,298.696,300.251,0.281023,-1.7012e-10,-9008.87,-1.8623e-06,0.0590839,681.086,3.76761e+09
0.000136561,0.00903835,19.9341,397.37,2.82401e-06,298.669,300.252,0.281025,-1.69809e-10,-8978.73,-1.8589e-06,0.0601439,681.108,3.76761e+09
