# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s], mtfd, htfd, Sm [kg/m3s], Sh [J/m3s], rho[kg/m3s], Mliquid
0,0.009,20,400,2.84829e-06,300,300.056,0.328691,0,0,0,0,679.979,4.40893e+09
2.57114e-06,0.00900085,20.0008,400.033,2.84781e-06,299.973,300.057,0.328691,-1.85717e-10,-10540.8,-2.10529e-06,0.00332537,680.002,4.40893e+09
5.14229e-06,0.00900169,19.9995,399.979,2.84733e-06,299.946,300.058,0.328692,-1.85376e-10,-10509.7,-2.10142e-06,0.00442591,680.025,4.40893e+09
7.71343e-06,0.00900254,19.9981,399.925,2.84686e-06,299.919,300.059,0.328693,-1.85035e-10,-10478.7,-2.09756e-06,0.00552307,680.048,4.40893e+09
1.02846e-05,0.00900338,19.9968,399.872,2.84638e-06,299.892,300.059,0.328694,-1.84697e-10,-10447.9,-2.09372e-06,0.00661686,680.071,4.40893e+09
1.28557e-05,0.00900423,19.9955,399.818,2.84591e-06,299.865,300.06,0.328695,-1.8436e-10,-10417.1,-2.0899e-06,0.00770728,680.094,4.40893e+09
1.54269e-05,0.00900507,19.9941,399.765,2.84543e-06,299.838,300.061,0.328696,-1.84024e-10,-10386.4,-2.08609e-06,0.00879437,680.117,4.40893e+09
1.7998e-05,0.00900592,19.9928,399.712,2.84496e-06,299.811,300.062,0.328697,-1.83689e-10,-10355.9,-2.0823e-06,0.00987812,680.139,4.40893e+09
2.05691e-05,0.00900676,19.9915,399.659,2.84449e-06,299.785,300.062,0.328698,-1.83356e-10,-10325.4,-2.07853e-06,0.0109585,680.162,4.40893e+09
2.31403e-05,0.00900761,19.9901,399.606,2.84402e-06,299.758,300.063,0.328699,-1.83025e-10,-10295,-2.07477e-06,0.0120357,680.185,4.40893e+09
2.57114e-05,0.00900845,19.9888,399.553,2.84355e-06,299.732,300.064,0.3287,-1.82694e-10,-10264.8,-2.07102e-06,0.0131095,680.207,4.40893e+09
2.82826e-05,0.0090093,19.9875,399.5,2.84308e-06,299.705,300.065,0.328701,-1.82365e-10,-10234.6,-2.06729e-06,0.01418,680.229,4.40893e+09
3.08537e-05,0.00901014,19.9862,399.448,2.84261e-06,299.679,300.066,0.328702,-1.82038e-10,-10204.5,-2.06358e-06,0.0152473,680.252,4.40893e+09
3.34249e-05,0.00901099,19.9849,399.395,2.84214e-06,299.653,300.066,0.328703,-1.81711e-10,-10174.5,-2.05988e-06,0.0163113,680.274,4.40893e+09
3.5996e-05,0.00901183,19.9836,399.342,2.84167e-06,299.627,300.067,0.328704,-1.81387e-10,-10144.6,-2.0562e-06,0.017372,680.296,4.40893e+09
3.85672e-05,0.00901268,19.9822,399.29,2.84121e-06,299.601,300.068,0.328705,-1.81063e-10,-10114.9,-2.05253e-06,0.0184295,680.318,4.40893e+09
4.11383e-05,0.00901352,19.9809,399.238,2.84074e-06,299.575,300.069,0.328705,-1.80741e-10,-10085.2,-2.04888e-06,0.0194838,680.34,4.40893e+09
4.37094e-05,0.00901437,19.9796,399.186,2.84028e-06,299.549,300.069,0.328706,-1.8042e-10,-10055.6,-2.04524e-06,0.0205349,680.362,4.40893e+09
4.62806e-05,0.00901521,19.9783,399.134,2.83981e-06,299.523,300.07,0.328707,-1.801e-10,-10026.1,-2.04162e-06,0.0215828,680.384,4.40893e+09
4.88517e-05,0.00901606,19.977,399.082,2.83935e-06,299.497,300.071,0.328708,-1.79782e-10,-9996.66,-2.03801e-06,0.0226274,680.406,4.40893e+09
5.14229e-05,0.0090169,19.9757,399.03,2.83889e-06,299.471,300.072,0.328709,-1.79465e-10,-9967.35,-2.03442e-06,0.0236689,680.428,4.40893e+09
5.3994e-05,0.00901775,19.9744,398.978,2.83842e-06,299.446,300.072,0.32871,-1.79149e-10,-9938.13,-2.03084e-06,0.0247073,680.45,4.40893e+09
5.65652e-05,0.00901859,19.9731,398.927,2.83796e-06,299.42,300.073,0.328711,-1.78835e-10,-9909.01,-2.02727e-06,0.0257424,680.471,4.40893e+09
5.91363e-05,0.00901944,19.9719,398.875,2.8375e-06,299.395,300.074,0.328712,-1.78522e-10,-9879.98,-2.02372e-06,0.0267744,680.493,4.40893e+09
6.17074e-05,0.00902028,19.9706,398.824,2.83705e-06,299.369,300.075,0.328713,-1.7821e-10,-9851.04,-2.02019e-06,0.0278033,680.515,4.40893e+09
6.42786e-05,0.00902113,19.9693,398.772,2.83659e-06,299.344,300.076,0.328714,-1.779e-10,-9822.19,-2.01667e-06,0.0288291,680.536,4.40893e+09
6.68497e-05,0.00902197,19.968,398.721,2.83613e-06,299.319,300.076,0.328715,-1.7759e-10,-9793.44,-2.01316e-06,0.0298517,680.558,4.40893e+09
6.94209e-05,0.00902282,19.9667,398.67,2.83567e-06,299.293,300.077,0.328716,-1.77282e-10,-9764.78,-2.00967e-06,0.0308713,680.579,4.40893e+09
7.1992e-05,0.00902366,19.9654,398.619,2.83522e-06,299.268,300.078,0.328717,-1.76975e-10,-9736.21,-2.00619e-06,0.0318877,680.6,4.40893e+09
7.45632e-05,0.00902451,19.9642,398.568,2.83476e-06,299.243,300.079,0.328718,-1.7667e-10,-9707.73,-2.00273e-06,0.0329011,680.621,4.40893e+09
7.71343e-05,0.00902535,19.9629,398.517,2.83431e-06,299.218,300.079,0.328719,-1.76366e-10,-9679.34,-1.99928e-06,0.0339114,680.643,4.40893e+09
7.97055e-05,0.0090262,19.9616,398.466,2.83385e-06,299.193,300.08,0.328719,-1.76063e-10,-9651.04,-1.99584e-06,0.0349186,680.664,4.40893e+09
8.22766e-05,0.00902704,19.9604,398.416,2.8334e-06,299.169,300.081,0.32872,-1.75761e-10,-9622.83,-1.99242e-06,0.0359228,680.685,4.40893e+09
8.48477e-05,0.00902789,19.9591,398.365,2.83295e-06,299.144,300.082,0.328721,-1.7546e-10,-9594.71,-1.98902e-06,0.036924,680.706,4.40893e+09
8.74189e-05,0.00902873,19.9578,398.315,2.8325e-06,299.119,300.083,0.328722,-1.75161e-10,-9566.68,-1.98562e-06,0.0379221,680.727,4.40893e+09
8.999e-05,0.00902958,19.9566,398.264,2.83205e-06,299.095,300.083,0.328723,-1.74863e-10,-9538.74,-1.98224e-06,0.0389173,680.747,4.40893e+09
9.25612e-05,0.00903042,19.9553,398.214,2.8316e-06,299.07,300.084,0.328724,-1.74566e-10,-9510.89,-1.97887e-06,0.0399094,680.768,4.40893e+09
9.51323e-05,0.00903127,19.954,398.164,2.83115e-06,299.046,300.085,0.328725,-1.7427e-10,-9483.13,-1.97552e-06,0.0408985,680.789,4.40893e+09
9.77035e-05,0.00903211,19.9528,398.114,2.8307e-06,299.021,300.086,0.328726,-1.73975e-10,-9455.46,-1.97218e-06,0.0418847,680.81,4.40893e+09
0.000100275,0.00903296,19.9515,398.064,2.83025e-06,298.997,300.086,0.328727,-1.73682e-10,-9427.87,-1.96886e-06,0.0428678,680.83,4.40893e+09
0.000102846,0.0090338,19.9503,398.014,2.82981e-06,298.973,300.087,0.328728,-1.73389e-10,-9400.37,-1.96554e-06,0.043848,680.851,4.40893e+09
0.000105417,0.00903465,19.949,397.964,2.82936e-06,298.949,300.088,0.328729,-1.73098e-10,-9372.96,-1.96224e-06,0.0448253,680.871,4.40893e+09
