250,902.084,2.56909,365363
251,901.385,2.85905,365136
252,900.686,3.17834,364907
253,899.987,3.52957,364677
254,899.286,3.91555,364445
255,898.585,4.33929,364212
256,897.884,4.80402,363977
257,897.182,5.31321,363741
258,896.479,5.8706,363503
259,895.776,6.48015,363263
260,895.072,7.14614,363022
261,894.367,7.87311,362780
262,893.662,8.66593,362536
263,892.957,9.5298,362290
264,892.25,10.4702,362043
265,891.543,11.4931,361794
266,890.836,12.6048,361544
267,890.127,13.8118,361292
268,889.419,15.1214,361039
269,888.709,16.541,360784
270,887.999,18.0786,360527
271,887.288,19.7427,360269
272,886.577,21.5422,360010
273,885.865,23.4867,359748
274,885.152,25.5861,359486
275,884.439,27.8512,359221
276,883.725,30.2931,358955
277,883.011,32.9236,358688
278,882.295,35.7553,358419
279,881.58,38.8012,358148
280,880.863,42.0753,357876
281,880.146,45.5921,357602
282,879.428,49.367,357326
283,878.71,53.4161,357049
284,877.99,57.7564,356771
285,877.271,62.4056,356490
286,876.55,67.3824,356208
287,875.829,72.7064,355925
288,875.107,78.3981,355640
289,874.384,84.4789,355353
290,873.661,90.9714,355065
291,872.937,97.899,354775
292,872.213,105.286,354483
293,871.487,113.159,354190
294,870.762,121.544,353895
295,870.035,130.47,353598
296,869.307,139.964,353300
297,868.579,150.059,353000
298,867.851,160.785,352699
299,867.121,172.176,352396
300,866.391,184.265,352091
301,865.66,197.09,351784
302,864.928,210.686,351476
303,864.196,225.092,351167
304,863.463,240.35,350855
305,862.729,256.499,350542
306,861.995,273.584,350227
307,861.259,291.65,349911
308,860.523,310.742,349593
309,859.787,330.908,349273
310,859.049,352.2,348951
311,858.311,374.668,348628
312,857.572,398.366,348303
313,856.832,423.349,347977
314,856.092,449.674,347648
315,855.35,477.4,347318
316,854.608,506.588,346987
317,853.866,537.301,346653
318,853.122,569.604,346318
319,852.378,603.564,345981
320,851.633,639.25,345643
321,850.887,676.734,345303
322,850.14,716.087,344961
323,849.393,757.387,344617
324,848.645,800.711,344272
325,847.896,846.139,343924
326,847.146,893.754,343576
327,846.395,943.639,343225
328,845.644,995.882,342873
329,844.892,1050.57,342518
330,844.139,1107.8,342163
331,843.385,1167.67,341805
332,842.63,1230.26,341445
333,841.875,1295.69,341084
334,841.118,1364.04,340721
335,840.361,1435.44,340357
336,839.603,1509.97,339990
337,838.844,1587.77,339622
338,838.085,1668.92,339252
339,837.324,1753.56,338880
340,836.563,1841.8,338507
341,835.801,1933.75,338131
342,835.037,2029.55,337754
343,834.274,2129.32,337375
344,833.509,2233.18,336995
345,832.743,2341.28,336612
346,831.977,2453.74,336228
347,831.209,2570.71,335842
348,830.441,2692.32,335454
349,829.672,2818.71,335064
350,828.902,2950.04,334672
351,828.131,3086.45,334279
352,827.359,3228.1,333884
353,826.586,3375.14,333487
354,825.812,3527.72,333088
355,825.038,3686.02,332687
356,824.262,3850.2,332284
357,823.486,4020.41,331880
358,822.708,4196.85,331474
359,821.93,4379.67,331066
360,821.151,4569.05,330656
361,820.371,4765.18,330244
362,819.59,4968.24,329830
363,818.808,5178.42,329415
364,818.025,5395.9,328997
365,817.241,5620.87,328578
366,816.456,5853.54,328157
367,815.67,6094.11,327734
368,814.883,6342.76,327309
369,814.095,6599.72,326882
370,813.306,6865.19,326454
371,812.516,7139.38,326023
372,811.726,7422.5,325591
373,810.934,7714.78,325156
374,810.141,8016.43,324720
375,809.347,8327.69,324282
376,808.552,8648.77,323842
377,807.756,8979.91,323400
378,806.96,9321.34,322956
379,806.162,9673.3,322510
380,805.363,10036,322062
381,804.563,10409.8,321612
382,803.762,10794.8,321161
383,802.96,11191.3,320707
384,802.156,11599.6,320252
385,801.352,12019.9,319794
386,800.547,12452.5,319335
387,799.741,12897.7,318873
388,798.933,13355.6,318410
389,798.125,13826.7,317945
390,797.315,14311,317478
391,796.504,14809,317008
392,795.692,15321,316537
393,794.879,15847.1,316064
394,794.065,16387.6,315589
395,793.25,16943,315112
396,792.434,17513.4,314633
397,791.616,18099.1,314151
398,790.798,18700.5,313668
399,789.978,19317.8,313183
400,789.157,19951.3,312696
401,788.335,20601.5,312207
402,787.512,21268.4,311716
403,786.688,21952.6,311223
404,785.862,22654.2,310727
405,785.035,23373.6,310230
406,784.207,24111.2,309731
407,783.378,24867.2,309230
408,782.548,25642,308726
409,781.716,26435.9,308221
410,780.883,27249.2,307713
411,780.049,28082.3,307204
412,779.214,28935.5,306692
413,778.377,29809.2,306179
414,777.54,30703.7,305663
415,776.701,31619.3,305145
416,775.86,32556.4,304626
417,775.019,33515.3,304104
418,774.176,34496.5,303580
419,773.332,35500.2,303054
420,772.486,36526.8,302525
421,771.639,37576.7,301995
422,770.791,38650.3,301463
423,769.942,39747.8,300928
424,769.091,40869.8,300392
425,768.239,42016.5,299853
426,767.386,43188.4,299312
427,766.531,44385.7,298769
428,765.675,45609,298224
429,764.817,46858.6,297677
430,763.958,48134.8,297127
431,763.098,49438.1,296576
432,762.237,50768.8,296022
433,761.373,52127.4,295466
434,760.509,53514.2,294908
435,759.643,54929.7,294348
436,758.776,56374.2,293786
437,757.907,57848.2,293221
438,757.037,59352,292655
439,756.165,60886.1,292086
440,755.292,62450.9,291515
441,754.417,64046.8,290941
442,753.541,65674.2,290366
443,752.663,67333.5,289788
444,751.784,69025.1,289208
445,750.903,70749.6,288626
446,750.021,72507.2,288042
447,749.137,74298.5,287455
448,748.252,76123.8,286866
449,747.365,77983.7,286275
450,746.477,79878.4,285682
451,745.587,81808.6,285086
452,744.695,83774.5,284488
453,743.802,85776.8,283888
454,742.907,87815.7,283286
455,742.01,89891.7,282681
456,741.112,92005.4,282074
457,740.212,94157.1,281465
458,739.311,96347.3,280853
459,738.408,98576.5,280239
460,737.503,100845,279623
461,736.596,103154,279005
462,735.688,105502,278384
463,734.778,107892,277761
464,733.867,110323,277135
465,732.953,112796,276507
466,732.038,115311,275877
467,731.121,117868,275245
468,730.202,120469,274610
469,729.282,123114,273973
470,728.359,125802,273333
471,727.435,128535,272691
472,726.509,131314,272046
473,725.581,134138,271400
474,724.651,137008,270750
475,723.72,139925,270099
476,722.786,142888,269445
477,721.851,145900,268788
478,720.913,148959,268130
479,719.974,152067,267468
480,719.033,155224,266804
481,718.089,158431,266138
482,717.144,161688,265469
483,716.197,164995,264798
484,715.248,168354,264125
485,714.296,171764,263449
486,713.343,175226,262770
487,712.387,178742,262089
488,711.43,182310,261405
489,710.47,185932,260719
490,709.509,189609,260030
491,708.545,193340,259339
492,707.579,197126,258645
493,706.611,200969,257949
494,705.64,204868,257250
495,704.668,208824,256549
496,703.693,212837,255845
497,702.716,216909,255138
498,701.736,221039,254429
499,700.755,225228,253717
500,699.771,229477,253003
