250,810.716,0.0379652,296170
251,810.125,0.043277,295868
252,809.533,0.0492708,295566
253,808.94,0.0560261,295263
254,808.347,0.0636306,294960
255,807.754,0.0721811,294657
256,807.159,0.0817842,294353
257,806.565,0.0925572,294049
258,805.97,0.104629,293745
259,805.374,0.118141,293440
260,804.778,0.133249,293134
261,804.181,0.150122,292829
262,803.583,0.168948,292523
263,802.986,0.189929,292216
264,802.387,0.213288,291909
265,801.788,0.239268,291602
266,801.188,0.268134,291294
267,800.588,0.300174,290986
268,799.988,0.335701,290678
269,799.386,0.375056,290369
270,798.785,0.418611,290060
271,798.182,0.466766,289750
272,797.579,0.519958,289440
273,796.976,0.578658,289130
274,796.372,0.643378,288819
275,795.767,0.714669,288507
276,795.162,0.793128,288196
277,794.556,0.8794,287884
278,793.95,0.974178,287571
279,793.343,1.07821,287258
280,792.735,1.1923,286945
281,792.127,1.31733,286631
282,791.518,1.45421,286317
283,790.909,1.60395,286002
284,790.299,1.76763,285687
285,789.688,1.94639,285372
286,789.077,2.14147,285056
287,788.466,2.3542,284740
288,787.853,2.58599,284423
289,787.24,2.83835,284106
290,786.627,3.11289,283788
291,786.013,3.41135,283470
292,785.398,3.73556,283151
293,784.782,4.08749,282833
294,784.166,4.46923,282513
295,783.55,4.883,282193
296,782.933,5.33117,281873
297,782.315,5.81626,281552
298,781.696,6.34095,281231
299,781.077,6.90808,280910
300,780.457,7.52066,280588
301,779.837,8.1819,280265
302,779.216,8.89517,279942
303,778.594,9.66408,279619
304,777.972,10.4924,279295
305,777.349,11.3842,278971
306,776.725,12.3437,278646
307,776.101,13.3754,278321
308,775.476,14.484,277995
309,774.85,15.6745,277669
310,774.224,16.9523,277342
311,773.597,18.3228,277015
312,772.969,19.7919,276688
313,772.341,21.3659,276359
314,771.712,23.0511,276031
315,771.083,24.8545,275702
316,770.452,26.7831,275372
317,769.821,28.8446,275042
318,769.19,31.0469,274712
319,768.557,33.3982,274381
320,767.924,35.9073,274050
321,767.291,38.5834,273718
322,766.656,41.436,273385
323,766.021,44.4751,273052
324,765.385,47.7112,272719
325,764.749,51.1554,272385
326,764.111,54.8192,272051
327,763.473,58.7145,271716
328,762.835,62.8539,271380
