250,777.847,0.11935,373797
251,777.182,0.135682,373424
252,776.516,0.154057,373051
253,775.85,0.174709,372677
254,775.183,0.197891,372302
255,774.516,0.223883,371927
256,773.848,0.252992,371551
257,773.179,0.285556,371175
258,772.51,0.321943,370798
259,771.841,0.362558,370421
260,771.17,0.407842,370043
261,770.499,0.458278,369664
262,769.828,0.514392,369285
263,769.156,0.576759,368905
264,768.483,0.646002,368525
265,767.809,0.722803,368144
266,767.135,0.807898,367763
267,766.461,0.902091,367381
268,765.786,1.00625,366999
269,765.11,1.12132,366615
270,764.433,1.24832,366232
271,763.756,1.38836,365847
272,763.078,1.54262,365463
273,762.4,1.71239,365077
274,761.721,1.89908,364691
275,761.041,2.10416,364304
276,760.361,2.32926,363917
277,759.68,2.57611,363529
278,758.998,2.84658,363141
279,758.316,3.14268,362752
280,757.633,3.46654,362362
281,756.949,3.82049,361972
282,756.265,4.20699,361581
283,755.58,4.62869,361189
284,754.894,5.08843,360797
285,754.208,5.58923,360404
286,753.521,6.13433,360011
287,752.833,6.72719,359617
288,752.145,7.37149,359222
289,751.456,8.07115,358827
290,750.766,8.83036,358431
291,750.076,9.65358,358035
292,749.385,10.5455,357637
293,748.693,11.5113,357240
294,748,12.5561,356841
295,747.307,13.6858,356442
296,746.613,14.9063,356042
297,745.919,16.224,355642
298,745.223,17.6457,355241
299,744.527,19.1785,354839
300,743.831,20.83,354437
301,743.133,22.6082,354033
302,742.435,24.5216,353630
303,741.736,26.5791,353225
304,741.036,28.7902,352820
305,740.336,31.1648,352414
306,739.635,33.7133,352008
307,738.933,36.4469,351601
308,738.23,39.3771,351193
309,737.527,42.5162,350784
310,736.823,45.877,350375
311,736.118,49.4732,349965
312,735.412,53.3188,349554
313,734.706,57.4288,349143
314,733.999,61.8189,348731
315,733.291,66.5055,348318
316,732.582,71.5057,347905
317,731.873,76.8376,347491
318,731.162,82.5201,347076
319,730.451,88.573,346660
320,729.739,95.0168,346244
321,729.027,101.873,345827
322,728.313,109.165,345409
323,727.599,116.915,344990
324,726.884,125.148,344571
325,726.168,133.891,344151
326,725.451,143.169,343730
327,724.734,153.011,343308
328,724.016,163.446,342886
329,723.296,174.504,342463
330,722.577,186.216,342039
331,721.856,198.616,341615
332,721.134,211.737,341189
333,720.412,225.615,340763
334,719.688,240.287,340336
335,718.964,255.791,339908
336,718.239,272.167,339480
337,717.513,289.456,339051
338,716.786,307.701,338621
339,716.059,326.946,338190
340,715.33,347.238,337758
341,714.601,368.623,337326
342,713.871,391.152,336892
343,713.14,414.875,336458
344,712.408,439.845,336023
345,711.675,466.116,335587
346,710.941,493.747,335151
347,710.206,522.794,334713
348,709.471,553.319,334275
349,708.734,585.383,333836
350,707.997,619.051,333396
351,707.258,654.39,332955
352,706.519,691.468,332514
353,705.779,730.356,332071
354,705.038,771.127,331628
355,704.295,813.856,331184
356,703.552,858.621,330739
357,702.808,905.501,330293
358,702.063,954.579,329846
359,701.317,1005.94,329398
360,700.57,1059.67,328949
361,699.823,1115.85,328500
362,699.074,1174.59,328050
363,698.324,1235.98,327598
364,697.573,1300.1,327146
365,696.821,1367.07,326693
366,696.068,1436.98,326239
367,695.315,1509.95,325784
368,694.56,1586.07,325328
369,693.804,1665.46,324871
370,693.047,1748.24,324413
371,692.289,1834.51,323955
372,691.53,1924.4,323495
373,690.77,2018.04,323034
374,690.009,2115.54,322573
375,689.247,2217.04,322110
376,688.484,2322.67,321647
377,687.719,2432.56,321182
378,686.954,2546.85,320717
379,686.188,2665.69,320250
380,685.42,2789.21,319783
381,684.652,2917.57,319314
382,683.882,3050.91,318845
383,683.111,3189.39,318374
384,682.339,3333.17,317903
385,681.566,3482.41,317430
386,680.792,3637.27,316957
387,680.017,3797.92,316482
388,679.241,3964.54,316007
389,678.463,4137.29,315530
390,677.685,4316.37,315052
391,676.905,4501.94,314574
392,676.124,4694.2,314094
393,675.342,4893.34,313613
394,674.558,5099.54,313131
395,673.774,5313.01,312648
396,672.988,5533.95,312164
397,672.201,5762.56,311678
398,671.413,5999.04,311192
399,670.624,6243.63,310705
400,669.833,6496.51,310216
401,669.041,6757.93,309726
402,668.248,7028.1,309236
403,667.454,7307.25,308744
404,666.658,7595.61,308250
405,665.862,7893.41,307756
406,665.063,8200.91,307261
407,664.264,8518.33,306764
408,663.463,8845.93,306266
409,662.662,9183.97,305767
410,661.858,9532.68,305267
411,661.054,9892.35,304766
412,660.248,10263.2,304263
413,659.441,10645.6,303760
414,658.632,11039.7,303255
415,657.822,11445.8,302748
416,657.011,11864.2,302241
417,656.198,12295.2,301732
418,655.384,12739.2,301222
419,654.569,13196.2,300711
420,653.752,13666.8,300199
421,652.934,14151.1,299685
422,652.114,14649.5,299170
423,651.293,15162.3,298653
424,650.471,15689.8,298136
425,649.647,16232.3,297617
426,648.822,16790.1,297096
427,647.995,17363.6,296575
428,647.167,17953.2,296052
429,646.337,18559,295528
430,645.505,19181.5,295002
431,644.673,19821.1,294475
432,643.838,20478,293946
433,643.003,21152.7,293417
434,642.165,21845.4,292885
435,641.326,22556.6,292353
436,640.486,23286.5,291819
437,639.644,24035.7,291283
438,638.8,24804.4,290746
439,637.955,25593,290208
440,637.108,26402,289668
441,636.26,27231.6,289127
442,635.41,28082.4,288584
443,634.558,28954.6,288040
444,633.705,29848.7,287494
445,632.85,30765.1,286947
446,631.993,31704.2,286398
447,631.135,32666.5,285848
448,630.274,33652.3,285296
449,629.413,34662,284742
450,628.549,35696.1,284187
451,627.684,36755,283631
452,626.817,37839.2,283072
453,625.948,38949.1,282513
454,625.077,40085.1,281951
455,624.205,41247.7,281388
456,623.33,42437.4,280823
457,622.454,43654.5,280257
458,621.576,44899.6,279689
459,620.697,46173.1,279119
460,619.815,47475.5,278548
461,618.931,48807.2,277975
462,618.046,50168.8,277400
463,617.159,51560.8,276823
464,616.269,52983.5,276245
465,615.378,54437.6,275665
466,614.485,55923.5,275083
467,613.589,57441.7,274499
468,612.692,58992.7,273913
469,611.793,60577,273326
470,610.892,62195.1,272737
471,609.988,63847.6,272146
472,609.083,65535,271553
473,608.175,67257.8,270958
474,607.266,69016.5,270361
475,606.354,70811.7,269762
476,605.44,72643.9,269162
477,604.524,74513.6,268559
478,603.606,76421.5,267954
479,602.685,78368,267348
480,601.762,80353.7,266739
481,600.837,82379.2,266128
482,599.91,84445.1,265516
483,598.981,86551.8,264901
484,598.049,88700.1,264284
485,597.115,90890.4,263665
486,596.178,93123.4,263044
487,595.239,95399.6,262421
488,594.298,97719.6,261796
489,593.354,100084,261168
490,592.408,102494,260538
491,591.459,104949,259906
492,590.508,107450,259272
493,589.555,109998,258635
494,588.598,112594,257997
495,587.64,115238,257355
496,586.678,117931,256712
497,585.714,120672,256066
498,584.748,123464,255418
499,583.779,126307,254767
500,582.807,129201,254114
