# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s], mtfd, htfd, Sm [kg/m3s], Sh [J/m3s], rho[kg/m3s], Mliquid
0,0.009,20,400,2.84829e-06,300,300.092,0.314038,0,0,0,0,679.979,8.42125e+08
2.77868e-06,0.00900087,20.0007,400.028,2.84777e-06,299.971,300.094,0.314039,-1.85696e-10,-10519.9,-4.34528e-07,0.00100233,680.004,8.42125e+08
5.55737e-06,0.00900174,19.9993,399.97,2.84726e-06,299.941,300.095,0.31404,-1.85327e-10,-10486.2,-4.33666e-07,0.00125073,680.029,8.42125e+08
8.33605e-06,0.00900262,19.9978,399.912,2.84674e-06,299.912,300.096,0.314042,-1.84961e-10,-10452.6,-4.32808e-07,0.00149831,680.054,8.42125e+08
1.11147e-05,0.00900349,19.9964,399.855,2.84623e-06,299.883,300.097,0.314043,-1.84596e-10,-10419.1,-4.31954e-07,0.00174508,680.078,8.42125e+08
1.38934e-05,0.00900436,19.9949,399.797,2.84572e-06,299.854,300.098,0.314044,-1.84233e-10,-10385.7,-4.31104e-07,0.00199103,680.103,8.42125e+08
1.66721e-05,0.00900523,19.9935,399.739,2.8452e-06,299.825,300.1,0.314046,-1.83871e-10,-10352.5,-4.30258e-07,0.00223617,680.127,8.42125e+08
1.94508e-05,0.00900611,19.992,399.682,2.84469e-06,299.797,300.101,0.314047,-1.83511e-10,-10319.3,-4.29416e-07,0.00248051,680.152,8.42125e+08
2.22295e-05,0.00900698,19.9906,399.625,2.84418e-06,299.768,300.102,0.314048,-1.83153e-10,-10286.3,-4.28577e-07,0.00272404,680.176,8.42125e+08
2.50082e-05,0.00900785,19.9892,399.567,2.84367e-06,299.739,300.103,0.31405,-1.82796e-10,-10253.4,-4.27742e-07,0.00296677,680.2,8.42125e+08
2.77868e-05,0.00900872,19.9878,399.51,2.84317e-06,299.711,300.105,0.314051,-1.82441e-10,-10220.6,-4.26911e-07,0.00320871,680.225,8.42125e+08
3.05655e-05,0.0090096,19.9863,399.454,2.84266e-06,299.683,300.106,0.314053,-1.82087e-10,-10187.9,-4.26084e-07,0.00344986,680.249,8.42125e+08
3.33442e-05,0.00901047,19.9849,399.397,2.84215e-06,299.654,300.107,0.314054,-1.81735e-10,-10155.4,-4.2526e-07,0.00369021,680.273,8.42125e+08
3.61229e-05,0.00901134,19.9835,399.34,2.84165e-06,299.626,300.108,0.314055,-1.81385e-10,-10122.9,-4.2444e-07,0.00392977,680.297,8.42125e+08
3.89016e-05,0.00901221,19.9821,399.283,2.84114e-06,299.598,300.11,0.314057,-1.81036e-10,-10090.6,-4.23624e-07,0.00416855,680.321,8.42125e+08
4.16803e-05,0.00901309,19.9807,399.227,2.84064e-06,299.57,300.111,0.314058,-1.80688e-10,-10058.4,-4.22811e-07,0.00440655,680.344,8.42125e+08
4.44589e-05,0.00901396,19.9793,399.171,2.84014e-06,299.542,300.112,0.314059,-1.80343e-10,-10026.2,-4.22002e-07,0.00464378,680.368,8.42125e+08
4.72376e-05,0.00901483,19.9779,399.115,2.83964e-06,299.514,300.113,0.314061,-1.79998e-10,-9994.24,-4.21196e-07,0.00488022,680.392,8.42125e+08
5.00163e-05,0.0090157,19.9764,399.058,2.83914e-06,299.486,300.115,0.314062,-1.79656e-10,-9962.35,-4.20394e-07,0.0051159,680.415,8.42125e+08
5.2795e-05,0.00901658,19.975,399.002,2.83864e-06,299.459,300.116,0.314063,-1.79315e-10,-9930.56,-4.19596e-07,0.0053508,680.439,8.42125e+08
5.55737e-05,0.00901745,19.9736,398.947,2.83814e-06,299.431,300.117,0.314065,-1.78975e-10,-9898.89,-4.18801e-07,0.00558494,680.462,8.42125e+08
5.83524e-05,0.00901832,19.9723,398.891,2.83764e-06,299.403,300.118,0.314066,-1.78637e-10,-9867.33,-4.1801e-07,0.00581832,680.486,8.42125e+08
6.1131e-05,0.00901919,19.9709,398.835,2.83715e-06,299.376,300.119,0.314068,-1.783e-10,-9835.88,-4.17222e-07,0.00605093,680.509,8.42125e+08
6.39097e-05,0.00902006,19.9695,398.78,2.83665e-06,299.349,300.121,0.314069,-1.77965e-10,-9804.53,-4.16438e-07,0.00628279,680.532,8.42125e+08
6.66884e-05,0.00902094,19.9681,398.724,2.83616e-06,299.321,300.122,0.31407,-1.77631e-10,-9773.3,-4.15657e-07,0.00651389,680.555,8.42125e+08
6.94671e-05,0.00902181,19.9667,398.669,2.83566e-06,299.294,300.123,0.314072,-1.77299e-10,-9742.17,-4.1488e-07,0.00674424,680.578,8.42125e+08
7.22458e-05,0.00902268,19.9653,398.614,2.83517e-06,299.267,300.124,0.314073,-1.76968e-10,-9711.14,-4.14106e-07,0.00697385,680.601,8.42125e+08
7.50245e-05,0.00902355,19.9639,398.559,2.83468e-06,299.24,300.126,0.314074,-1.76639e-10,-9680.23,-4.13335e-07,0.00720271,680.624,8.42125e+08
7.78031e-05,0.00902443,19.9626,398.504,2.83419e-06,299.213,300.127,0.314076,-1.76311e-10,-9649.42,-4.12568e-07,0.00743082,680.647,8.42125e+08
8.05818e-05,0.0090253,19.9612,398.449,2.8337e-06,299.187,300.128,0.314077,-1.75985e-10,-9618.72,-4.11804e-07,0.0076582,680.67,8.42125e+08
8.33605e-05,0.00902617,19.9598,398.395,2.83321e-06,299.16,300.129,0.314078,-1.7566e-10,-9588.12,-4.11044e-07,0.00788483,680.692,8.42125e+08
8.61392e-05,0.00902704,19.9585,398.34,2.83272e-06,299.133,300.131,0.31408,-1.75336e-10,-9557.63,-4.10287e-07,0.00811074,680.715,8.42125e+08
