# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s], mtfd, htfd, Sm [kg/m3s], Sh [J/m3s], rho[kg/m3s], Mliquid
0,0.009,20,400,2.84829e-06,300,300.094,0.312351,0,0,0,0,679.979,8.37801e+08
2.80974e-06,0.00900088,20.0007,400.028,2.84777e-06,299.97,300.095,0.312352,-1.85692e-10,-10518.7,-4.37119e-07,0.00102448,680.004,8.37801e+08
5.61947e-06,0.00900175,19.9992,399.969,2.84725e-06,299.941,300.096,0.312354,-1.8532e-10,-10484.6,-4.36243e-07,0.00127722,680.03,8.37801e+08
8.42921e-06,0.00900263,19.9978,399.91,2.84673e-06,299.911,300.098,0.312355,-1.84949e-10,-10450.6,-4.3537e-07,0.00152913,680.055,8.37801e+08
1.12389e-05,0.00900351,19.9963,399.852,2.84621e-06,299.882,300.099,0.312357,-1.8458e-10,-10416.8,-4.34502e-07,0.00178019,680.079,8.37801e+08
1.40487e-05,0.00900439,19.9948,399.794,2.84569e-06,299.853,300.1,0.312358,-1.84213e-10,-10383,-4.33638e-07,0.00203042,680.104,8.37801e+08
1.68584e-05,0.00900526,19.9934,399.736,2.84517e-06,299.824,300.101,0.312359,-1.83847e-10,-10349.4,-4.32777e-07,0.00227982,680.129,8.37801e+08
1.96682e-05,0.00900614,19.9919,399.677,2.84465e-06,299.794,300.103,0.312361,-1.83484e-10,-10315.9,-4.3192e-07,0.00252838,680.154,8.37801e+08
2.24779e-05,0.00900702,19.9905,399.62,2.84414e-06,299.765,300.104,0.312362,-1.83121e-10,-10282.5,-4.31068e-07,0.00277613,680.178,8.37801e+08
2.52876e-05,0.0090079,19.989,399.562,2.84362e-06,299.737,300.105,0.312363,-1.82761e-10,-10249.3,-4.30219e-07,0.00302304,680.203,8.37801e+08
2.80974e-05,0.00900877,19.9876,399.504,2.84311e-06,299.708,300.107,0.312365,-1.82402e-10,-10216.1,-4.29374e-07,0.00326914,680.227,8.37801e+08
3.09071e-05,0.00900965,19.9862,399.447,2.8426e-06,299.679,300.108,0.312366,-1.82044e-10,-10183.1,-4.28533e-07,0.00351443,680.252,8.37801e+08
3.37168e-05,0.00901053,19.9847,399.389,2.84209e-06,299.65,300.109,0.312368,-1.81689e-10,-10150.2,-4.27695e-07,0.0037589,680.276,8.37801e+08
3.65266e-05,0.00901141,19.9833,399.332,2.84157e-06,299.622,300.11,0.312369,-1.81335e-10,-10117.4,-4.26862e-07,0.00400256,680.3,8.37801e+08
3.93363e-05,0.00901228,19.9819,399.275,2.84107e-06,299.594,300.112,0.31237,-1.80982e-10,-10084.7,-4.26032e-07,0.00424541,680.324,8.37801e+08
4.2146e-05,0.00901316,19.9804,399.218,2.84056e-06,299.565,300.113,0.312372,-1.80631e-10,-10052.1,-4.25206e-07,0.00448746,680.348,8.37801e+08
4.49558e-05,0.00901404,19.979,399.161,2.84005e-06,299.537,300.114,0.312373,-1.80282e-10,-10019.6,-4.24384e-07,0.00472871,680.372,8.37801e+08
4.77655e-05,0.00901492,19.9776,399.104,2.83954e-06,299.509,300.115,0.312375,-1.79934e-10,-9987.3,-4.23565e-07,0.00496917,680.396,8.37801e+08
5.05752e-05,0.00901579,19.9762,399.047,2.83904e-06,299.481,300.117,0.312376,-1.79588e-10,-9955.07,-4.2275e-07,0.00520883,680.42,8.37801e+08
5.3385e-05,0.00901667,19.9747,398.991,2.83853e-06,299.453,300.118,0.312377,-1.79243e-10,-9922.95,-4.21939e-07,0.0054477,680.444,8.37801e+08
5.61947e-05,0.00901755,19.9733,398.934,2.83803e-06,299.425,300.119,0.312379,-1.789e-10,-9890.95,-4.21131e-07,0.00568578,680.467,8.37801e+08
5.90045e-05,0.00901843,19.9719,398.878,2.83753e-06,299.397,300.12,0.31238,-1.78559e-10,-9859.06,-4.20327e-07,0.00592308,680.491,8.37801e+08
6.18142e-05,0.0090193,19.9705,398.822,2.83702e-06,299.369,300.122,0.312381,-1.78219e-10,-9827.27,-4.19527e-07,0.00615959,680.514,8.37801e+08
6.46239e-05,0.00902018,19.9691,398.766,2.83652e-06,299.342,300.123,0.312383,-1.7788e-10,-9795.6,-4.1873e-07,0.00639533,680.538,8.37801e+08
6.74337e-05,0.00902106,19.9677,398.71,2.83602e-06,299.314,300.124,0.312384,-1.77543e-10,-9764.04,-4.17937e-07,0.0066303,680.561,8.37801e+08
7.02434e-05,0.00902193,19.9663,398.654,2.83553e-06,299.287,300.125,0.312386,-1.77208e-10,-9732.59,-4.17147e-07,0.00686449,680.585,8.37801e+08
7.30531e-05,0.00902281,19.9649,398.598,2.83503e-06,299.259,300.127,0.312387,-1.76874e-10,-9701.25,-4.16361e-07,0.00709791,680.608,8.37801e+08
7.58629e-05,0.00902369,19.9635,398.542,2.83453e-06,299.232,300.128,0.312388,-1.76541e-10,-9670.02,-4.15578e-07,0.00733056,680.631,8.37801e+08
7.86726e-05,0.00902457,19.9621,398.487,2.83403e-06,299.205,300.129,0.31239,-1.7621e-10,-9638.89,-4.14799e-07,0.00756245,680.654,8.37801e+08
8.14823e-05,0.00902544,19.9608,398.432,2.83354e-06,299.178,300.13,0.312391,-1.75881e-10,-9607.88,-4.14023e-07,0.00779358,680.677,8.37801e+08
8.42921e-05,0.00902632,19.9594,398.376,2.83305e-06,299.151,300.132,0.312392,-1.75553e-10,-9576.97,-4.13251e-07,0.00802396,680.7,8.37801e+08
8.71018e-05,0.0090272,19.958,398.321,2.83255e-06,299.124,300.133,0.312394,-1.75226e-10,-9546.17,-4.12482e-07,0.00825358,680.723,8.37801e+08
8.99115e-05,0.00902808,19.9566,398.266,2.83206e-06,299.097,300.134,0.312395,-1.74901e-10,-9515.47,-4.11716e-07,0.00848245,680.745,8.37801e+08
9.27213e-05,0.00902895,19.9552,398.211,2.83157e-06,299.07,300.135,0.312397,-1.74577e-10,-9484.88,-4.10954e-07,0.00871057,680.768,8.37801e+08
9.5531e-05,0.00902983,19.9539,398.156,2.83108e-06,299.044,300.137,0.312398,-1.74255e-10,-9454.4,-4.10195e-07,0.00893794,680.791,8.37801e+08
9.83408e-05,0.00903071,19.9525,398.102,2.83059e-06,299.017,300.138,0.312399,-1.73934e-10,-9424.03,-4.0944e-07,0.00916457,680.813,8.37801e+08
0.00010115,0.00903159,19.9511,398.047,2.8301e-06,298.991,300.139,0.312401,-1.73614e-10,-9393.75,-4.08688e-07,0.00939046,680.835,8.37801e+08
