# grid [m], ug [m/s], rhog, Tg [K], Yf, YO2, YOH, YCO, YCO2, phi_g, Sm, Sh, Syf
0,0.313972,1.22036,300,-1.73152e-18,-1.54094e-17,-2.31466e-17,-3.26541e-18,-1.24209e-18,-2.13262e-17,0,0,-0
6.66667e-05,0.313972,1.22036,300,-1.72546e-18,-3.43211e-17,-2.31466e-17,-3.26541e-18,-1.24244e-18,-2.12515e-17,0,0,-0
0.000133333,0.313972,1.22036,300,-1.7194e-18,-3.80642e-17,-2.31467e-17,-3.26541e-18,-1.24296e-18,-2.11769e-17,0,0,-0
0.0002,0.313972,1.22036,300,-1.71335e-18,-3.95252e-17,-2.31467e-17,-3.26541e-18,-1.24366e-18,-2.11024e-17,0,0,-0
0.000266667,0.313972,1.22036,300,-1.70732e-18,-4.0095e-17,-2.31467e-17,-3.26541e-18,-1.24452e-18,-2.10281e-17,0,0,-0
0.000333333,0.313972,1.22036,300,-1.70129e-18,-4.03171e-17,-2.31467e-17,-3.26541e-18,-1.24552e-18,-2.09539e-17,0,0,-0
0.0004,0.313972,1.22036,300,-1.69528e-18,-4.04037e-17,-2.31467e-17,-3.26541e-18,-1.24663e-18,-2.08798e-17,0,0,-0
0.000466667,0.313972,1.22036,300,-1.68927e-18,-4.04375e-17,-2.31467e-17,-3.26541e-18,-1.24783e-18,-2.08059e-17,0,0,-0
0.000533333,0.313972,1.22036,300,-1.68328e-18,-4.04506e-17,-2.31467e-17,-3.26541e-18,-1.2491e-18,-2.0732e-17,0,0,-0
0.0006,0.313972,1.22036,300,-1.6773e-18,-4.04557e-17,-2.31467e-17,-3.26541e-18,-1.25042e-18,-2.06583e-17,0,0,-0
0.000666667,0.313972,1.22036,300,-1.67132e-18,-4.04577e-17,-2.31467e-17,-3.26541e-18,-1.25179e-18,-2.05847e-17,0,0,-0
0.000733333,0.313972,1.22036,300,-1.66536e-18,-4.04585e-17,-2.31467e-17,-3.26541e-18,-1.25319e-18,-2.05113e-17,0,0,-0
0.0008,0.313972,1.22036,300,-1.6594e-18,-4.04588e-17,-2.31467e-17,-3.26541e-18,-1.25461e-18,-2.0438e-17,0,0,-0
0.000866667,0.313972,1.22036,300,-1.65346e-18,-4.04589e-17,-2.31467e-17,-3.26541e-18,-1.25606e-18,-2.03648e-17,0,0,-0
0.000933333,0.313972,1.22036,300,-1.64753e-18,-4.04589e-17,-2.31467e-17,-3.26541e-18,-1.25753e-18,-2.02917e-17,0,0,-0
0.001,0.313972,1.22036,300,-1.6416e-18,-4.04589e-17,-2.31466e-17,-3.26541e-18,-1.25902e-18,-2.02187e-17,0,0,-0
