# grid [m], ug [m/s], rhog, Tg [K], Yf, YO2, YOH, YCO, YCO2, phi_g, Sm, Sh, Syf
0,0.313954,1.22036,300,9.35537e-16,1.05278e-16,1.59436e-15,-1.39265e-15,-1.54655e-15,1.15225e-14,0,0,0
6.66667e-05,0.313954,1.22036,300,9.34629e-16,-1.58544e-15,1.5921e-15,-1.39265e-15,-1.54627e-15,1.15113e-14,0,0,0
0.000133333,0.313954,1.22036,300,9.33722e-16,-1.3863e-15,1.58982e-15,-1.39265e-15,-1.54592e-15,1.15001e-14,0,0,0
0.0002,0.313954,1.22036,300,9.32817e-16,-1.30328e-15,1.58752e-15,-1.39265e-15,-1.54553e-15,1.1489e-14,0,0,0
0.000266667,0.313954,1.22036,300,9.31913e-16,-1.27089e-15,1.58521e-15,-1.39265e-15,-1.5451e-15,1.14779e-14,0,0,0
0.000333333,0.313954,1.22036,300,9.31011e-16,-1.25828e-15,1.58289e-15,-1.39265e-15,-1.54465e-15,1.14668e-14,0,0,0
0.0004,0.313954,1.22036,300,9.30111e-16,-1.25338e-15,1.58056e-15,-1.39265e-15,-1.54418e-15,1.14557e-14,0,0,0
0.000466667,0.313954,1.22036,300,9.29212e-16,-1.25147e-15,1.57821e-15,-1.39265e-15,-1.54369e-15,1.14446e-14,0,0,0
0.000533333,0.313954,1.22036,300,9.28315e-16,-1.25073e-15,1.57585e-15,-1.39265e-15,-1.5432e-15,1.14335e-14,0,0,0
0.0006,0.313954,1.22036,300,9.27419e-16,-1.25043e-15,1.57348e-15,-1.39265e-15,-1.54269e-15,1.14225e-14,0,0,0
0.000666667,0.313954,1.22036,300,9.26524e-16,-1.25032e-15,1.57111e-15,-1.39265e-15,-1.54219e-15,1.14115e-14,0,0,0
0.000733333,0.313954,1.22036,300,9.25631e-16,-1.25027e-15,1.56872e-15,-1.39265e-15,-1.54167e-15,1.14005e-14,0,0,0
0.0008,0.313954,1.22036,300,9.2474e-16,-1.25026e-15,1.56632e-15,-1.39265e-15,-1.54116e-15,1.13895e-14,0,0,0
0.000866667,0.313954,1.22036,300,9.2385e-16,-1.25025e-15,1.56392e-15,-1.39265e-15,-1.54064e-15,1.13785e-14,0,0,0
0.000933333,0.313954,1.22036,300,9.22962e-16,-1.25024e-15,1.56151e-15,-1.39265e-15,-1.54012e-15,1.13676e-14,0,0,0
0.001,0.313954,1.22036,300,9.22075e-16,-1.25024e-15,1.55909e-15,-1.39265e-15,-1.5396e-15,1.13567e-14,0,0,0
0.00106667,0.313954,1.22036,300,9.21189e-16,-1.25024e-15,1.55666e-15,-1.39265e-15,-1.53908e-15,1.13458e-14,0,0,0
0.00113333,0.313954,1.22036,300,9.20305e-16,-1.25023e-15,1.55422e-15,-1.39265e-15,-1.53855e-15,1.13349e-14,0,0,0
0.0012,0.313954,1.22036,300,9.19423e-16,-1.25023e-15,1.55178e-15,-1.39265e-15,-1.53803e-15,1.1324e-14,0,0,0
0.00126667,0.313954,1.22036,300,9.18542e-16,-1.25023e-15,1.54932e-15,-1.39265e-15,-1.53751e-15,1.13132e-14,0,0,0
0.00133333,0.313954,1.22036,300,9.17662e-16,-1.25023e-15,1.54686e-15,-1.39265e-15,-1.53698e-15,1.13023e-14,0,0,0
0.0014,0.313954,1.22036,300,9.16784e-16,-1.25023e-15,1.54439e-15,-1.39265e-15,-1.53646e-15,1.12915e-14,0,0,0
