# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s], mtfd, htfd, Sm [kg/m3s], Sh [J/m3s], rho[kg/m3s], Mliquid
0,0.009,20,400,2.84829e-06,300,300.092,0.314055,0,0,0,0,679.979,8.422e+08
2.77844e-06,0.00900087,20.0007,400.028,2.84777e-06,299.971,300.093,0.314057,-1.85696e-10,-10519.9,-4.34528e-07,0.00100194,680.004,8.422e+08
5.55688e-06,0.00900174,19.9993,399.97,2.84726e-06,299.941,300.095,0.314058,-1.85327e-10,-10486.2,-4.33666e-07,0.00125032,680.029,8.422e+08
8.33531e-06,0.00900262,19.9978,399.912,2.84674e-06,299.912,300.096,0.314059,-1.84961e-10,-10452.6,-4.32809e-07,0.00149787,680.054,8.422e+08
1.11138e-05,0.00900349,19.9964,399.855,2.84623e-06,299.883,300.097,0.314061,-1.84596e-10,-10419.1,-4.31955e-07,0.00174461,680.078,8.422e+08
1.38922e-05,0.00900436,19.9949,399.797,2.84572e-06,299.854,300.098,0.314062,-1.84233e-10,-10385.8,-4.31105e-07,0.00199054,680.103,8.422e+08
1.66706e-05,0.00900523,19.9935,399.739,2.8452e-06,299.825,300.1,0.314064,-1.83871e-10,-10352.5,-4.30259e-07,0.00223566,680.127,8.422e+08
1.94491e-05,0.00900611,19.992,399.682,2.84469e-06,299.797,300.101,0.314065,-1.83511e-10,-10319.4,-4.29416e-07,0.00247997,680.152,8.422e+08
2.22275e-05,0.00900698,19.9906,399.625,2.84418e-06,299.768,300.102,0.314066,-1.83153e-10,-10286.4,-4.28578e-07,0.00272348,680.176,8.422e+08
2.50059e-05,0.00900785,19.9892,399.568,2.84367e-06,299.739,300.103,0.314068,-1.82796e-10,-10253.5,-4.27743e-07,0.00296619,680.2,8.422e+08
2.77844e-05,0.00900872,19.9878,399.51,2.84317e-06,299.711,300.105,0.314069,-1.82441e-10,-10220.7,-4.26912e-07,0.0032081,680.225,8.422e+08
3.05628e-05,0.0090096,19.9863,399.454,2.84266e-06,299.683,300.106,0.31407,-1.82087e-10,-10188,-4.26084e-07,0.00344922,680.249,8.422e+08
3.33413e-05,0.00901047,19.9849,399.397,2.84215e-06,299.654,300.107,0.314072,-1.81735e-10,-10155.4,-4.25261e-07,0.00368955,680.273,8.422e+08
3.61197e-05,0.00901134,19.9835,399.34,2.84165e-06,299.626,300.108,0.314073,-1.81385e-10,-10123,-4.24441e-07,0.00392909,680.297,8.422e+08
3.88981e-05,0.00901221,19.9821,399.284,2.84114e-06,299.598,300.11,0.314074,-1.81036e-10,-10090.6,-4.23625e-07,0.00416785,680.321,8.422e+08
4.16766e-05,0.00901309,19.9807,399.227,2.84064e-06,299.57,300.111,0.314076,-1.80689e-10,-10058.4,-4.22812e-07,0.00440583,680.344,8.422e+08
4.4455e-05,0.00901396,19.9793,399.171,2.84014e-06,299.542,300.112,0.314077,-1.80343e-10,-10026.3,-4.22003e-07,0.00464303,680.368,8.422e+08
4.72334e-05,0.00901483,19.9779,399.115,2.83964e-06,299.514,300.113,0.314079,-1.79999e-10,-9994.31,-4.21198e-07,0.00487945,680.392,8.422e+08
5.00119e-05,0.0090157,19.9764,399.059,2.83914e-06,299.486,300.114,0.31408,-1.79656e-10,-9962.42,-4.20396e-07,0.0051151,680.415,8.422e+08
5.27903e-05,0.00901657,19.975,399.003,2.83864e-06,299.459,300.116,0.314081,-1.79315e-10,-9930.64,-4.19597e-07,0.00534998,680.439,8.422e+08
5.55688e-05,0.00901745,19.9737,398.947,2.83814e-06,299.431,300.117,0.314083,-1.78976e-10,-9898.97,-4.18803e-07,0.0055841,680.462,8.422e+08
5.83472e-05,0.00901832,19.9723,398.891,2.83764e-06,299.404,300.118,0.314084,-1.78637e-10,-9867.41,-4.18011e-07,0.00581745,680.486,8.422e+08
6.11256e-05,0.00901919,19.9709,398.835,2.83715e-06,299.376,300.119,0.314085,-1.78301e-10,-9835.96,-4.17224e-07,0.00605004,680.509,8.422e+08
6.39041e-05,0.00902006,19.9695,398.78,2.83665e-06,299.349,300.121,0.314087,-1.77966e-10,-9804.62,-4.1644e-07,0.00628188,680.532,8.422e+08
6.66825e-05,0.00902094,19.9681,398.725,2.83616e-06,299.322,300.122,0.314088,-1.77632e-10,-9773.39,-4.15659e-07,0.00651296,680.555,8.422e+08
6.94609e-05,0.00902181,19.9667,398.669,2.83566e-06,299.294,300.123,0.314089,-1.773e-10,-9742.26,-4.14881e-07,0.00674329,680.578,8.422e+08
7.22394e-05,0.00902268,19.9653,398.614,2.83517e-06,299.267,300.124,0.314091,-1.76969e-10,-9711.24,-4.14108e-07,0.00697287,680.601,8.422e+08
7.50178e-05,0.00902355,19.9639,398.559,2.83468e-06,299.24,300.126,0.314092,-1.7664e-10,-9680.33,-4.13337e-07,0.00720171,680.624,8.422e+08
7.77963e-05,0.00902443,19.9626,398.504,2.83419e-06,299.213,300.127,0.314093,-1.76312e-10,-9649.52,-4.1257e-07,0.0074298,680.647,8.422e+08
8.05747e-05,0.0090253,19.9612,398.449,2.8337e-06,299.187,300.128,0.314095,-1.75986e-10,-9618.82,-4.11806e-07,0.00765716,680.669,8.422e+08
8.33531e-05,0.00902617,19.9598,398.395,2.83321e-06,299.16,300.129,0.314096,-1.75661e-10,-9588.23,-4.11046e-07,0.00788377,680.692,8.422e+08
8.61316e-05,0.00902704,19.9585,398.34,2.83272e-06,299.133,300.13,0.314098,-1.75337e-10,-9557.74,-4.10289e-07,0.00810966,680.715,8.422e+08
8.891e-05,0.00902792,19.9571,398.286,2.83224e-06,299.107,300.132,0.314099,-1.75015e-10,-9527.35,-4.09535e-07,0.00833481,680.737,8.422e+08
9.16885e-05,0.00902879,19.9557,398.231,2.83175e-06,299.08,300.133,0.3141,-1.74694e-10,-9497.07,-4.08785e-07,0.00855923,680.76,8.422e+08
9.44669e-05,0.00902966,19.9544,398.177,2.83126e-06,299.054,300.134,0.314102,-1.74375e-10,-9466.89,-4.08038e-07,0.00878293,680.782,8.422e+08
9.72453e-05,0.00903053,19.953,398.123,2.83078e-06,299.028,300.135,0.314103,-1.74057e-10,-9436.82,-4.07294e-07,0.0090059,680.804,8.422e+08
0.000100024,0.00903141,19.9517,398.069,2.8303e-06,299.001,300.137,0.314104,-1.73741e-10,-9406.85,-4.06553e-07,0.00922815,680.827,8.422e+08
0.000102802,0.00903228,19.9503,398.015,2.82981e-06,298.975,300.138,0.314106,-1.73426e-10,-9376.98,-4.05816e-07,0.00944969,680.849,8.422e+08
0.000105581,0.00903315,19.949,397.961,2.82933e-06,298.949,300.139,0.314107,-1.73112e-10,-9347.21,-4.05082e-07,0.00967051,680.871,8.422e+08
0.000108359,0.00903402,19.9476,397.908,2.82885e-06,298.923,300.14,0.314108,-1.72799e-10,-9317.54,-4.04351e-07,0.00989062,680.893,8.422e+08
0.000111138,0.00903489,19.9463,397.854,2.82837e-06,298.897,300.142,0.31411,-1.72488e-10,-9287.98,-4.03623e-07,0.01011,680.915,8.422e+08
0.000113916,0.00903577,19.9449,397.801,2.82789e-06,298.871,300.143,0.314111,-1.72179e-10,-9258.52,-4.02898e-07,0.0103287,680.937,8.422e+08
0.000116694,0.00903664,19.9436,397.747,2.82741e-06,298.846,300.144,0.314112,-1.7187e-10,-9229.15,-4.02177e-07,0.0105467,680.958,8.422e+08
0.000119473,0.00903751,19.9423,397.694,2.82693e-06,298.82,300.145,0.314114,-1.71563e-10,-9199.89,-4.01458e-07,0.010764,680.98,8.422e+08
0.000122251,0.00903838,19.9409,397.641,2.82646e-06,298.795,300.147,0.314115,-1.71258e-10,-9170.72,-4.00743e-07,0.0109806,681.002,8.422e+08
0.00012503,0.00903926,19.9396,397.588,2.82598e-06,298.769,300.148,0.314117,-1.70953e-10,-9141.66,-4.00031e-07,0.0111965,681.023,8.422e+08
0.000127808,0.00904013,19.9383,397.535,2.82551e-06,298.744,300.149,0.314118,-1.7065e-10,-9112.69,-3.99322e-07,0.0114117,681.045,8.422e+08
0.000130587,0.009041,19.937,397.482,2.82503e-06,298.718,300.15,0.314119,-1.70349e-10,-9083.82,-3.98616e-07,0.0116262,681.066,8.422e+08
0.000133365,0.00904187,19.9356,397.429,2.82456e-06,298.693,300.151,0.314121,-1.70048e-10,-9055.05,-3.97913e-07,0.01184,681.088,8.422e+08
0.000136143,0.00904275,19.9343,397.377,2.82409e-06,298.668,300.153,0.314122,-1.69749e-10,-9026.38,-3.97213e-07,0.0120531,681.109,8.422e+08
0.000138922,0.00904362,19.933,397.324,2.82362e-06,298.643,300.154,0.314123,-1.69451e-10,-8997.8,-3.96516e-07,0.0122656,681.13,8.422e+08
0.0001417,0.00904449,19.9317,397.272,2.82314e-06,298.618,300.155,0.314125,-1.69155e-10,-8969.32,-3.95822e-07,0.0124774,681.152,8.422e+08
0.000144479,0.00904536,19.9304,397.22,2.82267e-06,298.593,300.156,0.314126,-1.68859e-10,-8940.94,-3.95131e-07,0.0126885,681.173,8.422e+08
