0.00303,287.61494
0.0032,292.25316
0.00339,283.49207
0.00356,292.25316
0.00366,300.49889
0.00374,316.99036
0.00381,349.97329
0.0039,399.96304
0.004,499.94256
0.00407,599.40671
0.00415,711.75482
0.00422,836.47152
0.00428,969.43397
0.00434,1110.64214
0.00443,1264.21891
0.00452,1409.54995
0.00469,1538.38953
0.00488,1667.2291
0.00512,1767.20861
0.00543,1862.5499
0.00571,1916.66252
0.00597,1962.52941
0.00623,1991.38947
0.00646,2016.12667
0.00668,2033.1335
0.00691,2049.62496
