# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s], Sm [kg/m3s], Sh [J/m3s]
0.0500994,0.00713903,12.1139,146.747,6.40435e-07,289.56,295.428,0.144279,-1.13981e-06,0.457361
0.0501931,0.00715252,12.0955,146.3,6.37511e-07,289.611,295.51,0.144324,-1.14626e-06,0.459676
0.0502867,0.00716603,12.0768,145.85,6.34571e-07,289.661,295.592,0.144369,-1.15268e-06,0.461983
0.0503804,0.00717953,12.0581,145.397,6.31615e-07,289.712,295.675,0.144414,-1.15909e-06,0.464282
0.050474,0.00719304,12.0391,144.94,6.28642e-07,289.762,295.757,0.144459,-1.16548e-06,0.466574
0.0505677,0.00720656,12.02,144.48,6.25653e-07,289.812,295.839,0.144504,-1.17185e-06,0.468857
0.0506613,0.00722007,12.0007,144.017,6.22647e-07,289.863,295.921,0.144549,-1.17819e-06,0.471132
0.0507549,0.0072336,11.9813,143.551,6.19625e-07,289.913,296.003,0.144594,-1.18452e-06,0.473399
0.0508486,0.00724712,11.9617,143.081,6.16587e-07,289.964,296.085,0.144639,-1.19083e-06,0.475656
0.0509422,0.00726065,11.9419,142.608,6.13533e-07,290.014,296.167,0.144684,-1.19711e-06,0.477906
0.0510359,0.00727419,11.9219,142.132,6.10463e-07,290.065,296.25,0.144729,-1.20338e-06,0.480146
0.0511295,0.00728773,11.9018,141.653,6.07376e-07,290.115,296.332,0.144774,-1.20962e-06,0.482376
0.0512232,0.00730127,11.8815,141.17,6.04274e-07,290.166,296.414,0.144819,-1.21583e-06,0.484597
0.0513168,0.00731482,11.861,140.684,6.01155e-07,290.216,296.497,0.144864,-1.22202e-06,0.486809
0.0514104,0.00732837,11.8404,140.194,5.98021e-07,290.267,296.579,0.144909,-1.22819e-06,0.489011
0.0515041,0.00734193,11.8195,139.701,5.94871e-07,290.317,296.661,0.144954,-1.23433e-06,0.491202
0.0515977,0.00735549,11.7985,139.205,5.91705e-07,290.368,296.744,0.144999,-1.24045e-06,0.493383
0.0516914,0.00736906,11.7773,138.706,5.88524e-07,290.418,296.857,0.14506,-1.24667e-06,0.498134
0.051785,0.00738262,11.756,138.203,5.85326e-07,290.474,297.602,0.145446,-1.25639e-06,0.5553
0.0518787,0.0073962,11.7344,137.695,5.82104e-07,290.633,298.347,0.145832,-1.28371e-06,0.604775
0.0519723,0.00740979,11.7122,137.176,5.78811e-07,290.871,299.092,0.146218,-1.32432e-06,0.648674
0.052066,0.0074234,11.6892,136.638,5.75415e-07,291.165,299.839,0.146605,-1.37509e-06,0.68853
0.0521596,0.00743704,11.6653,136.079,5.71888e-07,291.502,300.588,0.146993,-1.43371e-06,0.725485
0.0522532,0.00745071,11.6403,135.495,5.68211e-07,291.87,301.338,0.147381,-1.49848e-06,0.760395
0.0523469,0.00746441,11.6139,134.884,5.64367e-07,292.26,302.09,0.147771,-1.56809e-06,0.793895
0.0524405,0.00747815,11.5863,134.242,5.60346e-07,292.666,302.844,0.148161,-1.64159e-06,0.82646
0.0525342,0.00749192,11.5572,133.569,5.56135e-07,293.085,303.599,0.148553,-1.71822e-06,0.858438
0.0526278,0.00750573,11.5266,132.862,5.51728e-07,293.511,304.357,0.148945,-1.79743e-06,0.890082
0.0527215,0.00751958,11.4944,132.121,5.47118e-07,293.943,305.117,0.149339,-1.87878e-06,0.921576
0.0528151,0.00753346,11.4605,131.344,5.423e-07,294.38,305.879,0.149734,-1.96195e-06,0.95305
0.0529087,0.00754738,11.425,130.53,5.37267e-07,294.819,306.643,0.150129,-2.04668e-06,0.984592
0.0530024,0.00756134,11.3877,129.679,5.32018e-07,295.259,307.408,0.150526,-2.13276e-06,1.01626
0.053096,0.00757533,11.3485,128.788,5.26548e-07,295.701,308.176,0.150924,-2.22003e-06,1.0481
0.0531897,0.00758936,11.3074,127.858,5.20854e-07,296.144,308.946,0.151323,-2.30836e-06,1.08012
0.0532833,0.00760344,11.2644,126.887,5.14934e-07,296.587,309.719,0.151723,-2.39763e-06,1.11233
0.053377,0.00761755,11.2194,125.875,5.08784e-07,297.029,310.493,0.152124,-2.48773e-06,1.14473
0.0534706,0.00763169,11.1723,124.821,5.02404e-07,297.472,311.269,0.152526,-2.57858e-06,1.1773
0.0535643,0.00764588,11.1231,123.723,4.9579e-07,297.914,312.048,0.152929,-2.67008e-06,1.21004
0.0536579,0.00766011,11.0716,122.581,4.88942e-07,298.356,312.829,0.153334,-2.76214e-06,1.24292
0.0537515,0.00767437,11.0179,121.394,4.81857e-07,298.798,313.611,0.153739,-2.85467e-06,1.27591
0.0538452,0.00768868,10.9618,120.161,4.74536e-07,299.239,314.396,0.154146,-2.94758e-06,1.30899
0.0539388,0.00770302,10.9033,118.881,4.66976e-07,299.68,315.183,0.154553,-3.04076e-06,1.34211
0.0540325,0.0077174,10.8422,117.554,4.59177e-07,300.121,315.972,0.154962,-3.13411e-06,1.37526
0.0541261,0.00773182,10.7786,116.178,4.51138e-07,300.561,316.764,0.155372,-3.22752e-06,1.40837
0.0542198,0.00774628,10.7123,114.752,4.4286e-07,301,317.557,0.155783,-3.32087e-06,1.44142
0.0543134,0.00776078,10.6431,113.276,4.34343e-07,301.439,318.353,0.156195,-3.41403e-06,1.47436
0.054407,0.00777532,10.5711,111.749,4.25587e-07,301.878,319.151,0.156609,-3.50686e-06,1.50713
0.0545007,0.0077899,10.4961,110.169,4.16592e-07,302.316,319.951,0.157023,-3.59923e-06,1.53968
0.0545943,0.00780453,10.418,108.535,4.07361e-07,302.754,320.753,0.157439,-3.69096e-06,1.57195
0.054688,0.00781919,10.3367,106.847,3.97894e-07,303.191,321.558,0.157856,-3.78189e-06,1.60389
0.0547816,0.00783389,10.252,105.103,3.88194e-07,303.627,322.365,0.158273,-3.87184e-06,1.63541
0.0548753,0.00784863,10.1638,103.303,3.78264e-07,304.064,323.174,0.158692,-3.96061e-06,1.66645
0.0549689,0.00786341,10.072,101.445,3.68106e-07,304.499,323.985,0.159113,-4.04799e-06,1.69692
0.0550626,0.00787824,9.97641,99.5288,3.57723e-07,304.935,324.798,0.159534,-4.13374e-06,1.72675
0.0551562,0.0078931,9.87686,97.5524,3.47121e-07,305.369,325.614,0.159957,-4.21763e-06,1.75584
0.0552498,0.00790801,9.77318,95.515,3.36304e-07,305.804,326.432,0.16038,-4.29938e-06,1.78408
0.0553435,0.00792295,9.66517,93.4156,3.25277e-07,306.237,327.252,0.160805,-4.3787e-06,1.81137
0.0554371,0.00793794,9.55263,91.2528,3.14046e-07,306.671,328.075,0.161231,-4.45528e-06,1.83759
0.0555308,0.00795297,9.43534,89.0256,3.02619e-07,307.104,328.899,0.161658,-4.52879e-06,1.86261
0.0556244,0.00796804,9.31304,86.7327,2.91004e-07,307.536,329.726,0.162087,-4.59885e-06,1.88629
0.0557181,0.00798316,9.18548,84.373,2.79208e-07,307.968,330.556,0.162516,-4.66505e-06,1.90848
0.0558117,0.00799831,9.05235,81.945,2.67243e-07,308.4,331.388,0.162947,-4.72697e-06,1.929
0.0559053,0.00801351,8.91333,79.4475,2.5512e-07,308.831,332.221,0.163379,-4.78411e-06,1.94768
0.055999,0.00802875,8.76808,76.8792,2.42849e-07,309.261,333.058,0.163812,-4.83596e-06,1.96431
0.0560926,0.00804403,8.61619,74.2387,2.30446e-07,309.692,333.896,0.164247,-4.88192e-06,1.97866
0.0561863,0.00805936,8.45722,71.5246,2.17925e-07,310.121,334.737,0.164683,-4.92135e-06,1.9905
0.0562799,0.00807473,8.29068,68.7355,2.05302e-07,310.551,335.581,0.165119,-4.95354e-06,1.99954
0.0563736,0.00809014,8.11601,65.8697,1.92598e-07,310.98,336.426,0.165557,-4.97768e-06,2.00547
0.0564672,0.00810559,7.93257,62.9256,1.79831e-07,311.408,337.275,0.165997,-4.99287e-06,2.00795
0.0565609,0.00812109,7.73962,59.9017,1.67025e-07,311.836,338.125,0.166437,-4.9981e-06,2.00658
0.0566545,0.00813663,7.53632,56.7962,1.54206e-07,312.264,338.978,0.166879,-4.99221e-06,2.00092
0.0567481,0.00815222,7.32168,53.6071,1.41402e-07,312.691,339.833,0.167322,-4.97387e-06,1.99043
0.0568418,0.00816785,7.09453,50.3323,1.28645e-07,313.117,340.691,0.167766,-4.94153e-06,1.97453
0.0569354,0.00818352,6.85344,46.9697,1.15971e-07,313.544,341.551,0.168212,-4.89338e-06,1.9525
0.0570291,0.00819924,6.59672,43.5167,1.0342e-07,313.97,342.413,0.168659,-4.82723e-06,1.9235
0.0571227,0.008215,6.32221,39.9704,9.10391e-08,314.395,343.278,0.169107,-4.74048e-06,1.88649
0.0572164,0.0082308,6.02722,36.3274,7.88807e-08,314.82,344.145,0.169556,-4.62984e-06,1.8402
0.05731,0.00824666,5.70819,32.5834,6.7006e-08,315.245,345.015,0.170007,-4.49117e-06,1.783
0.0574036,0.00826255,5.36032,28.7331,5.5487e-08,315.669,345.888,0.170458,-4.31899e-06,1.71275
0.0574973,0.00827849,4.97683,24.7689,4.44096e-08,316.093,346.762,0.170911,-4.10578e-06,1.62648
0.0575909,0.00829448,4.54749,20.6796,3.38791e-08,316.517,347.64,0.171366,-3.8405e-06,1.51986
0.0576846,0.00831051,4.05545,16.4467,2.40289e-08,316.94,348.519,0.171822,-3.50555e-06,1.38597
0.0577782,0.00832659,3.46889,12.0332,1.50378e-08,317.363,349.402,0.172279,-3.06857e-06,1.21207
0.0578719,0.00834271,2.70969,7.34241,7.16751e-09,317.787,350.286,0.172737,-2.45264e-06,0.967861
