# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s], Sm [kg/m3s], Sh [J/m3s]
0.0267821,0.00383225,15.108,228.253,1.2423e-06,287.351,292.407,0.141813,-1.2341e-06,0.45714
0.0268758,0.00384554,15.0952,227.865,1.23913e-06,287.343,292.387,0.141807,-1.22991e-06,0.455573
0.0269694,0.00385882,15.0824,227.478,1.23598e-06,287.335,292.367,0.141801,-1.22574e-06,0.454009
0.0270631,0.0038721,15.0696,227.093,1.23283e-06,287.327,292.346,0.141795,-1.22157e-06,0.452448
0.0271567,0.00388538,15.0568,226.708,1.2297e-06,287.319,292.326,0.141789,-1.21741e-06,0.45089
0.0272503,0.00389866,15.0441,226.324,1.22658e-06,287.311,292.306,0.141784,-1.21326e-06,0.449335
0.027344,0.00391194,15.0313,225.941,1.22347e-06,287.303,292.286,0.141778,-1.20912e-06,0.447783
0.0274376,0.00392522,15.0186,225.56,1.22037e-06,287.296,292.265,0.141772,-1.20498e-06,0.446234
0.0275313,0.0039385,15.006,225.179,1.21727e-06,287.288,292.245,0.141766,-1.20085e-06,0.444688
0.0276249,0.00395178,14.9933,224.799,1.21419e-06,287.28,292.225,0.14176,-1.19673e-06,0.443144
0.0277186,0.00396506,14.9807,224.42,1.21113e-06,287.272,292.205,0.141754,-1.19262e-06,0.441604
0.0278122,0.00397833,14.968,224.042,1.20807e-06,287.264,292.184,0.141749,-1.18851e-06,0.440067
0.0279059,0.00399161,14.9555,223.666,1.20502e-06,287.256,292.164,0.141743,-1.18442e-06,0.438532
0.0279995,0.00400489,14.9429,223.29,1.20198e-06,287.248,292.144,0.141737,-1.18033e-06,0.437
0.0280931,0.00401816,14.9303,222.915,1.19895e-06,287.241,292.123,0.141731,-1.17625e-06,0.435472
0.0281868,0.00403144,14.9178,222.541,1.19594e-06,287.233,292.103,0.141725,-1.17217e-06,0.433946
0.0282804,0.00404471,14.9053,222.168,1.19293e-06,287.225,292.083,0.14172,-1.16811e-06,0.432423
0.0283741,0.00405799,14.8928,221.796,1.18993e-06,287.217,292.063,0.141714,-1.16405e-06,0.430903
0.0284677,0.00407126,14.8804,221.425,1.18695e-06,287.209,292.042,0.141708,-1.16e-06,0.429386
0.0285614,0.00408453,14.8679,221.055,1.18397e-06,287.201,292.022,0.141702,-1.15595e-06,0.427872
0.028655,0.00409781,14.8555,220.686,1.18101e-06,287.194,292.002,0.141696,-1.15192e-06,0.42636
0.0287486,0.00411108,14.8431,220.318,1.17805e-06,287.186,291.982,0.14169,-1.14789e-06,0.424852
0.0288423,0.00412435,14.8307,219.951,1.17511e-06,287.178,291.961,0.141685,-1.14387e-06,0.423346
0.0289359,0.00413762,14.8184,219.585,1.17218e-06,287.17,291.941,0.141679,-1.13986e-06,0.421843
0.0290296,0.00415089,14.8061,219.22,1.16925e-06,287.162,291.921,0.141673,-1.13585e-06,0.420343
0.0291232,0.00416416,14.7938,218.856,1.16634e-06,287.154,291.901,0.141667,-1.13185e-06,0.418846
0.0292169,0.00417743,14.7815,218.493,1.16344e-06,287.147,291.88,0.141661,-1.12786e-06,0.417352
0.0293105,0.0041907,14.7692,218.131,1.16054e-06,287.139,291.86,0.141656,-1.12388e-06,0.415861
0.0294042,0.00420396,14.757,217.769,1.15766e-06,287.131,291.84,0.14165,-1.11991e-06,0.414372
0.0294978,0.00421723,14.7448,217.409,1.15479e-06,287.123,291.822,0.141645,-1.1161e-06,0.413105
0.0295914,0.0042305,14.7326,217.05,1.15193e-06,287.115,291.806,0.141641,-1.11248e-06,0.41204
0.0296851,0.00424377,14.7205,216.692,1.14907e-06,287.108,291.791,0.141637,-1.10892e-06,0.410952
0.0297787,0.00425703,14.7083,216.334,1.14623e-06,287.101,291.776,0.141633,-1.10541e-06,0.409846
0.0298724,0.0042703,14.6962,215.977,1.14339e-06,287.094,291.76,0.141629,-1.10195e-06,0.408724
0.029966,0.00428356,14.6841,215.622,1.14057e-06,287.087,291.745,0.141626,-1.09852e-06,0.40759
0.0300597,0.00429683,14.672,215.267,1.13775e-06,287.081,291.729,0.141622,-1.09512e-06,0.406445
0.0301533,0.00431009,14.6599,214.912,1.13494e-06,287.074,291.714,0.141618,-1.09175e-06,0.405291
0.0302469,0.00432335,14.6478,214.559,1.13214e-06,287.068,291.698,0.141614,-1.08841e-06,0.40413
0.0303406,0.00433662,14.6358,214.206,1.12935e-06,287.061,291.683,0.14161,-1.08509e-06,0.402963
0.0304342,0.00434988,14.6238,213.854,1.12657e-06,287.055,291.667,0.141606,-1.08179e-06,0.401791
0.0305279,0.00436314,14.6118,213.503,1.12379e-06,287.049,291.652,0.141602,-1.07851e-06,0.400616
0.0306215,0.0043764,14.5998,213.153,1.12103e-06,287.043,291.636,0.141598,-1.07524e-06,0.399438
0.0307152,0.00438967,14.5878,212.803,1.11827e-06,287.037,291.621,0.141595,-1.07199e-06,0.398259
0.0308088,0.00440293,14.5758,212.455,1.11552e-06,287.031,291.605,0.141591,-1.06875e-06,0.397077
0.0309025,0.00441619,14.5639,212.107,1.11278e-06,287.025,291.59,0.141587,-1.06552e-06,0.395895
0.0309961,0.00442945,14.552,211.759,1.11004e-06,287.019,291.575,0.141583,-1.0623e-06,0.394712
0.0310897,0.00444271,14.54,211.413,1.10732e-06,287.013,291.559,0.141579,-1.05909e-06,0.39353
0.0311834,0.00445597,14.5282,211.067,1.1046e-06,287.007,291.544,0.141575,-1.05589e-06,0.392347
0.031277,0.00446923,14.5163,210.722,1.1019e-06,287.001,291.528,0.141571,-1.0527e-06,0.391165
0.0313707,0.00448249,14.5044,210.378,1.0992e-06,286.996,291.513,0.141567,-1.04951e-06,0.389984
0.0314643,0.00449575,14.4926,210.035,1.0965e-06,286.99,291.497,0.141564,-1.04634e-06,0.388804
0.031558,0.00450901,14.4807,209.692,1.09382e-06,286.984,291.482,0.14156,-1.04317e-06,0.387624
0.0316516,0.00452226,14.4689,209.35,1.09114e-06,286.978,291.466,0.141556,-1.04001e-06,0.386446
0.0317452,0.00453552,14.4571,209.009,1.08848e-06,286.972,291.451,0.141552,-1.03685e-06,0.38527
0.0318389,0.00454878,14.4454,208.669,1.08582e-06,286.966,291.436,0.141548,-1.03371e-06,0.384095
0.0319325,0.00456203,14.4336,208.329,1.08317e-06,286.961,291.42,0.141544,-1.03056e-06,0.382921
0.0320262,0.00457529,14.4219,207.99,1.08052e-06,286.955,291.405,0.14154,-1.02743e-06,0.381749
0.0321198,0.00458855,14.4101,207.652,1.07789e-06,286.949,291.389,0.141537,-1.0243e-06,0.380579
0.0322135,0.0046018,14.3984,207.315,1.07526e-06,286.943,291.374,0.141533,-1.02117e-06,0.37941
0.0323071,0.00461506,14.3867,206.978,1.07264e-06,286.938,291.358,0.141529,-1.01805e-06,0.378243
0.0324008,0.00462831,14.3751,206.642,1.07003e-06,286.932,291.343,0.141525,-1.01494e-06,0.377078
0.0324944,0.00464157,14.3634,206.307,1.06743e-06,286.926,291.327,0.141521,-1.01183e-06,0.375915
0.032588,0.00465482,14.3518,205.974,1.06483e-06,286.92,291.312,0.141517,-1.00873e-06,0.374754
0.0326817,0.00466808,14.3402,205.641,1.06224e-06,286.914,291.296,0.141513,-1.00564e-06,0.373596
0.0327753,0.00468133,14.3286,205.31,1.05967e-06,286.909,291.281,0.14151,-1.00255e-06,0.372439
0.032869,0.00469458,14.3171,204.979,1.05709e-06,286.903,291.266,0.141506,-9.99471e-07,0.371284
0.0329626,0.00470784,14.3055,204.649,1.05453e-06,286.897,291.25,0.141502,-9.96394e-07,0.370131
0.0330563,0.00472109,14.294,204.319,1.05198e-06,286.891,291.235,0.141498,-9.93322e-07,0.368981
0.0331499,0.00473434,14.2825,203.991,1.04943e-06,286.886,291.219,0.141494,-9.90256e-07,0.367832
0.0332435,0.00474759,14.2711,203.663,1.04689e-06,286.88,291.204,0.14149,-9.87195e-07,0.366685
0.0333372,0.00476084,14.2596,203.336,1.04436e-06,286.874,291.188,0.141486,-9.84139e-07,0.36554
0.0334308,0.0047741,14.2481,203.01,1.04183e-06,286.868,291.173,0.141482,-9.81088e-07,0.364397
0.0335245,0.00478735,14.2367,202.684,1.03932e-06,286.863,291.157,0.141479,-9.78043e-07,0.363255
0.0336181,0.0048006,14.2253,202.359,1.03681e-06,286.857,291.142,0.141475,-9.75003e-07,0.362116
0.0337118,0.00481385,14.2139,202.035,1.03431e-06,286.851,291.127,0.141471,-9.71968e-07,0.360979
0.0338054,0.0048271,14.2025,201.712,1.03181e-06,286.845,291.111,0.141467,-9.68938e-07,0.359843
0.0338991,0.00484035,14.1912,201.389,1.02933e-06,286.84,291.096,0.141463,-9.65913e-07,0.35871
0.0339927,0.00485359,14.1798,201.067,1.02685e-06,286.834,291.08,0.141459,-9.62894e-07,0.357578
0.0340863,0.00486684,14.1685,200.746,1.02438e-06,286.828,291.065,0.141455,-9.5988e-07,0.356449
0.03418,0.00488009,14.1572,200.426,1.02192e-06,286.822,291.049,0.141452,-9.56871e-07,0.355321
0.0342736,0.00489334,14.1459,200.106,1.01947e-06,286.817,291.034,0.141448,-9.53867e-07,0.354195
0.0343673,0.00490659,14.1346,199.788,1.01702e-06,286.811,291.018,0.141444,-9.50868e-07,0.353071
0.0344609,0.00491983,14.1234,199.469,1.01458e-06,286.805,291.003,0.14144,-9.47874e-07,0.351949
0.0345546,0.00493308,14.1121,199.152,1.01215e-06,286.799,290.988,0.141436,-9.44885e-07,0.350829
0.0346482,0.00494633,14.1009,198.836,1.00973e-06,286.794,290.972,0.141432,-9.41901e-07,0.349711
0.0347418,0.00495957,14.0897,198.52,1.00731e-06,286.788,290.957,0.141428,-9.38923e-07,0.348595
0.0348355,0.00497282,14.0785,198.205,1.0049e-06,286.782,290.941,0.141424,-9.35949e-07,0.347481
0.0349291,0.00498606,14.0673,197.89,1.0025e-06,286.776,290.926,0.141421,-9.32981e-07,0.346368
0.0350228,0.00499931,14.0562,197.577,1.00011e-06,286.771,290.91,0.141417,-9.30018e-07,0.345258
0.0351164,0.00501255,14.0451,197.264,9.97722e-07,286.765,290.895,0.141413,-9.2706e-07,0.344149
0.0352101,0.0050258,14.0339,196.952,9.95345e-07,286.759,290.88,0.141409,-9.24106e-07,0.343043
0.0353037,0.00503904,14.0228,196.64,9.92975e-07,286.753,290.864,0.141405,-9.21158e-07,0.341938
0.0353974,0.00505228,14.0118,196.33,9.90612e-07,286.747,290.849,0.141401,-9.18215e-07,0.340835
0.035491,0.00506553,14.0007,196.02,9.88257e-07,286.742,290.833,0.141397,-9.15277e-07,0.339734
0.0355846,0.00507877,13.9897,195.711,9.85909e-07,286.736,290.818,0.141394,-9.12344e-07,0.338635
0.0356783,0.00509201,13.9786,195.402,9.83569e-07,286.73,290.802,0.14139,-9.09416e-07,0.337538
0.0357719,0.00510525,13.9676,195.095,9.81237e-07,286.724,290.787,0.141386,-9.06493e-07,0.336443
0.0358656,0.0051185,13.9566,194.788,9.78912e-07,286.719,290.772,0.141382,-9.03575e-07,0.335349
0.0359592,0.00513174,13.9457,194.482,9.76594e-07,286.713,290.756,0.141378,-9.00662e-07,0.334258
0.0360529,0.00514498,13.9347,194.176,9.74284e-07,286.707,290.741,0.141374,-8.97754e-07,0.333168
0.0361465,0.00515822,13.9238,193.871,9.71982e-07,286.701,290.725,0.14137,-8.94851e-07,0.332081
0.0362401,0.00517146,13.9129,193.568,9.69687e-07,286.696,290.71,0.141367,-8.91952e-07,0.330995
0.0363338,0.0051847,13.902,193.264,9.67399e-07,286.69,290.694,0.141363,-8.89059e-07,0.329911
0.0364274,0.00519794,13.8911,192.962,9.65119e-07,286.684,290.679,0.141359,-8.86171e-07,0.328829
0.0365211,0.00521118,13.8802,192.66,9.62846e-07,286.678,290.664,0.141355,-8.83288e-07,0.327748
0.0366147,0.00522442,13.8694,192.359,9.6058e-07,286.673,290.648,0.141351,-8.8041e-07,0.32667
0.0367084,0.00523765,13.8585,192.059,9.58322e-07,286.667,290.633,0.141347,-8.77536e-07,0.325594
0.036802,0.00525089,13.8477,191.76,9.56072e-07,286.661,290.617,0.141343,-8.74668e-07,0.324519
0.0368957,0.00526413,13.8369,191.461,9.53828e-07,286.655,290.603,0.14134,-8.71832e-07,0.323528
0.0369893,0.00527737,13.8262,191.163,9.51592e-07,286.65,290.601,0.141343,-8.69362e-07,0.32356
0.0370829,0.0052906,13.8154,190.866,9.49362e-07,286.645,290.598,0.141345,-8.67086e-07,0.323497
0.0371766,0.00530384,13.8047,190.569,9.47139e-07,286.642,290.596,0.141348,-8.64969e-07,0.323353
0.0372702,0.00531708,13.7939,190.272,9.4492e-07,286.639,290.594,0.14135,-8.62985e-07,0.323154
0.0373639,0.00533031,13.7832,189.977,9.42707e-07,286.637,290.592,0.141353,-8.61111e-07,0.322943
0.0374575,0.00534355,13.7725,189.681,9.40498e-07,286.635,290.589,0.141355,-8.59339e-07,0.322671
0.0375512,0.00535679,13.7618,189.386,9.38294e-07,286.634,290.587,0.141358,-8.57648e-07,0.322354
0.0376448,0.00537002,13.751,189.091,9.36094e-07,286.634,290.585,0.14136,-8.56022e-07,0.322003
0.0377385,0.00538326,13.7403,188.797,9.33899e-07,286.634,290.583,0.141363,-8.54452e-07,0.321624
0.0378321,0.0053965,13.7296,188.503,9.31707e-07,286.634,290.581,0.141365,-8.52926e-07,0.321223
0.0379257,0.00540973,13.7189,188.209,9.2952e-07,286.634,290.578,0.141368,-8.51437e-07,0.320803
0.0380194,0.00542297,13.7082,187.915,9.27336e-07,286.634,290.576,0.14137,-8.49978e-07,0.320368
0.038113,0.00543621,13.6975,187.622,9.25156e-07,286.635,290.574,0.141373,-8.48545e-07,0.319921
0.0382067,0.00544945,13.6868,187.329,9.2298e-07,286.635,290.572,0.141375,-8.47132e-07,0.319464
0.0383003,0.00546268,13.6761,187.036,9.20807e-07,286.636,290.569,0.141378,-8.45737e-07,0.318999
0.038394,0.00547592,13.6654,186.744,9.18638e-07,286.637,290.567,0.14138,-8.44356e-07,0.318527
0.0384876,0.00548916,13.6547,186.451,9.16472e-07,286.638,290.565,0.141383,-8.42987e-07,0.318051
0.0385812,0.0055024,13.644,186.159,9.1431e-07,286.639,290.563,0.141385,-8.41629e-07,0.317569
0.0386749,0.00551564,13.6333,185.868,9.12151e-07,286.64,290.561,0.141388,-8.40278e-07,0.317085
0.0387685,0.00552888,13.6226,185.576,9.09996e-07,286.641,290.558,0.14139,-8.38935e-07,0.316598
0.0388622,0.00554212,13.6119,185.285,9.07844e-07,286.642,290.556,0.141393,-8.37597e-07,0.316108
0.0389558,0.00555536,13.6014,184.999,9.05696e-07,286.643,290.554,0.141395,-8.36277e-07,0.315622
0.0390495,0.0055686,13.5912,184.722,9.03551e-07,286.644,290.552,0.141398,-8.34979e-07,0.315141
0.0391431,0.00558184,13.5807,184.436,9.0141e-07,286.645,290.549,0.1414,-8.33666e-07,0.314652
0.0392368,0.00559508,13.5706,184.161,8.99272e-07,286.647,290.547,0.141403,-8.32379e-07,0.31417
0.0393304,0.00560832,13.56,183.872,8.97137e-07,286.648,290.545,0.141405,-8.31065e-07,0.313677
0.039424,0.00562156,13.55,183.603,8.95005e-07,286.649,290.543,0.141408,-8.29795e-07,0.313199
0.0395177,0.0056348,13.539,183.305,8.92877e-07,286.65,290.54,0.14141,-8.28463e-07,0.312697
0.0396113,0.00564804,13.5298,183.056,8.90752e-07,286.651,290.538,0.141413,-8.27242e-07,0.312235
0.039705,0.00566128,13.5173,182.717,8.8863e-07,286.652,290.536,0.141415,-8.2582e-07,0.311697
0.0397986,0.00567452,13.5117,182.565,8.86512e-07,286.654,290.534,0.141418,-8.24822e-07,0.311319
0.0398923,0.00568776,13.4899,181.979,8.84397e-07,286.655,290.532,0.14142,-8.22842e-07,0.310569
0.0399859,0.00570101,13.511,182.546,8.82286e-07,286.656,290.529,0.141423,-8.23469e-07,0.310803
0.0400795,0.00571425,13.403,179.64,8.80174e-07,286.657,290.527,0.141425,-8.16241e-07,0.308071
0.0401732,0.00572749,13.5123,182.582,8.78081e-07,286.658,290.525,0.141428,-8.22241e-07,0.310334
0.0402668,0.00574073,13.4953,182.122,8.75972e-07,286.66,290.523,0.14143,-8.20553e-07,0.309692
0.0403605,0.00575398,13.479,181.683,8.73867e-07,286.661,290.52,0.141433,-8.18912e-07,0.309068
0.0404541,0.00576722,13.4634,181.262,8.71767e-07,286.662,290.518,0.141435,-8.17313e-07,0.308461
0.0405478,0.00578046,13.4483,180.858,8.69671e-07,286.663,290.516,0.141438,-8.1575e-07,0.307867
0.0406414,0.00579371,13.4338,180.467,8.67578e-07,286.665,290.514,0.14144,-8.14218e-07,0.307284
0.0407351,0.00580695,13.4197,180.088,8.6549e-07,286.666,290.512,0.141443,-8.12715e-07,0.306713
0.0408287,0.0058202,13.406,179.72,8.63406e-07,286.667,290.509,0.141445,-8.11236e-07,0.30615
0.0409223,0.00583344,13.3926,179.362,8.61325e-07,286.668,290.507,0.141448,-8.09778e-07,0.305596
0.041016,0.00584669,13.3795,179.011,8.59248e-07,286.669,290.505,0.14145,-8.0834e-07,0.305049
0.0411096,0.00585993,13.3667,178.669,8.57175e-07,286.671,290.503,0.141453,-8.06919e-07,0.304508
0.0412033,0.00587318,13.3541,178.332,8.55105e-07,286.672,290.5,0.141455,-8.05513e-07,0.303974
0.0412969,0.00588642,13.3417,178.002,8.53039e-07,286.673,290.498,0.141458,-8.0412e-07,0.303444
0.0413906,0.00589967,13.3295,177.676,8.50977e-07,286.674,290.496,0.14146,-8.0274e-07,0.302919
0.0414842,0.00591291,13.3175,177.356,8.48918e-07,286.675,290.494,0.141463,-8.0137e-07,0.302398
0.0415778,0.00592616,13.3056,177.039,8.46863e-07,286.677,290.492,0.141465,-8.0001e-07,0.30188
0.0416715,0.0059394,13.2938,176.726,8.44811e-07,286.678,290.489,0.141468,-7.98659e-07,0.301366
0.0417651,0.00595265,13.2822,176.416,8.42762e-07,286.679,290.487,0.14147,-7.97316e-07,0.300855
0.0418588,0.0059659,13.2706,176.109,8.40717e-07,286.68,290.485,0.141473,-7.9598e-07,0.300347
0.0419524,0.00597915,13.2592,175.805,8.38676e-07,286.681,290.483,0.141475,-7.9465e-07,0.299841
0.0420461,0.00599239,13.2478,175.503,8.36638e-07,286.683,290.48,0.141478,-7.93326e-07,0.299337
0.0421397,0.00600564,13.2365,175.204,8.34603e-07,286.684,290.478,0.14148,-7.92008e-07,0.298835
0.0422334,0.00601889,13.2252,174.906,8.32572e-07,286.685,290.476,0.141483,-7.90694e-07,0.298335
0.042327,0.00603214,13.214,174.61,8.30544e-07,286.686,290.474,0.141485,-7.89384e-07,0.297837
0.0424206,0.00604538,13.2029,174.316,8.28519e-07,286.687,290.472,0.141488,-7.88079e-07,0.29734
0.0425143,0.00605863,13.1918,174.023,8.26498e-07,286.689,290.469,0.14149,-7.86777e-07,0.296844
0.0426079,0.00607188,13.1807,173.731,8.2448e-07,286.69,290.467,0.141493,-7.85479e-07,0.29635
0.0427016,0.00608513,13.1697,173.44,8.22465e-07,286.691,290.465,0.141496,-7.84183e-07,0.295857
0.0427952,0.00609838,13.1587,173.151,8.20454e-07,286.692,290.463,0.141498,-7.82891e-07,0.295365
0.0428889,0.00611163,13.1477,172.863,8.18446e-07,286.694,290.46,0.141501,-7.81601e-07,0.294874
0.0429825,0.00612488,13.1368,172.575,8.16441e-07,286.695,290.458,0.141503,-7.80313e-07,0.294384
0.0430761,0.00613813,13.1259,172.288,8.1444e-07,286.696,290.456,0.141506,-7.79028e-07,0.293895
0.0431698,0.00615138,13.115,172.002,8.12442e-07,286.697,290.454,0.141508,-7.77745e-07,0.293407
0.0432634,0.00616463,13.1041,171.717,8.10447e-07,286.698,290.451,0.141511,-7.76464e-07,0.292919
0.0433571,0.00617788,13.0932,171.432,8.08456e-07,286.7,290.449,0.141513,-7.75185e-07,0.292433
0.0434507,0.00619113,13.0824,171.148,8.06467e-07,286.701,290.447,0.141516,-7.73908e-07,0.291947
0.0435444,0.00620438,13.0715,170.865,8.04482e-07,286.702,290.445,0.141518,-7.72633e-07,0.291461
0.043638,0.00621763,13.0607,170.582,8.02501e-07,286.703,290.443,0.141521,-7.71359e-07,0.290976
0.0437317,0.00623088,13.0499,170.299,8.00522e-07,286.704,290.44,0.141523,-7.70086e-07,0.290492
0.0438253,0.00624414,13.0391,170.017,7.98547e-07,286.706,290.438,0.141526,-7.68815e-07,0.290009
0.0439189,0.00625739,13.0283,169.736,7.96575e-07,286.707,290.436,0.141528,-7.67546e-07,0.289526
0.0440126,0.00627064,13.0175,169.455,7.94607e-07,286.708,290.434,0.141531,-7.66278e-07,0.289043
0.0441062,0.00628389,13.0067,169.174,7.92641e-07,286.709,290.431,0.141533,-7.65011e-07,0.288561
0.0441999,0.00629715,12.9959,168.893,7.90679e-07,286.71,290.429,0.141536,-7.63746e-07,0.288079
0.0442935,0.0063104,12.9851,168.613,7.8872e-07,286.712,290.427,0.141538,-7.62481e-07,0.287598
0.0443872,0.00632365,12.9743,168.334,7.86765e-07,286.713,290.474,0.141565,-7.61581e-07,0.291186
0.0444808,0.00633691,12.9636,168.054,7.84812e-07,286.72,290.554,0.141609,-7.61817e-07,0.297071
0.0445744,0.00635016,12.9528,167.774,7.82858e-07,286.735,290.635,0.141654,-7.63364e-07,0.302272
0.0446681,0.00636342,12.9419,167.494,7.809e-07,286.758,290.715,0.141698,-7.65959e-07,0.306934
0.0447617,0.00637667,12.9311,167.212,7.78935e-07,286.786,290.796,0.141742,-7.69397e-07,0.311165
0.0448554,0.00638994,12.9201,166.929,7.76962e-07,286.818,290.877,0.141786,-7.73511e-07,0.31505
0.044949,0.0064032,12.9091,166.645,7.74978e-07,286.854,290.957,0.14183,-7.78167e-07,0.318659
0.0450427,0.00641647,12.898,166.358,7.72982e-07,286.892,291.038,0.141874,-7.83259e-07,0.322045
0.0451363,0.00642974,12.8868,166.069,7.70973e-07,286.933,291.118,0.141918,-7.88701e-07,0.325253
0.04523,0.00644301,12.8755,165.778,7.6895e-07,286.976,291.199,0.141963,-7.94424e-07,0.328319
0.0453236,0.00645629,12.8641,165.485,7.66913e-07,287.02,291.28,0.142007,-8.00371e-07,0.33127
0.0454172,0.00646957,12.8526,165.19,7.6486e-07,287.066,291.361,0.142051,-8.06499e-07,0.334129
0.0455109,0.00648286,12.841,164.891,7.62791e-07,287.112,291.441,0.142095,-8.12771e-07,0.336915
0.0456045,0.00649615,12.8293,164.591,7.60707e-07,287.159,291.522,0.142139,-8.19159e-07,0.339641
0.0456982,0.00650945,12.8175,164.287,7.58606e-07,287.207,291.603,0.142184,-8.25638e-07,0.342321
0.0457918,0.00652274,12.8055,163.981,7.56488e-07,287.255,291.684,0.142228,-8.3219e-07,0.344962
0.0458855,0.00653605,12.7935,163.672,7.54354e-07,287.304,291.764,0.142272,-8.38801e-07,0.347572
0.0459791,0.00654935,12.7813,163.361,7.52202e-07,287.353,291.845,0.142317,-8.45457e-07,0.350158
0.0460727,0.00656267,12.769,163.047,7.50034e-07,287.402,291.926,0.142361,-8.5215e-07,0.352724
0.0461664,0.00657598,12.7566,162.73,7.47848e-07,287.452,292.007,0.142405,-8.58871e-07,0.355273
0.04626,0.0065893,12.744,162.41,7.45646e-07,287.501,292.088,0.142449,-8.65614e-07,0.357809
0.0463537,0.00660262,12.7314,162.087,7.43425e-07,287.551,292.169,0.142494,-8.72374e-07,0.360335
0.0464473,0.00661595,12.7186,161.762,7.41188e-07,287.601,292.25,0.142538,-8.79146e-07,0.362851
0.046541,0.00662928,12.7057,161.434,7.38933e-07,287.65,292.331,0.142583,-8.85928e-07,0.365359
0.0466346,0.00664262,12.6926,161.102,7.36661e-07,287.7,292.412,0.142627,-8.92716e-07,0.367861
0.0467283,0.00665596,12.6794,160.768,7.34371e-07,287.75,292.493,0.142671,-8.99508e-07,0.370357
0.0468219,0.00666931,12.6662,160.431,7.32064e-07,287.8,292.574,0.142716,-9.06302e-07,0.372848
0.0469155,0.00668265,12.6527,160.092,7.2974e-07,287.85,292.655,0.14276,-9.13097e-07,0.375334
0.0470092,0.00669601,12.6392,159.749,7.27398e-07,287.901,292.736,0.142805,-9.19892e-07,0.377817
0.0471028,0.00670937,12.6255,159.403,7.25038e-07,287.951,292.818,0.142849,-9.26685e-07,0.380295
0.0471965,0.00672273,12.6117,159.055,7.22662e-07,288.001,292.899,0.142893,-9.33476e-07,0.38277
0.0472901,0.00673609,12.5977,158.703,7.20267e-07,288.051,292.98,0.142938,-9.40263e-07,0.385241
0.0473838,0.00674946,12.5837,158.348,7.17856e-07,288.101,293.061,0.142982,-9.47046e-07,0.387708
0.0474774,0.00676284,12.5694,157.991,7.15427e-07,288.151,293.143,0.143027,-9.53824e-07,0.390173
0.047571,0.00677621,12.5551,157.631,7.1298e-07,288.202,293.224,0.143071,-9.60597e-07,0.392633
0.0476647,0.0067896,12.5406,157.267,7.10517e-07,288.252,293.305,0.143116,-9.67364e-07,0.39509
0.0477583,0.00680298,12.526,156.901,7.08036e-07,288.302,293.386,0.143161,-9.74124e-07,0.397544
0.047852,0.00681638,12.5113,156.532,7.05537e-07,288.352,293.468,0.143205,-9.80878e-07,0.399993
0.0479456,0.00682977,12.4964,156.159,7.03021e-07,288.403,293.549,0.14325,-9.87624e-07,0.402439
0.0480393,0.00684317,12.4813,155.784,7.00488e-07,288.453,293.631,0.143294,-9.94363e-07,0.404882
0.0481329,0.00685657,12.4662,155.405,6.97938e-07,288.503,293.712,0.143339,-1.00109e-06,0.40732
0.0482266,0.00686998,12.4509,155.024,6.9537e-07,288.553,293.794,0.143384,-1.00782e-06,0.409754
0.0483202,0.00688339,12.4354,154.64,6.92786e-07,288.604,293.875,0.143428,-1.01453e-06,0.412184
0.0484138,0.00689681,12.4198,154.252,6.90183e-07,288.654,293.957,0.143473,-1.02123e-06,0.414609
0.0485075,0.00691023,12.4041,153.862,6.87564e-07,288.704,294.038,0.143517,-1.02792e-06,0.41703
0.0486011,0.00692366,12.3882,153.468,6.84928e-07,288.755,294.12,0.143562,-1.03461e-06,0.419447
0.0486948,0.00693708,12.3722,153.071,6.82274e-07,288.805,294.201,0.143607,-1.04128e-06,0.421859
0.0487884,0.00695052,12.356,152.672,6.79603e-07,288.855,294.283,0.143652,-1.04794e-06,0.424265
0.0488821,0.00696395,12.3397,152.269,6.76916e-07,288.906,294.365,0.143696,-1.05459e-06,0.426667
0.0489757,0.0069774,12.3233,151.863,6.74211e-07,288.956,294.446,0.143741,-1.06123e-06,0.429064
0.0490694,0.00699084,12.3067,151.454,6.71489e-07,289.006,294.528,0.143786,-1.06786e-06,0.431455
0.049163,0.00700429,12.2899,151.042,6.6875e-07,289.057,294.61,0.143831,-1.07447e-06,0.433841
0.0492566,0.00701775,12.273,150.626,6.65994e-07,289.107,294.691,0.143875,-1.08107e-06,0.436221
0.0493503,0.00703121,12.2559,150.208,6.63222e-07,289.157,294.773,0.14392,-1.08766e-06,0.438596
0.0494439,0.00704467,12.2387,149.786,6.60432e-07,289.208,294.855,0.143965,-1.09423e-06,0.440964
0.0495376,0.00705814,12.2214,149.362,6.57625e-07,289.258,294.937,0.14401,-1.10079e-06,0.443326
0.0496312,0.00707161,12.2038,148.934,6.54802e-07,289.308,295.019,0.144055,-1.10733e-06,0.445682
0.0497249,0.00708508,12.1862,148.503,6.51962e-07,289.359,295.101,0.144099,-1.11386e-06,0.448032
0.0498185,0.00709856,12.1684,148.069,6.49105e-07,289.409,295.183,0.144144,-1.12037e-06,0.450374
0.0499121,0.00711205,12.1504,147.631,6.46232e-07,289.46,295.264,0.144189,-1.12687e-06,0.45271
0.0500058,0.00712554,12.1322,147.191,6.43341e-07,289.51,295.346,0.144234,-1.13335e-06,0.455039
