# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s], Sm [kg/m3s], Sh [J/m3s]
0.000966667,0.0062576,19.6199,384.939,2.70917e-06,293.681,299.994,0.266481,0,0.0572783
0.000983333,0.00626204,19.6147,384.736,2.70723e-06,293.619,299.994,0.266481,0,0.0578199
0.001,0.00626649,19.6096,384.534,2.7053e-06,293.559,299.994,0.266481,0,0.0583515
0.00101667,0.00627093,19.6044,384.334,2.70338e-06,293.5,299.994,0.266481,0,0.0588733
0.00103333,0.00627537,19.5993,384.134,2.70147e-06,293.441,299.994,0.266481,0,0.0593856
0.00105,0.00627981,19.5943,383.936,2.69957e-06,293.384,299.994,0.266481,0,0.0598885
0.00106667,0.00628425,19.5893,383.739,2.69767e-06,293.328,299.994,0.266481,0,0.0603821
0.00108333,0.00628869,19.5842,383.543,2.69579e-06,293.273,299.994,0.26648,0,0.0608666
0.0011,0.00629313,19.5793,383.348,2.69391e-06,293.218,299.993,0.26648,0,0.0613423
0.00111667,0.00629757,19.5743,383.154,2.69204e-06,293.165,299.993,0.26648,0,0.0618092
0.00113333,0.00630202,19.5694,382.961,2.69018e-06,293.112,299.993,0.26648,0,0.0622675
0.00115,0.00630646,19.5645,382.769,2.68833e-06,293.061,299.993,0.26648,0,0.0627175
0.00116667,0.0063109,19.5596,382.578,2.68649e-06,293.01,299.993,0.26648,0,0.0631591
0.00118333,0.00631534,19.5548,382.388,2.68465e-06,292.96,299.993,0.26648,0,0.0635927
0.0012,0.00631978,19.5499,382.199,2.68282e-06,292.912,299.993,0.26648,0,0.0640182
0.00121667,0.00632422,19.5451,382.011,2.681e-06,292.864,299.993,0.26648,0,0.064436
0.00123333,0.00632866,19.5403,381.824,2.67919e-06,292.816,299.993,0.26648,0,0.064846
0.00125,0.00633311,19.5356,381.638,2.67738e-06,292.77,299.993,0.26648,0,0.0652485
0.00126667,0.00633755,19.5308,381.453,2.67558e-06,292.724,299.992,0.266479,0,0.0656436
0.00128333,0.00634199,19.5261,381.269,2.67379e-06,292.68,299.992,0.266479,0,0.0660314
0.0013,0.00634643,19.5214,381.085,2.672e-06,292.635,299.992,0.266479,0,0.066412
0.00131667,0.00635087,19.5167,380.903,2.67022e-06,292.592,299.992,0.266479,0,0.0667856
0.00133333,0.00635531,19.5121,380.721,2.66845e-06,292.55,299.992,0.266479,0,0.0671524
0.00135,0.00635975,19.5074,380.54,2.66668e-06,292.508,299.992,0.266479,0,0.0675123
0.00136667,0.0063642,19.5028,380.36,2.66492e-06,292.467,299.992,0.266479,0,0.0678657
0.00138333,0.00636864,19.4982,380.18,2.66317e-06,292.427,299.992,0.266479,0,0.0682125
0.0014,0.00637308,19.4936,380.002,2.66142e-06,292.387,299.992,0.266479,0,0.0685529
0.00141667,0.00637752,19.4891,379.824,2.65968e-06,292.348,299.991,0.266479,0,0.068887
0.00143333,0.00638196,19.4845,379.647,2.65794e-06,292.31,299.991,0.266479,0,0.0692149
0.00145,0.0063864,19.48,379.471,2.65621e-06,292.272,299.991,0.266478,0,0.0695368
0.00146667,0.00639084,19.4755,379.295,2.65449e-06,292.235,299.991,0.266478,0,0.0698527
0.00148333,0.00639529,19.471,379.12,2.65277e-06,292.199,299.991,0.266478,0,0.0701628
0.0015,0.00639973,19.4665,378.946,2.65105e-06,292.163,299.991,0.266478,0,0.0704671
0.00151667,0.00640417,19.4621,378.772,2.64935e-06,292.128,299.991,0.266478,0,0.0707657
0.00153333,0.00640861,19.4576,378.599,2.64764e-06,292.093,299.991,0.266478,0,0.0710588
0.00155,0.00641305,19.4532,378.427,2.64594e-06,292.06,299.991,0.266478,0,0.0713465
0.00156667,0.00641749,19.4488,378.255,2.64425e-06,292.026,299.99,0.266478,0,0.0716288
0.00158333,0.00642193,19.4444,378.084,2.64256e-06,291.993,299.99,0.266478,0,0.0719059
0.0016,0.00642637,19.44,377.913,2.64088e-06,291.961,299.99,0.266478,0,0.0721778
0.00161667,0.00643082,19.4356,377.744,2.6392e-06,291.93,299.99,0.266477,0,0.0724446
0.00163333,0.00643526,19.4313,377.574,2.63753e-06,291.899,299.99,0.266477,0,0.0727064
0.00165,0.0064397,19.4269,377.406,2.63586e-06,291.868,299.99,0.266477,0,0.0729633
0.00166667,0.00644414,19.4226,377.238,2.63419e-06,291.838,299.99,0.266477,0,0.0732154
0.00168333,0.00644858,19.4183,377.07,2.63253e-06,291.809,299.99,0.266477,0,0.0734628
0.0017,0.00645302,19.414,376.903,2.63088e-06,291.78,299.99,0.266477,0,0.0737055
0.00171667,0.00645746,19.4097,376.737,2.62923e-06,291.751,299.989,0.266477,0,0.0739437
0.00173333,0.00646191,19.4054,376.571,2.62758e-06,291.723,299.989,0.266477,0,0.0741774
0.00175,0.00646635,19.4012,376.405,2.62594e-06,291.696,299.989,0.266477,0,0.0744067
0.00176667,0.00647079,19.3969,376.24,2.6243e-06,291.669,299.989,0.266476,0,0.0746317
0.00178333,0.00647523,19.3927,376.076,2.62266e-06,291.642,299.989,0.266476,0,0.0748524
0.0018,0.00647967,19.3885,375.912,2.62103e-06,291.616,299.989,0.266476,0,0.075069
0.00181667,0.00648411,19.3842,375.749,2.6194e-06,291.59,299.989,0.266476,0,0.0752815
0.00183333,0.00648855,19.38,375.586,2.61778e-06,291.565,299.989,0.266476,0,0.0754899
0.00185,0.006493,19.3758,375.423,2.61616e-06,291.541,299.988,0.266476,0,0.0756944
0.00186667,0.00649744,19.3717,375.261,2.61454e-06,291.516,299.988,0.266476,0,0.075895
0.00188333,0.00650188,19.3675,375.1,2.61293e-06,291.492,299.988,0.266476,0,0.0760918
0.0019,0.00650632,19.3633,374.938,2.61132e-06,291.469,299.988,0.266476,0,0.0762849
0.00191667,0.00651076,19.3592,374.778,2.60971e-06,291.446,299.988,0.266476,0,0.0764742
0.00193333,0.0065152,19.355,374.617,2.60811e-06,291.423,299.988,0.266475,0,0.07666
0.00195,0.00651964,19.3509,374.457,2.60651e-06,291.401,299.988,0.266475,0,0.0768422
0.00196667,0.00652408,19.3468,374.298,2.60492e-06,291.379,299.988,0.266475,0,0.0770209
0.00198333,0.00652853,19.3427,374.139,2.60333e-06,291.357,299.988,0.266475,0,0.0771961
0.002,0.00653297,19.3386,373.98,2.60174e-06,291.336,299.987,0.266475,0,0.077368
0.00201667,0.00653741,19.3345,373.822,2.60015e-06,291.315,299.987,0.266475,0,0.0775366
0.00203333,0.00654185,19.3304,373.664,2.59857e-06,291.295,299.987,0.266475,0,0.0777019
0.00205,0.00654629,19.3263,373.506,2.59699e-06,291.275,299.987,0.266475,0,0.077864
0.00206667,0.00655073,19.3222,373.349,2.59541e-06,291.255,299.987,0.266475,0,0.0780229
0.00208333,0.00655517,19.3182,373.192,2.59384e-06,291.236,299.987,0.266475,0,0.0781788
0.0021,0.00655961,19.3141,373.036,2.59226e-06,291.217,299.987,0.266474,0,0.0783316
0.00211667,0.00656406,19.3101,372.88,2.5907e-06,291.198,299.987,0.266474,0,0.0784815
0.00213333,0.0065685,19.3061,372.724,2.58913e-06,291.179,299.986,0.266474,0,0.0786284
0.00215,0.00657294,19.302,372.568,2.58757e-06,291.161,299.986,0.266474,0,0.0787725
0.00216667,0.00657738,19.298,372.413,2.58601e-06,291.144,299.986,0.266474,0,0.0789137
0.00218333,0.00658182,19.294,372.258,2.58445e-06,291.126,299.986,0.266474,0,0.0790521
0.0022,0.00658626,19.29,372.104,2.58289e-06,291.109,299.986,0.266474,0,0.0791879
0.00221667,0.0065907,19.286,371.95,2.58134e-06,291.092,299.986,0.266474,0,0.0793209
0.00223333,0.00659515,19.282,371.796,2.57979e-06,291.075,299.986,0.266474,0,0.0794513
0.00225,0.00659959,19.278,371.642,2.57824e-06,291.059,299.986,0.266473,0,0.0795791
0.00226667,0.00660403,19.2741,371.489,2.5767e-06,291.043,299.985,0.266473,0,0.0797044
0.00228333,0.00660847,19.2701,371.336,2.57516e-06,291.027,299.985,0.266473,0,0.0798272
0.0023,0.00661291,19.2661,371.183,2.57362e-06,291.012,299.985,0.266473,0,0.0799475
0.00231667,0.00661735,19.2622,371.031,2.57208e-06,290.997,299.985,0.266473,0,0.0800654
0.00233333,0.00662179,19.2582,370.879,2.57054e-06,290.982,299.985,0.266473,0,0.0801809
0.00235,0.00662623,19.2543,370.727,2.56901e-06,290.967,299.985,0.266473,0,0.0802941
0.00236667,0.00663068,19.2503,370.575,2.56748e-06,290.953,299.985,0.266473,0,0.080405
0.00238333,0.00663512,19.2464,370.424,2.56595e-06,290.938,299.985,0.266473,0,0.0805137
0.0024,0.00663956,19.2425,370.273,2.56442e-06,290.925,299.985,0.266472,0,0.0806201
0.00241667,0.006644,19.2385,370.122,2.5629e-06,290.911,299.984,0.266472,0,0.0807244
0.00243333,0.00664844,19.2346,369.971,2.56137e-06,290.897,299.984,0.266472,0,0.0808265
0.00245,0.00665288,19.2307,369.821,2.55985e-06,290.884,299.984,0.266472,0,0.0809265
0.00246667,0.00665732,19.2268,369.671,2.55833e-06,290.871,299.984,0.266472,0,0.0810245
0.00248333,0.00666176,19.2229,369.521,2.55682e-06,290.858,299.984,0.266472,0,0.0811205
0.0025,0.00666621,19.219,369.371,2.5553e-06,290.846,299.984,0.266472,0,0.0812144
0.00251667,0.00667065,19.2151,369.221,2.55379e-06,290.834,299.984,0.266472,0,0.0813064
0.00253333,0.00667509,19.2113,369.072,2.55228e-06,290.821,299.984,0.266472,0,0.0813965
0.00255,0.00667953,19.2074,368.923,2.55077e-06,290.81,299.983,0.266472,0,0.0814847
0.00256667,0.00668397,19.2035,368.774,2.54926e-06,290.798,299.983,0.266471,0,0.0815711
0.00258333,0.00668841,19.1996,368.626,2.54776e-06,290.786,299.983,0.266471,0,0.0816556
0.0026,0.00669285,19.1958,368.477,2.54625e-06,290.775,299.983,0.266471,0,0.0817383
0.00261667,0.00669729,19.1919,368.329,2.54475e-06,290.764,299.983,0.266471,0,0.0818193
0.00263333,0.00670174,19.188,368.181,2.54325e-06,290.753,299.983,0.266471,0,0.0818986
0.00265,0.00670618,19.1842,368.033,2.54175e-06,290.742,299.983,0.266471,0,0.0819761
0.00266667,0.00671062,19.1803,367.886,2.54026e-06,290.732,299.983,0.266471,0,0.082052
0.00268333,0.00671506,19.1765,367.738,2.53876e-06,290.721,299.982,0.266471,0,0.0821262
0.0027,0.0067195,19.1727,367.591,2.53727e-06,290.711,299.982,0.266471,0,0.0821989
0.00271667,0.00672394,19.1688,367.444,2.53577e-06,290.701,299.982,0.26647,0,0.0822699
0.00273333,0.00672838,19.165,367.297,2.53428e-06,290.691,299.982,0.26647,0,0.0823394
0.00275,0.00673282,19.1612,367.15,2.5328e-06,290.682,299.982,0.26647,0,0.0824074
0.00276667,0.00673727,19.1573,367.004,2.53131e-06,290.672,299.982,0.26647,0,0.0824738
0.00278333,0.00674171,19.1535,366.857,2.52982e-06,290.663,299.982,0.26647,0,0.0825388
0.0028,0.00674615,19.1497,366.711,2.52834e-06,290.654,299.982,0.26647,0,0.0826024
0.00281667,0.00675059,19.1459,366.565,2.52685e-06,290.645,299.981,0.26647,0,0.0826645
0.00283333,0.00675503,19.1421,366.419,2.52537e-06,290.636,299.981,0.26647,0,0.0827252
0.00285,0.00675947,19.1383,366.273,2.52389e-06,290.627,299.981,0.26647,0,0.0827845
0.00286667,0.00676391,19.1345,366.128,2.52241e-06,290.619,299.981,0.266469,0,0.0828425
0.00288333,0.00676835,19.1307,365.982,2.52094e-06,290.61,299.981,0.266469,0,0.0828991
0.0029,0.0067728,19.1269,365.837,2.51946e-06,290.602,299.981,0.266469,0,0.0829545
0.00291667,0.00677724,19.1231,365.692,2.51799e-06,290.594,299.981,0.266469,0,0.0830085
0.00293333,0.00678168,19.1193,365.547,2.51651e-06,290.586,299.981,0.266469,0,0.0830613
0.00295,0.00678612,19.1155,365.402,2.51504e-06,290.578,299.98,0.266469,0,0.0831129
0.00296667,0.00679056,19.1117,365.257,2.51357e-06,290.571,299.98,0.266469,0,0.0831633
0.00298333,0.006795,19.1079,365.112,2.5121e-06,290.563,299.98,0.266469,0,0.0832124
0.003,0.00679944,19.1041,364.968,2.51063e-06,290.556,299.98,0.266469,0,0.0832604
0.00301667,0.00680388,19.1004,364.824,2.50916e-06,290.548,299.98,0.266468,0,0.0833072
0.00303333,0.00680833,19.0966,364.679,2.5077e-06,290.541,299.98,0.266468,0,0.0833529
0.00305,0.00681277,19.0928,364.535,2.50623e-06,290.534,299.98,0.266468,0,0.0833975
0.00306667,0.00681721,19.089,364.391,2.50477e-06,290.527,299.98,0.266468,0,0.083441
0.00308333,0.00682165,19.0853,364.248,2.50331e-06,290.52,299.98,0.266468,0,0.0834834
0.0031,0.00682609,19.0815,364.104,2.50185e-06,290.514,299.979,0.266468,0,0.0835248
0.00311667,0.00683053,19.0777,363.96,2.50039e-06,290.507,299.979,0.266468,0,0.0835651
0.00313333,0.00683497,19.074,363.817,2.49893e-06,290.501,299.979,0.266468,0,0.0836044
0.00315,0.00683941,19.0702,363.673,2.49747e-06,290.494,299.979,0.266468,0,0.0836427
0.00316667,0.00684386,19.0665,363.53,2.49601e-06,290.488,299.979,0.266467,0,0.08368
0.00318333,0.0068483,19.0627,363.387,2.49456e-06,290.482,299.979,0.266467,0,0.0837164
0.0032,0.00685274,19.059,363.244,2.4931e-06,290.476,299.979,0.266467,0,0.0837517
0.00321667,0.00685718,19.0552,363.101,2.49165e-06,290.47,299.979,0.266467,0,0.0837862
0.00323333,0.00686162,19.0515,362.958,2.49019e-06,290.464,299.978,0.266467,0,0.0838197
0.00325,0.00686606,19.0477,362.815,2.48874e-06,290.459,299.978,0.266467,0,0.0838524
0.00326667,0.0068705,19.044,362.673,2.48729e-06,290.453,299.978,0.266467,0,0.0838841
0.00328333,0.00687494,19.0402,362.53,2.48584e-06,290.448,299.978,0.266467,0,0.083915
0.0033,0.00687939,19.0365,362.388,2.48439e-06,290.442,299.978,0.266467,0,0.083945
0.00331667,0.00688383,19.0327,362.245,2.48295e-06,290.437,299.978,0.266466,0,0.0839742
0.00333333,0.00688827,19.029,362.103,2.4815e-06,290.432,299.978,0.266466,0,0.0840026
0.00335,0.00689271,19.0253,361.961,2.48005e-06,290.426,299.978,0.266466,0,0.0840301
0.00336667,0.00689715,19.0215,361.819,2.47861e-06,290.421,299.977,0.266466,0,0.0840569
0.00338333,0.00690159,19.0178,361.677,2.47716e-06,290.416,299.977,0.266466,0,0.0840829
0.0034,0.00690603,19.0141,361.535,2.47572e-06,290.412,299.977,0.266466,0,0.0841081
0.00341667,0.00691047,19.0103,361.393,2.47428e-06,290.407,299.977,0.266466,0,0.0841325
0.00343333,0.00691491,19.0066,361.252,2.47284e-06,290.402,299.977,0.266466,0,0.0841562
0.00345,0.00691936,19.0029,361.11,2.4714e-06,290.398,299.977,0.266466,0,0.0841792
0.00346667,0.0069238,18.9992,360.968,2.46996e-06,290.393,299.977,0.266465,0,0.0842015
0.00348333,0.00692824,18.9954,360.827,2.46852e-06,290.389,299.977,0.266465,0,0.084223
0.0035,0.00693268,18.9917,360.685,2.46708e-06,290.384,299.976,0.266465,0,0.0842439
0.00351667,0.00693712,18.988,360.544,2.46564e-06,290.38,299.976,0.266465,0,0.0842641
0.00353333,0.00694156,18.9843,360.403,2.46421e-06,290.376,299.976,0.266465,0,0.0842836
0.00355,0.006946,18.9806,360.262,2.46277e-06,290.371,299.976,0.266465,0,0.0843024
0.00356667,0.00695044,18.9768,360.121,2.46134e-06,290.367,299.976,0.266465,0,0.0843206
0.00358333,0.00695489,18.9731,359.98,2.4599e-06,290.363,299.976,0.266465,0,0.0843382
0.0036,0.00695933,18.9694,359.839,2.45847e-06,290.359,299.976,0.266465,0,0.0843552
0.00361667,0.00696377,18.9657,359.698,2.45704e-06,290.356,299.976,0.266464,0,0.0843715
0.00363333,0.00696821,18.962,359.557,2.4556e-06,290.352,299.975,0.266464,0,0.0843873
0.00365,0.00697265,18.9583,359.416,2.45417e-06,290.348,299.975,0.266464,0,0.0844024
0.00366667,0.00697709,18.9546,359.275,2.45274e-06,290.344,299.975,0.266464,0,0.084417
0.00368333,0.00698153,18.9509,359.135,2.45131e-06,290.341,299.975,0.266464,0,0.084431
0.0037,0.00698597,18.9471,358.994,2.44988e-06,290.337,299.975,0.266464,0,0.0844444
0.00371667,0.00699041,18.9434,358.854,2.44846e-06,290.334,299.975,0.266464,0,0.0844573
0.00373333,0.00699486,18.9397,358.713,2.44703e-06,290.33,299.975,0.266464,0,0.0844697
0.00375,0.0069993,18.936,358.573,2.4456e-06,290.327,299.975,0.266464,0,0.0844815
0.00376667,0.00700374,18.9323,358.432,2.44418e-06,290.324,299.974,0.266463,0,0.0844928
0.00378333,0.00700818,18.9286,358.292,2.44275e-06,290.32,299.974,0.266463,0,0.0845036
0.0038,0.00701262,18.9249,358.152,2.44133e-06,290.317,299.974,0.266463,0,0.0845139
0.00381667,0.00701706,18.9212,358.012,2.4399e-06,290.314,299.974,0.266463,0,0.0845237
0.00383333,0.0070215,18.9175,357.872,2.43848e-06,290.311,299.974,0.266463,0,0.084533
0.00385,0.00702594,18.9138,357.732,2.43706e-06,290.308,299.974,0.266463,0,0.0845418
0.00386667,0.00703038,18.9101,357.592,2.43563e-06,290.305,299.974,0.266463,0,0.0845502
0.00388333,0.00703483,18.9064,357.452,2.43421e-06,290.302,299.974,0.266463,0,0.0845581
0.0039,0.00703927,18.9027,357.312,2.43279e-06,290.299,299.973,0.266463,0,0.0845655
0.00391667,0.00704371,18.899,357.172,2.43137e-06,290.296,299.973,0.266463,0,0.0845726
0.00393333,0.00704815,18.8953,357.032,2.42995e-06,290.293,299.973,0.266462,0,0.0845791
0.00395,0.00705259,18.8916,356.892,2.42853e-06,290.291,299.973,0.266462,0,0.0845853
0.00396667,0.00705703,18.8879,356.753,2.42712e-06,290.288,299.973,0.266462,0,0.084591
0.00398333,0.00706147,18.8842,356.613,2.4257e-06,290.285,299.973,0.266462,0,0.0845963
0.004,0.00706591,18.8805,356.473,2.42428e-06,290.283,299.973,0.266462,0,0.0846012
0.00401667,0.00707035,18.8768,356.334,2.42287e-06,290.28,299.973,0.266462,0,0.0846057
0.00403333,0.0070748,18.8731,356.194,2.42145e-06,290.278,299.972,0.266462,0,0.0846098
0.00405,0.00707924,18.8694,356.055,2.42003e-06,290.275,299.972,0.266462,0,0.0846135
0.00406667,0.00708368,18.8657,355.915,2.41862e-06,290.273,299.972,0.266462,0,0.0846169
0.00408333,0.00708812,18.862,355.776,2.41721e-06,290.271,299.972,0.266461,0,0.0846198
0.0041,0.00709256,18.8583,355.637,2.41579e-06,290.268,299.972,0.266461,0,0.0846224
0.00411667,0.007097,18.8546,355.497,2.41438e-06,290.266,299.972,0.266461,0,0.0846247
0.00413333,0.00710144,18.8509,355.358,2.41297e-06,290.264,299.972,0.266461,0,0.0846266
0.00415,0.00710588,18.8472,355.219,2.41156e-06,290.262,299.972,0.266461,0,0.0846281
0.00416667,0.00711032,18.8436,355.08,2.41014e-06,290.259,299.971,0.266461,0,0.0846293
0.00418333,0.00711477,18.8399,354.94,2.40873e-06,290.257,299.971,0.266461,0,0.0846302
0.0042,0.00711921,18.8362,354.801,2.40732e-06,290.255,299.971,0.266461,0,0.0846307
0.00421667,0.00712365,18.8325,354.662,2.40591e-06,290.253,299.971,0.266461,0,0.084631
0.00423333,0.00712809,18.8288,354.523,2.4045e-06,290.251,299.971,0.26646,0,0.0846309
0.00425,0.00713253,18.8251,354.384,2.4031e-06,290.249,299.971,0.26646,0,0.0846305
0.00426667,0.00713697,18.8214,354.245,2.40169e-06,290.247,299.971,0.26646,0,0.0846297
0.00428333,0.00714141,18.8177,354.106,2.40028e-06,290.245,299.971,0.26646,0,0.0846287
0.0043,0.00714585,18.814,353.967,2.39887e-06,290.243,299.97,0.26646,0,0.0846274
0.00431667,0.00715029,18.8103,353.828,2.39747e-06,290.241,299.97,0.26646,0,0.0846258
0.00433333,0.00715474,18.8066,353.69,2.39606e-06,290.24,299.97,0.26646,0,0.0846239
0.00435,0.00715918,18.8029,353.551,2.39465e-06,290.238,299.97,0.26646,0,0.0846218
0.00436667,0.00716362,18.7993,353.412,2.39325e-06,290.236,299.97,0.26646,0,0.0846193
0.00438333,0.00716806,18.7956,353.273,2.39185e-06,290.234,299.97,0.266459,0,0.0846166
0.0044,0.0071725,18.7919,353.134,2.39044e-06,290.233,299.97,0.266459,0,0.0846137
0.00441667,0.00717694,18.7882,352.996,2.38904e-06,290.231,299.97,0.266459,0,0.0846104
0.00443333,0.00718138,18.7845,352.857,2.38763e-06,290.229,299.969,0.266459,0,0.0846069
0.00445,0.00718582,18.7808,352.718,2.38623e-06,290.228,299.969,0.266459,0,0.0846032
0.00446667,0.00719026,18.7771,352.58,2.38483e-06,290.226,299.969,0.266459,0,0.0845992
0.00448333,0.00719471,18.7734,352.441,2.38343e-06,290.225,299.969,0.266459,0,0.084595
0.0045,0.00719915,18.7697,352.303,2.38203e-06,290.223,299.969,0.266459,0,0.0845905
0.00451667,0.00720359,18.766,352.164,2.38063e-06,290.222,299.969,0.266459,0,0.0845858
0.00453333,0.00720803,18.7623,352.026,2.37923e-06,290.22,299.969,0.266458,0,0.0845809
0.00455,0.00721247,18.7587,351.887,2.37783e-06,290.219,299.969,0.266458,0,0.0845757
0.00456667,0.00721691,18.755,351.749,2.37643e-06,290.217,299.968,0.266458,0,0.0845703
0.00458333,0.00722135,18.7513,351.61,2.37503e-06,290.216,299.968,0.266458,0,0.0845647
0.0046,0.00722579,18.7476,351.472,2.37363e-06,290.214,299.968,0.266458,0,0.0845589
0.00461667,0.00723023,18.7439,351.333,2.37223e-06,290.213,299.968,0.266458,0,0.0845529
0.00463333,0.00723467,18.7402,351.195,2.37083e-06,290.212,299.968,0.266458,0,0.0845467
0.00465,0.00723912,18.7365,351.057,2.36944e-06,290.21,299.968,0.266458,0,0.0845402
