# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s], mtfd, htfd, Sm [kg/m3s], Sh [J/m3s], rho[kg/m3s], Mliquid
0,0.009,50,2500,5.14158e-05,300,300.154,0.294082,0,0,0,0,785.576,7.07896e+07
3.16431e-06,0.00900093,50.0047,2500.47,5.14153e-05,299.998,300.156,0.294084,-1.59722e-10,-773.658,-3.57776e-08,0.000291325,785.578,7.07896e+07
6.32861e-06,0.00900186,50.0045,2500.45,5.14148e-05,299.995,300.158,0.294086,-1.59664e-10,-773.204,-3.57647e-08,0.000299646,785.581,7.07896e+07
9.49292e-06,0.00900279,50.0043,2500.43,5.14143e-05,299.993,300.16,0.294088,-1.59606e-10,-772.751,-3.57517e-08,0.000307966,785.583,7.07896e+07
1.26572e-05,0.00900372,50.0041,2500.41,5.14138e-05,299.99,300.162,0.29409,-1.59548e-10,-772.297,-3.57388e-08,0.000316283,785.585,7.07896e+07
1.58215e-05,0.00900465,50.0039,2500.39,5.14133e-05,299.988,300.164,0.294092,-1.5949e-10,-771.844,-3.57258e-08,0.000324598,785.587,7.07896e+07
1.89858e-05,0.00900558,50.0037,2500.37,5.14128e-05,299.985,300.166,0.294094,-1.59433e-10,-771.391,-3.57129e-08,0.00033291,785.59,7.07896e+07
2.21501e-05,0.00900651,50.0035,2500.35,5.14123e-05,299.983,300.168,0.294097,-1.59375e-10,-770.938,-3.57e-08,0.00034122,785.592,7.07896e+07
2.53145e-05,0.00900744,50.0033,2500.33,5.14118e-05,299.98,300.17,0.294099,-1.59317e-10,-770.486,-3.56871e-08,0.000349528,785.594,7.07896e+07
2.84788e-05,0.00900837,50.003,2500.3,5.14113e-05,299.978,300.172,0.294101,-1.5926e-10,-770.034,-3.56742e-08,0.000357834,785.597,7.07896e+07
3.16431e-05,0.0090093,50.0028,2500.28,5.14108e-05,299.976,300.175,0.294103,-1.59202e-10,-769.582,-3.56613e-08,0.000366137,785.599,7.07896e+07
3.48074e-05,0.00901023,50.0026,2500.26,5.14103e-05,299.973,300.177,0.294105,-1.59145e-10,-769.13,-3.56484e-08,0.000374438,785.601,7.07896e+07
3.79717e-05,0.00901116,50.0024,2500.24,5.14098e-05,299.971,300.179,0.294107,-1.59087e-10,-768.678,-3.56355e-08,0.000382737,785.603,7.07896e+07
4.1136e-05,0.00901209,50.0022,2500.22,5.14093e-05,299.968,300.181,0.294109,-1.5903e-10,-768.227,-3.56226e-08,0.000391034,785.606,7.07896e+07
4.43003e-05,0.00901302,50.002,2500.2,5.14088e-05,299.966,300.183,0.294111,-1.58972e-10,-767.775,-3.56098e-08,0.000399328,785.608,7.07896e+07
4.74646e-05,0.00901395,50.0018,2500.18,5.14083e-05,299.963,300.185,0.294113,-1.58915e-10,-767.324,-3.55969e-08,0.00040762,785.61,7.07896e+07
5.06289e-05,0.00901488,50.0016,2500.16,5.14078e-05,299.961,300.187,0.294115,-1.58858e-10,-766.874,-3.55841e-08,0.000415909,785.612,7.07896e+07
5.37932e-05,0.00901581,50.0014,2500.14,5.14073e-05,299.959,300.189,0.294117,-1.588e-10,-766.423,-3.55713e-08,0.000424197,785.615,7.07896e+07
5.69575e-05,0.00901674,50.0011,2500.11,5.14068e-05,299.956,300.191,0.294119,-1.58743e-10,-765.973,-3.55584e-08,0.000432482,785.617,7.07896e+07
6.01218e-05,0.00901767,50.0009,2500.09,5.14063e-05,299.954,300.193,0.294122,-1.58686e-10,-765.523,-3.55456e-08,0.000440765,785.619,7.07896e+07
6.32861e-05,0.0090186,50.0007,2500.07,5.14058e-05,299.951,300.195,0.294124,-1.58629e-10,-765.073,-3.55328e-08,0.000449045,785.621,7.07896e+07
6.64504e-05,0.00901953,50.0005,2500.05,5.14053e-05,299.949,300.197,0.294126,-1.58572e-10,-764.623,-3.552e-08,0.000457323,785.624,7.07896e+07
6.96147e-05,0.00902046,50.0003,2500.03,5.14047e-05,299.946,300.199,0.294128,-1.58515e-10,-764.174,-3.55073e-08,0.000465599,785.626,7.07896e+07
7.27791e-05,0.00902139,50.0001,2500.01,5.14042e-05,299.944,300.201,0.29413,-1.58458e-10,-763.725,-3.54945e-08,0.000473873,785.628,7.07896e+07
7.59434e-05,0.00902232,49.9999,2499.99,5.14037e-05,299.942,300.203,0.294132,-1.58401e-10,-763.276,-3.54817e-08,0.000482144,785.63,7.07896e+07
