  Grid,   Temperature,   Uvec,   CO,    CO2
   4.068e-02,   3.200e+02,   5.059e-01,  -5.375e-14,  -7.520e-13
   4.080e-02,   3.200e+02,   5.059e-01,  -5.607e-14,  -7.947e-13
   4.093e-02,   3.200e+02,   5.059e-01,  -5.916e-14,  -8.385e-13
   4.105e-02,   3.200e+02,   5.059e-01,  -6.266e-14,  -8.833e-13
   4.118e-02,   3.200e+02,   5.059e-01,  -6.541e-14,  -9.283e-13
   4.130e-02,   3.200e+02,   5.059e-01,  -6.881e-14,  -9.741e-13
   4.143e-02,   3.200e+02,   5.059e-01,  -7.172e-14,  -1.020e-12
   4.155e-02,   3.200e+02,   5.059e-01,  -7.508e-14,  -1.067e-12
   4.168e-02,   3.200e+02,   5.059e-01,  -7.819e-14,  -1.113e-12
   4.180e-02,   3.200e+02,   5.059e-01,  -8.126e-14,  -1.159e-12
   4.193e-02,   3.200e+02,   5.059e-01,  -8.468e-14,  -1.206e-12
   4.205e-02,   3.200e+02,   5.059e-01,  -8.754e-14,  -1.251e-12
   4.218e-02,   3.200e+02,   5.059e-01,  -9.043e-14,  -1.297e-12
