# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s], mtfd, htfd, Sm [kg/m3s], Sh [J/m3s], rho[kg/m3s], Mliquid
0,0.009,40,1600,2.63249e-05,300,300.264,0.270902,0,0,0,0,785.576,6.37514e+08
3.57012e-06,0.00900097,40.0038,1600.3,2.63244e-05,299.996,300.268,0.270905,-1.27584e-10,-1199.54,-2.90381e-07,0.00407242,785.58,6.37514e+08
7.14023e-06,0.00900193,40.0035,1600.28,2.6324e-05,299.991,300.271,0.270909,-1.27501e-10,-1198.3,-2.90193e-07,0.00418771,785.584,6.37514e+08
1.07103e-05,0.0090029,40.0032,1600.25,2.63235e-05,299.987,300.275,0.270912,-1.27419e-10,-1197.05,-2.90005e-07,0.00430294,785.588,6.37514e+08
1.42805e-05,0.00900387,40.0029,1600.23,2.63231e-05,299.983,300.278,0.270915,-1.27336e-10,-1195.81,-2.89817e-07,0.0044181,785.592,6.37514e+08
1.78506e-05,0.00900483,40.0026,1600.2,2.63226e-05,299.979,300.281,0.270918,-1.27254e-10,-1194.57,-2.8963e-07,0.00453321,785.596,6.37514e+08
2.14207e-05,0.0090058,40.0023,1600.18,2.63222e-05,299.974,300.285,0.270921,-1.27172e-10,-1193.34,-2.89443e-07,0.00464826,785.6,6.37514e+08
2.49908e-05,0.00900676,40.002,1600.16,2.63217e-05,299.97,300.288,0.270925,-1.2709e-10,-1192.1,-2.89256e-07,0.00476325,785.604,6.37514e+08
2.85609e-05,0.00900773,40.0017,1600.13,2.63213e-05,299.966,300.292,0.270928,-1.27007e-10,-1190.86,-2.89069e-07,0.00487818,785.608,6.37514e+08
3.2131e-05,0.0090087,40.0014,1600.11,2.63208e-05,299.962,300.295,0.270931,-1.26926e-10,-1189.63,-2.88883e-07,0.00499305,785.612,6.37514e+08
3.57012e-05,0.00900966,40.0011,1600.09,2.63204e-05,299.957,300.298,0.270934,-1.26844e-10,-1188.39,-2.88696e-07,0.00510785,785.616,6.37514e+08
3.92713e-05,0.00901063,40.0008,1600.06,2.63199e-05,299.953,300.302,0.270937,-1.26762e-10,-1187.16,-2.8851e-07,0.0052226,785.62,6.37514e+08
4.28414e-05,0.0090116,40.0005,1600.04,2.63195e-05,299.949,300.305,0.270941,-1.2668e-10,-1185.93,-2.88325e-07,0.00533729,785.624,6.37514e+08
