0.00506,297.84192
0.00552,297.84192
0.00595,297.84192
0.00633,291.61259
0.00681,291.61259
0.00722,291.61259
0.00761,291.61259
0.00777,291.61259
0.00793,315.14561
0.008,349.06083
0.00806,423.81276
0.00807,515.86837
0.00816,664.68007
0.0082,865.40283
0.00824,1037.74755
0.00829,1278.61486
0.00833,1496.64131
0.00837,1680.06039
0.00843,1789.41968
0.00849,1898.08683
0.00857,1972.83876
0.0087,2064.20222
0.00892,2121.65046
0.00916,2173.56152
0.00945,2196.40239
0.00985,2196.40239
0.01025,2196.40239
0.0106,2208.16889
0.01103,2208.16889
0.01139,2208.16889
0.01169,2201.93957
0.01195,2201.93957
0.01219,2201.93957
