  Grid,   Temperature,   Uvec,  C7H16, O2, CO2
   0.000e+00,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   1.523e-15
   1.005e-04,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.480e-15
   2.010e-04,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.481e-15
   3.015e-04,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.481e-15
   4.020e-04,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.481e-15
   5.025e-04,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.481e-15
   6.030e-04,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.481e-15
   7.035e-04,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.481e-15
   8.040e-04,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.481e-15
   9.045e-04,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.481e-15
   1.005e-03,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.481e-15
   1.106e-03,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.481e-15
   1.206e-03,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.481e-15
   1.307e-03,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.481e-15
   1.407e-03,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.481e-15
   1.508e-03,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.481e-15
   1.608e-03,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.481e-15
   1.709e-03,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.481e-15
   1.809e-03,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.481e-15
   1.910e-03,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.481e-15
   2.010e-03,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.481e-15
   2.111e-03,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.481e-15
   2.211e-03,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.481e-15
   2.312e-03,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.481e-15
   2.412e-03,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.481e-15
   2.513e-03,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.481e-15
   2.613e-03,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.481e-15
   2.714e-03,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.481e-15
   2.814e-03,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.481e-15
   2.915e-03,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.481e-15
   3.015e-03,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.481e-15
   3.116e-03,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.481e-15
   3.216e-03,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.481e-15
   3.317e-03,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.481e-15
   3.417e-03,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.481e-15
   3.518e-03,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.481e-15
   3.618e-03,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.481e-15
   3.719e-03,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.481e-15
   3.819e-03,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.481e-15
   3.920e-03,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.481e-15
   4.020e-03,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.481e-15
   4.121e-03,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.481e-15
   4.221e-03,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.481e-15
   4.322e-03,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.481e-15
   4.422e-03,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.481e-15
   4.523e-03,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.481e-15
   4.623e-03,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.481e-15
   4.724e-03,   3.000e+02,   2.665e-01,   5.020e-02,   2.203e-01,   3.481e-15
