  Grid,   Temperature,   Uvec,  C7H16, O2, CO2
   5.614e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,  -3.000e-14
   5.664e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,  -1.564e-14
   5.714e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   9.549e-15
   5.764e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   9.672e-15
   5.815e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   9.820e-15
   5.865e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   1.006e-14
   5.915e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   1.044e-14
   5.965e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   1.104e-14
   6.015e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   9.687e-15
   6.065e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   2.178e-15
   6.115e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   2.485e-15
   6.165e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   2.864e-15
   6.216e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   3.362e-15
   6.266e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   4.025e-15
   6.316e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   4.901e-15
   6.366e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   5.968e-15
   6.416e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   7.392e-15
   6.466e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   8.852e-15
   6.516e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   1.069e-14
   6.566e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   1.298e-14
   6.617e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   1.585e-14
   6.667e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   1.944e-14
   6.717e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   2.390e-14
   6.767e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   2.947e-14
   6.817e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   3.641e-14
   6.867e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   4.507e-14
   6.917e-03,   3.000e+02,   3.123e-01,   5.612e-02,   2.189e-01,   5.588e-14
