  Grid,   Temperature,   Uvec,  C7H16, O2, CO2
   1.347e-02,   2.026e+03,   1.888e+00,  3.818e-115,   4.466e-02,   1.503e-01
   1.357e-02,   2.027e+03,   1.889e+00,  9.703e-119,   4.463e-02,   1.504e-01
   1.367e-02,   2.028e+03,   1.890e+00,  2.445e-122,   4.460e-02,   1.505e-01
   1.377e-02,   2.029e+03,   1.891e+00,  6.109e-126,   4.457e-02,   1.506e-01
   1.387e-02,   2.030e+03,   1.891e+00,  1.515e-129,   4.454e-02,   1.507e-01
   1.397e-02,   2.031e+03,   1.892e+00,  3.730e-133,   4.451e-02,   1.508e-01
   1.407e-02,   2.031e+03,   1.893e+00,  9.122e-137,   4.449e-02,   1.509e-01
   1.417e-02,   2.032e+03,   1.893e+00,  2.216e-140,   4.447e-02,   1.510e-01
   1.427e-02,   2.033e+03,   1.894e+00,  5.352e-144,   4.444e-02,   1.511e-01
   1.437e-02,   2.033e+03,   1.894e+00,  1.285e-147,   4.442e-02,   1.511e-01
   1.447e-02,   2.034e+03,   1.895e+00,  3.068e-151,   4.440e-02,   1.512e-01
   1.457e-02,   2.035e+03,   1.895e+00,  7.287e-155,   4.438e-02,   1.513e-01
   1.467e-02,   2.035e+03,   1.895e+00,  1.722e-158,   4.437e-02,   1.513e-01
   1.477e-02,   2.036e+03,   1.896e+00,  4.051e-162,   4.435e-02,   1.514e-01
   1.487e-02,   2.036e+03,   1.896e+00,  9.486e-166,   4.434e-02,   1.515e-01
   1.497e-02,   2.037e+03,   1.897e+00,  2.212e-169,   4.432e-02,   1.515e-01
   1.508e-02,   2.037e+03,   1.897e+00,  5.136e-173,   4.431e-02,   1.516e-01
   1.518e-02,   2.037e+03,   1.897e+00,  1.188e-176,   4.429e-02,   1.516e-01
   1.528e-02,   2.038e+03,   1.898e+00,  2.738e-180,   4.428e-02,   1.517e-01
   1.538e-02,   2.038e+03,   1.898e+00,  6.286e-184,   4.427e-02,   1.517e-01
   1.548e-02,   2.039e+03,   1.898e+00,  1.438e-187,   4.426e-02,   1.518e-01
   1.558e-02,   2.039e+03,   1.898e+00,  3.280e-191,   4.425e-02,   1.518e-01
   1.568e-02,   2.039e+03,   1.899e+00,  7.457e-195,   4.424e-02,   1.518e-01
   1.578e-02,   2.040e+03,   1.899e+00,  1.690e-198,   4.423e-02,   1.519e-01
   1.588e-02,   2.040e+03,   1.899e+00,  3.819e-202,   4.422e-02,   1.519e-01
   1.598e-02,   2.040e+03,   1.899e+00,  8.605e-206,   4.421e-02,   1.519e-01
   1.608e-02,   2.040e+03,   1.900e+00,  1.934e-209,   4.420e-02,   1.520e-01
   1.618e-02,   2.041e+03,   1.900e+00,  4.333e-213,   4.419e-02,   1.520e-01
   1.628e-02,   2.041e+03,   1.900e+00,  9.687e-217,   4.418e-02,   1.520e-01
   1.638e-02,   2.041e+03,   1.900e+00,  2.160e-220,   4.418e-02,   1.521e-01
   1.648e-02,   2.041e+03,   1.901e+00,  4.805e-224,   4.417e-02,   1.521e-01
   1.658e-02,   2.042e+03,   1.901e+00,  1.066e-227,   4.416e-02,   1.521e-01
   1.668e-02,   2.042e+03,   1.901e+00,  2.361e-231,   4.416e-02,   1.522e-01
   1.678e-02,   2.042e+03,   1.901e+00,  5.215e-235,   4.415e-02,   1.522e-01
   1.688e-02,   2.042e+03,   1.901e+00,  1.149e-238,   4.415e-02,   1.522e-01
   1.698e-02,   2.043e+03,   1.901e+00,  2.528e-242,   4.414e-02,   1.522e-01
   1.709e-02,   2.043e+03,   1.902e+00,  5.550e-246,   4.413e-02,   1.522e-01
   1.719e-02,   2.043e+03,   1.902e+00,  1.216e-249,   4.413e-02,   1.523e-01
