# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s], mtfd, htfd, Sm [kg/m3s], Sh [J/m3s], rho[kg/m3s], Mliquid
0,0.009,40,1600,2.63249e-05,300,300.265,0.270852,0,0,0,0,785.576,6.373e+08
3.57132e-06,0.00900097,40.0038,1600.3,2.63244e-05,299.996,300.268,0.270856,-1.27584e-10,-1199.52,-2.90381e-07,0.00407742,785.58,6.373e+08
7.14264e-06,0.00900193,40.0035,1600.28,2.6324e-05,299.991,300.271,0.270859,-1.27501e-10,-1198.27,-2.90192e-07,0.00419279,785.584,6.373e+08
1.0714e-05,0.0090029,40.0032,1600.25,2.63235e-05,299.987,300.275,0.270862,-1.27419e-10,-1197.03,-2.90005e-07,0.00430811,785.588,6.373e+08
1.42853e-05,0.00900387,40.0029,1600.23,2.63231e-05,299.983,300.278,0.270865,-1.27336e-10,-1195.79,-2.89817e-07,0.00442336,785.592,6.373e+08
1.78566e-05,0.00900483,40.0026,1600.2,2.63226e-05,299.979,300.282,0.270868,-1.27254e-10,-1194.55,-2.8963e-07,0.00453855,785.596,6.373e+08
2.14279e-05,0.0090058,40.0023,1600.18,2.63222e-05,299.974,300.285,0.270872,-1.27171e-10,-1193.31,-2.89442e-07,0.00465368,785.6,6.373e+08
2.49992e-05,0.00900677,40.002,1600.16,2.63217e-05,299.97,300.289,0.270875,-1.27089e-10,-1192.07,-2.89255e-07,0.00476875,785.604,6.373e+08
2.85705e-05,0.00900773,40.0017,1600.13,2.63213e-05,299.966,300.292,0.270878,-1.27007e-10,-1190.84,-2.89069e-07,0.00488376,785.608,6.373e+08
3.21419e-05,0.0090087,40.0014,1600.11,2.63208e-05,299.962,300.295,0.270881,-1.26925e-10,-1189.6,-2.88882e-07,0.00499871,785.612,6.373e+08
3.57132e-05,0.00900966,40.0011,1600.09,2.63204e-05,299.957,300.299,0.270884,-1.26844e-10,-1188.37,-2.88696e-07,0.0051136,785.616,6.373e+08
3.92845e-05,0.00901063,40.0008,1600.06,2.63199e-05,299.953,300.302,0.270888,-1.26762e-10,-1187.13,-2.8851e-07,0.00522843,785.62,6.373e+08
4.28558e-05,0.0090116,40.0005,1600.04,2.63195e-05,299.949,300.306,0.270891,-1.2668e-10,-1185.9,-2.88324e-07,0.0053432,785.624,6.373e+08
4.64271e-05,0.00901256,40.0002,1600.01,2.6319e-05,299.945,300.309,0.270894,-1.26599e-10,-1184.67,-2.88139e-07,0.00545791,785.628,6.373e+08
4.99984e-05,0.00901353,39.9999,1599.99,2.63185e-05,299.94,300.312,0.270897,-1.26517e-10,-1183.44,-2.87953e-07,0.00557256,785.632,6.373e+08
5.35698e-05,0.0090145,39.9996,1599.97,2.63181e-05,299.936,300.316,0.2709,-1.26436e-10,-1182.21,-2.87768e-07,0.00568714,785.636,6.373e+08
5.71411e-05,0.00901546,39.9993,1599.94,2.63176e-05,299.932,300.319,0.270904,-1.26355e-10,-1180.98,-2.87583e-07,0.00580167,785.639,6.373e+08
6.07124e-05,0.00901643,39.999,1599.92,2.63172e-05,299.928,300.323,0.270907,-1.26274e-10,-1179.75,-2.87399e-07,0.00591614,785.643,6.373e+08
6.42837e-05,0.0090174,39.9987,1599.9,2.63167e-05,299.923,300.326,0.27091,-1.26193e-10,-1178.53,-2.87214e-07,0.00603055,785.647,6.373e+08
6.7855e-05,0.00901836,39.9984,1599.87,2.63163e-05,299.919,300.33,0.270913,-1.26112e-10,-1177.3,-2.8703e-07,0.0061449,785.651,6.373e+08
7.14264e-05,0.00901933,39.9981,1599.85,2.63158e-05,299.915,300.333,0.270916,-1.26031e-10,-1176.08,-2.86846e-07,0.00625918,785.655,6.373e+08
7.49977e-05,0.0090203,39.9978,1599.83,2.63154e-05,299.911,300.336,0.27092,-1.2595e-10,-1174.85,-2.86662e-07,0.00637341,785.659,6.373e+08
7.8569e-05,0.00902126,39.9975,1599.8,2.63149e-05,299.907,300.34,0.270923,-1.2587e-10,-1173.63,-2.86479e-07,0.00648758,785.663,6.373e+08
8.21403e-05,0.00902223,39.9972,1599.78,2.63145e-05,299.902,300.343,0.270926,-1.25789e-10,-1172.41,-2.86296e-07,0.00660169,785.667,6.373e+08
