# grid [m], ug [m/s], rhog, Tg [K], Yf, YO2, YOH, YCO, YCO2, phi_g, Sm, Sh, Syf
0,0.270645,1.21358,300,0.0816443,0.213019,-2.33246e-18,-1.63823e-16,-1.66191e-15,0.798766,0,0,0
6.66667e-05,0.270645,1.21358,300,0.0816443,0.213019,-2.57287e-19,-3.0991e-16,-1.79343e-15,0.798766,0,0,0
0.000133333,0.270645,1.21358,300,0.0816443,0.213019,1.6476e-20,-3.09886e-16,-1.79362e-15,0.798766,0,0,0
0.0002,0.270645,1.21358,300,0.0816443,0.213019,1.30691e-20,-3.09889e-16,-1.79362e-15,0.798766,0,0,0
0.000266667,0.270645,1.21358,300,0.0816443,0.213019,9.77402e-21,-3.09894e-16,-1.79362e-15,0.798766,0,0,0
0.000333333,0.270645,1.21358,300,0.0816443,0.213019,7.30354e-21,-3.09899e-16,-1.79362e-15,0.798766,0,0,0
0.0004,0.270645,1.21358,300,0.0816443,0.213019,5.45283e-21,-3.09904e-16,-1.79362e-15,0.798766,0,0,0
0.000466667,0.270645,1.21358,300,0.0816443,0.213019,4.0664e-21,-3.09908e-16,-1.79362e-15,0.798766,0,0,0
0.000533333,0.270645,1.21358,300,0.0816443,0.213019,3.02778e-21,-3.09913e-16,-1.79362e-15,0.798766,0,0,0
0.0006,0.270645,1.21358,300,0.0816443,0.213019,2.2497e-21,-3.09918e-16,-1.79362e-15,0.798766,0,0,0
0.000666667,0.270645,1.21358,300,0.0816443,0.213019,1.6668e-21,-3.09922e-16,-1.79362e-15,0.798766,0,0,0
0.000733333,0.270645,1.21358,300,0.0816443,0.213019,1.23013e-21,-3.09927e-16,-1.79362e-15,0.798766,0,0,0
0.0008,0.270645,1.21358,300,0.0816443,0.213019,9.0299e-22,-3.09932e-16,-1.79362e-15,0.798766,0,0,0
0.000866667,0.270645,1.21358,300,0.0816443,0.213019,6.57912e-22,-3.09936e-16,-1.79362e-15,0.798766,0,0,0
0.000933333,0.270645,1.21358,300,0.0816443,0.213019,4.7431e-22,-3.09941e-16,-1.79362e-15,0.798766,0,0,0
0.001,0.270645,1.21358,300,0.0816443,0.213019,3.36763e-22,-3.09946e-16,-1.79362e-15,0.798766,0,0,0
0.00106667,0.270645,1.21358,300,0.0816443,0.213019,2.33718e-22,-3.09951e-16,-1.79362e-15,0.798766,0,0,0
0.00113333,0.270645,1.21358,300,0.0816443,0.213019,1.56522e-22,-3.09955e-16,-1.79362e-15,0.798766,0,0,0
0.0012,0.270645,1.21358,300,0.0816443,0.213019,9.86903e-23,-3.0996e-16,-1.79362e-15,0.798766,0,0,0
