# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s], mtfd, htfd, Sm [kg/m3s], Sh [J/m3s], rho[kg/m3s], Mliquid
0,0.009,50,2500,5.14158e-05,300,300.154,0.294084,0,0,0,0,785.576,7.07795e+07
3.16476e-06,0.00900093,50.0047,2500.47,5.14153e-05,299.998,300.156,0.294086,-1.59722e-10,-773.66,-3.57776e-08,0.000291241,785.578,7.07795e+07
6.32952e-06,0.00900186,50.0045,2500.45,5.14148e-05,299.995,300.158,0.294088,-1.59664e-10,-773.206,-3.57647e-08,0.000299563,785.581,7.07795e+07
9.49428e-06,0.00900279,50.0043,2500.43,5.14143e-05,299.993,300.16,0.29409,-1.59606e-10,-772.753,-3.57517e-08,0.000307883,785.583,7.07795e+07
1.2659e-05,0.00900372,50.0041,2500.41,5.14138e-05,299.99,300.162,0.294092,-1.59548e-10,-772.299,-3.57388e-08,0.0003162,785.585,7.07795e+07
1.58238e-05,0.00900465,50.0039,2500.39,5.14133e-05,299.988,300.164,0.294094,-1.5949e-10,-771.846,-3.57258e-08,0.000324515,785.587,7.07795e+07
1.89886e-05,0.00900558,50.0037,2500.37,5.14128e-05,299.985,300.166,0.294096,-1.59433e-10,-771.393,-3.57129e-08,0.000332828,785.59,7.07795e+07
2.21533e-05,0.00900651,50.0035,2500.35,5.14123e-05,299.983,300.168,0.294099,-1.59375e-10,-770.94,-3.57e-08,0.000341138,785.592,7.07795e+07
2.53181e-05,0.00900744,50.0033,2500.33,5.14118e-05,299.98,300.17,0.294101,-1.59317e-10,-770.488,-3.56871e-08,0.000349446,785.594,7.07795e+07
2.84828e-05,0.00900837,50.003,2500.3,5.14113e-05,299.978,300.172,0.294103,-1.5926e-10,-770.035,-3.56741e-08,0.000357752,785.597,7.07795e+07
3.16476e-05,0.0090093,50.0028,2500.28,5.14108e-05,299.976,300.174,0.294105,-1.59202e-10,-769.583,-3.56612e-08,0.000366056,785.599,7.07795e+07
3.48123e-05,0.00901023,50.0026,2500.26,5.14103e-05,299.973,300.177,0.294107,-1.59144e-10,-769.131,-3.56484e-08,0.000374357,785.601,7.07795e+07
3.79771e-05,0.00901116,50.0024,2500.24,5.14098e-05,299.971,300.179,0.294109,-1.59087e-10,-768.68,-3.56355e-08,0.000382656,785.603,7.07795e+07
4.11419e-05,0.00901209,50.0022,2500.22,5.14093e-05,299.968,300.181,0.294111,-1.5903e-10,-768.228,-3.56226e-08,0.000390952,785.606,7.07795e+07
4.43066e-05,0.00901302,50.002,2500.2,5.14088e-05,299.966,300.183,0.294113,-1.58972e-10,-767.777,-3.56098e-08,0.000399247,785.608,7.07795e+07
4.74714e-05,0.00901395,50.0018,2500.18,5.14083e-05,299.963,300.185,0.294115,-1.58915e-10,-767.326,-3.55969e-08,0.000407539,785.61,7.07795e+07
5.06361e-05,0.00901488,50.0016,2500.16,5.14078e-05,299.961,300.187,0.294117,-1.58857e-10,-766.875,-3.55841e-08,0.000415829,785.612,7.07795e+07
