# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s]
0.004,0.000659223,24.8293,616.494,6.3166e-06,296.992,300,0.164806
0.00405,0.000667463,24.8281,616.433,6.31573e-06,296.982,300,0.164806
0.0041,0.000675703,24.8268,616.372,6.31487e-06,296.973,300,0.164806
0.00415,0.000683943,24.8256,616.312,6.31401e-06,296.964,300,0.164806
0.0042,0.000692184,24.8244,616.252,6.31315e-06,296.956,300,0.164806
0.00425,0.000700424,24.8232,616.192,6.3123e-06,296.947,300,0.164806
0.0043,0.000708664,24.822,616.133,6.31146e-06,296.939,300,0.164806
0.00435,0.000716905,24.8209,616.075,6.31061e-06,296.931,300,0.164806
0.0044,0.000725145,24.8197,616.016,6.30977e-06,296.924,300,0.164806
0.00445,0.000733385,24.8185,615.959,6.30894e-06,296.916,300,0.164806
0.0045,0.000741625,24.8174,615.901,6.30811e-06,296.909,300,0.164806
0.00455,0.000749866,24.8162,615.844,6.30728e-06,296.902,300,0.164806
0.0046,0.000758106,24.815,615.787,6.30646e-06,296.895,300,0.164806
0.00465,0.000766346,24.8139,615.73,6.30563e-06,296.889,300,0.164806
0.0047,0.000774586,24.8128,615.674,6.30482e-06,296.882,300,0.164806
0.00475,0.000782827,24.8116,615.618,6.304e-06,296.876,300,0.164806
0.0048,0.000791067,24.8105,615.562,6.30319e-06,296.87,300,0.164806
0.00485,0.000799307,24.8094,615.506,6.30238e-06,296.864,300,0.164806
0.0049,0.000807548,24.8083,615.451,6.30158e-06,296.858,300,0.164806
0.00495,0.000815788,24.8072,615.396,6.30077e-06,296.853,300,0.164806
0.005,0.000824028,24.8061,615.341,6.29997e-06,296.847,300,0.164806
0.00505,0.000832268,24.805,615.287,6.29918e-06,296.842,300,0.164806
0.0051,0.000840509,24.8039,615.233,6.29838e-06,296.837,300,0.164806
0.00515,0.000848749,24.8028,615.179,6.29759e-06,296.832,300,0.164806
0.0052,0.000856989,24.8017,615.125,6.2968e-06,296.827,300,0.164806
0.00525,0.00086523,24.8006,615.071,6.29601e-06,296.822,300,0.164806
0.0053,0.00087347,24.7996,615.018,6.29523e-06,296.818,300,0.164806
0.00535,0.00088171,24.7985,614.965,6.29444e-06,296.813,300,0.164806
0.0054,0.00088995,24.7974,614.912,6.29366e-06,296.809,300,0.164806
0.00545,0.000898191,24.7964,614.859,6.29288e-06,296.805,300,0.164806
0.0055,0.000906431,24.7953,614.807,6.29211e-06,296.801,300,0.164806
0.00555,0.000914671,24.7942,614.754,6.29133e-06,296.797,300,0.164806
0.0056,0.000922912,24.7932,614.702,6.29056e-06,296.793,300,0.164806
0.00565,0.000931152,24.7921,614.65,6.28979e-06,296.789,300,0.164806
0.0057,0.000939392,24.7911,614.599,6.28902e-06,296.786,300,0.164806
0.00575,0.000947632,24.7901,614.547,6.28825e-06,296.782,300,0.164806
0.0058,0.000955873,24.789,614.495,6.28749e-06,296.779,300,0.164806
0.00585,0.000964113,24.788,614.444,6.28673e-06,296.775,300,0.164806
0.0059,0.000972353,24.7869,614.393,6.28596e-06,296.772,300,0.164806
0.00595,0.000980594,24.7859,614.342,6.2852e-06,296.769,300,0.164806
0.006,0.000988834,24.7849,614.291,6.28445e-06,296.766,300,0.164806
0.00605,0.000997074,24.7839,614.24,6.28369e-06,296.763,300,0.164806
0.0061,0.00100531,24.7828,614.189,6.28293e-06,296.76,300,0.164806
0.00615,0.00101355,24.7818,614.139,6.28218e-06,296.757,300,0.164806
0.0062,0.00102179,24.7808,614.089,6.28143e-06,296.754,300,0.164806
0.00625,0.00103004,24.7798,614.038,6.28067e-06,296.752,300,0.164806
0.0063,0.00103828,24.7788,613.988,6.27992e-06,296.749,300,0.164806
0.00635,0.00104652,24.7778,613.938,6.27918e-06,296.747,300,0.164806
0.0064,0.00105476,24.7768,613.888,6.27843e-06,296.744,300,0.164806
0.00645,0.001063,24.7758,613.839,6.27768e-06,296.742,300,0.164806
0.0065,0.00107124,24.7748,613.789,6.27694e-06,296.74,300,0.164806
0.00655,0.00107948,24.7738,613.739,6.27619e-06,296.737,300,0.164806
0.0066,0.00108772,24.7728,613.69,6.27545e-06,296.735,300,0.164806
0.00665,0.00109596,24.7718,613.64,6.27471e-06,296.733,300,0.164806
0.0067,0.0011042,24.7708,613.591,6.27397e-06,296.731,300,0.164806
0.00675,0.00111244,24.7698,613.542,6.27323e-06,296.729,300,0.164806
0.0068,0.00112068,24.7688,613.493,6.27249e-06,296.727,300,0.164806
0.00685,0.00112892,24.7678,613.444,6.27175e-06,296.725,300,0.164806
0.0069,0.00113716,24.7668,613.395,6.27101e-06,296.723,300,0.164806
0.00695,0.0011454,24.7658,613.346,6.27028e-06,296.722,300,0.164806
0.007,0.00115364,24.7648,613.297,6.26954e-06,296.72,300,0.164806
0.00705,0.00116188,24.7639,613.249,6.26881e-06,296.718,300,0.164806
0.0071,0.00117012,24.7629,613.2,6.26808e-06,296.716,300,0.164806
0.00715,0.00117836,24.7619,613.151,6.26734e-06,296.715,300,0.164806
0.0072,0.0011866,24.7609,613.103,6.26661e-06,296.713,300,0.164806
0.00725,0.00119484,24.7599,613.055,6.26588e-06,296.712,300,0.164806
0.0073,0.00120308,24.759,613.006,6.26515e-06,296.71,300,0.164806
0.00735,0.00121132,24.758,612.958,6.26442e-06,296.709,300,0.164806
0.0074,0.00121956,24.757,612.91,6.26369e-06,296.708,300,0.164806
0.00745,0.0012278,24.756,612.862,6.26296e-06,296.706,300,0.164806
0.0075,0.00123604,24.7551,612.814,6.26224e-06,296.705,300,0.164806
0.00755,0.00124428,24.7541,612.766,6.26151e-06,296.704,300,0.164806
0.0076,0.00125252,24.7531,612.718,6.26078e-06,296.703,300,0.164806
0.00765,0.00126076,24.7522,612.67,6.26006e-06,296.701,300,0.164806
0.0077,0.001269,24.7512,612.622,6.25933e-06,296.7,300,0.164806
0.00775,0.00127724,24.7502,612.574,6.25861e-06,296.699,300,0.164806
0.0078,0.00128548,24.7493,612.526,6.25788e-06,296.698,300,0.164806
0.00785,0.00129372,24.7483,612.479,6.25716e-06,296.697,300,0.164806
0.0079,0.00130196,24.7473,612.431,6.25644e-06,296.696,300,0.164806
0.00795,0.0013102,24.7464,612.383,6.25572e-06,296.695,300,0.164806
0.008,0.00131845,24.7454,612.336,6.255e-06,296.694,300,0.164806
0.00805,0.00132669,24.7445,612.288,6.25427e-06,296.693,300,0.164806
0.0081,0.00133493,24.7435,612.241,6.25355e-06,296.692,300,0.164806
0.00815,0.00134317,24.7425,612.193,6.25283e-06,296.691,300,0.164806
0.0082,0.00135141,24.7416,612.146,6.25211e-06,296.69,300,0.164806
0.00825,0.00135965,24.7406,612.099,6.25139e-06,296.689,300,0.164806
0.0083,0.00136789,24.7397,612.051,6.25068e-06,296.689,300,0.164806
0.00835,0.00137613,24.7387,612.004,6.24996e-06,296.688,300,0.164806
0.0084,0.00138437,24.7378,611.957,6.24924e-06,296.687,300,0.164806
0.00845,0.00139261,24.7368,611.91,6.24852e-06,296.686,300,0.164806
0.0085,0.00140085,24.7359,611.862,6.2478e-06,296.686,300,0.164806
0.00855,0.00140909,24.7349,611.815,6.24709e-06,296.685,300,0.164806
0.0086,0.00141733,24.7339,611.768,6.24637e-06,296.684,300,0.164806
0.00865,0.00142557,24.733,611.721,6.24566e-06,296.683,300,0.164806
0.0087,0.00143381,24.732,611.674,6.24494e-06,296.683,300,0.164806
0.00875,0.00144205,24.7311,611.627,6.24422e-06,296.682,300,0.164806
0.0088,0.00145029,24.7301,611.58,6.24351e-06,296.682,300,0.164806
0.00885,0.00145853,24.7292,611.533,6.24279e-06,296.681,300,0.164806
0.0089,0.00146677,24.7282,611.486,6.24208e-06,296.68,300,0.164806
0.00895,0.00147501,24.7273,611.439,6.24137e-06,296.68,300,0.164806
0.009,0.00148325,24.7263,611.392,6.24065e-06,296.679,300,0.164806
0.00905,0.00149149,24.7254,611.346,6.23994e-06,296.679,300,0.164806
0.0091,0.00149973,24.7245,611.299,6.23923e-06,296.678,300,0.164806
0.00915,0.00150797,24.7235,611.252,6.23851e-06,296.678,300,0.164806
0.0092,0.00151621,24.7226,611.205,6.2378e-06,296.677,300,0.164806
0.00925,0.00152445,24.7216,611.158,6.23709e-06,296.677,300,0.164806
0.0093,0.00153269,24.7207,611.112,6.23638e-06,296.676,300,0.164806
0.00935,0.00154093,24.7197,611.065,6.23566e-06,296.676,300,0.164806
0.0094,0.00154917,24.7188,611.018,6.23495e-06,296.675,300,0.164806
0.00945,0.00155741,24.7178,610.971,6.23424e-06,296.675,300,0.164806
0.0095,0.00156565,24.7169,610.925,6.23353e-06,296.675,300,0.164806
0.00955,0.00157389,24.7159,610.878,6.23282e-06,296.674,300,0.164806
0.0096,0.00158213,24.715,610.832,6.23211e-06,296.674,300,0.164806
0.00965,0.00159037,24.7141,610.785,6.2314e-06,296.673,300,0.164806
0.0097,0.00159861,24.7131,610.738,6.23069e-06,296.673,300,0.164806
0.00975,0.00160685,24.7122,610.692,6.22998e-06,296.673,300,0.164806
0.0098,0.0016151,24.7112,610.645,6.22927e-06,296.672,300,0.164806
0.00985,0.00162334,24.7103,610.599,6.22856e-06,296.672,300,0.164806
0.0099,0.00163158,24.7094,610.552,6.22785e-06,296.672,300,0.164806
0.00995,0.00163982,24.7084,610.506,6.22714e-06,296.671,300,0.164806
0.01,0.00164806,24.7075,610.459,6.22643e-06,296.671,300,0.164806
0.01005,0.0016563,24.7065,610.413,6.22572e-06,296.671,300,0.164806
0.0101,0.00166454,24.7056,610.366,6.22501e-06,296.67,300,0.164806
0.01015,0.00167278,24.7046,610.32,6.2243e-06,296.67,300,0.164806
0.0102,0.00168102,24.7037,610.273,6.22359e-06,296.67,300,0.164806
0.01025,0.00168926,24.7028,610.227,6.22289e-06,296.67,300,0.164806
0.0103,0.0016975,24.7018,610.18,6.22218e-06,296.669,300,0.164806
0.01035,0.00170574,24.7009,610.134,6.22147e-06,296.669,300,0.164806
0.0104,0.00171398,24.7,610.088,6.22076e-06,296.669,300,0.164806
0.01045,0.00172222,24.699,610.041,6.22005e-06,296.669,300,0.164806
0.0105,0.00173046,24.6981,609.995,6.21935e-06,296.668,300,0.164806
0.01055,0.0017387,24.6971,609.948,6.21864e-06,296.668,300,0.164806
0.0106,0.00174694,24.6962,609.902,6.21793e-06,296.668,300,0.164806
0.01065,0.00175518,24.6953,609.856,6.21722e-06,296.668,300,0.164806
0.0107,0.00176342,24.6943,609.809,6.21652e-06,296.668,300,0.164806
0.01075,0.00177166,24.6934,609.763,6.21581e-06,296.667,300,0.164806
0.0108,0.0017799,24.6924,609.717,6.2151e-06,296.667,300,0.164806
0.01085,0.00178814,24.6915,609.67,6.2144e-06,296.667,300,0.164806
0.0109,0.00179638,24.6906,609.624,6.21369e-06,296.667,300,0.164806
0.01095,0.00180462,24.6896,609.578,6.21298e-06,296.667,300,0.164806
0.011,0.00181286,24.6887,609.532,6.21228e-06,296.666,300,0.164806
0.01105,0.0018211,24.6878,609.485,6.21157e-06,296.666,300,0.164806
0.0111,0.00182934,24.6868,609.439,6.21086e-06,296.666,300,0.164806
0.01115,0.00183758,24.6859,609.393,6.21016e-06,296.666,300,0.164806
0.0112,0.00184582,24.6849,609.347,6.20945e-06,296.666,300,0.164806
0.01125,0.00185406,24.684,609.3,6.20875e-06,296.666,300,0.164806
0.0113,0.0018623,24.6831,609.254,6.20804e-06,296.665,300,0.164806
0.01135,0.00187054,24.6821,609.208,6.20734e-06,296.665,300,0.164806
0.0114,0.00187878,24.6812,609.162,6.20663e-06,296.665,300,0.164806
0.01145,0.00188702,24.6803,609.115,6.20592e-06,296.665,300,0.164806
0.0115,0.00189526,24.6793,609.069,6.20522e-06,296.665,300,0.164806
0.01155,0.00190351,24.6784,609.023,6.20451e-06,296.665,300,0.164806
0.0116,0.00191175,24.6775,608.977,6.20381e-06,296.665,300,0.164806
0.01165,0.00191999,24.6765,608.931,6.2031e-06,296.665,300,0.164806
0.0117,0.00192823,24.6756,608.884,6.2024e-06,296.664,300,0.164806
0.01175,0.00193647,24.6746,608.838,6.20169e-06,296.664,300,0.164806
0.0118,0.00194471,24.6737,608.792,6.20099e-06,296.664,300,0.164806
0.01185,0.00195295,24.6728,608.746,6.20028e-06,296.664,300,0.164806
