# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s], Sm [kg/m3s], Sh [J/m3s], rho[kg/m3s]
0,0,20,400,3.29061e-06,300,300,0.0788737,0,0,785.576
2.44185e-05,1.92597e-06,19.9957,399.829,3.28816e-06,299.813,300,0.0788737,-2.91759e-06,0.018493,785.75
4.88369e-05,3.85195e-06,19.9894,399.576,3.28576e-06,299.63,300,0.0788737,-2.86599e-06,0.0365553,785.92
7.32554e-05,5.77792e-06,19.9832,399.328,3.2834e-06,299.452,300,0.0788737,-2.81604e-06,0.0541973,786.087
9.76738e-05,7.7039e-06,19.9771,399.085,3.28108e-06,299.277,300,0.0788737,-2.76767e-06,0.0714309,786.249
0.000122092,9.62987e-06,19.9711,398.847,3.2788e-06,299.107,300,0.0788737,-2.72082e-06,0.0882676,786.408
0.000146511,1.15558e-05,19.9653,398.612,3.27655e-06,298.94,300,0.0788737,-2.67542e-06,0.104718,786.563
0.000170929,1.34818e-05,19.9595,398.382,3.27435e-06,298.776,300,0.0788737,-2.63143e-06,0.120794,786.715
0.000195348,1.54078e-05,19.9539,398.156,3.27218e-06,298.617,300,0.0788737,-2.58878e-06,0.136505,786.863
0.000219766,1.73338e-05,19.9483,397.934,3.27005e-06,298.461,300,0.0788737,-2.54742e-06,0.15186,787.008
0.000244185,1.92597e-05,19.9428,397.716,3.26795e-06,298.308,300,0.0788737,-2.50731e-06,0.16687,787.15
0.000268603,2.11857e-05,19.9374,397.502,3.26588e-06,298.159,300,0.0788737,-2.46839e-06,0.181544,787.289
0.000293022,2.31117e-05,19.9322,397.291,3.26384e-06,298.013,300,0.0788737,-2.43063e-06,0.19589,787.424
0.00031744,2.50377e-05,19.927,397.084,3.26184e-06,297.87,300,0.0788737,-2.39397e-06,0.209917,787.557
0.000341858,2.69636e-05,19.9218,396.88,3.25987e-06,297.73,300,0.0788737,-2.35838e-06,0.223634,787.687
0.000366277,2.88896e-05,19.9168,396.68,3.25792e-06,297.593,300,0.0788737,-2.32382e-06,0.237048,787.814
0.000390695,3.08156e-05,19.9119,396.483,3.25601e-06,297.459,300,0.0788737,-2.29025e-06,0.250167,787.938
0.000415114,3.27416e-05,19.907,396.289,3.25412e-06,297.328,300,0.0788737,-2.25763e-06,0.262998,788.059
0.000439532,3.46675e-05,19.9022,396.098,3.25226e-06,297.2,300,0.0788737,-2.22594e-06,0.27555,788.178
0.000463951,3.65935e-05,19.8975,395.91,3.25043e-06,297.074,300,0.0788737,-2.19514e-06,0.287829,788.294
0.000488369,3.85195e-05,19.8928,395.725,3.24862e-06,296.951,300,0.0788737,-2.16519e-06,0.299841,788.408
0.000512788,4.04455e-05,19.8883,395.543,3.24683e-06,296.831,300,0.0788737,-2.13607e-06,0.311594,788.519
0.000537206,4.23714e-05,19.8837,395.363,3.24507e-06,296.713,300,0.0788737,-2.10776e-06,0.323093,788.628
0.000561625,4.42974e-05,19.8793,395.186,3.24333e-06,296.598,300,0.0788737,-2.08022e-06,0.334345,788.735
0.000586043,4.62234e-05,19.8749,395.012,3.24162e-06,296.485,300,0.0788737,-2.05342e-06,0.345356,788.839
0.000610461,4.81494e-05,19.8706,394.841,3.23993e-06,296.375,300,0.0788737,-2.02734e-06,0.356132,788.941
0.00063488,5.00753e-05,19.8663,394.672,3.23826e-06,296.266,300,0.0788737,-2.00197e-06,0.366678,789.041
0.000659298,5.20013e-05,19.8621,394.505,3.23661e-06,296.16,300,0.0788737,-1.97727e-06,0.377,789.139
0.000683717,5.39273e-05,19.858,394.341,3.23498e-06,296.057,300,0.0788737,-1.95322e-06,0.387103,789.235
0.000708135,5.58533e-05,19.8539,394.179,3.23337e-06,295.955,300,0.0788737,-1.9298e-06,0.396993,789.329
0.000732554,5.77792e-05,19.8499,394.019,3.23178e-06,295.856,300,0.0788737,-1.907e-06,0.406673,789.421
0.000756972,5.97052e-05,19.8459,393.861,3.2302e-06,295.758,300,0.0788737,-1.88479e-06,0.41615,789.511
0.000781391,6.16312e-05,19.842,393.705,3.22865e-06,295.663,300,0.0788737,-1.86315e-06,0.425428,789.599
0.000805809,6.35572e-05,19.8381,393.552,3.22711e-06,295.569,300,0.0788737,-1.84207e-06,0.434512,789.685
0.000830228,6.54831e-05,19.8343,393.4,3.2256e-06,295.478,300,0.0788737,-1.82152e-06,0.443405,789.769
0.000854646,6.74091e-05,19.8306,393.251,3.22409e-06,295.388,300,0.0788737,-1.8015e-06,0.452113,789.852
0.000879065,6.93351e-05,19.8268,393.103,3.22261e-06,295.3,300,0.0788737,-1.78198e-06,0.46064,789.933
0.000903483,7.12611e-05,19.8232,392.958,3.22114e-06,295.214,300,0.0788737,-1.76295e-06,0.468989,790.012
0.000927901,7.3187e-05,19.8195,392.814,3.21969e-06,295.13,300,0.0788737,-1.7444e-06,0.477165,790.09
0.00095232,7.5113e-05,19.8159,392.671,3.21825e-06,295.047,300,0.0788737,-1.72631e-06,0.485172,790.166
0.000976738,7.7039e-05,19.8124,392.531,3.21683e-06,294.967,300,0.0788737,-1.70867e-06,0.493013,790.241
0.00100116,7.8965e-05,19.8089,392.392,3.21542e-06,294.887,300,0.0788737,-1.69146e-06,0.500692,790.314
0.00102558,8.08909e-05,19.8054,392.255,3.21403e-06,294.81,300,0.0788737,-1.67467e-06,0.508213,790.385
0.00104999,8.28169e-05,19.802,392.12,3.21264e-06,294.734,300,0.0788737,-1.6583e-06,0.515579,790.455
0.00107441,8.47429e-05,19.7986,391.986,3.21128e-06,294.659,300,0.0788737,-1.64232e-06,0.522794,790.524
0.00109883,8.66688e-05,19.7953,391.853,3.20992e-06,294.586,300,0.0788737,-1.62672e-06,0.529861,790.591
0.00112325,8.85948e-05,19.792,391.722,3.20858e-06,294.514,300,0.0788737,-1.6115e-06,0.536784,790.657
0.00114767,9.05208e-05,19.7887,391.593,3.20726e-06,294.444,300,0.0788737,-1.59665e-06,0.543564,790.721
0.00117209,9.24468e-05,19.7855,391.465,3.20594e-06,294.376,300,0.0788737,-1.58214e-06,0.550207,790.785
0.0011965,9.43727e-05,19.7823,391.338,3.20464e-06,294.308,300,0.0788737,-1.56799e-06,0.556713,790.847
0.00122092,9.62987e-05,19.7791,391.213,3.20334e-06,294.242,300,0.0788737,-1.55416e-06,0.563087,790.907
0.00124534,9.82247e-05,19.776,391.089,3.20206e-06,294.178,300,0.0788737,-1.54066e-06,0.569332,790.967
0.00126976,0.000100151,19.7729,390.967,3.20079e-06,294.114,300,0.0788737,-1.52748e-06,0.575449,791.025
0.00129418,0.000102077,19.7698,390.845,3.19953e-06,294.052,300,0.0788737,-1.51461e-06,0.581443,791.082
0.0013186,0.000104003,19.7668,390.725,3.19828e-06,293.991,300,0.0788737,-1.50203e-06,0.587315,791.138
0.00134302,0.000105929,19.7638,390.606,3.19705e-06,293.931,300,0.0788737,-1.48974e-06,0.593068,791.193
0.00136743,0.000107855,19.7608,390.489,3.19582e-06,293.873,300,0.0788737,-1.47774e-06,0.598704,791.247
0.00139185,0.000109781,19.7578,390.372,3.1946e-06,293.816,300,0.0788737,-1.46602e-06,0.604227,791.3
0.00141627,0.000111707,19.7549,390.257,3.19339e-06,293.759,300,0.0788737,-1.45456e-06,0.609638,791.351
0.00144069,0.000113632,19.752,390.142,3.19219e-06,293.704,300,0.0788737,-1.44336e-06,0.61494,791.402
0.00146511,0.000115558,19.7492,390.029,3.191e-06,293.65,300,0.0788737,-1.43242e-06,0.620135,791.452
0.00148953,0.000117484,19.7463,389.917,3.18982e-06,293.597,300,0.0788737,-1.42172e-06,0.625225,791.5
0.00151394,0.00011941,19.7435,389.806,3.18865e-06,293.545,300,0.0788737,-1.41127e-06,0.630213,791.548
0.00153836,0.000121336,19.7407,389.696,3.18749e-06,293.494,300,0.0788737,-1.40105e-06,0.635101,791.595
0.00156278,0.000123262,19.7379,389.586,3.18633e-06,293.445,300,0.0788737,-1.39106e-06,0.63989,791.64
0.0015872,0.000125188,19.7352,389.478,3.18519e-06,293.396,300,0.0788737,-1.38129e-06,0.644584,791.685
0.00161162,0.000127114,19.7325,389.371,3.18405e-06,293.348,300,0.0788737,-1.37174e-06,0.649183,791.729
0.00163604,0.00012904,19.7298,389.265,3.18292e-06,293.301,300,0.0788737,-1.3624e-06,0.65369,791.772
0.00166046,0.000130966,19.7271,389.159,3.1818e-06,293.255,300,0.0788737,-1.35327e-06,0.658106,791.815
0.00168487,0.000132892,19.7245,389.055,3.18068e-06,293.21,300,0.0788737,-1.34434e-06,0.662434,791.856
0.00170929,0.000134818,19.7218,388.951,3.17957e-06,293.165,300,0.0788737,-1.3356e-06,0.666676,791.897
0.00173371,0.000136744,19.7192,388.848,3.17847e-06,293.122,300,0.0788737,-1.32706e-06,0.670832,791.937
0.00175813,0.00013867,19.7167,388.746,3.17738e-06,293.079,300,0.0788737,-1.3187e-06,0.674906,791.976
0.00178255,0.000140596,19.7141,388.645,3.17629e-06,293.038,300,0.0788737,-1.31053e-06,0.678898,792.014
0.00180697,0.000142522,19.7115,388.545,3.17521e-06,292.997,300,0.0788737,-1.30253e-06,0.682811,792.052
0.00183138,0.000144448,19.709,388.445,3.17414e-06,292.956,300,0.0788737,-1.2947e-06,0.686645,792.088
0.0018558,0.000146374,19.7065,388.346,3.17307e-06,292.917,300,0.0788737,-1.28705e-06,0.690402,792.124
0.00188022,0.0001483,19.704,388.248,3.17201e-06,292.879,300,0.0788737,-1.27955e-06,0.694085,792.16
0.00190464,0.000150226,19.7015,388.151,3.17095e-06,292.841,300,0.0788737,-1.27222e-06,0.697694,792.194
0.00192906,0.000152152,19.6991,388.054,3.16991e-06,292.804,300,0.0788737,-1.26505e-06,0.701232,792.228
0.00195348,0.000154078,19.6967,387.958,3.16886e-06,292.767,300,0.0788737,-1.25803e-06,0.704699,792.262
0.0019779,0.000156004,19.6942,387.863,3.16783e-06,292.732,300,0.0788737,-1.25116e-06,0.708096,792.295
0.00200231,0.00015793,19.6918,387.768,3.16679e-06,292.697,300,0.0788737,-1.24443e-06,0.711426,792.327
0.00202673,0.000159856,19.6894,387.674,3.16577e-06,292.662,300,0.0788737,-1.23785e-06,0.71469,792.358
0.00205115,0.000161782,19.6871,387.581,3.16475e-06,292.629,300,0.0788737,-1.2314e-06,0.717889,792.389
0.00207557,0.000163708,19.6847,387.488,3.16373e-06,292.596,300,0.0788737,-1.2251e-06,0.721024,792.419
0.00209999,0.000165634,19.6824,387.396,3.16272e-06,292.563,300,0.0788737,-1.21892e-06,0.724096,792.449
0.00212441,0.00016756,19.6801,387.304,3.16172e-06,292.532,300,0.0788737,-1.21287e-06,0.727107,792.478
0.00214882,0.000169486,19.6777,387.214,3.16072e-06,292.501,300,0.0788737,-1.20695e-06,0.730059,792.506
0.00217324,0.000171412,19.6754,387.123,3.15972e-06,292.47,300,0.0788737,-1.20116e-06,0.732952,792.534
0.00219766,0.000173338,19.6732,387.033,3.15873e-06,292.44,300,0.0788737,-1.19548e-06,0.735787,792.562
0.00222208,0.000175264,19.6709,386.944,3.15775e-06,292.411,300,0.0788737,-1.18993e-06,0.738565,792.588
0.0022465,0.00017719,19.6686,386.855,3.15677e-06,292.382,300,0.0788737,-1.18448e-06,0.741289,792.615
0.00227092,0.000179116,19.6664,386.767,3.15579e-06,292.354,300,0.0788737,-1.17915e-06,0.743958,792.641
0.00229534,0.000181042,19.6642,386.68,3.15482e-06,292.326,300,0.0788737,-1.17393e-06,0.746574,792.666
0.00231975,0.000182968,19.662,386.593,3.15385e-06,292.299,300,0.0788737,-1.16882e-06,0.749138,792.691
0.00234417,0.000184894,19.6598,386.506,3.15289e-06,292.272,300,0.0788737,-1.16382e-06,0.751651,792.715
0.00236859,0.00018682,19.6576,386.42,3.15193e-06,292.246,300,0.0788737,-1.15891e-06,0.754114,792.739
0.00239301,0.000188745,19.6554,386.334,3.15097e-06,292.221,300,0.0788737,-1.15411e-06,0.756527,792.763
0.00241743,0.000190671,19.6532,386.249,3.15002e-06,292.196,300,0.0788737,-1.1494e-06,0.758893,792.785
0.00244185,0.000192597,19.6511,386.164,3.14908e-06,292.171,300,0.0788737,-1.14479e-06,0.761212,792.808
0.00246626,0.000194523,19.6489,386.08,3.14813e-06,292.147,300,0.0788737,-1.14028e-06,0.763484,792.83
0.00249068,0.000196449,19.6468,385.996,3.14719e-06,292.123,300,0.0788737,-1.13585e-06,0.765711,792.852
0.0025151,0.000198375,19.6447,385.912,3.14626e-06,292.1,300,0.0788737,-1.13152e-06,0.767894,792.873
0.00253952,0.000200301,19.6425,385.829,3.14532e-06,292.077,300,0.0788737,-1.12727e-06,0.770033,792.894
0.00256394,0.000202227,19.6404,385.747,3.14439e-06,292.055,300,0.0788737,-1.12311e-06,0.77213,792.914
0.00258836,0.000204153,19.6383,385.665,3.14347e-06,292.033,300,0.0788737,-1.11903e-06,0.774184,792.934
0.00261278,0.000206079,19.6363,385.583,3.14255e-06,292.012,300,0.0788737,-1.11504e-06,0.776198,792.954
0.00263719,0.000208005,19.6342,385.501,3.14163e-06,291.99,300,0.0788737,-1.11112e-06,0.778171,792.973
0.00266161,0.000209931,19.6321,385.42,3.14071e-06,291.97,300,0.0788737,-1.10729e-06,0.780105,792.992
0.00268603,0.000211857,19.6301,385.34,3.1398e-06,291.95,300,0.0788737,-1.10353e-06,0.782001,793.011
0.00271045,0.000213783,19.628,385.259,3.13889e-06,291.93,300,0.0788737,-1.09984e-06,0.783858,793.029
0.00273487,0.000215709,19.626,385.179,3.13798e-06,291.91,300,0.0788737,-1.09623e-06,0.785678,793.047
0.00275929,0.000217635,19.624,385.1,3.13708e-06,291.891,300,0.0788737,-1.09269e-06,0.787462,793.064
0.0027837,0.000219561,19.6219,385.02,3.13618e-06,291.872,300,0.0788737,-1.08923e-06,0.78921,793.082
0.00280812,0.000221487,19.6199,384.941,3.13528e-06,291.854,300,0.0788737,-1.08583e-06,0.790923,793.098
0.00283254,0.000223413,19.6179,384.863,3.13439e-06,291.836,300,0.0788737,-1.08249e-06,0.792602,793.115
0.00285696,0.000225339,19.6159,384.785,3.13349e-06,291.818,300,0.0788737,-1.07923e-06,0.794247,793.131
0.00288138,0.000227265,19.6139,384.707,3.1326e-06,291.801,300,0.0788737,-1.07603e-06,0.795859,793.147
0.0029058,0.000229191,19.612,384.629,3.13172e-06,291.784,300,0.0788737,-1.07289e-06,0.797439,793.163
0.00293022,0.000231117,19.61,384.552,3.13083e-06,291.767,300,0.0788737,-1.06981e-06,0.798987,793.178
0.00295463,0.000233043,19.608,384.475,3.12995e-06,291.751,300,0.0788737,-1.0668e-06,0.800504,793.193
0.00297905,0.000234969,19.6061,384.398,3.12907e-06,291.735,300,0.0788737,-1.06384e-06,0.80199,793.208
0.00300347,0.000236895,19.6041,384.321,3.1282e-06,291.719,300,0.0788737,-1.06094e-06,0.803446,793.222
0.00302789,0.000238821,19.6022,384.245,3.12732e-06,291.703,300,0.0788737,-1.0581e-06,0.804873,793.236
0.00305231,0.000240747,19.6002,384.169,3.12645e-06,291.688,300,0.0788737,-1.05531e-06,0.806271,793.25
0.00307673,0.000242673,19.5983,384.094,3.12558e-06,291.673,300,0.0788737,-1.05258e-06,0.807641,793.264
0.00310114,0.000244599,19.5964,384.018,3.12471e-06,291.659,300,0.0788737,-1.0499e-06,0.808984,793.277
0.00312556,0.000246525,19.5945,383.943,3.12385e-06,291.644,300,0.0788737,-1.04727e-06,0.810299,793.29
0.00314998,0.000248451,19.5926,383.868,3.12298e-06,291.63,300,0.0788737,-1.04469e-06,0.811587,793.303
0.0031744,0.000250377,19.5907,383.794,3.12212e-06,291.617,300,0.0788737,-1.04217e-06,0.81285,793.315
0.00319882,0.000252303,19.5888,383.719,3.12126e-06,291.603,300,0.0788737,-1.03969e-06,0.814086,793.328
0.00322324,0.000254229,19.5869,383.645,3.12041e-06,291.59,300,0.0788737,-1.03726e-06,0.815298,793.34
0.00324766,0.000256155,19.585,383.571,3.11955e-06,291.577,300,0.0788737,-1.03488e-06,0.816485,793.352
0.00327207,0.000258081,19.5831,383.497,3.1187e-06,291.564,300,0.0788737,-1.03254e-06,0.817648,793.363
0.00329649,0.000260007,19.5812,383.424,3.11785e-06,291.551,300,0.0788737,-1.03025e-06,0.818787,793.375
0.00332091,0.000261933,19.5793,383.351,3.117e-06,291.539,300,0.0788737,-1.028e-06,0.819903,793.386
0.00334533,0.000263858,19.5775,383.278,3.11615e-06,291.527,300,0.0788737,-1.0258e-06,0.820996,793.397
0.00336975,0.000265784,19.5756,383.205,3.11531e-06,291.515,300,0.0788737,-1.02364e-06,0.822067,793.408
0.00339417,0.00026771,19.5738,383.132,3.11446e-06,291.504,300,0.0788737,-1.02152e-06,0.823116,793.418
0.00341858,0.000269636,19.5719,383.06,3.11362e-06,291.492,300,0.0788737,-1.01944e-06,0.824144,793.429
0.003443,0.000271562,19.5701,382.988,3.11278e-06,291.481,300,0.0788737,-1.0174e-06,0.82515,793.439
0.00346742,0.000273488,19.5682,382.916,3.11194e-06,291.47,300,0.0788737,-1.0154e-06,0.826136,793.449
0.00349184,0.000275414,19.5664,382.844,3.1111e-06,291.46,300,0.0788737,-1.01343e-06,0.827101,793.459
0.00351626,0.00027734,19.5646,382.772,3.11027e-06,291.449,300,0.0788737,-1.01151e-06,0.828047,793.468
0.00354068,0.000279266,19.5627,382.701,3.10943e-06,291.439,300,0.0788737,-1.00962e-06,0.828973,793.478
0.0035651,0.000281192,19.5609,382.63,3.1086e-06,291.429,300,0.0788737,-1.00776e-06,0.82988,793.487
0.00358951,0.000283118,19.5591,382.559,3.10777e-06,291.419,300,0.0788737,-1.00595e-06,0.830768,793.496
0.00361393,0.000285044,19.5573,382.488,3.10694e-06,291.409,300,0.0788737,-1.00416e-06,0.831638,793.505
0.00363835,0.00028697,19.5555,382.417,3.10612e-06,291.4,300,0.0788737,-1.00241e-06,0.832489,793.514
0.00366277,0.000288896,19.5537,382.346,3.10529e-06,291.39,300,0.0788737,-1.00069e-06,0.833324,793.522
0.00368719,0.000290822,19.5519,382.276,3.10446e-06,291.381,300,0.0788737,-9.99009e-07,0.83414,793.531
0.00371161,0.000292748,19.5501,382.206,3.10364e-06,291.372,300,0.0788737,-9.97355e-07,0.83494,793.539
0.00373602,0.000294674,19.5483,382.136,3.10282e-06,291.363,300,0.0788737,-9.95733e-07,0.835723,793.547
0.00376044,0.0002966,19.5465,382.066,3.102e-06,291.354,300,0.0788737,-9.94141e-07,0.836489,793.555
0.00378486,0.000298526,19.5447,381.996,3.10118e-06,291.346,300,0.0788737,-9.92579e-07,0.83724,793.563
0.00380928,0.000300452,19.5429,381.926,3.10036e-06,291.338,300,0.0788737,-9.91046e-07,0.837975,793.57
0.0038337,0.000302378,19.5412,381.857,3.09954e-06,291.329,300,0.0788737,-9.89542e-07,0.838694,793.578
0.00385812,0.000304304,19.5394,381.787,3.09873e-06,291.321,300,0.0788737,-9.88065e-07,0.839398,793.585
0.00388254,0.00030623,19.5376,381.718,3.09791e-06,291.313,300,0.0788737,-9.86617e-07,0.840087,793.592
0.00390695,0.000308156,19.5358,381.649,3.0971e-06,291.306,300,0.0788737,-9.85195e-07,0.840762,793.6
0.00393137,0.000310082,19.5341,381.58,3.09629e-06,291.298,300,0.0788737,-9.83799e-07,0.841422,793.606
0.00395579,0.000312008,19.5323,381.511,3.09548e-06,291.291,300,0.0788737,-9.8243e-07,0.842069,793.613
0.00398021,0.000313934,19.5306,381.443,3.09467e-06,291.283,300,0.0788737,-9.81085e-07,0.842701,793.62
0.00400463,0.00031586,19.5288,381.374,3.09386e-06,291.276,300,0.0788737,-9.79766e-07,0.84332,793.626
0.00402905,0.000317786,19.5271,381.306,3.09305e-06,291.269,300,0.0788737,-9.78471e-07,0.843926,793.633
0.00405346,0.000319712,19.5253,381.238,3.09225e-06,291.262,300,0.0788737,-9.772e-07,0.844519,793.639
0.00407788,0.000321638,19.5236,381.169,3.09144e-06,291.256,300,0.0788737,-9.75952e-07,0.845099,793.645
0.0041023,0.000323564,19.5218,381.101,3.09064e-06,291.249,300,0.0788737,-9.74727e-07,0.845667,793.651
0.00412672,0.00032549,19.5201,381.033,3.08983e-06,291.243,300,0.0788737,-9.73524e-07,0.846222,793.657
0.00415114,0.000327416,19.5183,380.966,3.08903e-06,291.236,300,0.0788737,-9.72344e-07,0.846766,793.663
0.00417556,0.000329342,19.5166,380.898,3.08823e-06,291.23,300,0.0788737,-9.71185e-07,0.847297,793.669
0.00419998,0.000331268,19.5149,380.83,3.08743e-06,291.224,300,0.0788737,-9.70047e-07,0.847817,793.674
0.00422439,0.000333194,19.5131,380.763,3.08663e-06,291.218,300,0.0788737,-9.6893e-07,0.848326,793.68
0.00424881,0.00033512,19.5114,380.695,3.08583e-06,291.212,300,0.0788737,-9.67833e-07,0.848823,793.685
0.00427323,0.000337046,19.5097,380.628,3.08503e-06,291.206,300,0.0788737,-9.66757e-07,0.84931,793.691
0.00429765,0.000338971,19.508,380.561,3.08424e-06,291.2,300,0.0788737,-9.65699e-07,0.849786,793.696
0.00432207,0.000340897,19.5062,380.494,3.08344e-06,291.195,300,0.0788737,-9.64661e-07,0.850251,793.701
0.00434649,0.000342823,19.5045,380.427,3.08264e-06,291.189,300,0.0788737,-9.63642e-07,0.850706,793.706
0.0043709,0.000344749,19.5028,380.36,3.08185e-06,291.184,300,0.0788737,-9.62641e-07,0.851151,793.711
0.00439532,0.000346675,19.5011,380.293,3.08106e-06,291.179,300,0.0788737,-9.61658e-07,0.851586,793.716
0.00441974,0.000348601,19.4994,380.226,3.08026e-06,291.174,300,0.0788737,-9.60693e-07,0.852012,793.72
0.00444416,0.000350527,19.4977,380.16,3.07947e-06,291.169,300,0.0788737,-9.59745e-07,0.852428,793.725
0.00446858,0.000352453,19.496,380.093,3.07868e-06,291.164,300,0.0788737,-9.58814e-07,0.852834,793.729
0.004493,0.000354379,19.4943,380.027,3.07789e-06,291.159,300,0.0788737,-9.57899e-07,0.853231,793.734
0.00451742,0.000356305,19.4926,379.96,3.0771e-06,291.154,300,0.0788737,-9.57001e-07,0.85362,793.738
0.00454183,0.000358231,19.4909,379.894,3.07631e-06,291.149,300,0.0788737,-9.56119e-07,0.853999,793.742
0.00456625,0.000360157,19.4892,379.828,3.07552e-06,291.145,300,0.0788737,-9.55253e-07,0.85437,793.747
0.00459067,0.000362083,19.4875,379.762,3.07474e-06,291.14,300,0.0788737,-9.54402e-07,0.854732,793.751
0.00461509,0.000364009,19.4858,379.695,3.07395e-06,291.136,300,0.0788737,-9.53566e-07,0.855086,793.755
0.00463951,0.000365935,19.4841,379.629,3.07316e-06,291.131,300,0.0788737,-9.52745e-07,0.855432,793.759
0.00466393,0.000367861,19.4824,379.564,3.07238e-06,291.127,300,0.0788737,-9.51938e-07,0.85577,793.763
0.00468834,0.000369787,19.4807,379.498,3.07159e-06,291.123,300,0.0788737,-9.51146e-07,0.8561,793.766
0.00471276,0.000371713,19.479,379.432,3.07081e-06,291.119,300,0.0788737,-9.50368e-07,0.856422,793.77
0.00473718,0.000373639,19.4773,379.366,3.07003e-06,291.115,300,0.0788737,-9.49603e-07,0.856737,793.774
0.0047616,0.000375565,19.4756,379.301,3.06924e-06,291.111,300,0.0788737,-9.48851e-07,0.857044,793.777
0.00478602,0.000377491,19.474,379.235,3.06846e-06,291.107,300,0.0788737,-9.48113e-07,0.857344,793.781
0.00481044,0.000379417,19.4723,379.17,3.06768e-06,291.103,300,0.0788737,-9.47388e-07,0.857637,793.784
0.00483485,0.000381343,19.4706,379.104,3.0669e-06,291.1,300,0.0788737,-9.46675e-07,0.857922,793.788
0.00485927,0.000383269,19.4689,379.039,3.06612e-06,291.096,300,0.0788737,-9.45974e-07,0.858201,793.791
0.00488369,0.000385195,19.4672,378.974,3.06534e-06,291.092,300,0.0788737,-9.45286e-07,0.858474,793.794
0.00490811,0.000387121,19.4656,378.908,3.06456e-06,291.089,300,0.0788737,-9.4461e-07,0.858739,793.798
0.00493253,0.000389047,19.4639,378.843,3.06378e-06,291.085,300,0.0788737,-9.43945e-07,0.858998,793.801
0.00495695,0.000390973,19.4622,378.778,3.063e-06,291.082,300,0.0788737,-9.43292e-07,0.859251,793.804
0.00498137,0.000392899,19.4605,378.713,3.06223e-06,291.079,300,0.0788737,-9.4265e-07,0.859498,793.807
0.00500578,0.000394825,19.4589,378.648,3.06145e-06,291.076,300,0.0788737,-9.42018e-07,0.859738,793.81
0.0050302,0.000396751,19.4572,378.583,3.06067e-06,291.072,300,0.0788737,-9.41398e-07,0.859972,793.813
0.00505462,0.000398677,19.4555,378.518,3.0599e-06,291.069,300,0.0788737,-9.40788e-07,0.860201,793.816
0.00507904,0.000400603,19.4539,378.453,3.05912e-06,291.066,300,0.0788737,-9.40189e-07,0.860423,793.818
0.00510346,0.000402529,19.4522,378.388,3.05835e-06,291.063,300,0.0788737,-9.396e-07,0.860641,793.821
0.00512788,0.000404455,19.4505,378.324,3.05757e-06,291.06,300,0.0788737,-9.3902e-07,0.860852,793.824
0.00515229,0.000406381,19.4489,378.259,3.0568e-06,291.057,300,0.0788737,-9.38451e-07,0.861058,793.826
0.00517671,0.000408307,19.4472,378.194,3.05603e-06,291.054,300,0.0788737,-9.37891e-07,0.861259,793.829
0.00520113,0.000410233,19.4456,378.13,3.05525e-06,291.052,300,0.0788737,-9.3734e-07,0.861454,793.832
0.00522555,0.000412159,19.4439,378.065,3.05448e-06,291.049,300,0.0788737,-9.36799e-07,0.861644,793.834
0.00524997,0.000414085,19.4422,378.001,3.05371e-06,291.046,300,0.0788737,-9.36267e-07,0.86183,793.837
0.00527439,0.00041601,19.4406,377.936,3.05294e-06,291.044,300,0.0788737,-9.35743e-07,0.86201,793.839
0.00529881,0.000417936,19.4389,377.872,3.05216e-06,291.041,300,0.0788737,-9.35229e-07,0.862185,793.841
0.00532322,0.000419862,19.4373,377.808,3.05139e-06,291.039,300,0.0788737,-9.34722e-07,0.862356,793.844
0.00534764,0.000421788,19.4356,377.743,3.05062e-06,291.036,300,0.0788737,-9.34224e-07,0.862522,793.846
0.00537206,0.000423714,19.434,377.679,3.04985e-06,291.034,300,0.0788737,-9.33735e-07,0.862684,793.848
0.00539648,0.00042564,19.4323,377.615,3.04908e-06,291.031,300,0.0788737,-9.33253e-07,0.862841,793.85
0.0054209,0.000427566,19.4307,377.551,3.04831e-06,291.029,300,0.0788737,-9.32779e-07,0.862993,793.852
0.00544532,0.000429492,19.429,377.486,3.04755e-06,291.027,300,0.0788737,-9.32313e-07,0.863141,793.854
0.00546973,0.000431418,19.4274,377.422,3.04678e-06,291.024,300,0.0788737,-9.31855e-07,0.863285,793.856
0.00549415,0.000433344,19.4257,377.358,3.04601e-06,291.022,300,0.0788737,-9.31403e-07,0.863425,793.859
0.00551857,0.00043527,19.4241,377.294,3.04524e-06,291.02,300,0.0788737,-9.3096e-07,0.863561,793.86
0.00554299,0.000437196,19.4224,377.23,3.04447e-06,291.018,300,0.0788737,-9.30523e-07,0.863692,793.862
0.00556741,0.000439122,19.4208,377.166,3.04371e-06,291.016,300,0.0788737,-9.30093e-07,0.86382,793.864
0.00559183,0.000441048,19.4191,377.102,3.04294e-06,291.014,300,0.0788737,-9.2967e-07,0.863944,793.866
0.00561625,0.000442974,19.4175,377.038,3.04217e-06,291.012,300,0.0788737,-9.29254e-07,0.864064,793.868
0.00564066,0.0004449,19.4158,376.975,3.04141e-06,291.01,300,0.0788737,-9.28845e-07,0.864181,793.87
0.00566508,0.000446826,19.4142,376.911,3.04064e-06,291.008,300,0.0788737,-9.28442e-07,0.864293,793.872
0.0056895,0.000448752,19.4125,376.847,3.03988e-06,291.006,300,0.0788737,-9.28045e-07,0.864403,793.873
