# t [s], xp [m], d [micron], d^2 [micron^2], mp [mg], Tp [K], Tg [K], ug [m/s], Sm [kg/m3s], Sh [J/m3s], rho[kg/m3s]
0.0210731,0.00166212,18.3747,337.63,2.5782e-06,290.91,300,0.0788737,-8.63197e-07,0.826947,793.961
0.0210975,0.00166404,18.373,337.568,2.57749e-06,290.91,300,0.0788737,-8.63118e-07,0.826871,793.961
0.021122,0.00166597,18.3713,337.506,2.57678e-06,290.91,300,0.0788737,-8.63038e-07,0.826795,793.961
0.0211464,0.00166789,18.3696,337.444,2.57607e-06,290.91,300,0.0788737,-8.62959e-07,0.826719,793.961
0.0211708,0.00166982,18.368,337.382,2.57536e-06,290.91,300,0.0788737,-8.6288e-07,0.826643,793.961
0.0211952,0.00167175,18.3663,337.32,2.57465e-06,290.91,300,0.0788737,-8.628e-07,0.826567,793.961
0.0212196,0.00167367,18.3646,337.257,2.57394e-06,290.91,300,0.0788737,-8.62721e-07,0.826491,793.961
0.0212441,0.0016756,18.3629,337.195,2.57323e-06,290.91,300,0.0788737,-8.62641e-07,0.826415,793.961
0.0212685,0.00167752,18.3612,337.133,2.57251e-06,290.91,300,0.0788737,-8.62562e-07,0.826339,793.961
0.0212929,0.00167945,18.3595,337.071,2.5718e-06,290.91,300,0.0788737,-8.62482e-07,0.826263,793.961
0.0213173,0.00168138,18.3578,337.009,2.57109e-06,290.91,300,0.0788737,-8.62403e-07,0.826186,793.961
0.0213417,0.0016833,18.3561,336.947,2.57038e-06,290.91,300,0.0788737,-8.62323e-07,0.82611,793.961
0.0213662,0.00168523,18.3544,336.885,2.56967e-06,290.91,300,0.0788737,-8.62244e-07,0.826034,793.961
0.0213906,0.00168715,18.3527,336.823,2.56896e-06,290.91,300,0.0788737,-8.62164e-07,0.825958,793.961
0.021415,0.00168908,18.351,336.761,2.56825e-06,290.91,300,0.0788737,-8.62085e-07,0.825882,793.961
0.0214394,0.00169101,18.3493,336.698,2.56754e-06,290.91,300,0.0788737,-8.62005e-07,0.825806,793.961
0.0214638,0.00169293,18.3477,336.636,2.56683e-06,290.91,300,0.0788737,-8.61926e-07,0.825729,793.961
0.0214882,0.00169486,18.346,336.574,2.56612e-06,290.91,300,0.0788737,-8.61846e-07,0.825653,793.961
0.0215127,0.00169678,18.3443,336.512,2.56541e-06,290.91,300,0.0788737,-8.61767e-07,0.825577,793.961
0.0215371,0.00169871,18.3426,336.45,2.5647e-06,290.91,300,0.0788737,-8.61687e-07,0.825501,793.961
0.0215615,0.00170064,18.3409,336.388,2.56399e-06,290.91,300,0.0788737,-8.61608e-07,0.825425,793.961
0.0215859,0.00170256,18.3392,336.326,2.56328e-06,290.91,300,0.0788737,-8.61528e-07,0.825348,793.961
0.0216103,0.00170449,18.3375,336.264,2.56257e-06,290.91,300,0.0788737,-8.61449e-07,0.825272,793.961
0.0216348,0.00170641,18.3358,336.201,2.56186e-06,290.91,300,0.0788737,-8.61369e-07,0.825196,793.961
0.0216592,0.00170834,18.3341,336.139,2.56115e-06,290.91,300,0.0788737,-8.61289e-07,0.82512,793.961
0.0216836,0.00171027,18.3324,336.077,2.56044e-06,290.91,300,0.0788737,-8.6121e-07,0.825044,793.961
0.021708,0.00171219,18.3307,336.015,2.55973e-06,290.91,300,0.0788737,-8.6113e-07,0.824967,793.961
0.0217324,0.00171412,18.329,335.953,2.55902e-06,290.91,300,0.0788737,-8.61051e-07,0.824891,793.961
0.0217568,0.00171604,18.3273,335.891,2.55831e-06,290.91,300,0.0788737,-8.60971e-07,0.824815,793.961
0.0217813,0.00171797,18.3256,335.829,2.5576e-06,290.91,300,0.0788737,-8.60891e-07,0.824738,793.961
0.0218057,0.0017199,18.3239,335.767,2.55689e-06,290.91,300,0.0788737,-8.60812e-07,0.824662,793.961
0.0218301,0.00172182,18.3222,335.705,2.55618e-06,290.91,300,0.0788737,-8.60732e-07,0.824586,793.961
0.0218545,0.00172375,18.3205,335.642,2.55547e-06,290.91,300,0.0788737,-8.60653e-07,0.82451,793.961
0.0218789,0.00172567,18.3189,335.58,2.55476e-06,290.91,300,0.0788737,-8.60573e-07,0.824433,793.961
0.0219034,0.0017276,18.3172,335.518,2.55405e-06,290.91,300,0.0788737,-8.60493e-07,0.824357,793.961
0.0219278,0.00172953,18.3155,335.456,2.55334e-06,290.91,300,0.0788737,-8.60414e-07,0.824281,793.961
0.0219522,0.00173145,18.3138,335.394,2.55263e-06,290.91,300,0.0788737,-8.60334e-07,0.824204,793.961
0.0219766,0.00173338,18.3121,335.332,2.55192e-06,290.91,300,0.0788737,-8.60254e-07,0.824128,793.961
0.022001,0.0017353,18.3104,335.27,2.55121e-06,290.91,300,0.0788737,-8.60175e-07,0.824052,793.961
0.0220255,0.00173723,18.3087,335.208,2.55051e-06,290.91,300,0.0788737,-8.60095e-07,0.823975,793.961
0.0220499,0.00173915,18.307,335.145,2.5498e-06,290.91,300,0.0788737,-8.60015e-07,0.823899,793.961
0.0220743,0.00174108,18.3053,335.083,2.54909e-06,290.91,300,0.0788737,-8.59936e-07,0.823823,793.961
0.0220987,0.00174301,18.3036,335.021,2.54838e-06,290.91,300,0.0788737,-8.59856e-07,0.823746,793.961
0.0221231,0.00174493,18.3019,334.959,2.54767e-06,290.91,300,0.0788737,-8.59776e-07,0.82367,793.961
0.0221475,0.00174686,18.3002,334.897,2.54696e-06,290.91,300,0.0788737,-8.59696e-07,0.823594,793.961
0.022172,0.00174878,18.2985,334.835,2.54625e-06,290.91,300,0.0788737,-8.59617e-07,0.823517,793.961
0.0221964,0.00175071,18.2968,334.773,2.54554e-06,290.91,300,0.0788737,-8.59537e-07,0.823441,793.961
0.0222208,0.00175264,18.2951,334.711,2.54484e-06,290.91,300,0.0788737,-8.59457e-07,0.823364,793.961
0.0222452,0.00175456,18.2934,334.649,2.54413e-06,290.91,300,0.0788737,-8.59377e-07,0.823288,793.961
0.0222696,0.00175649,18.2917,334.586,2.54342e-06,290.91,300,0.0788737,-8.59298e-07,0.823212,793.961
0.0222941,0.00175841,18.29,334.524,2.54271e-06,290.91,300,0.0788737,-8.59218e-07,0.823135,793.961
0.0223185,0.00176034,18.2883,334.462,2.542e-06,290.91,300,0.0788737,-8.59138e-07,0.823059,793.961
0.0223429,0.00176227,18.2866,334.4,2.54129e-06,290.91,300,0.0788737,-8.59058e-07,0.822982,793.961
0.0223673,0.00176419,18.2849,334.338,2.54059e-06,290.91,300,0.0788737,-8.58979e-07,0.822906,793.961
0.0223917,0.00176612,18.2832,334.276,2.53988e-06,290.91,300,0.0788737,-8.58899e-07,0.822829,793.961
0.0224161,0.00176804,18.2815,334.214,2.53917e-06,290.91,300,0.0788737,-8.58819e-07,0.822753,793.961
0.0224406,0.00176997,18.2798,334.152,2.53846e-06,290.91,300,0.0788737,-8.58739e-07,0.822677,793.961
0.022465,0.0017719,18.2781,334.09,2.53776e-06,290.91,300,0.0788737,-8.58659e-07,0.8226,793.961
0.0224894,0.00177382,18.2764,334.027,2.53705e-06,290.91,300,0.0788737,-8.58579e-07,0.822524,793.961
0.0225138,0.00177575,18.2747,333.965,2.53634e-06,290.91,300,0.0788737,-8.585e-07,0.822447,793.961
0.0225382,0.00177767,18.273,333.903,2.53563e-06,290.91,300,0.0788737,-8.5842e-07,0.822371,793.961
0.0225627,0.0017796,18.2713,333.841,2.53492e-06,290.91,300,0.0788737,-8.5834e-07,0.822294,793.961
0.0225871,0.00178153,18.2696,333.779,2.53422e-06,290.91,300,0.0788737,-8.5826e-07,0.822218,793.961
0.0226115,0.00178345,18.2679,333.717,2.53351e-06,290.91,300,0.0788737,-8.5818e-07,0.822141,793.961
0.0226359,0.00178538,18.2662,333.655,2.5328e-06,290.91,300,0.0788737,-8.581e-07,0.822065,793.961
0.0226603,0.0017873,18.2645,333.593,2.5321e-06,290.91,300,0.0788737,-8.5802e-07,0.821988,793.961
0.0226847,0.00178923,18.2628,333.53,2.53139e-06,290.91,300,0.0788737,-8.57941e-07,0.821912,793.961
0.0227092,0.00179116,18.2611,333.468,2.53068e-06,290.91,300,0.0788737,-8.57861e-07,0.821835,793.961
0.0227336,0.00179308,18.2594,333.406,2.52997e-06,290.91,300,0.0788737,-8.57781e-07,0.821758,793.961
0.022758,0.00179501,18.2577,333.344,2.52927e-06,290.91,300,0.0788737,-8.57701e-07,0.821682,793.961
0.0227824,0.00179693,18.256,333.282,2.52856e-06,290.91,300,0.0788737,-8.57621e-07,0.821605,793.961
0.0228068,0.00179886,18.2543,333.22,2.52785e-06,290.91,300,0.0788737,-8.57541e-07,0.821529,793.961
0.0228313,0.00180079,18.2526,333.158,2.52715e-06,290.91,300,0.0788737,-8.57461e-07,0.821452,793.961
0.0228557,0.00180271,18.2509,333.096,2.52644e-06,290.91,300,0.0788737,-8.57381e-07,0.821376,793.961
0.0228801,0.00180464,18.2492,333.034,2.52573e-06,290.91,300,0.0788737,-8.57301e-07,0.821299,793.961
0.0229045,0.00180656,18.2475,332.971,2.52503e-06,290.91,300,0.0788737,-8.57221e-07,0.821222,793.961
0.0229289,0.00180849,18.2458,332.909,2.52432e-06,290.91,300,0.0788737,-8.57141e-07,0.821146,793.961
0.0229534,0.00181042,18.2441,332.847,2.52361e-06,290.91,300,0.0788737,-8.57061e-07,0.821069,793.961
0.0229778,0.00181234,18.2424,332.785,2.52291e-06,290.91,300,0.0788737,-8.56981e-07,0.820993,793.961
0.0230022,0.00181427,18.2407,332.723,2.5222e-06,290.91,300,0.0788737,-8.56901e-07,0.820916,793.961
0.0230266,0.00181619,18.239,332.661,2.52149e-06,290.91,300,0.0788737,-8.56821e-07,0.820839,793.961
0.023051,0.00181812,18.2373,332.599,2.52079e-06,290.91,300,0.0788737,-8.56741e-07,0.820763,793.961
0.0230754,0.00182005,18.2356,332.537,2.52008e-06,290.91,300,0.0788737,-8.56661e-07,0.820686,793.961
0.0230999,0.00182197,18.2339,332.474,2.51938e-06,290.91,300,0.0788737,-8.56581e-07,0.820609,793.961
0.0231243,0.0018239,18.2322,332.412,2.51867e-06,290.91,300,0.0788737,-8.56501e-07,0.820533,793.961
0.0231487,0.00182582,18.2305,332.35,2.51796e-06,290.91,300,0.0788737,-8.56421e-07,0.820456,793.961
0.0231731,0.00182775,18.2288,332.288,2.51726e-06,290.91,300,0.0788737,-8.56341e-07,0.820379,793.961
0.0231975,0.00182968,18.2271,332.226,2.51655e-06,290.91,300,0.0788737,-8.56261e-07,0.820303,793.961
0.023222,0.0018316,18.2254,332.164,2.51585e-06,290.91,300,0.0788737,-8.56181e-07,0.820226,793.961
0.0232464,0.00183353,18.2237,332.102,2.51514e-06,290.91,300,0.0788737,-8.56101e-07,0.820149,793.961
0.0232708,0.00183545,18.222,332.04,2.51444e-06,290.91,300,0.0788737,-8.56021e-07,0.820073,793.961
0.0232952,0.00183738,18.2203,331.978,2.51373e-06,290.91,300,0.0788737,-8.55941e-07,0.819996,793.961
0.0233196,0.00183931,18.2185,331.915,2.51302e-06,290.91,300,0.0788737,-8.55861e-07,0.819919,793.961
0.023344,0.00184123,18.2168,331.853,2.51232e-06,290.91,300,0.0788737,-8.55781e-07,0.819842,793.961
0.0233685,0.00184316,18.2151,331.791,2.51161e-06,290.91,300,0.0788737,-8.55701e-07,0.819766,793.961
0.0233929,0.00184508,18.2134,331.729,2.51091e-06,290.91,300,0.0788737,-8.55621e-07,0.819689,793.961
0.0234173,0.00184701,18.2117,331.667,2.5102e-06,290.91,300,0.0788737,-8.55541e-07,0.819612,793.961
0.0234417,0.00184894,18.21,331.605,2.5095e-06,290.91,300,0.0788737,-8.5546e-07,0.819536,793.961
0.0234661,0.00185086,18.2083,331.543,2.50879e-06,290.91,300,0.0788737,-8.5538e-07,0.819459,793.961
0.0234906,0.00185279,18.2066,331.481,2.50809e-06,290.91,300,0.0788737,-8.553e-07,0.819382,793.961
0.023515,0.00185471,18.2049,331.419,2.50738e-06,290.91,300,0.0788737,-8.5522e-07,0.819305,793.961
0.0235394,0.00185664,18.2032,331.356,2.50668e-06,290.91,300,0.0788737,-8.5514e-07,0.819228,793.961
0.0235638,0.00185857,18.2015,331.294,2.50597e-06,290.91,300,0.0788737,-8.5506e-07,0.819152,793.961
0.0235882,0.00186049,18.1998,331.232,2.50527e-06,290.91,300,0.0788737,-8.5498e-07,0.819075,793.961
0.0236127,0.00186242,18.1981,331.17,2.50456e-06,290.91,300,0.0788737,-8.54899e-07,0.818998,793.961
0.0236371,0.00186434,18.1964,331.108,2.50386e-06,290.91,300,0.0788737,-8.54819e-07,0.818921,793.961
0.0236615,0.00186627,18.1947,331.046,2.50315e-06,290.91,300,0.0788737,-8.54739e-07,0.818844,793.961
0.0236859,0.0018682,18.193,330.984,2.50245e-06,290.91,300,0.0788737,-8.54659e-07,0.818768,793.961
0.0237103,0.00187012,18.1913,330.922,2.50175e-06,290.91,300,0.0788737,-8.54579e-07,0.818691,793.961
0.0237347,0.00187205,18.1895,330.859,2.50104e-06,290.91,300,0.0788737,-8.54498e-07,0.818614,793.961
0.0237592,0.00187397,18.1878,330.797,2.50034e-06,290.91,300,0.0788737,-8.54418e-07,0.818537,793.961
0.0237836,0.0018759,18.1861,330.735,2.49963e-06,290.91,300,0.0788737,-8.54338e-07,0.81846,793.961
0.023808,0.00187783,18.1844,330.673,2.49893e-06,290.91,300,0.0788737,-8.54258e-07,0.818383,793.961
0.0238324,0.00187975,18.1827,330.611,2.49822e-06,290.91,300,0.0788737,-8.54177e-07,0.818306,793.961
0.0238568,0.00188168,18.181,330.549,2.49752e-06,290.91,300,0.0788737,-8.54097e-07,0.81823,793.961
0.0238813,0.0018836,18.1793,330.487,2.49682e-06,290.91,300,0.0788737,-8.54017e-07,0.818153,793.961
0.0239057,0.00188553,18.1776,330.425,2.49611e-06,290.91,300,0.0788737,-8.53937e-07,0.818076,793.961
0.0239301,0.00188745,18.1759,330.363,2.49541e-06,290.91,300,0.0788737,-8.53856e-07,0.817999,793.961
0.0239545,0.00188938,18.1742,330.3,2.4947e-06,290.91,300,0.0788737,-8.53776e-07,0.817922,793.961
0.0239789,0.00189131,18.1725,330.238,2.494e-06,290.91,300,0.0788737,-8.53696e-07,0.817845,793.961
0.0240033,0.00189323,18.1708,330.176,2.4933e-06,290.91,300,0.0788737,-8.53616e-07,0.817768,793.961
0.0240278,0.00189516,18.169,330.114,2.49259e-06,290.91,300,0.0788737,-8.53535e-07,0.817691,793.961
0.0240522,0.00189708,18.1673,330.052,2.49189e-06,290.91,300,0.0788737,-8.53455e-07,0.817614,793.961
0.0240766,0.00189901,18.1656,329.99,2.49119e-06,290.91,300,0.0788737,-8.53375e-07,0.817537,793.961
0.024101,0.00190094,18.1639,329.928,2.49048e-06,290.91,300,0.0788737,-8.53294e-07,0.81746,793.961
0.0241254,0.00190286,18.1622,329.866,2.48978e-06,290.91,300,0.0788737,-8.53214e-07,0.817383,793.961
0.0241499,0.00190479,18.1605,329.804,2.48908e-06,290.91,300,0.0788737,-8.53134e-07,0.817307,793.961
0.0241743,0.00190671,18.1588,329.741,2.48837e-06,290.91,300,0.0788737,-8.53053e-07,0.81723,793.961
0.0241987,0.00190864,18.1571,329.679,2.48767e-06,290.91,300,0.0788737,-8.52973e-07,0.817153,793.961
0.0242231,0.00191057,18.1554,329.617,2.48697e-06,290.91,300,0.0788737,-8.52893e-07,0.817076,793.961
0.0242475,0.00191249,18.1537,329.555,2.48626e-06,290.91,300,0.0788737,-8.52812e-07,0.816999,793.961
0.0242719,0.00191442,18.1519,329.493,2.48556e-06,290.91,300,0.0788737,-8.52732e-07,0.816922,793.961
0.0242964,0.00191634,18.1502,329.431,2.48486e-06,290.91,300,0.0788737,-8.52652e-07,0.816845,793.961
0.0243208,0.00191827,18.1485,329.369,2.48416e-06,290.91,300,0.0788737,-8.52571e-07,0.816768,793.961
0.0243452,0.0019202,18.1468,329.307,2.48345e-06,290.91,300,0.0788737,-8.52491e-07,0.816691,793.961
0.0243696,0.00192212,18.1451,329.244,2.48275e-06,290.91,300,0.0788737,-8.5241e-07,0.816614,793.961
0.024394,0.00192405,18.1434,329.182,2.48205e-06,290.91,300,0.0788737,-8.5233e-07,0.816536,793.961
0.0244185,0.00192597,18.1417,329.12,2.48135e-06,290.91,300,0.0788737,-8.5225e-07,0.816459,793.961
0.0244429,0.0019279,18.14,329.058,2.48064e-06,290.91,300,0.0788737,-8.52169e-07,0.816382,793.961
0.0244673,0.00192983,18.1382,328.996,2.47994e-06,290.91,300,0.0788737,-8.52089e-07,0.816305,793.961
0.0244917,0.00193175,18.1365,328.934,2.47924e-06,290.91,300,0.0788737,-8.52008e-07,0.816228,793.961
0.0245161,0.00193368,18.1348,328.872,2.47854e-06,290.91,300,0.0788737,-8.51928e-07,0.816151,793.961
0.0245406,0.0019356,18.1331,328.81,2.47783e-06,290.91,300,0.0788737,-8.51847e-07,0.816074,793.961
0.024565,0.00193753,18.1314,328.748,2.47713e-06,290.91,300,0.0788737,-8.51767e-07,0.815997,793.961
0.0245894,0.00193946,18.1297,328.685,2.47643e-06,290.91,300,0.0788737,-8.51686e-07,0.81592,793.961
0.0246138,0.00194138,18.128,328.623,2.47573e-06,290.91,300,0.0788737,-8.51606e-07,0.815843,793.961
0.0246382,0.00194331,18.1263,328.561,2.47503e-06,290.91,300,0.0788737,-8.51525e-07,0.815766,793.961
0.0246626,0.00194523,18.1245,328.499,2.47432e-06,290.91,300,0.0788737,-8.51445e-07,0.815689,793.961
0.0246871,0.00194716,18.1228,328.437,2.47362e-06,290.91,300,0.0788737,-8.51364e-07,0.815611,793.961
0.0247115,0.00194909,18.1211,328.375,2.47292e-06,290.91,300,0.0788737,-8.51284e-07,0.815534,793.961
0.0247359,0.00195101,18.1194,328.313,2.47222e-06,290.91,300,0.0788737,-8.51203e-07,0.815457,793.961
0.0247603,0.00195294,18.1177,328.251,2.47152e-06,290.91,300,0.0788737,-8.51123e-07,0.81538,793.961
0.0247847,0.00195486,18.116,328.188,2.47082e-06,290.91,300,0.0788737,-8.51042e-07,0.815303,793.961
0.0248092,0.00195679,18.1143,328.126,2.47011e-06,290.91,300,0.0788737,-8.50962e-07,0.815226,793.961
0.0248336,0.00195872,18.1125,328.064,2.46941e-06,290.91,300,0.0788737,-8.50881e-07,0.815149,793.961
0.024858,0.00196064,18.1108,328.002,2.46871e-06,290.91,300,0.0788737,-8.50801e-07,0.815071,793.961
0.0248824,0.00196257,18.1091,327.94,2.46801e-06,290.91,300,0.0788737,-8.5072e-07,0.814994,793.961
0.0249068,0.00196449,18.1074,327.878,2.46731e-06,290.91,300,0.0788737,-8.50639e-07,0.814917,793.961
0.0249312,0.00196642,18.1057,327.816,2.46661e-06,290.91,300,0.0788737,-8.50559e-07,0.81484,793.961
0.0249557,0.00196835,18.104,327.754,2.46591e-06,290.91,300,0.0788737,-8.50478e-07,0.814763,793.961
0.0249801,0.00197027,18.1023,327.692,2.46521e-06,290.91,300,0.0788737,-8.50398e-07,0.814685,793.961
0.0250045,0.0019722,18.1005,327.629,2.46451e-06,290.91,300,0.0788737,-8.50317e-07,0.814608,793.961
0.0250289,0.00197412,18.0988,327.567,2.4638e-06,290.91,300,0.0788737,-8.50237e-07,0.814531,793.961
0.0250533,0.00197605,18.0971,327.505,2.4631e-06,290.91,300,0.0788737,-8.50156e-07,0.814454,793.961
0.0250778,0.00197798,18.0954,327.443,2.4624e-06,290.91,300,0.0788737,-8.50075e-07,0.814377,793.961
0.0251022,0.0019799,18.0937,327.381,2.4617e-06,290.91,300,0.0788737,-8.49995e-07,0.814299,793.961
0.0251266,0.00198183,18.092,327.319,2.461e-06,290.91,300,0.0788737,-8.49914e-07,0.814222,793.961
0.025151,0.00198375,18.0902,327.257,2.4603e-06,290.91,300,0.0788737,-8.49833e-07,0.814145,793.961
0.0251754,0.00198568,18.0885,327.195,2.4596e-06,290.91,300,0.0788737,-8.49753e-07,0.814067,793.961
0.0251999,0.00198761,18.0868,327.133,2.4589e-06,290.91,300,0.0788737,-8.49672e-07,0.81399,793.961
0.0252243,0.00198953,18.0851,327.07,2.4582e-06,290.91,300,0.0788737,-8.49591e-07,0.813913,793.961
0.0252487,0.00199146,18.0834,327.008,2.4575e-06,290.91,300,0.0788737,-8.49511e-07,0.813836,793.961
0.0252731,0.00199338,18.0817,326.946,2.4568e-06,290.91,300,0.0788737,-8.4943e-07,0.813758,793.961
0.0252975,0.00199531,18.0799,326.884,2.4561e-06,290.91,300,0.0788737,-8.49349e-07,0.813681,793.961
0.0253219,0.00199724,18.0782,326.822,2.4554e-06,290.91,300,0.0788737,-8.49269e-07,0.813604,793.961
0.0253464,0.00199916,18.0765,326.76,2.4547e-06,290.91,300,0.0788737,-8.49188e-07,0.813526,793.961
0.0253708,0.00200109,18.0748,326.698,2.454e-06,290.91,300,0.0788737,-8.49107e-07,0.813449,793.961
0.0253952,0.00200301,18.0731,326.636,2.4533e-06,290.91,300,0.0788737,-8.49026e-07,0.813372,793.961
0.0254196,0.00200494,18.0713,326.573,2.4526e-06,290.91,300,0.0788737,-8.48946e-07,0.813294,793.961
0.025444,0.00200687,18.0696,326.511,2.4519e-06,290.91,300,0.0788737,-8.48865e-07,0.813217,793.961
0.0254685,0.00200879,18.0679,326.449,2.4512e-06,290.91,300,0.0788737,-8.48784e-07,0.81314,793.961
0.0254929,0.00201072,18.0662,326.387,2.4505e-06,290.91,300,0.0788737,-8.48703e-07,0.813062,793.961
0.0255173,0.00201264,18.0645,326.325,2.4498e-06,290.91,300,0.0788737,-8.48623e-07,0.812985,793.961
0.0255417,0.00201457,18.0627,326.263,2.4491e-06,290.91,300,0.0788737,-8.48542e-07,0.812908,793.961
0.0255661,0.0020165,18.061,326.201,2.4484e-06,290.91,300,0.0788737,-8.48461e-07,0.81283,793.961
0.0255905,0.00201842,18.0593,326.139,2.4477e-06,290.91,300,0.0788737,-8.4838e-07,0.812753,793.961
0.025615,0.00202035,18.0576,326.077,2.447e-06,290.91,300,0.0788737,-8.483e-07,0.812675,793.961
0.0256394,0.00202227,18.0559,326.014,2.4463e-06,290.91,300,0.0788737,-8.48219e-07,0.812598,793.961
0.0256638,0.0020242,18.0541,325.952,2.44561e-06,290.91,300,0.0788737,-8.48138e-07,0.812521,793.961
0.0256882,0.00202613,18.0524,325.89,2.44491e-06,290.91,300,0.0788737,-8.48057e-07,0.812443,793.961
0.0257126,0.00202805,18.0507,325.828,2.44421e-06,290.91,300,0.0788737,-8.47976e-07,0.812366,793.961
0.0257371,0.00202998,18.049,325.766,2.44351e-06,290.91,300,0.0788737,-8.47895e-07,0.812288,793.961
0.0257615,0.0020319,18.0473,325.704,2.44281e-06,290.91,300,0.0788737,-8.47815e-07,0.812211,793.961
0.0257859,0.00203383,18.0455,325.642,2.44211e-06,290.91,300,0.0788737,-8.47734e-07,0.812133,793.961
0.0258103,0.00203575,18.0438,325.58,2.44141e-06,290.91,300,0.0788737,-8.47653e-07,0.812056,793.961
0.0258347,0.00203768,18.0421,325.517,2.44071e-06,290.91,300,0.0788737,-8.47572e-07,0.811978,793.961
0.0258591,0.00203961,18.0404,325.455,2.44001e-06,290.91,300,0.0788737,-8.47491e-07,0.811901,793.961
0.0258836,0.00204153,18.0387,325.393,2.43932e-06,290.91,300,0.0788737,-8.4741e-07,0.811823,793.961
0.025908,0.00204346,18.0369,325.331,2.43862e-06,290.91,300,0.0788737,-8.47329e-07,0.811746,793.961
0.0259324,0.00204538,18.0352,325.269,2.43792e-06,290.91,300,0.0788737,-8.47249e-07,0.811668,793.961
0.0259568,0.00204731,18.0335,325.207,2.43722e-06,290.91,300,0.0788737,-8.47168e-07,0.811591,793.961
0.0259812,0.00204924,18.0318,325.145,2.43652e-06,290.91,300,0.0788737,-8.47087e-07,0.811513,793.961
0.0260057,0.00205116,18.03,325.083,2.43582e-06,290.91,300,0.0788737,-8.47006e-07,0.811436,793.961
0.0260301,0.00205309,18.0283,325.021,2.43513e-06,290.91,300,0.0788737,-8.46925e-07,0.811358,793.961
0.0260545,0.00205501,18.0266,324.958,2.43443e-06,290.91,300,0.0788737,-8.46844e-07,0.811281,793.961
0.0260789,0.00205694,18.0249,324.896,2.43373e-06,290.91,300,0.0788737,-8.46763e-07,0.811203,793.961
0.0261033,0.00205887,18.0232,324.834,2.43303e-06,290.91,300,0.0788737,-8.46682e-07,0.811126,793.961
0.0261278,0.00206079,18.0214,324.772,2.43233e-06,290.91,300,0.0788737,-8.46601e-07,0.811048,793.961
0.0261522,0.00206272,18.0197,324.71,2.43164e-06,290.91,300,0.0788737,-8.4652e-07,0.810971,793.961
0.0261766,0.00206464,18.018,324.648,2.43094e-06,290.91,300,0.0788737,-8.46439e-07,0.810893,793.961
0.026201,0.00206657,18.0163,324.586,2.43024e-06,290.91,300,0.0788737,-8.46358e-07,0.810816,793.961
0.0262254,0.0020685,18.0145,324.524,2.42954e-06,290.91,300,0.0788737,-8.46277e-07,0.810738,793.961
0.0262498,0.00207042,18.0128,324.462,2.42885e-06,290.91,300,0.0788737,-8.46196e-07,0.81066,793.961
0.0262743,0.00207235,18.0111,324.399,2.42815e-06,290.91,300,0.0788737,-8.46115e-07,0.810583,793.961
0.0262987,0.00207427,18.0094,324.337,2.42745e-06,290.91,300,0.0788737,-8.46034e-07,0.810505,793.961
0.0263231,0.0020762,18.0076,324.275,2.42675e-06,290.91,300,0.0788737,-8.45953e-07,0.810428,793.961
0.0263475,0.00207813,18.0059,324.213,2.42606e-06,290.91,300,0.0788737,-8.45872e-07,0.81035,793.961
0.0263719,0.00208005,18.0042,324.151,2.42536e-06,290.91,300,0.0788737,-8.45791e-07,0.810272,793.961
0.0263964,0.00208198,18.0025,324.089,2.42466e-06,290.91,300,0.0788737,-8.4571e-07,0.810195,793.961
0.0264208,0.0020839,18.0007,324.027,2.42397e-06,290.91,300,0.0788737,-8.45629e-07,0.810117,793.961
0.0264452,0.00208583,17.999,323.965,2.42327e-06,290.91,300,0.0788737,-8.45548e-07,0.810039,793.961
0.0264696,0.00208776,17.9973,323.902,2.42257e-06,290.91,300,0.0788737,-8.45467e-07,0.809962,793.961
0.026494,0.00208968,17.9956,323.84,2.42188e-06,290.91,300,0.0788737,-8.45386e-07,0.809884,793.961
0.0265184,0.00209161,17.9938,323.778,2.42118e-06,290.91,300,0.0788737,-8.45305e-07,0.809806,793.961
0.0265429,0.00209353,17.9921,323.716,2.42048e-06,290.91,300,0.0788737,-8.45224e-07,0.809729,793.961
0.0265673,0.00209546,17.9904,323.654,2.41978e-06,290.91,300,0.0788737,-8.45143e-07,0.809651,793.961
0.0265917,0.00209739,17.9887,323.592,2.41909e-06,290.91,300,0.0788737,-8.45061e-07,0.809573,793.961
0.0266161,0.00209931,17.9869,323.53,2.41839e-06,290.91,300,0.0788737,-8.4498e-07,0.809496,793.961
0.0266405,0.00210124,17.9852,323.468,2.4177e-06,290.91,300,0.0788737,-8.44899e-07,0.809418,793.961
0.026665,0.00210316,17.9835,323.406,2.417e-06,290.91,300,0.0788737,-8.44818e-07,0.80934,793.961
0.0266894,0.00210509,17.9818,323.343,2.4163e-06,290.91,300,0.0788737,-8.44737e-07,0.809262,793.961
0.0267138,0.00210702,17.98,323.281,2.41561e-06,290.91,300,0.0788737,-8.44656e-07,0.809185,793.961
0.0267382,0.00210894,17.9783,323.219,2.41491e-06,290.91,300,0.0788737,-8.44575e-07,0.809107,793.961
0.0267626,0.00211087,17.9766,323.157,2.41421e-06,290.91,300,0.0788737,-8.44494e-07,0.809029,793.961
0.0267871,0.00211279,17.9748,323.095,2.41352e-06,290.91,300,0.0788737,-8.44412e-07,0.808951,793.961
0.0268115,0.00211472,17.9731,323.033,2.41282e-06,290.91,300,0.0788737,-8.44331e-07,0.808874,793.961
